Date,HIGH,LOW,CLOSE,OPEN,COUNT,VOLUME,SHROUT
1998-08-10,75.0,75.0,75.0,75.0,0.0,0.0,
1998-08-11,77.5,75.0,77.5,75.0,0.0,1.0,
1998-08-12,79.0,76.5,77.0,77.0,0.0,1.0,
1998-08-13,80.0,77.0,77.5,78.0,0.0,12819.0,
1998-08-14,80.0,77.5,77.5,80.0,0.0,1.0,
1998-08-17,80.0,77.5,77.5,80.0,0.0,1.0,
1998-08-18,81.0,77.5,78.0,80.0,0.0,1.0,
1998-08-19,81.0,78.0,78.0,81.0,0.0,1.0,
1998-08-20,81.0,78.0,78.0,81.0,0.0,1.0,
1998-08-21,81.0,75.0,78.0,81.0,0.0,1.0,
1998-08-24,81.0,78.0,78.0,81.0,0.0,1.0,
1998-08-25,81.0,78.0,78.0,81.0,0.0,1.0,
1998-08-26,81.0,78.0,78.0,81.0,0.0,1.0,
1998-08-27,81.0,76.5,77.0,76.5,0.0,1.0,
1998-08-28,81.0,74.0,77.0,74.0,0.0,1.0,
1998-08-31,77.0,77.0,77.0,77.0,0.0,0.0,
1998-09-01,81.0,76.5,76.5,81.0,0.0,1.0,
1998-09-02,81.0,77.0,77.0,81.0,0.0,1.0,
1998-09-03,81.0,77.0,77.0,81.0,0.0,1.0,
1998-09-04,80.5,76.5,77.0,80.0,0.0,1.0,
1998-09-07,81.0,74.0,77.0,74.0,0.0,1.0,
1998-09-08,81.0,77.0,77.0,81.0,0.0,1.0,
1998-09-09,81.0,76.5,77.0,80.0,0.0,1.0,
1998-09-10,80.0,74.0,77.0,74.0,0.0,1.0,
1998-09-11,81.0,74.0,78.0,74.0,0.0,19735.0,
1998-09-14,81.0,77.5,78.0,80.0,0.0,1.0,
1998-09-15,81.0,75.0,78.0,75.0,0.0,1.0,
1998-09-16,81.0,78.0,78.0,81.0,0.0,1.0,
1998-09-17,80.5,77.5,78.0,80.0,0.0,1.0,
1998-09-18,79.0,76.5,77.5,78.0,0.0,1.0,
1998-09-21,80.0,75.0,78.0,80.0,0.0,1.0,
1998-09-22,80.5,75.0,78.0,80.0,0.0,1.0,
