Date,HIGH,LOW,CLOSE,OPEN,COUNT,VOLUME,SHROUT
2005-03-24,139.5,139.5,139.5,139.5,0.0,39935.0,22222420.0
2005-03-25,139.5,139.5,139.5,139.5,0.0,0.0,22222420.0
2005-03-28,139.5,139.5,139.5,139.5,0.0,0.0,22222420.0
2005-03-29,139.5,138.5,138.5,139.5,0.0,1600.0,22222420.0
2005-03-30,138.5,135.5,137.5,138.5,0.0,28977.0,22222420.0
2005-03-31,137.5,137.5,137.5,137.5,0.0,3986.0,22222420.0
2005-04-01,137.5,137.5,137.5,137.5,0.0,0.0,22222420.0
2005-04-04,137.5,137.5,137.5,137.5,0.0,4261.0,22222420.0
2005-04-05,137.5,137.5,137.5,137.5,0.0,280.0,22222420.0
2005-04-06,137.5,137.5,137.5,137.5,0.0,29489.0,22222420.0
2005-04-07,137.5,137.5,137.5,137.5,0.0,0.0,22222420.0
2005-04-08,137.5,137.5,137.5,137.5,0.0,7407.0,22222420.0
2005-04-11,137.5,136.5,136.5,137.5,0.0,7960.0,22222420.0
2005-04-12,136.5,136.5,136.5,136.5,0.0,0.0,22222420.0
2005-04-13,136.5,136.5,136.5,136.5,0.0,0.0,22222420.0
2005-04-14,136.5,136.5,136.5,136.5,0.0,15000.0,22222420.0
2005-04-15,136.5,136.5,136.5,136.5,0.0,8140.0,22222420.0
2005-04-18,137.5,137.5,137.5,137.5,0.0,117170.0,22222420.0
2005-04-19,137.5,137.5,137.5,137.5,0.0,1440.0,22222420.0
2005-04-20,137.5,136.0,136.0,137.5,0.0,14886.0,22222420.0
2005-04-21,136.0,136.0,136.0,136.0,0.0,0.0,22222420.0
2005-04-22,136.0,136.0,136.0,136.0,0.0,0.0,22222420.0
2005-04-25,136.0,136.0,136.0,136.0,0.0,6000.0,22222420.0
2005-04-26,136.0,127.5,127.5,136.0,0.0,5750.0,22222420.0
2005-04-27,128.5,127.5,127.5,127.5,0.0,1568.0,22222420.0
2005-04-28,127.5,127.5,127.5,127.5,0.0,0.0,22222420.0
2005-04-29,127.5,127.5,127.5,127.5,0.0,0.0,22222420.0
2005-05-02,127.5,127.5,127.5,127.5,0.0,0.0,22222420.0
2005-05-03,127.5,127.5,127.5,127.5,0.0,0.0,22222420.0
2005-05-04,127.5,127.5,127.5,127.5,0.0,0.0,22222420.0
2005-05-05,127.5,126.0,126.0,127.5,0.0,7407.0,22222420.0
2005-05-06,126.0,126.0,126.0,126.0,0.0,0.0,22222420.0
2005-05-09,126.0,126.0,126.0,126.0,0.0,0.0,22222420.0
2005-05-10,126.0,126.0,126.0,126.0,0.0,0.0,22222420.0
2005-05-11,126.0,111.5,112.5,126.0,0.0,8980.0,22222420.0
2005-05-12,112.5,112.5,112.5,112.5,0.0,500.0,22222420.0
2005-05-13,112.5,112.5,112.5,112.5,0.0,0.0,22222420.0
2005-05-16,112.5,112.5,112.5,112.5,0.0,6568.0,22222420.0
2005-05-17,112.5,112.5,112.5,112.5,0.0,0.0,22222420.0
2005-05-18,112.5,111.5,111.5,112.5,0.0,25300.0,22222420.0
2005-05-19,111.5,111.5,111.5,111.5,0.0,0.0,22222420.0
2005-05-20,111.5,111.5,111.5,111.5,0.0,0.0,22222420.0
2005-05-23,111.5,111.5,111.5,111.5,0.0,0.0,22222420.0
2005-05-24,111.5,111.5,111.5,111.5,0.0,0.0,22222420.0
2005-05-25,111.5,111.5,111.5,111.5,0.0,0.0,22222420.0
2005-05-26,111.5,111.5,111.5,111.5,0.0,0.0,22222420.0
2005-05-27,111.5,111.5,111.5,111.5,0.0,0.0,22222420.0
2005-05-30,111.5,111.5,111.5,111.5,0.0,0.0,22222420.0
2005-05-31,111.5,111.5,111.5,111.5,0.0,0.0,22222420.0
2005-06-01,111.5,111.5,111.5,111.5,0.0,0.0,22222420.0
2005-06-02,111.5,111.5,111.5,111.5,0.0,0.0,22222420.0
2005-06-03,111.5,111.5,111.5,111.5,0.0,0.0,22222420.0
2005-06-06,111.5,111.5,111.5,111.5,0.0,1500.0,22222420.0
2005-06-07,111.5,111.5,111.5,111.5,0.0,0.0,22222420.0
2005-06-08,111.5,111.5,111.5,111.5,0.0,0.0,22222420.0
2005-06-09,111.5,111.5,111.5,111.5,0.0,0.0,22222420.0
2005-06-10,111.5,111.5,111.5,111.5,0.0,0.0,22222420.0
2005-06-13,111.5,111.5,111.5,111.5,0.0,0.0,22222420.0
2005-06-14,111.5,111.5,111.5,111.5,0.0,0.0,22222420.0
2005-06-15,111.5,111.0,111.0,111.5,0.0,6000.0,22222420.0
2005-06-16,111.0,111.0,111.0,111.0,0.0,0.0,22222420.0
2005-06-17,112.5,110.0,110.0,111.0,0.0,13500.0,22222420.0
2005-06-20,110.0,110.0,110.0,110.0,0.0,0.0,22222420.0
