datadate,ap,rect,xad,ob,capx,dm,che,oancf,cogs,drc,drlt,dp,ebit,ebitda,emp,gdwlia,dvt,txp,xint,intan,nopi,scstkc,ni,ib,pi,aco,lco,ao,lo,ppegt,ppent,pstkq,xrd,revt,fatl,xsga,spi,txfed,txdi,txt,at,lct,act,dlc,ceq,invt,lt,pstk,dcvt,dcpstk,txfo,dltt,dr,dc
1998-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,,1426000.0,,,41695000.0,,21555000.0,4439000.0,1902000.0,5286000.0,,65000.0,,,26,,1383000.0,,15469000.0,,1547000.0,-257000.0,2843000.0,2843000.0,3228000.0,,10299000.0,,324000.0,394637000.0,394215000.0,,,17184000.0,,,12000.0,,,,417509000.0,16254000.0,23268000.0,422787000.0,160027000.0,,227959000.0,,,,,211381000.0,5286000.0,
2000-06-28,,3525000.0,,,56769000.0,,12969000.0,2260000.0,1803000.0,5556000.0,,74000.0,19640000.0,19710000.0,25,,1368000.0,,18507000.0,,1371000.0,-3117000.0,6105000.0,6105000.0,7051000.0,,11666000.0,,486000.0,446077000.0,445807000.0,,,21441000.0,,,2069000.0,,,,463164000.0,16025000.0,16946000.0,479642000.0,179993000.0,,256332000.0,,,,,239821000.0,5556000.0,
2001-06-29,,5806000.0,,,17531000.0,,27548000.0,3741000.0,2175000.0,6119000.0,,82000.0,25037000.0,25075000.0,26,,1504000.0,,21688000.0,,1145000.0,-1353000.0,5277000.0,5277000.0,7044000.0,,11854000.0,,625000.0,458866000.0,458569000.0,,,25981000.0,,,122000.0,,,,492578000.0,19048000.0,33890000.0,552756000.0,173417000.0,,299766000.0,,,,,275755000.0,6119000.0,
2002-06-28,,14112000.0,,,14940000.0,,6463000.0,3561000.0,2355000.0,6943000.0,,116000.0,25037000.0,25075000.0,26,,1586000.0,,22163000.0,,761000.0,128000.0,6186000.0,6186000.0,7735000.0,,15716000.0,,832000.0,476951000.0,476634000.0,,,27031000.0,,,780000.0,,,,500245000.0,22390000.0,23575000.0,560166000.0,191386000.0,,308859000.0,,,,,280083000.0,6943000.0,
2002-08-21,,14112000.0,,,14940000.0,,6463000.0,3561000.0,2355000.0,6943000.0,,116000.0,24676000.0,24792000.0,26,,1586000.0,,22163000.0,,761000.0,128000.0,6186000.0,6186000.0,7735000.0,,15716000.0,,832000.0,476951000.0,476634000.0,,,27031000.0,,,780000.0,,,,500245000.0,22390000.0,23575000.0,560166000.0,191386000.0,,308859000.0,,,,,280083000.0,6943000.0,
2003-06-24,,5869000.0,,,6399000.0,,29675000.0,5695000.0,2586000.0,6636000.0,,28000.0,24676000.0,24792000.0,21,,1675000.0,442000.0,21504000.0,,643000.0,40000.0,5218000.0,5218000.0,6726000.0,,12915000.0,,1063000.0,489190000.0,488921000.0,,,27558000.0,,,250000.0,,,,526175000.0,18558000.0,37220000.0,560380000.0,219744000.0,,306431000.0,,,,,280190000.0,6636000.0,
2003-06-27,,5869000.0,,,6399000.0,,29675000.0,5695000.0,2586000.0,6636000.0,,28000.0,24972000.0,24792000.0,21,,1675000.0,442000.0,21504000.0,,643000.0,40000.0,5218000.0,5218000.0,6726000.0,,12915000.0,,1063000.0,489190000.0,488921000.0,,,27558000.0,,,250000.0,,,,526175000.0,18558000.0,37220000.0,560380000.0,219744000.0,,306431000.0,,,,,280190000.0,6636000.0,
2004-06-16,,3733000.0,,,11889000.0,,28870000.0,2962000.0,2529000.0,6860000.0,,19000.0,25250000.0,25440000.0,21,,1770000.0,1180000.0,20577000.0,,-68000.0,265000.0,7184000.0,7184000.0,8684000.0,,12762000.0,,1284000.0,499336000.0,499045000.0,,,27782000.0,,,2514000.0,,,,535298000.0,19136000.0,36216000.0,513040000.0,250877000.0,,284421000.0,,,,,256520000.0,6860000.0,
2005-03-31,,3733000.0,,,11889000.0,,28870000.0,2962000.0,2529000.0,6860000.0,,19000.0,25250000.0,25440000.0,21,,1770000.0,1180000.0,20577000.0,,-68000.0,265000.0,7184000.0,7184000.0,8684000.0,,12762000.0,,1284000.0,499336000.0,499045000.0,,,27782000.0,,,2514000.0,,,,535298000.0,19136000.0,36216000.0,513040000.0,250877000.0,,284421000.0,,,,,256520000.0,6860000.0,
2006-03-31,,3733000.0,,,11889000.0,,28870000.0,2962000.0,2529000.0,6860000.0,,19000.0,25250000.0,25440000.0,21,,1770000.0,1180000.0,20577000.0,,-68000.0,265000.0,7184000.0,7184000.0,8684000.0,,12762000.0,,1284000.0,499336000.0,499045000.0,,,27782000.0,,,2514000.0,,,,535298000.0,19136000.0,36216000.0,513040000.0,250877000.0,,284421000.0,,,,,256520000.0,6860000.0,
2007-03-31,,3733000.0,,,11889000.0,,28870000.0,2962000.0,2529000.0,6860000.0,,19000.0,25250000.0,25440000.0,21,,1770000.0,1180000.0,20577000.0,,-68000.0,265000.0,7184000.0,7184000.0,8684000.0,,12762000.0,,1284000.0,499336000.0,499045000.0,,,27782000.0,,,2514000.0,,,,535298000.0,19136000.0,36216000.0,513040000.0,250877000.0,,284421000.0,,,,,256520000.0,6860000.0,
2008-03-31,,3733000.0,,,11889000.0,,28870000.0,2962000.0,2529000.0,6860000.0,,19000.0,25250000.0,25440000.0,21,,1770000.0,1180000.0,20577000.0,,-68000.0,265000.0,7184000.0,7184000.0,8684000.0,,12762000.0,,1284000.0,499336000.0,499045000.0,,,27782000.0,,,2514000.0,,,,535298000.0,19136000.0,36216000.0,513040000.0,250877000.0,,284421000.0,,,,,256520000.0,6860000.0,
2009-03-31,,3733000.0,,,11889000.0,,28870000.0,2962000.0,2529000.0,6860000.0,,19000.0,25250000.0,25440000.0,21,,1770000.0,1180000.0,20577000.0,,-68000.0,265000.0,7184000.0,7184000.0,8684000.0,,12762000.0,,1284000.0,499336000.0,499045000.0,,,27782000.0,,,2514000.0,,,,535298000.0,19136000.0,36216000.0,513040000.0,250877000.0,,284421000.0,,,,,256520000.0,6860000.0,
2010-03-31,,3733000.0,,,11889000.0,,28870000.0,2962000.0,2529000.0,6860000.0,,19000.0,25250000.0,25440000.0,21,,1770000.0,1180000.0,20577000.0,,-68000.0,265000.0,7184000.0,7184000.0,8684000.0,,12762000.0,,1284000.0,499336000.0,499045000.0,,,27782000.0,,,2514000.0,,,,535298000.0,19136000.0,36216000.0,513040000.0,250877000.0,,284421000.0,,,,,256520000.0,6860000.0,
2011-03-31,,3733000.0,,,11889000.0,,28870000.0,2962000.0,50000.0,6860000.0,,19000.0,25250000.0,25440000.0,21,,1770000.0,1180000.0,20577000.0,,-68000.0,265000.0,423000.0,423000.0,423000.0,,12762000.0,,1284000.0,499336000.0,499045000.0,,,27782000.0,,,317000.0,,,,46133000.0,19136000.0,46133000.0,513040000.0,46133000.0,,284421000.0,,,,,256520000.0,6860000.0,
