datadate,ap,rect,xad,ob,capx,dm,che,oancf,cogs,drc,drlt,dp,ebit,ebitda,emp,gdwlia,dvt,txp,xint,intan,nopi,scstkc,ni,ib,pi,aco,lco,ao,lo,ppegt,ppent,pstkq,xrd,revt,fatl,xsga,spi,txfed,txdi,txt,at,lct,act,dlc,ceq,invt,lt,pstk,dcvt,dcpstk,txfo,dltt,dr,dc
2003-12-31,7000.0,,,,1000.0,,3000.0,-18000.0,,,,1000.0,,,1,,,,,9000.0,,,-98000.0,-98000.0,-98000.0,,122000.0,,,1000.0,1000.0,,26000.0,,,72000.0,,,,,13000.0,133000.0,3000.0,,-120000.0,,133000.0,,,,,,,
2004-03-31,7000.0,,,,1000.0,,3000.0,-18000.0,,,,1000.0,,,1,,,,,9000.0,,,-98000.0,-98000.0,-98000.0,,122000.0,,,1000.0,1000.0,,26000.0,,,72000.0,,,,,13000.0,133000.0,3000.0,,-120000.0,,133000.0,,,,,,,
2005-03-31,7000.0,,,,1000.0,,3000.0,-18000.0,,,,1000.0,,,1,,,,,9000.0,,,-98000.0,-98000.0,-98000.0,,122000.0,,,1000.0,1000.0,,26000.0,,,72000.0,,,,,13000.0,133000.0,3000.0,,-120000.0,,133000.0,,,,,,,
2005-06-28,178000.0,147000.0,,,518000.0,,6991000.0,-2578000.0,,,,1000.0,,,5,,,,,7000.0,74000.0,,-3502000.0,-3502000.0,-3502000.0,,122000.0,,,91000.0,71000.0,,2266000.0,,,1310000.0,,,,,7251000.0,441000.0,7173000.0,,6810000.0,,441000.0,,,,,,,
2006-06-30,227000.0,373000.0,,,77000.0,,1775000.0,-5191000.0,3213000.0,,,129000.0,-5349000.0,-5220000.0,17,832000.0,,,,1034000.0,184000.0,315000.0,-5278000.0,-5278000.0,-5278000.0,,122000.0,,,153000.0,87000.0,,2708000.0,3110000.0,,2651000.0,,,,,3327000.0,547000.0,2206000.0,,2780000.0,,547000.0,,,,,,,
2007-07-23,194000.0,114000.0,,,6000.0,,864000.0,-1987000.0,104000.0,,,151000.0,-3344000.0,-2350000.0,15,832000.0,,,,89000.0,184000.0,1100000.0,-3292000.0,-3292000.0,-3292000.0,,122000.0,,,142000.0,38000.0,,847000.0,205000.0,,1766000.0,-832000.0,,,,1179000.0,552000.0,1052000.0,,627000.0,7000.0,552000.0,,,,,,,
2008-09-30,118000.0,55000.0,,,192000.0,,601000.0,-918000.0,94000.0,,,103000.0,-1011000.0,-908000.0,9,832000.0,,,,414000.0,184000.0,955000.0,-984000.0,-984000.0,-984000.0,,122000.0,,,145000.0,9000.0,,350000.0,257000.0,,805000.0,-19000.0,,,,1088000.0,308000.0,665000.0,,780000.0,7000.0,308000.0,,,,,,,
2009-09-02,196000.0,34000.0,,,26000.0,,84000.0,-1252000.0,48000.0,,,21000.0,-1011000.0,-908000.0,9,832000.0,,,,424000.0,184000.0,785000.0,-1686000.0,-1686000.0,-1686000.0,,18000.0,,,148000.0,4000.0,,838000.0,30000.0,,819000.0,-19000.0,,,,556000.0,508000.0,128000.0,,48000.0,7000.0,508000.0,,,,,,,
2010-10-08,196000.0,34000.0,,,26000.0,,84000.0,-1252000.0,48000.0,,,21000.0,-1011000.0,-908000.0,9,832000.0,,,,424000.0,184000.0,785000.0,-1686000.0,-1686000.0,-1686000.0,,18000.0,,,148000.0,4000.0,,838000.0,30000.0,,819000.0,-19000.0,,,,556000.0,508000.0,128000.0,,48000.0,7000.0,508000.0,,,,,,,
2011-03-30,168000.0,88000.0,,,332000.0,,26000.0,-522000.0,336000.0,,,21000.0,-1011000.0,-908000.0,27,697000.0,,,,1556000.0,184000.0,785000.0,-1079000.0,-1079000.0,-1079000.0,,13000.0,,,172000.0,18000.0,,103000.0,574000.0,,1057000.0,-19000.0,,,,1777000.0,521000.0,203000.0,,1256000.0,7000.0,521000.0,,,,,,,
2011-03-31,168000.0,88000.0,,,332000.0,,26000.0,-522000.0,336000.0,,,21000.0,-1011000.0,-908000.0,27,697000.0,,,,1556000.0,184000.0,785000.0,-1079000.0,-1079000.0,-1079000.0,,13000.0,,,172000.0,18000.0,,103000.0,574000.0,,1057000.0,-19000.0,,,,1777000.0,521000.0,203000.0,,1256000.0,7000.0,521000.0,,,,,,,
2012-03-14,107000.0,247000.0,,,437000.0,,347000.0,-819000.0,466000.0,,,405000.0,-1011000.0,-908000.0,26,697000.0,,,,1599000.0,184000.0,1658000.0,-1179000.0,-1179000.0,-1179000.0,,41000.0,,47000.0,178000.0,7000.0,,-100000.0,734000.0,,1143000.0,-19000.0,,,,2225000.0,382000.0,619000.0,,1796000.0,7000.0,429000.0,,,,,,,
2013-06-07,103000.0,73000.0,,,183000.0,,32000.0,-158000.0,466000.0,,,461000.0,-1011000.0,-908000.0,26,697000.0,,,,628000.0,184000.0,25000.0,-1541000.0,-1809000.0,-1809000.0,,36000.0,,92000.0,178000.0,3000.0,,-19000.0,734000.0,,1132000.0,-697000.0,,,,795000.0,361000.0,164000.0,,342000.0,7000.0,453000.0,,,,,,,
2013-12-31,5000.0,30000.0,,,183000.0,,324000.0,-498000.0,113000.0,,,461000.0,-1011000.0,-908000.0,26,697000.0,,,,628000.0,184000.0,417000.0,-516000.0,-424000.0,-424000.0,,36000.0,,92000.0,178000.0,3000.0,,-19000.0,176000.0,,372000.0,-697000.0,,,,367000.0,129000.0,367000.0,,238000.0,7000.0,129000.0,,,,,,,
2014-03-31,5000.0,30000.0,,,183000.0,,324000.0,-498000.0,113000.0,,,461000.0,-1011000.0,-908000.0,26,697000.0,,,,628000.0,184000.0,417000.0,-516000.0,-424000.0,-424000.0,,36000.0,,92000.0,178000.0,3000.0,,-19000.0,176000.0,,372000.0,-697000.0,,,,367000.0,129000.0,367000.0,,238000.0,7000.0,129000.0,,,,,,,
2015-08-25,5000.0,4377000.0,,,21000.0,,4739000.0,-1658000.0,3346000.0,,,461000.0,-1011000.0,-908000.0,26,697000.0,,,,12733000.0,184000.0,417000.0,-864000.0,-864000.0,-983000.0,,3158000.0,,6267000.0,178000.0,69000.0,,-19000.0,4999000.0,,2592000.0,575000.0,,,,21918000.0,3158000.0,9116000.0,,11424000.0,7000.0,10494000.0,,,,,,,
2016-03-31,5000.0,4377000.0,,,21000.0,,4739000.0,-1658000.0,3346000.0,,,461000.0,-1011000.0,-908000.0,26,697000.0,,,,12733000.0,184000.0,417000.0,-864000.0,-864000.0,-983000.0,,3158000.0,,6267000.0,178000.0,69000.0,,-19000.0,4999000.0,,2592000.0,575000.0,,,,21918000.0,3158000.0,9116000.0,,11424000.0,7000.0,10494000.0,,,,,,,
2016-07-05,5000.0,3705000.0,,,230000.0,,3385000.0,-1480000.0,24175000.0,,,736000.0,-1011000.0,-908000.0,26,697000.0,,,,11969000.0,184000.0,129000.0,-3183000.0,-2417000.0,-2792000.0,,7826000.0,,1890000.0,178000.0,257000.0,,-19000.0,29850000.0,,8444000.0,575000.0,,,,19316000.0,7826000.0,7090000.0,,8898000.0,7000.0,10418000.0,,,,,,,
2017-03-31,5000.0,3705000.0,,,230000.0,,3385000.0,-1480000.0,24175000.0,,,736000.0,-1011000.0,-908000.0,26,697000.0,,,,11969000.0,184000.0,129000.0,-3183000.0,-2417000.0,-2792000.0,,7826000.0,,1890000.0,178000.0,257000.0,,-19000.0,29850000.0,,8444000.0,575000.0,,,,19316000.0,7826000.0,7090000.0,,8898000.0,7000.0,10418000.0,,,,,,,
