datadate,xad,ob,dm,drc,drlt,gdwlia,scstkc,ni,pstkq,txfed,txt,pstk,dcvt,dcpstk
2001-04-23,,,,,,,296698.713902106,-1894840.19409243,,,,,,
2002-05-23,,,,,,,33865931.7240827,-7057188.42657312,,,,,,
2003-03-01,,,,,,,3382696.39146042,-10223665.5960703,,,,,,
2004-02-26,,,,,,,270008.420072244,-13731655.3685827,,,,,,
2005-03-01,,,,1576736.26909988,,,17210525.1569343,-9740993.27521456,,,146295.117751535,,,
2006-02-10,,,,383865.733669591,,,-22013.805515102,-10668440.4977563,,,156848.364295102,,,
2007-02-28,,,,5458139.95592563,,,38783648.1439939,-16637154.3262823,,,175829.983769019,,,
2008-02-13,,,,1088630.60763002,,,89852821.2123422,-23627915.0922751,,,94823.3277409001,,,
2009-02-26,,,,1069416.82391915,,,795133.867292881,-70613048.1402273,,,126151.046253197,,,
2010-03-04,,,,1069416.82391915,,,84913727.0801122,-53483170.1311344,,,-139136.001832446,,,
2011-02-24,,,,2401171.82797137,,,541121.222660692,-37690679.6468464,,,286425.496622299,,,
2012-02-29,,,,2991480.77669903,,,541121.222660692,-13861638.6407767,,,44997.2038834951,,,
2013-03-22,,,92555.8106396453,541532.681549504,,,541121.222660692,-8319468.34758286,,,51149.2637745408,,,
2014-04-02,,,86341.6994254611,49812.5188993045,,1682002.72149985,541121.222660692,-15064966.1324463,,,-38189.5978228001,,,
2015-03-30,,,86341.6994254611,49812.5188993045,,22907770.6405371,541121.222660692,-17989086.2154479,,,-38189.5978228001,,,
2016-02-25,,,86341.6994254611,1473.74594107362,,23760468.9349594,18032018.4620063,-20587493.9238279,,,-38189.5978228001,,,
2017-03-30,,,86341.6994254611,3643277.9646762,,23475493.5239697,-17044.5752733389,-16222174.5164003,,,44315.8957106812,,,
2018-03-06,,,86341.6994254611,3714560.42993726,,21494556.063387,562865.992490493,-3212952.72369573,,,-9601570.51858783,,,
2019-01-17,,,86341.6994254611,1129178.45673915,,22798436.6914396,562865.992490493,-16534013.5333517,,,101590.100009175,,,
2020-01-21,,,86341.6994254611,1129178.45673915,,21852574.266305,562865.992490493,-15997771.8987512,,,-3260089.23166603,,,
2021-01-20,,,86341.6994254611,4621529.53102101,,21136307.1690278,-565409.391792868,-16165527.9189057,,,25010.2100635076,,,
2022-01-21,,,86341.6994254611,1655327.626583,,21541946.3770093,76464.372598504,-36770960.5415729,,,-3061935.97526317,,,
2023-01-18,,,341488.54880137,1931268.13998288,,24083789.5440925,8123180.97174658,-24557980.8968322,,,-2236484.5890411,,,
