datadate,ap,rect,xad,ob,capx,dm,che,oancf,cogs,drc,drlt,dp,ebit,ebitda,emp,gdwlia,dvt,txp,xint,intan,nopi,scstkc,ni,ib,pi,aco,lco,ao,lo,ppegt,ppent,pstkq,xrd,revt,fatl,xsga,spi,txfed,txdi,txt,at,lct,act,dlc,ceq,invt,lt,pstk,dcvt,dcpstk,txfo,dltt,dr,dc,count
1998-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1999-10-28,821769.598145474,304861.001541393,,,525387.472236719,,660141.031398298,301000.084958674,9197081.82127122,,,477769.501049846,,,138.0,,78353.8953551879,,67831.0050611096,,18623.2446931171,,-95992.9848409452,-95992.9848409452,-166170.821550374,,59276.4251817509,,673464.978821016,1428614.8398529,5674336.10865001,,,14480935.4253395,,3251573.10087022,63742.9757382302,,,,11622040.2522059,1798581.49357348,5895316.80482565,1655651.875766146,8322167.84192832,3897027.50840484,3299872.41027757,,,,,827825.937883073,,,2
2000-10-26,819872.440292963,342059.670947882,,,127905.674556841,,135093.034709691,-110230.635813608,12645060.0827938,,,796990.232459399,,,166.0,,88008.4916675512,104143.381806602,187971.470119945,,11001.0614584439,,188118.150939391,188118.150939391,236742.842585713,,201539.445918692,,748145.519583908,2527677.22110179,6720915.14701199,,,19861169.6762552,,3726939.60089163,132892.822418002,,,,14965917.3484768,2031896.05137459,8015446.71903195,6322750.06262605,9057173.89873686,5623742.61755652,5908743.44973994,,,,,3128701.87878145,,,3
2001-08-31,708323.406939456,734162.535992527,,,292379.683362063,,180807.649194442,223409.08504348,10911930.4532892,,,624114.347897266,,,160.0,,79505.0124709893,104143.381806602,154305.978370778,,10070.634912992,,-300727.709671517,-300727.709671517,-429923.354936875,,90635.7142169278,,688248.391290531,2335525.99551237,5715946.61742472,,,16951859.9965332,,3522072.05246483,6890.43441415241,,,,13183587.4221165,1891026.72162248,7329235.82881521,5920208.245298101,7668788.48624339,4759236.30069048,5514798.93587311,,,,,2935523.8229601,,,4
2002-10-17,812618.762458029,411262.69573096,,,820392.714384693,,228815.611575974,518309.325800778,11444426.7686404,,,631822.783137025,,,153.0,,82555.2416990886,104143.381806602,154378.301977296,,3577.39380696051,,-204736.99941374,-204736.99941374,-284953.175931354,,85857.4513670522,,636363.321430475,2767526.88589245,6138532.58860523,,,18210929.5624367,,3730121.00410382,-4265.35415445291,,,,13833093.8911688,2191566.48297181,7627829.14885679,6781637.92144113,7675711.18904226,4559663.59111016,6157382.70212653,,,,,3329452.89772424,,,5
2003-10-23,1433666.83131017,369582.278299348,,,1734852.88165999,,72339.2477426299,1744407.12192788,13638223.0185971,,,657498.550499312,,,144.0,,90992.7644561383,104143.381806602,175767.690007774,,5535.39317108174,,333260.999820606,333260.999820606,453598.930813849,,156583.382168271,,896278.729892962,3751100.88740059,7870722.47084853,,,21923948.3226694,,4301227.97584166,214970.406027627,,,,15712403.0843748,2791582.18621061,7754403.3869521,6936605.91640256,8620654.50457454,5259230.13095737,7091748.57980028,,,,,3403887.66369671,,,6
2004-10-21,1020187.94312037,396962.018826357,,,479643.917484478,,64752.6697376327,-1125096.15862207,13358164.5984378,,,661232.926096535,,,149.0,,88905.2673743241,104143.381806602,167512.341277789,,164845.183256559,,-17929.2289204887,-17929.2289204887,-118836.707390347,,133802.427398358,,772809.036651312,2807628.34368115,7742167.03384739,,,20817464.7065892,,4217221.35790106,214970.406027627,,-101352.004806729,-100907.478469858,16584833.1023433,4365026.36491088,8766429.80172241,8440443.8213499,8316050.53474865,5958282.84398158,8268782.56759463,,,,-100907.478469858,3130947.16603245,,,7
2005-10-07,5454282.36789493,806769.171289738,,,490757.657526447,177462.785493929,81866.3656705549,2079258.84253313,17793269.1090603,,,661232.926096535,,,220.0,,124818.674116541,104143.381806602,219901.134693553,,4331.94221933878,,619688.005613887,619688.005613887,640613.489215777,,1323004.52288586,,3341836.44259669,7465845.43540721,11465402.8678486,,,27485659.4224582,,4834594.36228104,265496.662120831,,-6240.93370582706,20925.4836018907,30996955.5708555,12562485.5905835,19496530.0515048,11476416.28027063,11445945.8392363,15152252.8102533,19551009.7316192,,,,20925.4836018907,3646687.69843897,,,8
2006-10-06,6147835.99635731,689316.437619008,,,2930301.34944946,257959.268151337,1776006.08494081,4239589.55625466,24283676.8358308,,,661232.926096535,,,209.0,,246365.593178243,220642.126831691,278610.50169716,55069.9561221956,6883.74451527444,,2026357.00389105,2026357.00389105,2811756.02284957,,1185018.50318735,,1512974.58398874,8330707.61238513,13234324.9027237,,,42390823.3297458,,6636871.69881613,9057.55857272953,,479398.460137429,785399.018958523,32136942.4207302,9458917.10820432,18810737.6438447,16612069.64566604,13199109.114993,12803837.258879,18937833.3057372,,,,785399.018958523,7965941.61354417,,,9
2007-10-05,8468764.74428727,1928316.86615887,,,3748705.54951034,3252235.9085963,438907.943416757,1050500.97932535,26384843.0903156,,,1568556.25680087,,,260.0,129513.819368879,868749.919477693,2309663.11207835,474884.004352557,251832.426550598,57561.6974972797,,7439849.40152339,7439849.40152339,10339519.9129489,,3007598.69423286,,2870889.66267682,15160312.078346,23067850.2720348,,,53165422.8509249,,7116064.8531012,582812.187159956,,769887.704026115,2899670.51142546,55359962.5680087,17959249.6191512,31982718.171926,31658933.6235038,20923677.0402612,22995898.1501632,34436285.5277476,,,,2899670.51142546,13606146.2459195,,,10
