datadate,ap,rect,xad,ob,capx,dm,che,oancf,cogs,drc,drlt,dp,ebit,ebitda,emp,gdwlia,dvt,txp,xint,intan,nopi,scstkc,ni,ib,pi,aco,lco,ao,lo,ppegt,ppent,pstkq,xrd,revt,fatl,xsga,spi,txfed,txdi,txt,at,lct,act,dlc,ceq,invt,lt,pstk,dcvt,dcpstk,txfo,dltt,dr,dc
2005-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-14,1083000.0,2055000.0,,,351000.0,,60669000.0,-9953000.0,11319000.0,,,305000.0,,,134,,,,,,1622000.0,63331000.0,-10417000.0,-10417000.0,-12183000.0,,913000.0,,,2248000.0,596000.0,,,,,2278000.0,,,,-1766000.0,64460000.0,2152000.0,63864000.0,,62308000.0,,2152000.0,,9565000,9565000,-1766000.0,,,9565000
2007-12-13,1845000.0,3280000.0,,,538000.0,,100744000.0,12208000.0,20666000.0,8679000.0,,300000.0,,,157,,,,,,3036000.0,24804000.0,-20643000.0,-20643000.0,-23197000.0,,10752000.0,,24359000.0,2786000.0,834000.0,,,491000.0,,5758000.0,,,,-2554000.0,105501000.0,12807000.0,104667000.0,,68335000.0,,37166000.0,,9565000,9565000,-2554000.0,,8679000.0,9565000
2007-12-31,1845000.0,3280000.0,,,538000.0,,100744000.0,12208000.0,20666000.0,8679000.0,,300000.0,,,157,,,,,,3036000.0,24804000.0,-20643000.0,-20643000.0,-23197000.0,,10752000.0,,24359000.0,2786000.0,834000.0,,,491000.0,,5758000.0,,,,-2554000.0,105501000.0,12807000.0,104667000.0,,68335000.0,,37166000.0,,9565000,9565000,-2554000.0,,8679000.0,9565000
2008-12-11,3968000.0,5194000.0,,,3278000.0,,82621000.0,-18274000.0,23658000.0,3845000.0,,482000.0,,,180,,,,,,5056000.0,32000.0,-13371000.0,-13371000.0,-16679000.0,,6944000.0,,26791000.0,4709000.0,3631000.0,,,7603000.0,,5680000.0,,,,-3308000.0,94372000.0,11117000.0,90741000.0,,56464000.0,,37908000.0,,9565000,9565000,-3308000.0,,3845000.0,9565000
2009-12-15,2690000.0,3561000.0,,,348000.0,,65250000.0,-20975000.0,21625000.0,3433000.0,,792000.0,,,171,,,,,,2610000.0,2000.0,-17143000.0,-17143000.0,-20182000.0,,5898000.0,,24291000.0,5057000.0,3187000.0,,,5065000.0,,6232000.0,,,,-3039000.0,72927000.0,8803000.0,69740000.0,,39833000.0,,33094000.0,,9565000,9565000,-3039000.0,,3433000.0,9565000
2010-12-14,2022000.0,2411000.0,,,31000.0,,51804000.0,-14794000.0,20464000.0,14332000.0,,928000.0,,,118,,,,,,1018000.0,2000.0,-6435000.0,-6435000.0,-8644000.0,,19863000.0,,645000.0,4838000.0,2290000.0,,,16224000.0,,5422000.0,,,,-2209000.0,57313000.0,22200000.0,55023000.0,,34468000.0,,22845000.0,,9565000,9565000,-2209000.0,,14332000.0,9565000
2011-11-18,51000.0,85000.0,,,31000.0,,36408000.0,-16788000.0,20464000.0,14332000.0,,1936000.0,,,78,,,,,,607000.0,2000.0,971000.0,-120000.0,-120000.0,,1135000.0,,645000.0,3000.0,3000.0,,,16224000.0,,727000.0,,,,-2209000.0,36538000.0,1348000.0,36535000.0,,35190000.0,,1348000.0,,9565000,9565000,-2209000.0,,14332000.0,9565000
2012-12-21,64000.0,100000.0,,,31000.0,,27847000.0,-1525000.0,20464000.0,14332000.0,,1936000.0,,,78,,,,,,488000.0,2000.0,104000.0,313000.0,313000.0,,147000.0,,645000.0,3000.0,3000.0,,,16224000.0,,175000.0,,,,-2209000.0,28192000.0,211000.0,28189000.0,,27981000.0,,211000.0,,9565000,9565000,-2209000.0,,14332000.0,9565000
2013-12-31,64000.0,100000.0,,,31000.0,,27847000.0,-1525000.0,20464000.0,14332000.0,,1936000.0,,,78,,,,,,488000.0,2000.0,104000.0,313000.0,313000.0,,147000.0,,645000.0,3000.0,3000.0,,,16224000.0,,175000.0,,,,-2209000.0,28192000.0,211000.0,28189000.0,,27981000.0,,211000.0,,9565000,9565000,-2209000.0,,14332000.0,9565000
