datadate,ap,rect,xad,ob,capx,dm,che,oancf,cogs,drc,drlt,dp,ebit,ebitda,emp,gdwlia,dvt,txp,xint,intan,nopi,scstkc,ni,ib,pi,aco,lco,ao,lo,ppegt,ppent,pstkq,xrd,revt,fatl,xsga,spi,txfed,txdi,txt,at,lct,act,dlc,ceq,invt,lt,pstk,dcvt,dcpstk,txfo,dltt,dr,dc
1997-12-31,,14590496.0373963,,,12454815.6567097,,5107269.83386982,-14965494.4622247,148640664.248371,,,,,,8082,,,,,2093309.58418017,-21679866.9559352,,-41822212.6885141,-37726349.0154573,-37726349.0154573,807192.288843724,27106963.530942,1869389.109585274,181242.179313375,1676709.4432958,69383601.3777753,,,192658380.170371,,64351497.3182313,914460.176210843,,,,178679285.081373,43793040.3744905,37634487.5918045,31149949.42114806,126890138.609701,17129530.0987201,51789146.4716726,,,,,7814864.58489426,,
1998-12-31,50559787.5040144,32823708.4132705,,,27085404.9523659,,10027032.0626722,8930189.57341444,287900739.008896,,,,,,8375,,,,5000228.51514938,989883.990072319,5872134.64076327,2005936.87566497,4019308.69970815,4019308.69970815,4500025.58641302,416589.977870764,27106963.530942,456789.50682747836,3885535.63213662,1676709.4432958,166370425.79173,,,379832669.29442,,89307662.3156112,651876.770581127,,,,278962484.583928,100781216.216287,92013339.9302835,76517011.1445784,159233232.016351,48746010.1851565,119729251.858891,,,,,15062500.0104668,,
1999-12-31,60211885.65611,45147224.12708326,,,39122918.1974724,,14763316.3423795,22811311.0685263,339652394.598056,,,,,,11021,-6730908.43623181,,,8959823.69608781,-6068468.586274608,6045088.35627612,-6024199.18062394,15059465.9223604,15059465.9223604,14942564.772368,1415802.8165752,2867974.87981471,12448673.5725291,545538.699964755,1676709.4432958,171764158.58557,,,454820809.767283,,98363225.4069785,576702.120566739,,,,314401746.199688,136844486.181159,121543424.548814,145365281.1139414,124112652.045315,60217081.2627763,179448460.8450734,,,,,42058435.9639494,,
2000-08-08,60211885.65611,45147224.12708326,,,39122918.1974724,,14763316.3423795,22811311.0685263,339652394.598056,,,,,,11021,-6730908.43623181,,,8959823.69608781,-6068468.586274608,6045088.35627612,-6024199.18062394,15059465.9223604,15059465.9223604,14942564.772368,1415802.8165752,2867974.87981471,12448673.5725291,545538.699964755,1676709.4432958,171764158.58557,,,454820809.767283,,98363225.4069785,576702.120566739,,,,314401746.199688,136844486.181159,121543424.548814,145365281.1139414,124112652.045315,60217081.2627763,179448460.8450734,,,,,42058435.9639494,,
2001-03-19,60211885.65611,45147224.12708326,,,39122918.1974724,,14763316.3423795,22811311.0685263,339652394.598056,,,,9912571.89517578,16933281.8067438,11021,-6730908.43623181,,,8959823.69608781,-6068468.586274608,6045088.35627612,-6024199.18062394,15059465.9223604,15059465.9223604,14942564.772368,1415802.8165752,2867974.87981471,12448673.5725291,545538.699964755,1676709.4432958,171764158.58557,,,454820809.767283,,98363225.4069785,576702.120566739,,,,314401746.199688,136844486.181159,121543424.548814,145365281.1139414,124112652.045315,60217081.2627763,179448460.8450734,,,,,42058435.9639494,,
2001-05-22,78251522.9030197,51188924.53273659,,,71493102.2706741,,12541588.8124935,24092152.8959344,468846701.790211,,,,9912571.89517578,16933281.8067438,13208,-4345262.27353842,,,17417851.0734819,-3603965.261355822,8632692.86527536,-6124792.31408282,13745539.279088,13745539.279088,11679371.0110896,1508881.15245678,2142400.93946389,16098237.243284479,751811.86341923,1676709.4432958,251186652.479107,,,630996222.710322,,142273823.370066,-260237.956992886,,,,412471326.885005,191062733.108042,141414234.281472,228322108.4650494,139392754.131229,76174839.7837848,258092281.0287654,,,,,66277736.0573044,,
2001-12-31,89948549.6530376,67219299.08732162,,,80933507.9446794,,14378582.6794024,27024682.8536271,531289524.353293,,,,9912571.89517578,16933281.8067438,13692,-2473514.84515043,2460738.42549573,,21331510.2554916,-1356855.7673294202,3940247.8215103,-2705997.73256198,20194408.906223,20194408.906223,19900551.2541649,1934349.93572198,8217793.12190475,17577798.16093988,945455.054447996,440224315.622435,301508172.147397,,,729980736.971436,,162480284.032785,-582594.412858373,,,,496512110.053193,228324840.36526,163300530.174616,316505133.538087,153276151.313537,79768298.4721705,330364993.5795085,,,,,101094698.1598,,
2003-02-18,105728562.887587,71110125.54836579,,,61477429.1301719,,11100846.5920083,34653781.6952579,623721850.972133,,,21842424.9827134,9912571.89517578,16933281.8067438,14331,-2104348.58246741,3488216.06111846,,20725386.6203476,-932547.2400340098,2136974.14188551,-38062.478330342,18925543.2591158,18925543.2591158,21076111.3840922,1873250.86992254,10045953.5041564,17248045.745701842,1261521.63083318,509970119.264311,356967120.779898,,,869408626.17013,,205386052.92679,-176718.648972038,,,,569394856.947761,210491952.975723,178412871.677876,415864411.91942203,179155103.154638,94328648.6675798,377863791.5871906,,,,,166110316.980635,,
2004-02-24,120223411.924458,76512761.1542925,,,75315410.5779392,,12258869.4144085,39080110.7033844,681824960.633784,,,21842424.9827134,9912571.89517578,16933281.8067438,14673,-2104348.58246741,4248093.93674248,,19022282.1294854,2585924.2177262,2335863.28654676,-147092.059078185,19125248.3952651,19125248.3952651,20399088.1976263,2288792.99361887,12285346.4541805,2706541.843353934,1644518.35916831,779163384.515361,573722149.138258,,,975243515.38643,,251222979.036097,-8443084.18248701,,,,782711307.844801,289876515.209822,195309354.824374,473000547.952488,321360657.391968,104248931.262054,454493097.15190136,,,,,162972063.582911,,
2005-03-25,130234816.402362,91791671.58919159,,,74515112.9151945,,10947522.3280773,36378687.4775953,782069524.761555,,,39041145.6313706,9912571.89517578,16933281.8067438,15564,-2104348.58246741,4730556.52323169,,16315111.4005721,3716023.20403487,2344633.6882601,-147092.059078185,14486592.0462058,14486592.0462058,17477105.9580243,678321.695974619,20930648.1579647,1238674.401344957,12274673.4723755,866833193.735497,622843828.918191,,,1111766310.47764,,293329895.137546,1439196.18267019,,,,854767915.221444,305436462.798311,218791188.424231,559515125.5370481,320220926.545792,115373672.810987,527406915.51932687,,,,,209695779.248641,,
