datadate,xad,ob,dm,drc,drlt,gdwlia,scstkc,ni,pstkq,txfed,txt,pstk,dcvt,dcpstk
1997-12-31,,,,,,,,,,,,,,
1999-03-31,,,,29056143.558728,,8504237.13913991,,99216099.9566323,,,52442795.6913628,,,
2000-03-22,,,16185690.5493178,57894970.0417904,,113299833.845224,,8715371.83424802,,,4357685.91712401,,,
2001-03-14,,,11338804.3529467,35276280.2091676,,182050803.222311,,106458774.202666,,,60473623.2157158,,,
2002-03-14,,,8572723.46828838,18982459.1083528,,193498615.427081,,-176353168.490504,,,-81440872.9487396,,,
2003-03-05,,,8469771.39618364,5863687.8896656,,248880974.872473,-7818250.51955413,126395050.066125,,,64500566.7863216,,,
2004-03-11,,,7754811.02035166,4934879.74022378,,183295533.208312,-178360653.468088,227709450.870326,,,95172680.7043158,,,
2005-03-10,,,10601095.4892417,3533698.4964139,,184459061.512806,-178360653.468088,137814241.360142,,,-27562848.2720284,,,
2006-03-09,,,8255177.06816325,55722445.2101019,1375862.84469388,407943333.451734,-21325874.0927551,69481073.6570407,,,85991427.7933672,,,
2007-02-28,,,4715746.6911231,67367809.8731872,673678.098731872,375912379.092385,-21325874.0927551,34357583.0353255,,,-10105171.4809781,,,
2008-02-27,,,4715746.6911231,75711649.2814939,735064.556131009,406490699.540448,-21325874.0927551,48514260.7046466,,,13966226.5664892,,,
2009-03-11,,,955689.744342405,111815700.088061,955689.744342405,431971764.442767,-21325874.0927551,-159600187.305182,,,57341384.6605443,,,
2010-02-09,,,886216.572181183,111663288.094829,5317299.4330871,414749355.780794,-21325874.0927551,5317299.4330871,,,43424612.036878,,,
2011-02-24,,,857561.367132633,133779573.272691,5145368.2027958,431353367.667715,-21325874.0927551,90043943.5489265,,,30872209.2167748,,,
2012-03-07,,,857561.367132633,124158951.456311,3333126.21359223,431353367.667715,-21325874.0927551,-60829553.3980582,,,19165475.7281553,,,
2013-03-06,,,857561.367132633,114476923.685877,811893.075786363,431353367.667715,-21325874.0927551,-15425968.4399409,,21109219.9704454,16237861.5157273,,,
2014-03-12,,,857561.367132633,102945872.391896,830208.648321742,417594950.105836,-21325874.0927551,34038554.5811914,,14113547.0214696,35698971.8778349,,,
2015-03-11,,,857561.367132633,100206931.591363,1553595.83862578,403934918.042702,-21325874.0927551,38839895.9656445,,13982362.547632,13982362.547632,,,
2016-03-10,,,857561.367132633,103899088.84569,736872.97053681,389805801.413972,-21325874.0927551,45686124.1732822,,-2210618.91161043,11789967.528589,,,
2017-03-08,,,857561.367132633,120164255.67704,1704457.52733389,454237931.034483,-21325874.0927551,59656013.4566863,,22157947.8553406,29828006.7283431,,,
2018-03-07,,,857561.367132633,113638559.998081,1775602.49997001,451890836.242368,-21325874.0927551,32848646.2494452,,23970633.7495951,47053466.2492053,,,
2019-03-13,,,857561.367132633,146541471.694651,2697082.30112854,470191347.830076,-21325874.0927551,-21576658.4090284,,29667905.312414,30566932.7461235,,,
2020-03-11,,,63409411.9229648,127664282.671569,845458.825639531,415965742.214649,-21325874.0927551,-44809317.7588951,,29667905.312414,30566932.7461235,,,
2021-03-10,,,48233976.5510503,92001844.1621886,1786443.57596483,236703773.81534,-21325874.0927551,548438177.821202,,29667905.312414,30566932.7461235,,,
2022-03-09,,,39492588.0453812,93269729.2135598,840267.830752791,235274992.610781,-24367767.0918309,-15124820.9535502,,29667905.312414,30566932.7461235,,,
2023-03-08,,,37156785.1027397,96430704.1952055,840267.830752791,192861408.390411,-18578392.5513699,-195515464.469178,,29667905.312414,37156785.1027397,,,
