datadate,xad,ob,dm,drc,drlt,gdwlia,scstkc,ni,pstkq,txfed,txt,pstk,dcvt,dcpstk
1985-06-29,,,,,,,,811884991.56576,,,,,,
1986-06-29,,,,,,,,682603779.04524,,,,,,
1987-06-29,,,,,,,,745587045.87939,,,,,,
1988-06-29,,,,,,,,735292339.99872,,,,,,
1989-06-29,,,,,,,191767618.332311,942071361.53396,,,,,,
1990-05-31,,,,,,,191767618.332311,908813656.20248,,,,,,
1991-12-31,,,,,,,191767618.332311,401434391.4003,,,,,,
1993-02-25,,,,,,,76685541.5114947,863293478.18475,,,,,,
1994-02-24,,,,,,,27450378.5234501,-542907432.62496,,,,,,
1995-02-22,,,,,,,18569194.7427787,400703773.3404,,,,,,
1996-04-02,,,,,,,57008977.5147202,106891818.474,,,,,,
1997-02-28,,,,,,,32813107.6889081,-573317796.14069,,,,,,
1998-03-12,,,,,,,-1108271493.00286,-305421334.73916,,441716848.93872,1532080962.5352,,,
1999-02-23,,,,,,13999999.65728,-32059364.0948896,806493259.1898,,366678922.81176,414767961.86904,,,
1999-12-31,,,,,,595999822.2728,-143940023.660941,728696483.1828,,169929221.044,457809313.1656,,,
2001-02-15,,,,,,566999878.69602,40455581.9051142,661448873.57076,,167890692.68004,284200509.89814,,,
2001-12-31,,,,,,443999910.62724,40455581.9051142,580367984.15556,,147567968.66754,284241657.76902,,,
2003-02-18,,,,,,250999938.34938,2795058.10034748,381991233.3336,,147206377.72368,348450539.67504,,,
2004-02-17,,,,,,252000022.428,6405222.62518155,708234558.07572,,224182773.5511,457515864.39,,,
2005-02-15,,,,,,272000053.81248,12413319.8654312,873706714.5828,,265454061.91696,556689633.44456,,,
2006-02-09,,,,,,341999970.32124,-3168105.72114058,1666423585.17624,,443534794.5336,991617076.35012,,,
2007-02-08,,,476999971.01748,,,327999980.07072,-889182225.52078,1672151112.3912,,380675211.084,1373250576.2808,,,
2008-02-07,,,995000163.4785,,,385000063.2555,-508083977.910542,1760147977.68,,514132570.8,1249039716.12,,,
2009-02-05,,,1271999638.34496,,,416999881.43856,-213065927.150531,4077646440.0,,514132570.8,1249039716.12,,,
2010-02-05,,,1213999626.28224,,,483999851.00544,58945192.2648291,2050879520.0,,514132570.8,1249039716.12,,,
2011-02-08,,,1529593020.0,,,525677400.0,59619510.0,2143738080.0,,514132570.8,1249039716.12,,,
2012-02-09,,,1529593020.0,,,484069920.0,16092750.0,2713237650.0,,514132570.8,1249039716.12,,,
2013-02-05,,,1428842700.0,,,14768400.0,12307000.0,2783228050.0,,817184800.0,1878048200.0,,,
2014-02-04,,,1415799440.0,,,15100250.0,19328320.0,1474388410.0,,836553850.0,1017152840.0,,,
2015-02-03,,,937524400.0,,,15100250.0,17979920.0,-670394160.0,,558019660.0,-821297060.0,,,
2016-02-05,,,935000560.0,,,15100250.0,11534840.0,1583665680.0,,225268640.0,436288360.0,,,
