datadate,ap,rect,xad,ob,capx,dm,che,oancf,cogs,drc,drlt,dp,ebit,ebitda,emp,gdwlia,dvt,txp,xint,intan,nopi,scstkc,ni,ib,pi,aco,lco,ao,lo,ppegt,ppent,pstkq,xrd,revt,fatl,xsga,spi,txfed,txdi,txt,at,lct,act,dlc,ceq,invt,lt,pstk,dcvt,dcpstk,txfo,dltt,dr,dc,count
2005-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2006-12-18,,,,,,,,,,,,,527000.0,527000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2007-01-10,86061.93,98511.14,,,18403.18,,3354250.19,-468739.82,,,,5412.7,527000.0,527000.0,22.0,,,,,318266.76,53044.46,3746129.67,-356155.66,-356155.66,-365898.52,,,,,63869.86,58457.16,,,,,489849.35,,,,,3830026.52,183490.53,3453302.6,,3535575.64,,183490.53,,,,,,,,2
2007-12-21,190125.22,51264.13,,,922754.34,,1291059.74,-1159664.3,,,,39816.8,-1350000.0,-1310000.0,44.0,,,,,223471.79,90583.22,3746129.67,-939676.48,-939676.48,-978000.15,,,,,1041707.03,1006369.62,,,,,1315447.53,,,,,2682159.19,317538.98,1380647.54,,2141646.13,,317538.9800000001,,,,,,,,3
2008-12-17,186673.32,56704.53,,,15275598.21,,12619517.88,-3303917.04,674432.64,,,134485.08,-3601000.0,-3467000.0,278.0,,,,,353776.05,500806.38,31501122.75,-1906878.0,-1906878.0,-2137710.6,,,,,17031933.21,16933578.45,,,262948.44,,3051004.8,,,,,30630984.21,1006129.05,12931141.89,,29630375.07,251908.62,1006129.05,,,,,,,,4
2009-06-30,186673.32,56704.53,,,15275598.21,,12619517.88,-3303917.04,674432.64,,,134485.08,-3601000.0,-3467000.0,278.0,,,,,353776.05,500806.38,31501122.75,-1906878.0,-1906878.0,-2137710.6,,,,,17031933.21,16933578.45,,,262948.44,,3051004.8,,,,,30630984.21,1006129.05,12931141.89,,29630375.07,251908.62,1006129.05,,,,,,,,5
2009-11-25,113338.4978,89059.9204,,,6359669.1774,,3761320.7918,-3120857.1438,674432.64,,,12077914.9832,-3601000.0,-3467000.0,333.0,,,,,3583.778,205131.8082,31501122.75,-21990948.6412,-7838178.051,-7838178.051,,,,,26058275.4806,14417939.7912,,,262948.44,,767159.3116,,,,,19226142.8788,1906746.0478,4610390.6904,,17326783.0582,757300.885,1906739.9736,,,,,,,,5
2010-06-30,113338.4978,89059.9204,,,6359669.1774,,3761320.7918,-3120857.1438,674432.64,,,12077914.9832,-3601000.0,-3467000.0,333.0,,,,,3583.778,205131.8082,31501122.75,-21990948.6412,-7838178.051,-7838178.051,,,,,26058275.4806,14417939.7912,,,262948.44,,767159.3116,,,,,19226142.8788,1906746.0478,4610390.6904,,17326783.0582,757300.885,1906739.9736,,,,,,,,6
2010-10-11,98668.5444,184786.086,,,2261776.3404,,14701673.3283,-2579164.1724,674432.64,,,513995.6781,-3601000.0,-3467000.0,7.0,,,,,3583.778,48096.5667,31501122.75,-1511693.3559,-1318129.5963,-1744489.0347,,,,,26058275.4806,14417939.7912,,,262948.44,,1105772.784,,,,,14886459.4143,156981.1992,14886459.4143,,14729478.2151,757300.885,156981.1992,,,,,,,,6
2011-06-30,98668.5444,184786.086,,,2261776.3404,,14701673.3283,-2579164.1724,674432.64,,,513995.6781,-3601000.0,-3467000.0,7.0,,,,,3583.778,48096.5667,31501122.75,-1511693.3559,-1318129.5963,-1744489.0347,,,,,26058275.4806,14417939.7912,,,262948.44,,1105772.784,,,,,14886459.4143,156981.1992,14886459.4143,,14729478.2151,757300.885,156981.1992,,,,,,,,7
2012-06-30,98668.5444,184786.086,,,2261776.3404,,14701673.3283,-2579164.1724,674432.64,,,513995.6781,-3601000.0,-3467000.0,7.0,,,,,3583.778,48096.5667,31501122.75,-1511693.3559,-1318129.5963,-1744489.0347,,,,,26058275.4806,14417939.7912,,,262948.44,,1105772.784,,,,,14886459.4143,156981.1992,14886459.4143,,14729478.2151,757300.885,156981.1992,,,,,,,,8
2013-06-30,98668.5444,184786.086,,,2261776.3404,,14701673.3283,-2579164.1724,674432.64,,,513995.6781,-3601000.0,-3467000.0,7.0,,,,,3583.778,48096.5667,31501122.75,-1511693.3559,-1318129.5963,-1744489.0347,,,,,26058275.4806,14417939.7912,,,262948.44,,1105772.784,,,,,14886459.4143,156981.1992,14886459.4143,,14729478.2151,757300.885,156981.1992,,,,,,,,9
