datadate,ap,rect,xad,ob,capx,dm,che,oancf,cogs,drc,drlt,dp,ebit,ebitda,emp,gdwlia,dvt,txp,xint,intan,nopi,scstkc,ni,ib,pi,aco,lco,ao,lo,ppegt,ppent,pstkq,xrd,revt,fatl,xsga,spi,txfed,txdi,txt,at,lct,act,dlc,ceq,invt,lt,pstk,dcvt,dcpstk,txfo,dltt,dr,dc
1998-12-31,39717622.1854964,51476856.089642204,,,99561230.2471958,,454268.000515724,109256060.585815,214811360.643248,,,,,,1223,,,,,6663069.79851612,,,68486039.0543503,68486039.0543503,101765245.03909,36327266.3126927,56033001.1369364,36327266.3126927,7986896.0465089,,221060557.567659,,,429975647.127771,,114718615.574856,4337160.94096136,,,,351283106.133596,172185998.042594,123559478.76742,63756974.5185602,171110920.730921,35301088.3645698,180172894.089103,,,,,,,
1999-03-31,39717622.1854964,51476856.089642204,,,99561230.2471958,,454268.000515724,109256060.585815,214811360.643248,,,,,,1223,,,,,6663069.79851612,,,68486039.0543503,68486039.0543503,101765245.03909,36327266.3126927,56033001.1369364,36327266.3126927,7986896.0465089,,221060557.567659,,,429975647.127771,,114718615.574856,4337160.94096136,,,,351283106.133596,172185998.042594,123559478.76742,63756974.5185602,171110920.730921,35301088.3645698,180172894.089103,,,,,,,
2000-06-29,49224031.1463342,48522469.623242155,,,143002024.224927,,630083.936407177,148447535.156735,267594665.640565,,,,,,1649,,,,,9024195.48196514,,,60719308.9108343,60719308.9108343,96889971.0333356,47742823.3415868,118778330.162615,47742823.3415868,6453404.96926474,405665937.688212,260170607.057159,,,518980136.70736,,147186766.631932,4337160.94096136,,,,392192712.924103,209297185.549172,122997910.384979,19050879.1334856,176442122.405667,26102533.4837433,215750590.518436,,,,,,,
2001-06-05,49224031.1463342,48522469.623242155,,,143002024.224927,,630083.936407177,148447535.156735,267594665.640565,,,,102161489.539749,,1649,,,,,9024195.48196514,,,60719308.9108343,60719308.9108343,96889971.0333356,47742823.3415868,118778330.162615,47742823.3415868,6453404.96926474,405665937.688212,260170607.057159,,,518980136.70736,,147186766.631932,4337160.94096136,,,,392192712.924103,209297185.549172,122997910.384979,19050879.1334856,176442122.405667,26102533.4837433,215750590.518436,,,,,,,
2001-06-07,49224031.1463342,48522469.623242155,,,143002024.224927,,630083.936407177,148447535.156735,267594665.640565,,,,83382589.7850194,148939850.295939,1649,,,,,9024195.48196514,,,60719308.9108343,60719308.9108343,96889971.0333356,47742823.3415868,118778330.162615,47742823.3415868,6453404.96926474,405665937.688212,260170607.057159,,,518980136.70736,,147186766.631932,4337160.94096136,,,,392192712.924103,209297185.549172,122997910.384979,19050879.1334856,176442122.405667,26102533.4837433,215750590.518436,,,,,,,
2001-07-12,59538438.5775578,83009202.60061592,,,182732678.292227,,1009661.84096233,102744403.753521,187200230.501961,,,,83382589.7850194,148939850.295939,1690,,,,3970468.84788503,75345937.4062278,-2932295.9911558,,50139720.2495328,50139720.2495328,81102063.5676871,77015071.4379722,202697207.180648,77015071.4379722,10606097.8652839,405665937.688212,328945224.605828,,,557058142.928588,,276793618.330657,4337160.94096136,,,,584250834.118607,345305589.218499,175516912.084441,33957239.5830591,228338527.230133,14482976.2048906,355911687.083783,,,,,,,
2002-05-07,67831427.1471524,98309499.7777681,,,129003399.398667,,1195913.86117042,150292011.22489,192133099.760338,,,,83382589.7850194,148939850.295939,1833,,,,6784793.51605734,80445383.6245588,-6165437.308815195,,64093890.6270426,64093890.6270426,101527339.579067,90512214.7718855,191834121.295046,90512214.7718855,16729343.0824873,642537737.940651,367836446.311386,,,626789704.54486,,336432090.705477,4337160.94096136,,,,652264626.293085,346195663.53218,201657000.688483,28624895.2721251,289339008.270513,11639372.2776592,362925006.614667,,,,,,,
2002-05-23,67831427.1471524,98309499.7777681,,,129003399.398667,,1195913.86117042,150292011.22489,192133099.760338,,,,102506292.289988,181031174.223245,1833,,,,6784793.51605734,80445383.6245588,-6165437.308815195,,64093890.6270426,64093890.6270426,101527339.579067,90512214.7718855,191834121.295046,90512214.7718855,16729343.0824873,642537737.940651,367836446.311386,,,626789704.54486,,336432090.705477,4337160.94096136,,,,652264626.293085,346195663.53218,201657000.688483,28624895.2721251,289339008.270513,11639372.2776592,362925006.614667,,,,,,,
2003-03-31,67831427.1471524,98309499.7777681,,,129003399.398667,,1195913.86117042,150292011.22489,192133099.760338,,,,102506292.289988,181031174.223245,1833,,,,6784793.51605734,80445383.6245588,-6165437.308815195,,64093890.6270426,64093890.6270426,101527339.579067,90512214.7718855,191834121.295046,90512214.7718855,16729343.0824873,642537737.940651,367836446.311386,,,626789704.54486,,336432090.705477,4337160.94096136,,,,652264626.293085,346195663.53218,201657000.688483,28624895.2721251,289339008.270513,11639372.2776592,362925006.614667,,,,,,,
2004-03-31,67831427.1471524,98309499.7777681,,,129003399.398667,,1195913.86117042,150292011.22489,192133099.760338,,,,102506292.289988,181031174.223245,1833,,,,6784793.51605734,80445383.6245588,-6165437.308815195,,64093890.6270426,64093890.6270426,101527339.579067,90512214.7718855,191834121.295046,90512214.7718855,16729343.0824873,642537737.940651,367836446.311386,,,626789704.54486,,336432090.705477,4337160.94096136,,,,652264626.293085,346195663.53218,201657000.688483,28624895.2721251,289339008.270513,11639372.2776592,362925006.614667,,,,,,,
2005-03-31,67831427.1471524,98309499.7777681,,,129003399.398667,,1195913.86117042,150292011.22489,192133099.760338,,,,102506292.289988,181031174.223245,1833,,,,6784793.51605734,80445383.6245588,-6165437.308815195,,64093890.6270426,64093890.6270426,101527339.579067,90512214.7718855,191834121.295046,90512214.7718855,16729343.0824873,642537737.940651,367836446.311386,,,626789704.54486,,336432090.705477,4337160.94096136,,,,652264626.293085,346195663.53218,201657000.688483,28624895.2721251,289339008.270513,11639372.2776592,362925006.614667,,,,,,,
2006-03-31,67831427.1471524,98309499.7777681,,,129003399.398667,,1195913.86117042,150292011.22489,192133099.760338,,,,102506292.289988,181031174.223245,1833,,,,6784793.51605734,80445383.6245588,-6165437.308815195,,64093890.6270426,64093890.6270426,101527339.579067,90512214.7718855,191834121.295046,90512214.7718855,16729343.0824873,642537737.940651,367836446.311386,,,626789704.54486,,336432090.705477,4337160.94096136,,,,652264626.293085,346195663.53218,201657000.688483,28624895.2721251,289339008.270513,11639372.2776592,362925006.614667,,,,,,,
2007-03-31,67831427.1471524,98309499.7777681,,,129003399.398667,,1195913.86117042,150292011.22489,192133099.760338,,,,102506292.289988,181031174.223245,1833,,,,6784793.51605734,80445383.6245588,-6165437.308815195,,64093890.6270426,64093890.6270426,101527339.579067,90512214.7718855,191834121.295046,90512214.7718855,16729343.0824873,642537737.940651,367836446.311386,,,626789704.54486,,336432090.705477,4337160.94096136,,,,652264626.293085,346195663.53218,201657000.688483,28624895.2721251,289339008.270513,11639372.2776592,362925006.614667,,,,,,,
2008-03-31,67831427.1471524,98309499.7777681,,,129003399.398667,,1195913.86117042,150292011.22489,192133099.760338,,,,102506292.289988,181031174.223245,1833,,,,6784793.51605734,80445383.6245588,-6165437.308815195,,64093890.6270426,64093890.6270426,101527339.579067,90512214.7718855,191834121.295046,90512214.7718855,16729343.0824873,642537737.940651,367836446.311386,,,626789704.54486,,336432090.705477,4337160.94096136,,,,652264626.293085,346195663.53218,201657000.688483,28624895.2721251,289339008.270513,11639372.2776592,362925006.614667,,,,,,,
2009-03-31,67831427.1471524,98309499.7777681,,,129003399.398667,,1195913.86117042,150292011.22489,192133099.760338,,,,102506292.289988,181031174.223245,1833,,,,6784793.51605734,80445383.6245588,-6165437.308815195,,64093890.6270426,64093890.6270426,101527339.579067,90512214.7718855,191834121.295046,90512214.7718855,16729343.0824873,642537737.940651,367836446.311386,,,626789704.54486,,336432090.705477,4337160.94096136,,,,652264626.293085,346195663.53218,201657000.688483,28624895.2721251,289339008.270513,11639372.2776592,362925006.614667,,,,,,,
2010-03-31,67831427.1471524,98309499.7777681,,,129003399.398667,,1195913.86117042,150292011.22489,192133099.760338,,,,102506292.289988,181031174.223245,1833,,,,6784793.51605734,80445383.6245588,-6165437.308815195,,64093890.6270426,64093890.6270426,101527339.579067,90512214.7718855,191834121.295046,90512214.7718855,16729343.0824873,642537737.940651,367836446.311386,,,626789704.54486,,336432090.705477,4337160.94096136,,,,652264626.293085,346195663.53218,201657000.688483,28624895.2721251,289339008.270513,11639372.2776592,362925006.614667,,,,,,,
2011-03-31,67831427.1471524,98309499.7777681,,,129003399.398667,,1195913.86117042,150292011.22489,192133099.760338,,,,102506292.289988,181031174.223245,1833,,,,6784793.51605734,80445383.6245588,-6165437.308815195,,64093890.6270426,64093890.6270426,101527339.579067,90512214.7718855,191834121.295046,90512214.7718855,16729343.0824873,642537737.940651,367836446.311386,,,626789704.54486,,336432090.705477,4337160.94096136,,,,652264626.293085,346195663.53218,201657000.688483,28624895.2721251,289339008.270513,11639372.2776592,362925006.614667,,,,,,,
2012-03-31,67831427.1471524,98309499.7777681,,,129003399.398667,,1195913.86117042,150292011.22489,192133099.760338,,,,102506292.289988,181031174.223245,1833,,,,6784793.51605734,80445383.6245588,-6165437.308815195,,64093890.6270426,64093890.6270426,101527339.579067,90512214.7718855,191834121.295046,90512214.7718855,16729343.0824873,642537737.940651,367836446.311386,,,626789704.54486,,336432090.705477,4337160.94096136,,,,652264626.293085,346195663.53218,201657000.688483,28624895.2721251,289339008.270513,11639372.2776592,362925006.614667,,,,,,,
2013-03-31,67831427.1471524,98309499.7777681,,,129003399.398667,,1195913.86117042,150292011.22489,192133099.760338,,,,102506292.289988,181031174.223245,1833,,,,6784793.51605734,80445383.6245588,-6165437.308815195,,64093890.6270426,64093890.6270426,101527339.579067,90512214.7718855,191834121.295046,90512214.7718855,16729343.0824873,642537737.940651,367836446.311386,,,626789704.54486,,336432090.705477,4337160.94096136,,,,652264626.293085,346195663.53218,201657000.688483,28624895.2721251,289339008.270513,11639372.2776592,362925006.614667,,,,,,,
2014-03-31,67831427.1471524,98309499.7777681,,,129003399.398667,,1195913.86117042,150292011.22489,192133099.760338,,,,102506292.289988,181031174.223245,1833,,,,6784793.51605734,80445383.6245588,-6165437.308815195,,64093890.6270426,64093890.6270426,101527339.579067,90512214.7718855,191834121.295046,90512214.7718855,16729343.0824873,642537737.940651,367836446.311386,,,626789704.54486,,336432090.705477,4337160.94096136,,,,652264626.293085,346195663.53218,201657000.688483,28624895.2721251,289339008.270513,11639372.2776592,362925006.614667,,,,,,,
2015-12-28,79070185.7355924,90520081.6549889,,,207183005.998047,,3773903.07627928,166849824.24327,476092610.920952,29224392.7916135,,,102506292.289988,181031174.223245,1833,,,,10082571.2201037,138373549.255877,13760.1532238162,,48008450.3793041,48008450.3793041,74580754.6916746,9719013.48755861,222956486.904085,29819700.47319121,32967878.6870822,642537737.940651,535724769.681428,,,708864432.385163,,8761596.5106173,-6676571.18791377,,,,823295315.0316,302026672.639677,114656114.628153,619699363.713424,178451081.848128,10640943.7535543,644844233.183472,,,,,309849681.856712,29224392.7916135,
2016-11-29,100920616.869005,114325770.7335389,,,290021565.747705,,5051895.00392541,190111327.879484,536928080.283084,24236416.7529497,,,102506292.289988,181031174.223245,1833,,,,10774206.1919011,145709331.179101,2377.36235478843,,23368679.493452,23368679.493452,40134631.2735382,10922395.1120163,223467306.625403,34540697.652721,30381898.4400778,642537737.940651,695988678.446677,,,771742537.427892,,9836732.96999625,-4348988.2010263,,,,1023555135.40944,324387923.494408,142341401.176484,900305538.85014,218632544.049881,12041340.3270034,804922591.359556,,,,,450152769.42507,24236416.7529497,
