datadate,ap,rect,xad,ob,capx,dm,che,oancf,cogs,drc,drlt,dp,ebit,ebitda,emp,gdwlia,dvt,txp,xint,intan,nopi,scstkc,ni,ib,pi,aco,lco,ao,lo,ppegt,ppent,pstkq,xrd,revt,fatl,xsga,spi,txfed,txdi,txt,at,lct,act,dlc,ceq,invt,lt,pstk,dcvt,dcpstk,txfo,dltt,dr,dc,count
1998-04-30,287400575.080692,316035601.412799,,,,,411209080.364296,,1103304397.60549,163323478.621917,13790352.874485,,,,25291,,,,,135385987.580555,-15710579.3357869,,59747505.5934084,59747505.5934084,83311370.1853337,21202667.5445207,264253628.133809,-47680946.828234,646996052.75342,2287414650.70255,951839018.926229,,,2372970962.0535,,,-63412847.4160334,,,,2211331189.3058,719732146.519308,787725802.072837,793959522.6309259,428871956.749464,39278452.7512222,1722146482.8480082,,,,,355418283.575282,177113831.496402,,1
1998-12-31,354331818.453063,306603162.361311,,,,,440061105.425648,,1214976682.85535,117907584.025341,8428967.55359424,,,,25826,92952899.3883986,,,,228480816.29358765,-11670222.8887561,,225844368.130033,225844368.130033,280967004.854953,23476740.3513954,256906753.35912,28928523.306726687,712194518.21079,2566720711.39714,1081335593.95736,,,2747017136.61756,,,73672960.1625794,,,,2539074208.92601,863541124.097308,816455608.026067,746280939.2979119,674202405.740825,46314599.8877129,1862520721.7856932,,,,,286785079.477595,126336551.57893524,,1
1999-12-31,348996357.645637,392804230.197875,,,,,348798064.260611,,1146461265.91209,113973799.774432,14063864.7983485,,,,27090,77536454.9297618,30028352.9852475,,,307365970.9440608,-19208268.6551533,,95278100.8126479,95278100.8126479,116289716.85615,18523595.2691204,239620719.573033,42633077.780575,642990619.946629,2303780030.0005,1025925077.50869,,,2329412256.05357,,,49267544.9655818,,,,2569822407.78208,901572676.789688,806923128.593726,1019991241.4964,631852517.923569,46797238.8661195,1935668938.3152945,,,,,391105641.578974,128037664.5727805,,2
2001-04-10,348996357.645637,392804230.197875,,,,,348798064.260611,,1146461265.91209,113973799.774432,14063864.7983485,,,,27090,77536454.9297618,30028352.9852475,,,307365970.9440608,-19208268.6551533,,95278100.8126479,95278100.8126479,116289716.85615,18523595.2691204,239620719.573033,42633077.780575,642990619.946629,2303780030.0005,1025925077.50869,,,2329412256.05357,,,49267544.9655818,,,,2569822407.78208,901572676.789688,806923128.593726,1019991241.4964,631852517.923569,46797238.8661195,1935668938.3152945,,,,,391105641.578974,128037664.5727805,,3
2001-06-18,367217232.710039,337202611.272813,,,,,453342689.707448,,1333011881.10821,187939686.855043,24756005.2444528,,,,27607,74294517.0388656,28239033.968248,,,343384987.25754964,-24494778.0901682,,126729242.93513,126729242.93513,139446083.677769,22378459.5503839,291105483.293541,51249738.9500164,925860966.899703,2391474023.06327,1071849087.13695,,,2706638905.8565,,,98382399.2654808,,,,2841625198.4075,816622585.599284,876719974.687897,803602872.7937059,734953133.827861,63796214.1572526,2103866712.0966704,,,,,361383159.597682,212695692.0994958,,4
2002-03-08,367217232.710039,337202611.272813,,,,,453342689.707448,,1333011881.10821,187939686.855043,24756005.2444528,,,,27607,74294517.0388656,28239033.968248,,,343384987.25754964,-24494778.0901682,,126729242.93513,126729242.93513,139446083.677769,22378459.5503839,291105483.293541,51249738.9500164,925860966.899703,2391474023.06327,1071849087.13695,,,2706638905.8565,,,98382399.2654808,,,,2841625198.4075,816622585.599284,876719974.687897,803602872.7937059,734953133.827861,63796214.1572526,2103866712.0966704,,,,,361383159.597682,212695692.0994958,,4
2002-04-30,400044915.972896,344427535.460204,,,,,587560382.756502,,1352337329.72424,242936899.331309,42409875.3350132,,,,27523,68166010.6580951,5590640.37610521,,,311607475.9992521,102260.344228869,,30732601.2964233,30732601.2964233,-52190740.4749397,35383303.7779697,352113594.386915,299055784.1668967,852335682.785886,2196846115.98358,948107700.024041,,,2764741895.77861,,,-72045780.3648862,,,,2836460687.97692,1007830190.40326,1025575115.64523,693245530.010952,718036009.26907,58203893.6505534,2114663090.1174412,,,,,254497216.928296,285346774.6663222,,5
2003-02-07,401478891.554884,382848000.566786,,,,,792666359.342528,,1378530871.15058,276143865.955035,45915933.7804648,,,,25754,68221402.5127527,9329127.43245796,,,371361687.5118077,6132114.49083696,,102366960.136029,102366960.136029,126447823.257132,44293646.7976573,373101248.252409,305827157.0942753,883932055.261666,1974614487.90856,760986156.716418,,,2837684844.70055,,1148377212.35594,-31146607.0281504,,,,3029233285.47138,953241497.63839,1278421430.85207,726374761.666352,860295529.378424,58613424.1450973,2164678764.1224227,,,,,327505211.222369,322059799.73549974,,5
2003-04-02,401478891.554884,382848000.566786,,,,,792666359.342528,,1378530871.15058,276143865.955035,45915933.7804648,,171109215.406808,293400440.760437,25754,68221402.5127527,9329127.43245796,,,371361687.5118077,6132114.49083696,,102366960.136029,102366960.136029,126447823.257132,44293646.7976573,373101248.252409,305827157.0942753,883932055.261666,1974614487.90856,760986156.716418,,,2837684844.70055,,1148377212.35594,-31146607.0281504,,,,3029233285.47138,953241497.63839,1278421430.85207,726374761.666352,860295529.378424,58613424.1450973,2164678764.1224227,,,,,327505211.222369,322059799.73549974,,5
2004-02-24,485973562.143657,410407863.630071,,,,,970136023.422653,240310313.795577,1524187661.54834,291759960.00151,40046549.091916,125097791.449033,107806152.7924,222425670.543766,26202,69157404.679496,9329127.43245796,,,372597520.043296,1577751.55123155,3798447.43433225,101225663.19711,101225663.19711,142183050.092508,36145174.1658591,402779949.517325,467407134.59529513,936772711.46464,1838281477.28846,656876907.341447,,,2994146634.61417,,1231502059.10412,9885974.0853083,,,,3312898271.84625,1044503956.125,1471011512.41615,679121935.244736,1011668676.2992,54322451.1975634,2296338424.741668,,,,,315061757.152027,331806509.09342605,,6
