datadate,ap,rect,xad,ob,capx,dm,che,oancf,cogs,drc,drlt,dp,ebit,ebitda,emp,gdwlia,dvt,txp,xint,intan,nopi,scstkc,ni,ib,pi,aco,lco,ao,lo,ppegt,ppent,pstkq,xrd,revt,fatl,xsga,spi,txfed,txdi,txt,at,lct,act,dlc,ceq,invt,lt,pstk,dcvt,dcpstk,txfo,dltt,dr,dc,count
1998-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1999-05-27,1193000.0,383000.0,,,5600000.0,,17000.0,357000.0,659000.0,,3051000.0,379000.0,,,100.0,,,,650000.0,,1000.0,,-49000.0,-49000.0,-49000.0,,228000.0,,3251000.0,21376000.0,20200000.0,,,4780000.0,,2462000.0,-1059000.0,,,,21344000.0,5766000.0,1144000.0,18807000.0,4912000.0,683000.0,16432000.0,,,,,7415000.0,3051000.0,,2
2000-05-29,358000.0,69000.0,,,1282000.0,26000.0,14000.0,1296000.0,724000.0,,2380000.0,801000.0,,,104.0,,,,894000.0,,1000.0,,557000.0,557000.0,557000.0,,637000.0,,2480000.0,21693000.0,19789000.0,,,5477000.0,,3302000.0,-1059000.0,,,,20678000.0,12691000.0,889000.0,11087000.0,5449000.0,625000.0,15229000.0,,,,,58000.0,2380000.0,,3
2001-08-30,624000.0,5000.0,,,206000.0,10000.0,1297000.0,-541000.0,976000.0,,1709000.0,886000.0,,,178.0,,,,851000.0,,1000.0,3548000.0,403000.0,403000.0,796000.0,,468000.0,,2266000.0,21647000.0,18926000.0,,,5056000.0,,4433000.0,2000000.0,,,,20628000.0,4871000.0,1702000.0,11583000.0,9236000.0,366000.0,11392000.0,,,,,4255000.0,1709000.0,,4
2003-03-04,294000.0,31000.0,,,181000.0,10000.0,386000.0,992000.0,635000.0,,2931000.0,886000.0,,,197.0,,,,205000.0,,1000.0,3548000.0,539000.0,539000.0,886000.0,,240000.0,,4336000.0,21955000.0,17909000.0,,,4544000.0,,2566000.0,-252000.0,,,,18786000.0,1963000.0,877000.0,9059000.0,8550000.0,379000.0,10237000.0,,,,,3938000.0,2931000.0,,6
2004-01-27,174000.0,30000.0,,,218000.0,10000.0,783000.0,1819000.0,781000.0,,2801000.0,877000.0,1260000.0,2130000.0,173.0,,,,250000.0,,33000.0,3548000.0,713000.0,713000.0,1044000.0,,287000.0,,4537000.0,22172000.0,17249000.0,,,6138000.0,,4096000.0,-252000.0,,,,18483000.0,1710000.0,1234000.0,6891000.0,9263000.0,353000.0,9220000.0,,,,,2973000.0,2801000.0,,6
2005-01-13,123000.0,21000.0,,,44000.0,10000.0,2430000.0,2636000.0,847000.0,,2690000.0,780000.0,1820000.0,2130000.0,158.0,,,17000.0,224000.0,,55000.0,3548000.0,1128000.0,1128000.0,1654000.0,,539000.0,,4928000.0,22255000.0,16552000.0,,,6761000.0,,4091000.0,-252000.0,,502000.0,526000.0,19417000.0,2069000.0,2865000.0,5003000.0,10391000.0,354000.0,9026000.0,,,,526000.0,2029000.0,2690000.0,,7
2006-01-12,198000.0,36000.0,,,468000.0,10000.0,3136000.0,2119000.0,815000.0,,2579000.0,802000.0,1678000.0,2480000.0,159.0,,,190000.0,148000.0,,120000.0,3548000.0,1122000.0,1122000.0,1650000.0,,687000.0,,4853000.0,22750000.0,16245000.0,,,6566000.0,,4073000.0,-252000.0,,109000.0,528000.0,19611000.0,2333000.0,3366000.0,3111000.0,11342000.0,123000.0,8269000.0,,,,528000.0,1083000.0,2579000.0,,8
2007-01-18,188000.0,8000.0,,,340000.0,10000.0,3527000.0,1589000.0,831000.0,,2581000.0,880000.0,1401000.0,2281000.0,156.0,,,199000.0,105000.0,,121000.0,3548000.0,967000.0,967000.0,1417000.0,,664000.0,,4801000.0,23049000.0,15664000.0,,,6473000.0,,4241000.0,-252000.0,,-54000.0,450000.0,19427000.0,2317000.0,3763000.0,945000.0,12309000.0,151000.0,7118000.0,,,,450000.0,1083000.0,2581000.0,,9
2008-01-10,210000.0,2509000.0,,,79000.0,10000.0,1608000.0,1605000.0,847000.0,,2441000.0,924000.0,1174000.0,2281000.0,145.0,,,231000.0,61000.0,,206000.0,3548000.0,1018000.0,1018000.0,1319000.0,,662000.0,,4370000.0,23143000.0,14834000.0,,,6535000.0,,4514000.0,-252000.0,,-291000.0,301000.0,19214000.0,1517000.0,4380000.0,945000.0,13327000.0,141000.0,5887000.0,,,,301000.0,1083000.0,2441000.0,,10
2008-10-31,210000.0,2509000.0,,,79000.0,10000.0,1608000.0,1605000.0,847000.0,,2441000.0,924000.0,1174000.0,2281000.0,145.0,,,231000.0,61000.0,,206000.0,3548000.0,1018000.0,1018000.0,1319000.0,,662000.0,,4370000.0,23143000.0,14834000.0,,,6535000.0,,4514000.0,-252000.0,,-291000.0,301000.0,19214000.0,1517000.0,4380000.0,945000.0,13327000.0,141000.0,5887000.0,,,,301000.0,1083000.0,2441000.0,,11
2009-10-31,210000.0,2509000.0,,,79000.0,10000.0,1608000.0,1605000.0,847000.0,,2441000.0,924000.0,1174000.0,2281000.0,145.0,,,231000.0,61000.0,,206000.0,3548000.0,1018000.0,1018000.0,1319000.0,,662000.0,,4370000.0,23143000.0,14834000.0,,,6535000.0,,4514000.0,-252000.0,,-291000.0,301000.0,19214000.0,1517000.0,4380000.0,945000.0,13327000.0,141000.0,5887000.0,,,,301000.0,1083000.0,2441000.0,,12
