datadate,ap,rect,xad,ob,capx,dm,che,oancf,cogs,drc,drlt,dp,ebit,ebitda,emp,gdwlia,dvt,txp,xint,intan,nopi,scstkc,ni,ib,pi,aco,lco,ao,lo,ppegt,ppent,pstkq,xrd,revt,fatl,xsga,spi,txfed,txdi,txt,at,lct,act,dlc,ceq,invt,lt,pstk,dcvt,dcpstk,txfo,dltt,dr,dc,count
2005-09-30,90000.02367,58000.24205,,,110803.45376,,178000.27361,-831024.20223,,,,,,,1,,,,20906.05528,,7317.00595,200700.21040732,18815.56315,18815.56315,24042.07697,,,,,1006000.15118,1006000.15118,,,,,8362.53551,,5226.51382,,5226.51382,1242000.09985,1032000.04462,235999.94867,900000.2367,210000.05523,,1032000.04462,,,,,,,,1
2006-09-30,163999.93984,76000.2848,,,1042803.71096,,4724999.34808,238355.01184,,,,961.10928056,,,4,,,,76888.59288,,69199.89384,5336078.49330952,-612226.41568,-612226.41568,-612226.41568,,,,,2189999.9132,2188999.96568,,,,,938042.64928,329660.46880976,5226.51382,,5226.51382,7011998.97816,1689000.03184,4822999.54664,900000.2367,5321999.53296,,1689000.03184,,,,,,,,2
2008-03-10,1422999.7704,7123998.7358800005,,,37960946.43068,,37425994.64214,1146368.39226,,,,61549.98308108,,,9,,,,76888.59288,97000.10554,853044.09086,52102060.5799377,-1281970.4859,-1281970.4859,-1281970.4859,,,,,33401995.2097,33386995.07754,,,,,2278310.68686,329660.46880976,5226.51382,,5226.51382,78089988.43568,3193999.77338,44605993.2526,32299995.04316,58744991.58788,,19343997.29496,,,,,16149997.52158,,,3
2008-12-31,1422999.7704,7123998.7358800005,,,37960946.43068,,37425994.64214,1146368.39226,,,,61549.98308108,,,9,,,,76888.59288,97000.10554,853044.09086,52102060.5799377,-1281970.4859,-1281970.4859,-1281970.4859,,,,,33401995.2097,33386995.07754,,,,,2278310.68686,329660.46880976,5226.51382,,5226.51382,78089988.43568,3193999.77338,44605993.2526,32299995.04316,58744991.58788,,19343997.29496,,,,,16149997.52158,,,4
2009-04-07,9299997.08234,1500999.15754,,,103607661.05127,,50742985.74778,-7710522.43225,,,,61549.98308108,,,19,,,,20475.74708,-15009995.67766,3212184.44328,52102060.5799377,-40319951.91671,-40319951.91671,-65177906.79105,,,,10530997.10975,133087962.49954,133013962.51511,,17344515.26814,,,7022014.15547,-19324294.8896866,5226.51382,-25148459.83479,-24857955.55805,199660943.30896,21028994.27264,81656976.47151,183141947.69934,76529978.0769,,123130965.23206,,,,-24857955.55805,91570973.84967,,,4
2010-03-31,383804.8,7150531.04,,,91669300.32,,69476716.32,14483059.84,21303642.56,,,11948091.04,7047927.0808,19482608.9157,20,,,,2794965.6,-13428215.68,401756.96,65464718.08,9809307.84,9809307.84,6506110.4,,,20792934.56,24368509.6,231970383.04,220026625.28,,320043.68,33049926.56,,5179507.68,-19324294.8896866,5226.51382,-3303197.44,-3303197.44,305901092.16,39791272.16,78509748.0,213300136.64,144748266.08,1789644.64,161152826.08,,,,-3303197.44,96993044.32,,,5
2011-04-04,3761798.76,24858130.32,,,77145722.73,,37462848.66,80995348.08,61565157.45,18622442.43,,34812024.21,57664340.0,72749777.0,25,,,,5347164.87,-13728514.05,-657737.8200000001,1595623.23,21782276.46,21782276.46,33106778.01,,18622442.43,11786071.95,28851996.42,302974810.56,255989508.12,,16515886.41,113412334.77,,4663143.18,-19324294.8896866,5226.51382,11324501.55,11324501.55,340029938.7,58800863.61,85982872.68,165897376.74,174877485.3,22956075.63,165152453.4,,,,11324501.55,77499593.37,18622442.43,,6
2012-03-28,16392075.15,31134321.57,,,94683303.9,,11672393.43,161858948.37,92457354.72,9534632.52,,40798339.8,92682510.73,132574516.53,43,,,,4287752.31,249759.48,-744128.76,839397.84,69595994.07,69595994.07,91666235.13,,9660799.68,1829423.82,56426974.89,414322654.08,312565620.99,,15404624.01,204486068.28,,8530444.92,10962381.3,-11098847.82,33169088.88,22070241.06,364831654.44,53895907.17,50186850.15,5546205.36,248053004.79,4325087.49,116778649.65,,,,33169088.88,2773102.68,9534632.52,,7
2013-03-21,57436153.65,97960643.25,,,102063797.05,,24383243.75,40962003.45,83102402.15,69101343.6,,34565440.2,59742060.25,107783548.85,60,606119.75,,,668885.45,606119.75,-2230643.75,627657.0,57473074.65,57473074.65,17989757.25,9080104.6,69101343.6,9080104.6,36829928.2,447633280.75,408086582.3,,2622006.35,104903021.95,,2662619.45,126146.75,-11098847.82,-40210045.75,-39483317.4,574432301.75,126537497.25,141194518.9,5546205.36,372685496.8,9770527.3,201746804.95,,,,-39483317.4,2773102.68,69101343.6,,8
2013-12-31,57436153.65,97960643.25,,,102063797.05,,24383243.75,40962003.45,83102402.15,69101343.6,,34565440.2,59742060.25,107783548.85,60,606119.75,,,668885.45,606119.75,-2230643.75,627657.0,57473074.65,57473074.65,17989757.25,9080104.6,69101343.6,9080104.6,36829928.2,447633280.75,408086582.3,,2622006.35,104903021.95,,2662619.45,126146.75,-11098847.82,-40210045.75,-39483317.4,574432301.75,126537497.25,141194518.9,5546205.36,372685496.8,9770527.3,201746804.95,,,,-39483317.4,2773102.68,69101343.6,,9
