datadate,ap,rect,xad,ob,capx,dm,che,oancf,cogs,drc,drlt,dp,ebit,ebitda,emp,gdwlia,dvt,txp,xint,intan,nopi,scstkc,ni,ib,pi,aco,lco,ao,lo,ppegt,ppent,pstkq,xrd,revt,fatl,xsga,spi,txfed,txdi,txt,at,lct,act,dlc,ceq,invt,lt,pstk,dcvt,dcpstk,txfo,dltt
2006-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-28,,19000.1024,,,27876.13312,,99000.23936,-255693.408,,,,11535.030057216,,,5,653999.88736,,,,653999.88736,,192250.500801152,-368159.88736,-368159.88736,-368159.88736,,,,,53000.07168,33999.96928,,299910.9504,,,68248.93696,,,,,815999.77088,19000.1024,127999.91424,,796000.11776,,19000.1024,,,,,
2008-08-29,,11999.76162,,,8096.17002,,656999.68328,-373441.0747,,,,13156.469142116,,,17,653999.86896,,,,653999.86896,,981675.005964296,-474644.96514,-474644.96514,-474644.96514,,,,,60999.923,29000.05434,,326887.46666,,,137636.9077,,,,,1359999.71362,70999.97652,676999.79032,,1288999.7371,,70999.97652,,,,,
2009-10-21,,3000.34784,,,141392.6136,,7999.9968,-633909.69408,,,,45952.538058768,,,86,654000.43648,,,,654000.43648,,981675.005964296,-697536.19568,-697536.19568,-697536.19568,,9000.34544,,,227999.9088,137999.9448,,586778.82288,,,110757.3728,,,,,812000.37328,43999.9824,19999.992,,768000.39088,,43999.9824,,,,,
2010-10-21,,3859.8062,,,141392.6136,,1240.27561,-633909.69408,,,,45952.538058768,,,18,654000.43648,,,,654000.43648,135395.54653,981675.005964296,-803102.49893,-803102.49893,-803102.49893,,44269.86937,,,179340.03292,63030.10831,,174371.02644,,,77320.61263,-698282.082620724,,,,73059.6764,102900.06208,10030.22676,,-29839.72701,,102900.06208,,,,,
2011-09-30,,3430.26065,,,141392.6136,,53340.07178,-64807.85991,,,,45952.538058768,,,18,654000.43648,,,,654000.43648,135395.54653,981675.005964296,-93540.54458,-65717.88977,-65717.88977,,10320.30337,,,179340.03292,63030.10831,,6634.61826,,,55816.66221,-698282.082620724,,,,56770.33243,72980.15909,56770.33243,49920.07945,-16209.82666,,72980.15909,,,,,
2013-02-28,,2649.72078,,,141392.6136,,16810.22952,-35676.26622,,,,45952.538058768,,,18,654000.43648,,,,654000.43648,135395.54653,981675.005964296,-44922.13992,-44922.13992,-44922.13992,,10319.86746,,,179340.03292,63030.10831,,2184.48846,,,39148.18614,-698282.082620724,,,,19459.9503,78730.05294,19459.9503,53640.29664,-59270.10264,,78730.05294,,,,,
2014-02-28,,8140.01226,,,141392.6136,,36650.1077,-137912.0969,,,,45952.538058768,,,18,654000.43648,,,647.5981,654000.43648,3752.12422,981675.005964296,-137531.42756,-137531.42756,-137531.42756,,11420.0802,,,179340.03292,63030.10831,,87860.32456,,,52775.62912,-698282.082620724,,,,44790.11996,74740.0528,44790.11996,13320.1396,-29949.93284,,74740.0528,,,,,
2014-11-28,,7810.28902,,,141392.6136,,340.28958,-164764.47262,,,,45952.538058768,,,18,654000.43648,,,8579.74106,654000.43648,3752.12422,47507.188671409,-300264.62605,-300264.62605,-300264.62605,,10319.7785,,,179340.03292,63030.10831,,91404.00301,,,83897.75279,-116392.61227711,,,,8149.99391,253640.27607,8149.99391,89500.25237,-245500.22189,,253640.27607,,,,,
2015-11-30,,7530.08724,,,141392.6136,,178620.21502,-103305.33434,,,,45952.538058768,,,18,654000.43648,,,17300.86254,654000.43648,3752.12422,350424.89433822,-115439.68852,-115439.68852,-115439.68852,,10319.7785,,,179340.03292,63030.10831,,25941.42434,,,72187.2138,-116392.61227711,,,,186150.30226,226450.2136,186150.30226,72750.09196,-40299.91134,,226450.2136,,,,,
