datadate,ap,rect,xad,ob,capx,dm,che,oancf,cogs,drc,drlt,dp,ebit,ebitda,emp,gdwlia,dvt,txp,xint,intan,nopi,scstkc,ni,ib,pi,aco,lco,ao,lo,ppegt,ppent,pstkq,xrd,revt,fatl,xsga,spi,txfed,txdi,txt,at,lct,act,dlc,ceq,invt,lt,pstk,dcvt,dcpstk,txfo,dltt,dr,dc
1985-07-04,,,,,,,,,4885294457.4502,,,,,,,,,,,,,,216405821.593626,216405821.593626,449747106.294821,,,,,,,,,7279525408.36653,,1820655761.11554,,,,,,,,,,,,,,,,,,
1986-07-04,2028648270.62246,2518908461.15953,,,,,1256754041.80204,,6240994158.38797,,,,,,,,,,,,,,107473838.832264,107473838.832264,465796401.142401,,1075370936.20615,431251379.854326,858126319.039632,4498577758.47711,2548116359.6805,,,9229933138.08513,,2408706759.57963,,,,,10224175854.8071,5620974676.3978,6144285493.84816,5744448023.25854,1968963424.38921,2172995697.63896,8140025460.831112,,,,,1660924465.39368,,
1987-07-03,2408037236.32672,2875355804.89378,,,714931201.492691,,1893851316.60001,526726622.718262,7272893932.30757,,,666991009.006908,,,,,,,,,,,64259348.5940855,64259348.5940855,251733027.500909,,1170901587.90481,520990554.751436,911179953.079018,5412014320.84622,2742823569.83612,,,10470824486.373,,2803377127.8734,,,,,11822160033.4072,6342082265.24075,7521130608.39501,7141690994.669941,2198123649.20392,2558696642.95465,9495239859.580044,,,,,2241977641.26028,,
1988-06-10,2715843087.0982,3130788519.93402,,,913211218.731142,,1689454842.01633,706835609.124191,8003693008.8104,,,693298933.258237,,,,,,,,,,,108272062.43714,108272062.43714,307574107.897172,,1221933660.21644,570367474.755602,1012475906.18337,6016751465.10038,2906385353.66295,,,11588931344.5709,,3103557218.97252,,,,,12400841611.4575,6817148513.81905,7811878610.61271,6475474447.92212,2532387191.37466,2775364333.26628,9718159324.777725,,,,,1888534904.77532,,
1989-05-26,3241334319.57924,3862205103.08035,,,1165719858.94267,,2317548470.37193,974918699.439388,9385317707.06492,,,768799599.584062,,,,,,,,,,75386628.4887576,288366376.66526,245270413.677738,591205411.718609,,1482615619.98915,686789359.515341,1170912305.29266,6999283508.0475,3442676905.47953,,,13787488034.2396,,3575623210.56122,,,,,14966464061.1248,7872432942.46187,9500195551.11821,8218837541.593821,3083092169.05781,3057469839.04997,11697848154.349234,,75386628.4887576,75386628.4887576,,2654502906.59473,,75386628.4887576
1990-05-25,3132123883.59621,3784042401.95584,,,1450296568.26498,,1664129402.58675,1051132480.7571,8760179068.76972,,,763707328.580442,,,,,,,,,,75386628.4887576,326945247.381703,301509053.690852,666562553.249211,,1462907242.27129,682296162.649842,1068753662.90221,7360965897.0347,3674379029.33754,,,13213688277.1609,,3558159027.00315,,,,,14133772567.2555,7521939021.45111,8582697355.89905,7177499197.41325,3089116382.64984,2823294730.72555,10843031188.643555,,75386628.4887576,75386628.4887576,,2252338504.29022,,75386628.4887576
1991-05-24,3485974634.7548,4098099577.1855,,,1488535500.21322,,1858622447.69012,938261953.87349,9835364921.46411,,,940821630.703625,,,,,,,,,,60341634.3994314,221308275.124378,206723407.462687,546073885.785359,,1519837621.32196,781348473.916134,1235294341.00924,8756589324.87562,4296623066.02701,,,15052031065.1031,,4343580317.12864,,,,,15990992962.4023,8109410239.01919,9541588085.1457,8581896468.01706,3584914893.53234,3248148508.67093,12187581775.764,,60341634.3994314,60341634.3994314,,2842877195.73561,,60341634.3994314
1992-05-27,3203819488.96422,4237211382.90019,,,1498064160.60264,,2086241138.98305,528108264.858757,10938394269.8305,,,1022535004.44444,,,,,,,,,,60341634.3994314,66260872.3163842,64390640.7532957,223234484.369115,,1731994980.94162,970060038.568738,1366254058.6064,10126349271.5631,4847683604.36912,,,16375808316.3842,,4910416638.49341,,,,,17709561135.0659,8724825509.60452,10383122084.8211,10906044904.85876,3811423443.46516,3748568909.37853,13670294887.231684,,60341634.3994314,60341634.3994314,,3579215319.02072,,60341634.3994314
1993-05-28,3789780142.68282,5398854273.07592,,,1485633922.77521,,2646148003.74793,1052914004.44522,13780954339.667,,,1303449391.78942,,,,,,,,,,60341634.3994314,-259934709.317528,-269057749.934629,-216949934.977774,,2406134331.38673,1336568619.36721,1806914604.89846,14120342962.3464,6244338537.61004,,,20231732608.995,,6294587209.27395,,,,,22901991916.9354,10429897478.9506,13241296268.8922,15696102165.867691,4638263211.10433,4827331752.54946,17988823000.522987,,60341634.3994314,60341634.3994314,,5752010916.67393,,60341634.3994314
1994-05-26,4545137898.49002,6287770959.18169,,,1254570246.85826,,3515690014.61276,1601210879.68826,16177965967.4622,,,1401219584.99756,,,147910.0,,,,,,,60341634.3994314,43380150.8037019,53906699.6590356,164891853.872382,,2909641858.7433,1530013847.44277,2049866444.81247,16772509124.2085,6953176242.37701,,,23507674826.6926,,6820908153.14174,,,,,26528538243.7409,12758098411.3005,15606097903.1661,17682605775.74285,5135622784.99756,5381010232.05066,21087776877.545055,,60341634.3994314,60341634.3994314,,6279812021.43205,,60341634.3994314
1995-05-26,5364088033.37183,6596219066.74365,,,2208220596.30485,,3862790858.31409,2018080215.24249,18213141184.2956,,,1586497157.04388,,,151069.0,,,,,,,60341634.3994314,251498041.108545,251498041.108545,532136697.921478,,3045194341.10854,1729608059.5843,2347315050.34642,18999660075.1732,7782253520.09238,,,26842957915.358,,7520529202.30947,,,,,29563054933.0254,14363695759.4688,17150633886.3741,19440572118.36032,5631210343.99538,6389336362.24018,23599547568.013832,,60341634.3994314,60341634.3994314,,6888536758.19862,,60341634.3994314
1996-05-24,6599223741.99869,6982144282.16852,,,2090523466.36186,,2935593702.80862,1735227353.36381,18225017111.6917,,,1591229370.99935,,,152719.0,,,,,,,60341634.3994314,471816411.495754,471816411.495754,925204309.601568,,2813821216.85173,1558481156.76029,2063901785.10777,17642464533.6381,7452218116.91705,,,26885770288.7002,,7145616323.97126,,,,,28634021110.3854,14747579869.3664,16849873371.6525,17260357195.95037,5373568629.65382,6566169812.54082,22952383254.735416,,60341634.3994314,60341634.3994314,,6140901600.26127,,60341634.3994314
1997-05-23,4671522723.63636,5579501578.18182,,,2229856389.09091,,2267769604.84848,1267303613.33333,17402131507.8788,,,1346138638.78788,,,151966.0,,,,,,,60341634.3994314,451688592.727273,451688592.727273,597881597.575758,,2060117437.57576,1370128476.36364,1524296721.21212,15863097608.4848,6611981968.48485,,,24406291094.5455,,6097729418.18182,,,,,23670063496.9697,11600186330.9091,12956845184.2424,15362137124.84852,4948747392.72727,4793306660.60606,18397956373.33331,,60341634.3994314,60341634.3994314,,5273473321.21212,,60341634.3994314
1998-05-28,4002490350.33809,5294132112.1713,,,1768796822.83997,,1973595372.12622,1330204601.4275,15315565267.3929,,,1284059458.60255,,,152450.0,,78935909.1660406,,,855852477.16003,,60341634.3994314,212991748.985725,212991748.985725,408730164.613073,,2093641020.13524,706133431.555222,1239145092.48685,15046797772.4268,6374821441.17205,,,22015280316.6041,,5844442025.31931,,,,,22341903300.6762,10705502443.7265,11663796868.4448,15130117762.13373,4809718163.7115,4038470355.5973,17218579637.941406,,60341634.3994314,60341634.3994314,,5273932101.72802,,60341634.3994314
1999-05-28,4376558203.45118,5885491277.0202,,,1462682151.26263,,1670808688.29966,600258466.750842,18402300660.0168,,,1601675345.6229,,,157773.0,,94979292.5925926,,,1601753745.87542,,60341634.3994314,-790593373.148148,-790593373.148148,-1174571676.59933,,2286428377.86195,1118949310.77441,1993728875.08417,18031754933.165,6801640041.24579,,,24875940178.1145,,6457232958.58586,,,-619173834.343434,-381485175.420875,26373499988.3838,10899840761.4478,12652394779.7138,20711282177.18851,4846938811.86869,4412752986.70034,21188614274.66335,,60341634.3994314,60341634.3994314,-381485175.420875,8295044638.13131,,60341634.3994314
2000-05-14,5122292949.87835,5062122906.08273,,,1612893490.02433,,2286749061.80049,2803881236.98297,22407917449.1484,,,1595619061.80049,,,154787.0,,59742004.86618,,,1425100581.99513,,60341634.3994314,63692192.7007299,63692192.7007299,184564271.532847,,834009394.647202,1359317113.382,1744967959.12409,19344424486.618,6819583487.10462,,,30521909003.4063,,7438827406.32603,,180699691.484185,-12853397.56691,198634522.627737,28183085948.4185,11961590687.1046,13168501482.2384,20498937201.94649,5973301604.86618,4820329829.6837,21815682786.374683,,60341634.3994314,60341634.3994314,17934831.143551975,8109124140.14599,,60341634.3994314
2000-05-23,5122292949.87835,5062122906.08273,,,1612893490.02433,,2286749061.80049,2803881236.98297,22407917449.1484,,,1595619061.80049,,,154787.0,,59742004.86618,,,1425100581.99513,,60341634.3994314,63692192.7007299,63692192.7007299,184564271.532847,,834009394.647202,1359317113.382,1744967959.12409,19344424486.618,6819583487.10462,,,30521909003.4063,,7438827406.32603,,180699691.484185,-12853397.56691,198634522.627737,28183085948.4185,11961590687.1046,13168501482.2384,20498937201.94649,5973301604.86618,4820329829.6837,21815682786.374683,,60341634.3994314,60341634.3994314,17934831.143551975,8109124140.14599,,60341634.3994314
2001-04-27,5122292949.87835,5062122906.08273,,,1612893490.02433,,2286749061.80049,2803881236.98297,22407917449.1484,,,1595619061.80049,,,154787.0,,59742004.86618,,,1425100581.99513,,60341634.3994314,63692192.7007299,63692192.7007299,184564271.532847,,834009394.647202,1359317113.382,1744967959.12409,19344424486.618,6819583487.10462,,,30521909003.4063,,7438827406.32603,,180699691.484185,-12853397.56691,198634522.627737,28183085948.4185,11961590687.1046,13168501482.2384,20498937201.94649,5973301604.86618,4820329829.6837,21815682786.374683,,60341634.3994314,60341634.3994314,17934831.143551975,8109124140.14599,,60341634.3994314
2001-09-21,6198994041.91759,5558394361.80666,,,1739218363.78764,,2165325771.39461,2017869680.82409,22284453520.8399,,,1400158356.41838,,,149931.0,,101225978.129952,,,1363729542.78922,,137895486.133122,316837759.350238,316837759.350238,516782016.085578,,1141361526.46593,1409287950.0,2357926050.95087,18233751925.1981,6318579962.99525,,,30281233025.0396,,6960209591.1252,,271368912.836767,-13786749.8415214,315186483.993661,27000445561.3312,12301514420.206,13802283024.9604,16733593452.69413,5121953888.74802,4939804223.05864,21495692459.667194,,60341634.3994314,60341634.3994314,43817571.15689397,6836251988.5103,,60341634.3994314
2002-04-26,4636564270.00151,4607891955.70288,,,1562231524.78529,,1996607837.27588,722156499.321983,20714190583.6975,,,1240641790.56803,,,141909.0,,52503367.7866506,,,1346203474.16001,,65790408.9196926,-1649094102.75727,-1635378958.86696,-2437453258.09854,1331595128.22058,949949447.943348,4057008270.60419,3191913017.32711,15596718931.1436,5071574808.79916,,,26960019544.3725,,6539274902.5162,,226371224.649691,-1175554315.80533,-941683365.074582,26483615168.6003,11682136748.2296,12711142505.3488,20190953880.3676,2985699618.80368,3686392842.85069,22795948587.916233,,60341634.3994314,60341634.3994314,-1168054589.724273,7921898822.3595,,60341634.3994314
2003-03-31,4475026482.744,4330292838.71788,,,1126437693.46222,,1844770012.29543,1325955400.40702,18498916203.6801,,,1047861725.26075,,,145807.0,248976583.227338,52503367.7866506,,,248976583.227338,,65790408.9196926,-131565325.362503,-131565325.362503,329454403.798864,1331595128.22058,741717066.988892,4256967054.52387,4453184645.80683,14807190388.1964,4491269909.18341,,,25152854766.8108,,6006296221.82651,,249378383.023828,41187157.8054778,314550310.014415,21982734732.4684,9505104561.68914,10286299798.0158,13557201935.97897,1920303016.70482,3125948843.38167,19335908038.41263,,60341634.3994314,60341634.3994314,65171926.990587026,5377618830.91665,,60341634.3994314
2003-04-26,4475026482.744,4330292838.71788,,,1126437693.46222,,1844770012.29543,1325955400.40702,18498916203.6801,,,1047861725.26075,,,145807.0,248976583.227338,52503367.7866506,,,248976583.227338,,65790408.9196926,-131565325.362503,-131565325.362503,329454403.798864,1331595128.22058,741717066.988892,4256967054.52387,4453184645.80683,14807190388.1964,4491269909.18341,,,25152854766.8108,,6006296221.82651,,249378383.023828,41187157.8054778,314550310.014415,21982734732.4684,9505104561.68914,10286299798.0158,13557201935.97897,1920303016.70482,3125948843.38167,19335908038.41263,,60341634.3994314,60341634.3994314,65171926.990587026,5377618830.91665,,60341634.3994314
2004-04-28,4630063634.95108,4276777586.6104,,,1198002448.30232,,2581633380.87474,1707003557.93209,18828228716.1903,,,928760853.826971,,,143393.0,109098764.53098,55830420.9668137,,,293256522.827546,,960576346.441588,213478733.35891,213478733.35891,834343364.473432,1331595128.22058,705990042.585843,3308197996.35527,2922763853.05966,13386870019.5665,4002734045.84692,,,25500314813.2553,,5765100302.70478,-119674479.570305,294269920.583157,116156170.439286,446258796.278534,21018087721.6574,9056070537.21465,11068153591.7898,10482565596.39363,3697394703.62555,3079762551.50585,16170231916.74655,,60341634.3994314,60341634.3994314,151988875.695377,4191397526.47228,,60341634.3994314
