datadate,xad,ob,dm,drc,drlt,gdwlia,scstkc,ni,pstkq,txfed,txt,pstk,dcvt,dcpstk
1996-10-09,,,,,,,,,,,,,,
1997-11-11,,,,,,,,-131479027.276835,,684062.970373717,12034019.0279481,,,
1998-06-30,,,,,,,,-217609078.164332,,126032.608274705,3804822.25521203,,,
1999-11-19,,,,,,,-7472938.27275071,12567722.2015984,,127510.595514308,2575060.1288992,,-7472938.27275071,-7472938.27275071
2000-10-27,,,,,,,-6593722.89141171,14318257.417741,,84916.5954717465,1707212.62908088,,-6593722.89141171,-6593722.89141171
2001-09-18,,,,,,,-7063871.68737259,27667736.400118,,51711.1632498686,2400720.18667385,,-7063871.68737259,-7063871.68737259
2002-08-20,,,,,,,-19565950.8455237,28411600.1615405,,221078.521519507,1116680.65616226,,-19565950.8455237,-19565950.8455237
2003-09-08,,,,,,,-19565950.8455237,47405605.5090342,,1449961.15464023,9442577.43809389,,-19565950.8455237,-19565950.8455237
2004-09-06,,,,,,,4946366.35039491,102483252.487435,,-537441.660683147,3581370.25848805,,-19565950.8455237,-19565950.8455237
2005-09-02,,,,,,,9152283.08238746,137032644.485625,,620239.265951149,5291108.65055465,,-19565950.8455237,-19565950.8455237
2006-08-31,,,,,,,708534.633857406,156809879.852178,,877130.470892726,4749677.18159694,,-19565950.8455237,-19565950.8455237
2007-08-21,,,,,,,683253.720784454,167590212.12629,,1499197.84825186,7138667.47431846,,-19565950.8455237,-19565950.8455237
2008-09-10,,,,,,,-14731450.4526802,384740262.433957,,1578468.51628623,21821720.7283919,,-19565950.8455237,-19565950.8455237
2009-08-26,,,,,,,-24727642.6870024,131741379.168763,,1960228.41585053,17343279.6242532,,-19565950.8455237,-19565950.8455237
2010-08-31,,,,,,,-5194355.24295033,414713463.535621,,1608744.12912836,16001102.0917869,,-19565950.8455237,-19565950.8455237
2011-08-25,,,,,,,660806.841428939,446554236.813159,,4346414.55795425,20143718.003084,,-19565950.8455237,-19565950.8455237
2012-08-20,,,,,,,-7748348.19064317,298031653.129472,,5326784.16377677,29975925.436708,,-19565950.8455237,-19565950.8455237
2013-08-20,,,,,,,-1803560.56058379,1034676000.87672,,6323015.29615018,25031745.6099636,,-19565950.8455237,-19565950.8455237
2014-08-26,,,,,,,-797788.053365676,102461485.09348,,5025121.72432035,24851607.0887579,,-19565950.8455237,-19565950.8455237
2015-08-26,,,,,,,809510.632313667,232874784.076688,,5720711.57930047,21953313.8629062,,-19565950.8455237,-19565950.8455237
2016-08-23,,,,,,,-4480085.01353267,267542525.235211,,6593966.82304421,22760745.8306483,,-19565950.8455237,-19565950.8455237
2017-08-16,,,,,,,-4480085.01353267,192878944.734078,,7664911.99979505,33823956.5506994,,-19565950.8455237,-19565950.8455237
2018-08-22,,,,,,,-2339389.14888736,865567808.992888,,8368705.81555403,26409756.0908465,,-19565950.8455237,-19565950.8455237
