datadate,ap,rect,xad,ob,capx,dm,che,oancf,cogs,drc,drlt,dp,ebit,ebitda,emp,gdwlia,dvt,txp,xint,intan,nopi,scstkc,ni,ib,pi,aco,lco,ao,lo,ppegt,ppent,pstkq,xrd,revt,fatl,xsga,spi,txfed,txdi,txt,at,lct,act,dlc,ceq,invt,lt,pstk,dcvt,dcpstk,txfo,dltt,dr,dc
2008-10-01,287473.8,90781.2,,,2694184.28,,7526265.82,-1101982.9,,,,36816.82,,,,,,,504.34,2433440.5,165927.86,17511189.14,-5792849.24,-5792849.24,-5792849.24,91789.88,,91789.88,,240570.18,284447.76,,226448.66,,,2923154.64,-2314416.26,,,,18199108.9,490218.48,7733549.56,,17708890.42,,490218.48,,,,,,,
2009-09-22,35602.08,56544.48,,,175218.08,,758114.88,-5684465.44,,,,108900.48,,,,,,,698.08,3368236.0,25828.96,2500522.56,-5921114.56,-5921114.56,-5921114.56,228272.16,,228272.16,,392320.96,354624.64,,675043.36,,,2395112.48,-3028969.12,,,,36520753.28,176614.24,3576263.84,,36344139.04,,176614.24,,,,,,,
2010-08-16,1976.01,19101.43,,,1976.01,,25427296.68,16289567.77,,,,135686.02,,,,,23839243.31,,698.08,3178082.75,2634.68,1789606.39,14555289.66,14555289.66,14555289.66,105387.2,,105387.2,,353047.12,193648.98,,568432.21,,,2290854.26,409034.07,,,,28943277.14,59280.3,25571545.41,1976.01,28885972.85,,59280.3,,,,,,,
2011-07-27,1976.01,14970.96,,,1115960.31,,4967863.56,-1165239.72,,,,92944.71,,,,,23839243.31,,698.08,2934931.95,623.79,1789606.39,15937834.5,15937834.5,15937834.5,86706.81,,86706.81,,304409.52,84835.44,,208969.65,,,708625.44,-77349.96,,,,9203397.66,121015.26,5076403.02,11228.22,9082382.4,,121015.26,,,,,,,
2012-07-31,1976.01,22485.96,,,1207371.13,,2520301.35,-1236727.8,,,,44347.31,,,,,23839243.31,,698.08,2938790.05,623.79,3123.05,-1493442.51,-1493442.51,-1493442.51,17489.08,10618.37,17489.08,,299188.19,43098.09,,311055.78,,,1182386.73,-77349.96,,,,7873833.66,201124.42,2579014.69,13741.42,7672709.24,,201124.42,,,,,,,
2013-07-23,1976.01,657.85,,,155252.6,,1235442.3,-1258467.05,,,,19077.65,,,,,23839243.31,,698.08,1004536.95,623.79,3123.05,-5973278.0,-2737971.7,-2737971.7,15130.55,11841.3,23682.6,24998.3,4604.95,4604.95,,311055.78,,,1146632.55,-1591339.15,,,,2273529.6,84204.8,1255835.65,3289.25,2164326.5,,109203.1,,,,,,,
2014-09-30,1976.01,20405.78,,,270676.67,,144040.8,-487938.21,,,,4201.19,,,,,23839243.31,,698.08,2049580.55,623.79,3123.05,-342697.07,-232865.96,-232865.96,37810.71,11841.3,38410.88,96027.2,4201.19,12003.4,,311055.78,,,394911.86,-1591339.15,,,,2275844.64,180651.17,213660.52,1800.51,1999166.27,,276678.37,,,,,,,
2015-10-01,1976.01,1349.9,,,78294.2,,387421.3,-465040.55,,,,5399.6,,,,,23839243.31,,698.08,2726123.05,623.79,3123.05,-762018.55,-762018.55,-762018.55,37810.71,11841.3,38410.88,95842.9,4724.65,12003.4,,311055.78,,,660101.1,-111366.75,,,,3114894.25,255806.05,388771.2,70869.75,2763245.3,,351648.95,,,,,,,
2016-09-30,415102.08,119098.08,,,39002.88,,337096.32,-344757.6,,,,5399.6,,,,,23839243.31,,698.08,1989843.36,623.79,3123.05,-1137351.84,-1137351.84,-1137351.84,37810.71,11841.3,28555.68,95842.9,4724.65,12003.4,,311055.78,,,438782.4,-683943.36,,,,2474593.44,415102.08,456194.4,70869.75,2059491.36,,415102.08,,,,,,,
2017-09-29,539657.01,23913.9,,,101235.51,,3069747.63,-376245.36,,,,2391.39,,,,,23839243.31,,698.08,2228775.48,623.79,3123.05,-514148.85,-514148.85,-514148.85,37810.71,11841.3,32682.33,95842.9,4724.65,92467.08,,311055.78,,,534077.1,-683943.36,,,,5447586.42,539657.01,3093661.53,70869.75,4907929.41,,539657.01,,,,,,,
