Instrument,TR.ACCOUNTSPAYABLE,TR.ACCOUNTSPAYABLE.CALCDATE,TR.ACCTSRECEIVTRADENET,TR.ACCTSRECEIVTRADENET.CALCDATE,TR.ADVERTISINGEXPENSE,TR.ADVERTISINGEXPENSE.CALCDATE,TR.BACKLOGVALUEACTUAL,TR.BACKLOGVALUEACTUAL.CALCDATE,TR.BUILDINGSGROSS,TR.BUILDINGSGROSS.CALCDATE,TR.CAPITALEXPENDITURES,TR.CAPITALEXPENDITURES.CALCDATE,TR.CAPITALLEASEOBLIGATIONS,TR.CAPITALLEASEOBLIGATIONS.CALCDATE,TR.CASHANDSTINVESTMENTS,TR.CASHANDSTINVESTMENTS.CALCDATE,TR.CASHFROMOPERATINGACT,TR.CASHFROMOPERATINGACT.CALCDATE,TR.COSTOFREVENUETOTAL,TR.COSTOFREVENUETOTAL.CALCDATE,TR.DEFERREDREVENUECURRENT,TR.DEFERREDREVENUECURRENT.CALCDATE,TR.DEFERREDREVENUELT,TR.DEFERREDREVENUELT.CALCDATE,TR.DEPRDEPLETIONANDAMORT,TR.DEPRDEPLETIONANDAMORT.CALCDATE,TR.EBITACTVALUE,TR.EBITACTVALUE.CALCDATE,TR.EBITDAACTVALUE,TR.EBITDAACTVALUE.CALCDATE,TR.EMPLOYEES,TR.EMPLOYEES.CALCDATE,TR.GOODWILLNET,TR.GOODWILLNET.CALCDATE,TR.GROSSDIVIDENDSCMNSTOCK,TR.GROSSDIVIDENDSCMNSTOCK.CALCDATE,TR.INCOMETAXESPAYABLE,TR.INCOMETAXESPAYABLE.CALCDATE,TR.INTEXPENSENETNONOPER,TR.INTEXPENSENETNONOPER.CALCDATE,TR.INTANGIBLESNET,TR.INTANGIBLESNET.CALCDATE,TR.INTERESTINCOMENONOPERATING,TR.INTERESTINCOMENONOPERATING.CALCDATE,TR.INVENTORYACTVALUE,TR.INVENTORYACTVALUE.CALCDATE,TR.ISSUANCERETIREMENTOFSTOCKNET,TR.ISSUANCERETIREMENTOFSTOCKNET.CALCDATE,TR.LEASEEXPENSETOTAL,TR.LEASEEXPENSETOTAL.CALCDATE,TR.MINORITYINTERESTBSSTMT,TR.MINORITYINTERESTBSSTMT.CALCDATE,TR.NETINCOME,TR.NETINCOME.CALCDATE,TR.NETINCOMEBEFOREEXTRAITEMS,TR.NETINCOMEBEFOREEXTRAITEMS.CALCDATE,TR.NETINCOMEBEFORETAXES,TR.NETINCOMEBEFORETAXES.CALCDATE,TR.OTHERCURRENTASSETS,TR.OTHERCURRENTASSETS.CALCDATE,TR.OTHERCURRENTLIABTOTAL,TR.OTHERCURRENTLIABTOTAL.CALCDATE,TR.OTHERLTASSETSTOTAL,TR.OTHERLTASSETSTOTAL.CALCDATE,TR.OTHERLIABILITIESTOTAL,TR.OTHERLIABILITIESTOTAL.CALCDATE,TR.OTHERNONOPERATINGINCOME,TR.OTHERNONOPERATINGINCOME.CALCDATE,TR.PPTYPLANTEQPMTTTLGROSS,TR.PPTYPLANTEQPMTTTLGROSS.CALCDATE,TR.PROPERTYPLANTEQUIPMENTTOTALNET,TR.PROPERTYPLANTEQUIPMENTTOTALNET.CALCDATE,TR.RECEIVABLESOTHER,TR.RECEIVABLESOTHER.CALCDATE,TR.REDEEMABLEPREFERREDTTL,TR.REDEEMABLEPREFERREDTTL.CALCDATE,TR.RESEARCHANDDEVELOPMENT,TR.RESEARCHANDDEVELOPMENT.CALCDATE,TR.REVENUE,TR.REVENUE.CALCDATE,TR.RIGHTOFUSEASSETSCAPLEASEGROSSSUPP,TR.RIGHTOFUSEASSETSCAPLEASEGROSSSUPP.CALCDATE,TR.RIGHTOFUSEASSETSOPERLEASEGROSSSUPP,TR.RIGHTOFUSEASSETSOPERLEASEGROSSSUPP.CALCDATE,TR.SGAEXPENSETOTAL,TR.SGAEXPENSETOTAL.CALCDATE,TR.SPECIALITEMSMM,TR.SPECIALITEMSMM.CALCDATE,TR.TAXCURDOM,TR.TAXCURDOM.CALCDATE,TR.TAXDEFTOT,TR.TAXDEFTOT.CALCDATE,TR.TAXOTHINCTOT,TR.TAXOTHINCTOT.CALCDATE,TR.TOTALASSETSREPORTED,TR.TOTALASSETSREPORTED.CALCDATE,TR.TOTALCURRLIABILITIES,TR.TOTALCURRLIABILITIES.CALCDATE,TR.TOTALCURRENTASSETS,TR.TOTALCURRENTASSETS.CALCDATE,TR.TOTALDEBTOUTSTANDING,TR.TOTALDEBTOUTSTANDING.CALCDATE,TR.TOTALEQUITY,TR.TOTALEQUITY.CALCDATE,TR.TOTALINVENTORY,TR.TOTALINVENTORY.CALCDATE,TR.TOTALLIABILITIES,TR.TOTALLIABILITIES.CALCDATE,TR.TOTALLONGTERMDEBT,TR.TOTALLONGTERMDEBT.CALCDATE,TR.TTLPREFERREDSHARESOUT,TR.TTLPREFERREDSHARESOUT.CALCDATE,TR.WARRANTSCONVERTED,TR.WARRANTSCONVERTED.CALCDATE
0525q.L^J08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUC.L^K06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLC.L^J19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6773q.L^J08,186650094.52862,1999-06-30,443944043.265993,1999-06-30,,,,,570529090.993266,1999-06-30,-172846423.400673,1999-06-30,,,546904481.565657,1999-06-30,198112211.447811,1999-06-30,2085169702.94613,1999-06-30,,,,,167865394.023569,1999-06-30,,,,,23647,1999-06-30,,,9381896.88552189,1999-06-30,24058424.1582492,1999-06-30,-24157731.1447811,1999-06-30,17786403.956229,1999-06-30,16239305.6397306,1999-06-30,,,,,,,17268962.2895623,1999-06-30,6057726.17845118,1999-06-30,6057726.17845118,1999-06-30,63488524.4949495,1999-06-30,105741033.922559,1999-06-30,157202959.680135,1999-06-30,204190844.360269,1999-06-30,166130135.10101,1999-06-30,-35457820.8754209,1999-06-30,1877105886.11111,1999-06-30,765991373.905724,1999-06-30,,,,,,,3078856316.91919,1999-06-30,,,,,888546648.653199,1999-06-30,,,,,,,,,3096323893.18182,1999-06-30,838077792.760943,1999-06-30,1863662856.14478,1999-06-30,708560575.589226,1999-06-30,1637227246.80135,1999-06-30,561209914.309764,1999-06-30,1459096646.38047,1999-06-30,433595209.93266,1999-06-30,,,,
6773q.L^J08,186650094.52862,1999-09-30,443944043.265993,1999-09-30,,,,,570529090.993266,1999-09-30,-172846423.400673,1999-09-30,,,546904481.565657,1999-09-30,198112211.447811,1999-09-30,2085169702.94613,1999-09-30,,,,,167865394.023569,1999-09-30,,,,,23647,1999-09-30,,,9381896.88552189,1999-09-30,24058424.1582492,1999-09-30,-24157731.1447811,1999-09-30,17786403.956229,1999-09-30,16239305.6397306,1999-09-30,,,,,,,17268962.2895623,1999-09-30,6057726.17845118,1999-09-30,6057726.17845118,1999-09-30,63488524.4949495,1999-09-30,105741033.922559,1999-09-30,157202959.680135,1999-09-30,204190844.360269,1999-09-30,166130135.10101,1999-09-30,-35457820.8754209,1999-09-30,1877105886.11111,1999-09-30,765991373.905724,1999-09-30,,,,,,,3078856316.91919,1999-09-30,,,,,888546648.653199,1999-09-30,,,,,,,,,3096323893.18182,1999-09-30,838077792.760943,1999-09-30,1863662856.14478,1999-09-30,708560575.589226,1999-09-30,1637227246.80135,1999-09-30,561209914.309764,1999-09-30,1459096646.38047,1999-09-30,433595209.93266,1999-09-30,,,,
6773q.L^J08,186650094.52862,1999-12-31,443944043.265993,1999-12-31,,,,,570529090.993266,1999-12-31,-172846423.400673,1999-12-31,,,546904481.565657,1999-12-31,198112211.447811,1999-12-31,2085169702.94613,1999-12-31,,,,,167865394.023569,1999-12-31,,,,,23647,1999-12-31,,,9381896.88552189,1999-12-31,24058424.1582492,1999-12-31,-24157731.1447811,1999-12-31,17786403.956229,1999-12-31,16239305.6397306,1999-12-31,,,,,,,17268962.2895623,1999-12-31,6057726.17845118,1999-12-31,6057726.17845118,1999-12-31,63488524.4949495,1999-12-31,105741033.922559,1999-12-31,157202959.680135,1999-12-31,204190844.360269,1999-12-31,166130135.10101,1999-12-31,-35457820.8754209,1999-12-31,1877105886.11111,1999-12-31,765991373.905724,1999-12-31,,,,,,,3078856316.91919,1999-12-31,,,,,888546648.653199,1999-12-31,,,,,,,,,3096323893.18182,1999-12-31,838077792.760943,1999-12-31,1863662856.14478,1999-12-31,708560575.589226,1999-12-31,1637227246.80135,1999-12-31,561209914.309764,1999-12-31,1459096646.38047,1999-12-31,433595209.93266,1999-12-31,,,,
MDME.L^J14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMBNC.L^J18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0Q2S.L^K20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0054q.L^J08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
