Date,CLOSE,COUNT,HIGH,LOW,OPEN,VOLUME
1997-01-14,231.29,,,,,
1997-01-17,235.21,,,,,
1997-01-23,241.09,,,,,
1997-01-30,241.18,,,,,
1997-02-06,245.57,,,,,
1997-02-13,247.33,,,,,
1997-02-20,252.34,,,,,
1997-02-27,251.04,,,,,
1997-03-06,249.71,,,,,
1997-03-13,253.39,,,,,
1997-03-20,251.66,,,,,
1997-03-27,248.61,,,,,
1997-04-03,247.88,,,,,
1997-04-10,246.67,,,,,
1997-04-17,247.9,,,,,
1997-05-01,248.53,,,,,
1997-05-08,251.44,,,,,
1997-05-15,253.33,,,,,
1997-05-22,251.9,,,,,
1997-05-29,252.96,,,,,
1997-06-05,255.02,,,,,
1997-06-12,255.97,,,,,
1997-06-19,258.13,,,,,
1997-06-26,259.18,,,,,
1997-07-10,266.68,,,,,
1997-07-17,269.43,,,,,
1997-07-24,270.56,,,,,
1997-07-31,276.75,,,,,
1997-08-07,281.49,,,,,
1997-08-14,281.95,,,,,
1997-08-21,279.6,,,,,
1997-08-28,280.84,,,,,
1997-09-04,279.19,,,,,
1997-09-11,282.75,,,,,
1997-09-18,281.99,,,,,
1997-09-25,287.16,,,,,
1997-10-06,289.54,,,,,
1997-10-09,294.97,,,,,
1997-10-16,293.08,,,,,
1997-10-23,291.31,,,,,
1997-10-30,287.82,,,,,
1997-11-06,282.55,,,,,
1997-11-13,284.35,,,,,
1997-11-20,281.58,,,,,
1997-11-27,284.0,,,,,
1997-12-04,285.54,,,,,
1997-12-11,290.81,,,,,
1997-12-18,289.87,,,,,
1998-01-07,293.57,,,,,
1998-01-15,292.47,,,,,
1998-01-22,290.33,,,,,
1998-01-29,284.63,,,,,
1998-02-05,289.17,,,,,
1998-02-12,291.07,,,,,
1998-02-19,292.01,,,,,
1998-02-26,295.25,,,,,
1998-03-05,299.78,,,,,
1998-03-12,300.79,,,,,
1998-03-26,312.15,,,,,
1998-04-02,315.72,,,,,
1998-04-09,321.75,,,,,
1998-04-16,318.22,,,,,
1998-04-23,321.26,,,,,
1998-04-30,315.92,,,,,
1998-05-07,321.34,,,,,
1998-05-14,319.98,,,,,
1998-05-21,319.01,,,,,
1998-05-28,317.76,,,,,
1998-06-11,320.85,,,,,
1998-06-18,322.66,,,,,
1998-07-09,319.83,,,,,
1998-07-23,325.2,,,,,
1998-08-06,318.37,,,,,
1998-11-25,285.44,,,,,
1998-11-26,287.96,,,,,
1998-12-17,290.13,,,,,
1998-12-29,287.96,,,,,
1999-01-14,302.24,,,,,
1999-01-28,302.92,,,,,
1999-02-05,306.09,,,,,
1999-02-25,304.76,,,,,
1999-03-11,305.8,,,,,
1999-03-18,307.18,,,,,
1999-03-25,308.89,,,,,
1999-04-08,312.02,,,,,
1999-04-15,319.44,,,,,
1999-04-22,320.3,,,,,
1999-04-29,322.46,,,,,
1999-05-13,326.34,,,,,
1999-07-13,345.1,,,,,
1999-07-19,346.27,,,,,
1999-07-30,341.86,,,,,
1999-08-05,344.3,,,,,
1999-08-13,340.5,,,,,
1999-08-26,343.88,,,,,
1999-09-02,342.51,,,,,
1999-09-09,344.07,,,,,
1999-09-17,347.91,,,,,
1999-09-24,345.78,,,,,
1999-09-30,342.67,,,,,
1999-10-21,344.48,,,,,
2000-01-13,407.53,,,,,
2000-02-03,415.67,,,,,
