Date,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME
2017-12-11,11.065,,10.977,,14.0,4861.6
2017-12-12,11.3,,11.11,,24.0,11664.8
2017-12-13,11.308,,10.57,,15.0,26092.4
2017-12-14,11.39,,11.195,,46.0,11669.6
2017-12-15,11.21,,10.79,,61.0,79339.7
2017-12-18,10.24,,10.13,,13.0,22766.6
2017-12-19,10.078,,9.71,,6.0,3421.5
2017-12-20,9.745,,9.668,,14.0,7338.1
2017-12-21,9.77,,9.648,,13.0,14197.3
2017-12-27,9.714,,9.699,,4.0,3315.5
2017-12-28,9.785,,9.758,,3.0,3144.5
2018-01-02,9.666,,9.603,,4.0,786.3
2018-01-09,9.99,,9.95,,13.0,1998.0
2018-01-10,9.94,,9.85,,5.0,280.9
2018-01-11,9.7,,9.7,,2.0,59.9
2018-01-12,9.7,,9.64,,4.0,178.3
2018-01-15,9.74,,9.7,,3.0,316.0
2018-01-17,9.59,,9.59,,1.0,51.6
2018-01-18,9.59,,9.58,,3.0,304.6
2018-01-19,9.56,,9.55,,2.0,135.7
2018-01-22,9.65,,9.65,,1.0,16.3
2018-02-01,9.18,,9.18,,1.0,750.6
2018-02-05,8.92,,8.77,,4.0,468.8
2018-02-08,8.5,,8.44,,5.0,2307.0
2018-02-09,8.29,,8.29,,1.0,225.8
2018-02-13,7.99,,7.84,,17.0,3037.9
2018-02-14,7.99,,7.84,,17.0,3037.9
2018-02-15,7.99,,7.84,,17.0,3037.9
2018-02-16,8.34,,8.24,,8.0,1041.3
2018-02-19,0.834,,0.824,,8.0,10413.0
2018-02-20,0.834,,0.824,,8.0,10413.0
2018-02-21,0.834,,0.824,,8.0,10413.0
2018-02-22,0.834,,0.824,,8.0,10413.0
