Date,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME
2010-10-29,,6.394746,,6.394746,,
2010-11-02,6.359692,6.359692,6.359692,6.359692,1.0,196840.0
2010-11-10,6.159387,6.160388,6.159387,6.160388,1.0,3843.0
2010-11-22,6.099295,6.101699,6.099295,6.101699,1.0,1400.0
2010-11-24,6.079265,6.079265,6.059234,6.055729,9.0,3509.0
2010-11-25,6.159387,6.14837,6.149372,6.158886,2.0,1159.0
2010-11-29,6.109311,6.097292,6.099295,6.104303,3.0,90810.0
2010-11-30,6.06925,5.99764,5.989127,6.070752,15.0,14398.0
2010-12-01,5.929036,5.92503,5.929036,5.92503,1.0,3180.0
2010-12-02,5.939051,5.941054,5.939051,5.941054,1.0,13408.0
2010-12-07,6.119326,6.11532,6.109311,6.109311,4.0,250000.0
2010-12-08,6.509921,6.25954,6.25954,6.509921,2.0,763.0
2010-12-09,6.459845,6.459945,6.419784,6.420485,2.0,2300.0
2010-12-14,6.680181,6.680181,6.680181,6.680181,1.0,35261.0
2010-12-15,6.479875,6.479375,6.479875,6.479375,1.0,1360.0
2010-12-16,6.64012,6.638116,6.590043,6.588541,25.0,5703.0
2010-12-17,6.519936,6.517232,6.509921,6.514628,2.0,5308.0
2010-12-20,6.690196,6.67968,6.670165,6.684187,33.0,3423.0
2010-12-21,6.720242,6.720242,6.700211,6.702214,2.0,210.0
2010-12-22,6.690196,6.695203,6.690196,6.695203,2.0,403388.0
2010-12-23,6.750287,6.755295,6.750287,6.755295,1.0,117.0
2010-12-29,6.780333,6.775726,6.780333,6.775726,1.0,1755.0
2011-01-04,6.950593,6.950593,6.950593,6.796358,1.0,168.0
2011-01-05,6.930562,6.930562,6.930562,6.930562,4.0,5838.0
2011-01-06,6.940577,6.945585,6.940577,6.945585,1.0,28841.0
2011-01-13,6.700211,6.677677,6.650135,6.653139,90.0,40746.0
2011-01-14,6.910532,6.914037,6.85044,6.869469,50.0,11243.0
2011-01-17,6.840425,6.840926,6.840425,6.840926,1.0,24705.0
2011-01-18,6.930562,6.930562,6.930562,6.930562,1.0,3800.0
2011-01-19,6.960608,6.960608,6.930562,6.93557,13.0,4241.0
2011-01-20,7.251051,7.251051,6.980638,7.050245,54.0,29567.0
2011-01-21,7.441341,7.386056,7.361218,7.44084,5.0,420664.0
2011-01-24,7.811905,7.655166,7.631631,7.761829,4.0,175924.0
2011-01-25,7.641646,7.515454,7.511447,7.623017,3.0,100062.0
2011-01-26,7.511447,7.465878,7.461371,7.498428,8.0,132793.0
2011-01-27,7.491417,7.495924,7.321157,7.351203,40.0,21660.0
2011-01-28,7.581554,7.485308,7.481402,7.524968,22.0,26737.0
2011-01-31,7.381249,7.379747,7.351203,7.354709,2.0,25529.0
2011-02-01,7.551508,7.554112,7.391264,7.397674,9.0,4469.0
2011-02-02,7.78186,7.69042,7.601585,7.602086,12.0,273023.0
2011-02-03,7.962134,7.962134,7.751814,7.761328,17.0,15504.0
2011-02-04,8.012211,8.012211,7.962134,7.963637,13.0,3275.0
