datadate,xad,ob,dm,drc,drlt,gdwlia,scstkc,ni,pstkq,txfed,txt,pstk,dcvt,dcpstk
2000-06-30,,,29055.4,,,,2554402.4,225643.0,,,,,,
2001-04-26,,,116332.92,,,,2554402.4,1221495.66,,,,,,
2001-09-27,,,116332.92,,,,2554402.4,1221495.66,,,,,,
2002-04-22,,,59830.77,,,,18568.17,3397975.11,,,,,,
2002-09-27,,,59830.77,,,,18568.17,3397975.11,,,,,,
2003-04-29,,,52141.32,,,,19863.36,-3071992.77,,,,,,
2003-09-26,,,52141.32,,,,19863.36,-3071992.77,,,,,,
2004-04-28,,,36968.58,,,,19863.36,-2315017.29,,,,,,
2004-09-23,,,36968.58,,,,19863.36,-2315017.29,,,,,,
2005-04-28,,,36968.58,,,,659406.55,-2350406.43,,,,,,
2005-09-28,,,36968.58,,,,659406.55,-2350406.43,,,,,,
2006-04-27,,,36968.58,,,,5053711.96,-2892898.58,,,,,,
2006-09-26,,,36968.58,,,,5053711.96,-2892898.58,,,,,,
2007-03-20,,,36968.58,,,,2914048.16,-1461108.24,,,,,,
2007-09-27,,,36968.58,,,,2914048.16,-1461108.24,,,,,,
2008-03-28,,,36968.58,,,,14777920.5,-1647085.65,,,,,,
2008-08-29,,,36968.58,,,,14777920.5,-1647085.65,,,,,,
2009-03-31,,,36968.58,,,,30083.24,-6606006.02,,,,,,
2009-08-25,,,36968.58,,,,30083.24,-6606006.02,,,,,,
2010-04-01,,,36968.58,,,,10474156.8,-1792120.8,,,,,,
2010-08-27,,,36968.58,,,,10474156.8,-1792120.8,,,,,,
2011-03-30,,,36968.58,,,,2979052.29,-2881609.65,,,,,,
2011-08-31,,,36968.58,,,,2979052.29,-2881609.65,,,,,,
2012-03-12,,,36968.58,,,,28962444.03,-576120.45,,,,,,
2012-08-31,,,36968.58,,,,28962444.03,-576120.45,,,,,,
2013-03-28,,,36968.58,,,,28962444.03,-3281661.55,,,,,,
2013-08-29,,,36968.58,,,,28962444.03,-3281661.55,,,,,,
2014-04-23,,,36968.58,,,,28962444.03,-10435480.77,,,,,,
2014-08-28,,,36968.58,,,,28962444.03,-10435480.77,,,,,,
2015-04-14,,,36968.58,,,,9572380.98,-4500117.12,,,,,,
2015-08-26,,,36968.58,,,,9572380.98,-4500117.12,,,,,,
2016-04-25,,,36968.58,,,,1783829.08,-2563448.56,,,,,,
2016-09-15,,,36968.58,,,,1783829.08,-2563448.56,,,,,,
2017-04-06,,,36968.58,,,,21011788.8,-2054161.76,,,,,,
2017-09-28,,,36968.58,,,,21011788.8,-2054161.76,,,,,,
2018-04-27,,,36968.58,,,,1614114.48,-1685902.24,,,,,,
2018-09-28,,,36968.58,,,,1614114.48,-1685902.24,,,,,,
2019-04-30,,,36968.58,,,,1614114.48,-38025234.92,,,,,,
2019-09-30,,,36968.58,,,,1614114.48,-38025234.92,,,,,,
2020-04-30,,,131230.8,,,,1778403.6,-11487220.2,,,,,,
2020-09-30,,,131230.8,,,,1778403.6,-11487220.2,,,,,,
2021-06-30,,,23403.84,,,,1778403.6,-4491343.17,,,1585610.16,,,
2021-09-30,,,23403.84,,,,1778403.6,-4491343.17,,,1585610.16,,,
2022-04-11,,,23403.84,,,,1778403.6,-6325645.7,,,1585610.16,,,
2022-09-30,,,23403.84,,,,1778403.6,-6325645.7,,,1585610.16,,,
2023-04-28,,,23403.84,,,,3594274.2,-3355372.35,,,1585610.16,,,
