datadate,aps,rects,xads,obs,capxs,dms,ches,oancfs,cogss,drcs,drlts,dps,ebits,ebitdas,emps,gdwlias,dvts,txps,xints,intans,nopis,scstkcs,nis,ibs,pis,acos,lcos,aos,los,ppegts,ppents,pstkqs,xrds,revts,fatls,xsgas,spis,txfeds,txdis,txts,ats,lcts,acts,dlcs,ceqs,invts,lts,pstks,dcvts,dcpstks,txfos,dltts,drs,dcs
1998-12-31,3000000.0,2104000000.0,,,473000000.0,31000000.0,2987000000.0,1101000000.0,,,,323000000.0,1839000000.0,2253000000.0,63215,,835000000.0,856000000.0,,4727000000.0,,-2666000000.0,879000000.0,879000000.0,1683000000.0,,1744000000.0,,887000000.0,4604000000.0,3006000000.0,,,12029000000.0,,,-109000000.0,418000000.0,-10000000.0,909000000.0,17254000000.0,8248000000.0,8277000000.0,10584000000.0,4629000000.0,2236000000.0,12090000000.0,,,,491000000.0,2925000000.0,,
1999-06-30,3000000.0,2104000000.0,,,473000000.0,31000000.0,2987000000.0,1101000000.0,,,,323000000.0,1839000000.0,2253000000.0,63215,,835000000.0,856000000.0,,4727000000.0,,-2666000000.0,879000000.0,879000000.0,1683000000.0,,1744000000.0,,887000000.0,4604000000.0,3006000000.0,,,12029000000.0,,,-109000000.0,418000000.0,-10000000.0,909000000.0,17254000000.0,8248000000.0,8277000000.0,10584000000.0,4629000000.0,2236000000.0,12090000000.0,,,,491000000.0,2925000000.0,,
1999-09-16,3000000.0,2200000000.0,1647000000,,534000000.0,34000000.0,1097000000.0,992000000.0,4983000000.0,,,339000000.0,1839000000.0,2253000000.0,59610,293000000.0,674000000.0,704000000.0,,5188000000.0,,-1161000000.0,942000000.0,942000000.0,1467000000.0,,1789000000.0,,778000000.0,4989000000.0,3178000000.0,,,11795000000.0,,3267000000.0,-300000000.0,-4000000.0,-37000000.0,440000000.0,16278000000.0,7437000000.0,6558000000.0,10767000000.0,4026000000.0,2202000000.0,11685000000.0,,,,444000000.0,3429000000.0,,
1999-12-31,3000000.0,2200000000.0,1647000000,,534000000.0,34000000.0,1097000000.0,992000000.0,4983000000.0,,,339000000.0,1899000000.0,2238000000.0,59610,293000000.0,674000000.0,704000000.0,,5188000000.0,,-1161000000.0,942000000.0,942000000.0,1467000000.0,,1789000000.0,,778000000.0,4989000000.0,3178000000.0,,,11795000000.0,,3267000000.0,-300000000.0,-4000000.0,-37000000.0,440000000.0,16278000000.0,7437000000.0,6558000000.0,10767000000.0,4026000000.0,2202000000.0,11685000000.0,,,,444000000.0,3429000000.0,,
2000-02-24,3000000.0,2200000000.0,1647000000,,534000000.0,34000000.0,1097000000.0,992000000.0,4983000000.0,,,339000000.0,1899000000.0,2238000000.0,59610,293000000.0,674000000.0,704000000.0,,5188000000.0,,-1161000000.0,942000000.0,942000000.0,1467000000.0,,1789000000.0,,778000000.0,4989000000.0,3178000000.0,,,11795000000.0,,3267000000.0,-300000000.0,-4000000.0,-37000000.0,440000000.0,16278000000.0,7437000000.0,6558000000.0,10767000000.0,4026000000.0,2202000000.0,11685000000.0,,,,444000000.0,3429000000.0,,
2000-06-30,3000000.0,2200000000.0,1647000000,,534000000.0,34000000.0,1097000000.0,992000000.0,4983000000.0,,,339000000.0,1899000000.0,2238000000.0,59610,293000000.0,674000000.0,704000000.0,,5188000000.0,,-1161000000.0,942000000.0,942000000.0,1467000000.0,,1789000000.0,,778000000.0,4989000000.0,3178000000.0,,,11795000000.0,,3267000000.0,-300000000.0,-4000000.0,-37000000.0,440000000.0,16278000000.0,7437000000.0,6558000000.0,10767000000.0,4026000000.0,2202000000.0,11685000000.0,,,,444000000.0,3429000000.0,,
2000-09-07,3000000.0,2030000000.0,1706000000,,547000000.0,35000000.0,1063000000.0,1390000000.0,4822000000.0,,,365000000.0,1899000000.0,2238000000.0,60861,395000000.0,713000000.0,574000000.0,,5289000000.0,,-42000000.0,976000000.0,976000000.0,1451000000.0,,1655000000.0,,709000000.0,4766000000.0,3078000000.0,,,11870000000.0,,3318000000.0,-364000000.0,79000000.0,22000000.0,401000000.0,16136000000.0,6341000000.0,6273000000.0,10572000000.0,4711000000.0,2139000000.0,10851000000.0,,,,322000000.0,3751000000.0,,
2000-12-31,3000000.0,2030000000.0,1706000000,,547000000.0,35000000.0,1063000000.0,1390000000.0,4822000000.0,,,365000000.0,1979700000.0,1979700000.0,60861,395000000.0,713000000.0,574000000.0,,5289000000.0,,-42000000.0,976000000.0,976000000.0,1451000000.0,,1655000000.0,,709000000.0,4766000000.0,3078000000.0,,,11870000000.0,,3318000000.0,-364000000.0,79000000.0,22000000.0,401000000.0,16136000000.0,6341000000.0,6273000000.0,10572000000.0,4711000000.0,2139000000.0,10851000000.0,,,,322000000.0,3751000000.0,,
2001-02-22,3000000.0,2030000000.0,1706000000,,547000000.0,35000000.0,1063000000.0,1390000000.0,4822000000.0,,,365000000.0,1979700000.0,1979700000.0,60861,395000000.0,713000000.0,574000000.0,,5289000000.0,,-42000000.0,976000000.0,976000000.0,1451000000.0,,1655000000.0,,709000000.0,4766000000.0,3078000000.0,,,11870000000.0,,3318000000.0,-364000000.0,79000000.0,22000000.0,401000000.0,16136000000.0,6341000000.0,6273000000.0,10572000000.0,4711000000.0,2139000000.0,10851000000.0,,,,322000000.0,3751000000.0,,
2001-06-30,3000000.0,2030000000.0,1706000000,,547000000.0,35000000.0,1063000000.0,1390000000.0,4822000000.0,,,365000000.0,1979700000.0,1979700000.0,60861,395000000.0,713000000.0,574000000.0,,5289000000.0,,-42000000.0,976000000.0,976000000.0,1451000000.0,,1655000000.0,,709000000.0,4766000000.0,3078000000.0,,,11870000000.0,,3318000000.0,-364000000.0,79000000.0,22000000.0,401000000.0,16136000000.0,6341000000.0,6273000000.0,10572000000.0,4711000000.0,2139000000.0,10851000000.0,,,,322000000.0,3751000000.0,,
