datadate,xad,ob,dm,drc,drlt,gdwlia,scstkc,ni,pstkq,txfed,txt,pstk,dcvt,dcpstk
2000-06-30,,,,,,1101260.68939127,,98580400.0225568,,,,,,
2001-04-18,,,,,,29048756.8850992,,157650326.188345,,,97513717.4353418,,,
2001-09-21,,,,,,29048756.8850992,,157650326.188345,,,97513717.4353418,,,
2001-12-31,,,,,,73265556.4469455,,128767817.530207,,,75133797.8256418,,,
2002-06-30,,,,,,73265556.4469455,,128767817.530207,,,75133797.8256418,,,
2003-02-24,,,,,,72644577.7441904,,101116040.0529,,,122746533.157,,,
2003-03-30,,,,,,72644577.7441904,,101116040.0529,,,122746533.157,,,
2003-09-30,,,,,,72644577.7441904,,101116040.0529,,,122746533.157,,,
2004-03-30,,,,,,81002526.0216732,,135004210.036122,,,161723058.915334,,,
2004-11-30,,,,,,81002526.0216732,,135004210.036122,,,161723058.915334,,,
2005-03-30,,,,7986158.60189542,,628291592.662392,3533698.4964139,158804410.428841,,,192515894.084629,,,
2005-09-30,,,,7986158.60189542,,628291592.662392,3533698.4964139,158804410.428841,,,192515894.084629,,,
2006-03-30,,,1582242.27139796,5778623.94771428,,331170186.717816,-17886216.9810204,162558195.100581,,,158912158.562143,,,
2006-10-26,,,1582242.27139796,5778623.94771428,,331170186.717816,-17886216.9810204,162558195.100581,,,158912158.562143,,,
2007-03-30,,,1582242.27139796,4783114.50099629,,340342175.479342,-2492608.96530793,304839339.676172,,,132984056.689672,,,
2007-10-25,,,1582242.27139796,4783114.50099629,,340342175.479342,-2492608.96530793,304839339.676172,,,132984056.689672,,,
2008-03-30,,,1029090.37858341,6321555.18272668,,374662404.259975,-7130126.19447078,167447705.886644,,,136722007.440368,,,
2009-02-26,,,955689.744342405,5447431.54275171,,483674579.611691,-7130126.19447078,156541980.123286,,,77984283.1383402,,,
2009-03-30,,,955689.744342405,5447431.54275171,,483674579.611691,-7130126.19447078,156541980.123286,,,77984283.1383402,,,
2009-11-10,,,955689.744342405,5447431.54275171,,483674579.611691,-7130126.19447078,156541980.123286,,,77984283.1383402,,,
2010-03-30,,,354486.628872473,27118227.1087442,,449223180.438642,-7130126.19447078,101383175.857527,,,27118227.1087442,,,
2010-11-09,,,354486.628872473,27118227.1087442,,449223180.438642,-7130126.19447078,101383175.857527,,,27118227.1087442,,,
2011-03-30,,,354486.628872473,22382351.6821617,,757655467.861681,-7130126.19447078,195781260.11638,,,118171956.390877,,,
2011-11-10,,,354486.628872473,22382351.6821617,,757655467.861681,-7130126.19447078,195781260.11638,,,118171956.390877,,,
2012-03-30,,,8999440.77669903,49246939.8058252,,728538062.135922,-21998633.0097087,152240539.805825,,,147824147.572816,,,
2012-11-13,,,8999440.77669903,49246939.8058252,,728538062.135922,-21998633.0097087,152240539.805825,,,147824147.572816,,,
2013-03-30,51636399.6200127,,5033737.06987545,17130943.8990923,,709838116.160017,62678145.4507072,110417458.306945,,,42299629.2484695,,,
2013-11-07,51636399.6200127,,5033737.06987545,17130943.8990923,,709838116.160017,62678145.4507072,110417458.306945,,,42299629.2484695,,,
2014-03-30,45163350.4687028,,996250.37798609,13781463.5621409,,393352857.574841,2241563.3504687,113738584.820079,,,37525430.9041427,,,
2014-10-30,45163350.4687028,,996250.37798609,13781463.5621409,,393352857.574841,2241563.3504687,113738584.820079,,,37525430.9041427,,,
2015-03-30,41636368.4751709,,996250.37798609,18410110.6877155,,368046854.170447,1242876.67090062,320584501.300429,,,23148577.9955241,,,
2015-10-29,41636368.4751709,,996250.37798609,18410110.6877155,,368046854.170447,1242876.67090062,320584501.300429,,,23148577.9955241,,,
2016-03-30,42738632.291135,,996250.37798609,17021765.6194003,,318034374.083687,-36917335.8238942,73613609.7566273,,,31169726.6537071,,,
2016-10-27,42738632.291135,,996250.37798609,17021765.6194003,,318034374.083687,-36917335.8238942,73613609.7566273,,,31169726.6537071,,,
2017-03-30,45082901.5979815,,996250.37798609,2301017.66190076,,478015113.540791,-17300243.902439,35537939.4449117,,,5028149.70563499,,,
2017-10-30,45082901.5979815,,996250.37798609,2301017.66190076,,478015113.540791,-17300243.902439,35537939.4449117,,,5028149.70563499,,,
2018-03-30,45544204.1242307,,996250.37798609,17489684.6247046,,515279845.491297,-17300243.902439,121007310.372956,,,39773495.9993282,,,
2018-10-30,45544204.1242307,,996250.37798609,17489684.6247046,,515279845.491297,-17300243.902439,121007310.372956,,,39773495.9993282,,,
2019-03-30,44411955.22525,,76237526.3785668,17489684.6247046,,734595316.084044,-163263381.961648,114536095.054592,,,43063414.0746857,,,
2019-10-30,44411955.22525,,76237526.3785668,17489684.6247046,,734595316.084044,-163263381.961648,114536095.054592,,,43063414.0746857,,,
