datadate,xad,ob,dm,drc,drlt,gdwlia,scstkc,ni,pstkq,txfed,txt,pstk,dcvt,dcpstk
2007-09-20,,,,,,,,,,,,,,
2008-06-30,,,,,,,,-19000.0,,,,,,
2008-09-29,,,,,,,,-19000.0,,,,,,
2009-06-29,,,,,,,,-972000.0,,,,,,
2009-09-28,,,,,,,,-972000.0,,,,,,
2010-05-05,,,,,,,,-334000.0,,,,,,
2010-09-28,,,,,,,,-334000.0,,,,,,
2011-06-27,,,,,,,,-259850.0,,,,,,
2011-09-26,,,,,,,,-259850.0,,,,,,
2012-06-28,,,,,,,200000.0,-156220.0,,,,,,
2012-09-25,,,,,,,200000.0,-156220.0,,,,,,
2013-07-01,,,,,,,975000.0,-3167610.0,,,,,,
2013-09-27,,,,,,,975000.0,-3167610.0,,,,,,
2014-07-04,,,,,,,975000.0,-477700.0,,,,,,
2014-09-30,,,,,,,975000.0,-477700.0,,,,,,
2015-06-29,,,,,,,516000.0,-2922790.0,,,,,,
2015-09-30,,,,,,,516000.0,-2922790.0,,,,,,
