datadate,xad,ob,dm,drc,drlt,gdwlia,scstkc,ni,pstkq,txfed,txt,pstk,dcvt,dcpstk
2000-12-22,,,,,,,-27976606.0836983,16194100.7698297,,,,,,
2001-06-29,,,,,,,-16312674.9679873,2894019.59239303,,,,,,
2001-12-02,,,,,,,-16312674.9679873,2894019.59239303,,,,,,
2002-06-28,,,,,,,-13846560.8663553,-14001190.5252373,,,,,,
2002-12-19,,,,,,,-13846560.8663553,-14001190.5252373,,,,,,
2003-06-27,,,,,,,-3064725.26905792,4164622.74662936,,,,,,
2003-11-17,,,,,,,-3064725.26905792,4164622.74662936,,,,,,
2004-05-18,,,,,,9980034.64166507,-26122546.232112,20367860.540188,,,,,,
2004-11-16,,,,,,9980034.64166507,-26122546.232112,20367860.540188,,,,,,
2005-05-17,,,,,,2293093.2860211,-34594.079746008,40544261.4623214,,,,,,
2005-11-15,,,,,,2293093.2860211,-34594.079746008,40544261.4623214,,,,,,
2006-05-16,,,,,,16142243.4982152,-449889.852116267,54710518.1030087,,,,,,
2006-11-14,,,,,,16142243.4982152,-449889.852116267,54710518.1030087,,,,,,
2007-05-15,,,,,,13957357.7857022,-31469850.9084734,65209120.7335711,,,,,,
2007-11-13,,,,,,13957357.7857022,-31469850.9084734,65209120.7335711,,,,,,
2008-05-13,,,,,,2213214.30718365,-74885470.3937481,62116537.6214808,,,,,,
2008-11-12,,,,,,2213214.30718365,-74885470.3937481,62116537.6214808,,,,,,
2009-05-13,,,939342.776203966,,,2316574.66612707,-91292817.4828005,-9061479.56292999,,,,,,
2009-11-11,,,939342.776203966,,,2316574.66612707,-91292817.4828005,-9061479.56292999,,,,,,
2010-05-12,,,1388379.94864113,,,4341330.19473572,-32616357.3721378,13383418.8957843,,,,,,
2011-03-30,,,1388379.94864113,,,4341330.19473572,-32616357.3721378,13383418.8957843,,,,,,
2011-11-08,,,3788502.10463019,,,9182428.8634997,6001587.49248346,83939703.0667468,,,,,,
2012-03-30,,,3788502.10463019,,,9182428.8634997,6001587.49248346,83939703.0667468,,,,,,
2012-11-07,,,3749621.5726537,,,191185433.1441,1161854.57180819,71024019.0844305,,,-25047773.885735,,,
2013-03-30,,,3749621.5726537,,,191185433.1441,1161854.57180819,71024019.0844305,,,-25047773.885735,,,
2013-11-07,,,5475681.0701773,,,160652571.398238,-377151.50228262,44825154.4749974,,,43924181.4417666,,,
2014-03-30,,,5475681.0701773,,,160652571.398238,-377151.50228262,44825154.4749974,,,43924181.4417666,,,
2014-11-06,,,4844864.90939044,,,135970290.338211,907321.639693769,52421089.3497432,,,21194102.9169493,,,
2015-03-30,,,4844864.90939044,,,135970290.338211,907321.639693769,52421089.3497432,,,21194102.9169493,,,
2015-11-10,,,4438981.85148185,,,89976476.4402264,-112941183.816184,76940479.1042291,,,-15991572.5940726,,,
2016-03-30,,,4438981.85148185,,,89976476.4402264,-112941183.816184,76940479.1042291,,,-15991572.5940726,,,
2016-11-09,,,8588434.96801706,,,90382759.0618337,1565471.21535181,66677936.0341151,,,48511044.7761194,,,
2017-03-30,,,8588434.96801706,,,90382759.0618337,1565471.21535181,66677936.0341151,,,48511044.7761194,,,
2017-11-09,,,8452240.34835698,,,57805880.8583229,1565471.21535181,25578583.4081523,,,34954057.4609445,,,
2018-03-30,,,8452240.34835698,,,57805880.8583229,1565471.21535181,25578583.4081523,,,34954057.4609445,,,
2018-11-08,,,8452240.34835698,,,57805880.8583229,1565471.21535181,25578583.4081523,,,34954057.4609445,,,
2019-03-30,,,4307190.21540708,,,51013731.2887915,1565471.21535181,-51385780.9419496,,,14853366.9222344,,,
2019-11-07,,,4307190.21540708,,,51013731.2887915,1565471.21535181,-51385780.9419496,,,14853366.9222344,,,
2020-03-30,,,2930415.24721481,,,35421915.109106,-34192807.2921462,-45851971.2733634,,,32026244.3605561,,,
2020-11-12,,,2930415.24721481,,,35421915.109106,-34192807.2921462,-45851971.2733634,,,32026244.3605561,,,
2021-03-30,,,1948147.52034095,,,32551774.021697,-21252.5184037195,95926783.9015885,,,52203269.3723363,,,
2021-11-11,,,1948147.52034095,,,32551774.021697,-21252.5184037195,95926783.9015885,,,52203269.3723363,,,
2022-03-30,,,1798418.49148418,,,21221338.1995134,-12845.8463677442,159391261.73097,,,-21144263.1213069,,,
2022-11-10,,,1798418.49148418,,,21221338.1995134,-12845.8463677442,159391261.73097,,,-21144263.1213069,,,
2023-05-11,,,2395904.20257799,,,7925398.90168561,-63062720.6162764,124467223.323926,,,36840179.6201663,,,
