firms,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
0B5W.L^B22,0.0,-0.21311475409836067,0.02127659574468077,-0.020408163265306145,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525,-0.9796610169491525
0BCR.L^C23,-0.008298755186721962,0.09545454545454546,0.4606060606060607,0.3615819209039548,0.2684210526315791,0.33795004933926753,0.23503081477470844,0.16561456289041576,0.10114473087214071,0.06806312951546678,-0.03167817440815657,-0.0501575985606727,-0.07142272695110541,-0.07142272695110541,-0.07142272695110541,-0.15209979837443344,-0.16350013721981926,-0.17047096940965412,-0.15641115533185168,-0.24359089448103965,-0.23675587244321772,-0.23904789685029526,-0.27600842757470945,-0.271847556468817,-0.2590729521963401,-0.29218701019873816,-0.2882105327279446,,,,,,,,,,,,,,,,,,,,,,
0CPI.L^E18,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0DH6.L^I19,-0.01240260772777868,0.04427962583716161,0.01800359712230226,-0.05664999999999998,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.26108355091383817,-0.2817131979695432,-0.2817131979695432,-0.2817131979695432,,,,,,,,,,
0DHW.L^D17,0.1962758389656254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06451619361411409,-0.06451619361411409,-0.06451619361411409,-0.06451619361411409,-0.06451619361411409,-0.06451619361411409,-0.06451619361411409,-0.06451619361411409,-0.06451619361411409,-0.06451619361411409,-0.06451619361411409,-0.06451619361411409,-0.06451619361411409,-0.06451619361411409,-0.06812336956211029,-0.06812336956211029,-0.06812336956211029,-0.06812336956211029,-0.1418681986143271,-0.1418681986143271,-0.1418681986143271,-0.1418681986143271,-0.1418681986143271,-0.1418681986143271,-0.1418681986143271,-0.17741409249688633,-0.17741409249688633,-0.17741409249688633,-0.17741409249688633,-0.17741409249688633,-0.33284712664028127,-0.33284712664028127,-0.3539273156385253,-0.26163119842655225,-0.26163119842655225,-0.27373561755218945,-0.29625970782227395,-0.29625970782227395,-0.29625970782227395
0DN0.L^E17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8533333333333333,-0.8533333333333333,-0.8533333333333333,-0.8533333333333333,-0.8533333333333333,-0.8533333333333333,-0.8533333333333333,-0.8533333333333333,-0.8533333333333333,-0.8863674319418394,-0.8863674319418394,-0.8863674319418394,-0.865459059803448,-0.9038993284310342,-0.9038993284310342,-0.9038993284310342,-0.9103060520583673,,,,,,,,,,,,,,,,,,,
0DP4.L^E23,0.07144772117962495,0.049374032916021715,-0.007318695941450626,-0.03405412404506036,-0.030161206448258038,0.12197322905700103,0.1869530628480507,0.07153116920425151,0.04189944134078205,0.10846953937592874,-0.10937921582391974,-0.038164002062919145,-0.038783661899239874,-0.07684692488553402,-0.10304196224600226,-0.08868800390911313,-0.0838757214785707,-0.027886369559551705,-0.019388761091028717,-0.04968152866242048,-0.07647436040278599,-0.06750000000000012,-0.0448922656399916,0.10273466371027329,0.021917808219177992,-0.024836601307189565,0.09770453207769281,0.07053041854783215,-0.03367875647668406,0.02924944812362007,0.27086882453151606,0.7348837209302324,0.7348837209302324,0.7348837209302324,0.963157894736842,0.963157894736842,0.7761904761904761,0.7761904761904761,0.7761904761904761,0.7761904761904761,0.7761904761904761,0.7761904761904761,2.354769078562756,2.354769078562756,2.354769078562756,2.354769078562756,2.354769078562756,2.354769078562756,2.354769078562756
0E1S.L^I19,0.11080167799707397,0.12338567541457479,0.09140947528857923,0.19434113601257552,0.20131270100632848,0.10745125870912875,0.1644218492180789,0.1277465110064122,0.09356471309222414,0.2654672924142012,0.1295644623242651,0.17566908924590563,0.1605671900124368,0.19094331720455515,0.05711264798345961,0.25710686936043525,0.24034539264473165,0.44749862223191816,0.615955719874093,0.7326844500189651,0.7566789174570481,0.7997274845505149,0.9255593734984839,0.573746554097806,0.43214708528392,0.1892516474239354,0.36981873204567406,0.3180623190146681,0.3904663885764199,0.3944589604518727,0.36179757016347325,0.34403616609282306,0.2496018023954114,0.4253203311133651,0.5494248100511767,0.750069255411232,1.3282347465311273,1.3256477234899204,1.218957902676931,1.2763273981866132,1.0983287387970742,0.8200719595031789,1.0154866937278126,1.619628345298819,1.619628345298819,1.5619131118315805,1.38916505369611,1.2603485365962954,1.2603485365962954
0E2L.L^G17,0.03687210530008489,0.37783433110484754,0.5488524821970755,0.45158879743200875,0.980389974010103,0.980389974010103,0.980389974010103,0.980389974010103,0.980389974010103,0.980389974010103,1.143569844036028,1.143569844036028,1.143569844036028,1.143569844036028,1.143569844036028,1.143569844036028,2.816067741935484,2.816067741935484,2.816067741935484,2.816067741935484,2.816067741935484,2.816067741935484,2.816067741935484,2.816067741935484,2.816067741935484,3.15081052631579,3.15081052631579,3.15081052631579,3.15081052631579,3.15081052631579,3.15081052631579,3.15081052631579,3.15081052631579,3.15081052631579,3.15081052631579,3.15081052631579,3.15081052631579,3.15081052631579,3.15081052631579,3.15081052631579,3.15081052631579,3.15081052631579,3.15081052631579,3.15081052631579,3.15081052631579,3.15081052631579,3.15081052631579,3.15081052631579,3.15081052631579
0E5I.L^I19,0.04451410658307209,0.0012554927809165228,0.0979807251032585,0.12060889929742391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
