firms,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
0B5W.L^B22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3840579710144928,-0.3359375,-0.37037037037037035,0.6037735849056605,0.41666666666666674,0.49122807017543857,0.11842105263157898,0.328125,0.41666666666666674,0.6346153846153848,0.666666666666667,1.1794871794871797,0.8085106382978724,0.6346153846153848,0.4655172413793103,0.41666666666666674,0.7708333333333335,0.7708333333333335,0.3934426229508199,0.8085106382978724,0.7346938775510206,-0.9639830508474576,-0.9639830508474576,-0.9639830508474576,-0.9639830508474576,-0.9639830508474576,-0.9639830508474576,-0.9639830508474576,-0.9639830508474576,-0.9639830508474576,-0.9639830508474576,-0.9639830508474576,-0.9639830508474576,-0.9639830508474576,-0.9639830508474576,-0.9639830508474576,-0.9639830508474576,-0.9639830508474576
0BCR.L^C23,0.25,0.0,0.8181818181818183,0.7777777777777779,0.2903225806451615,0.25984251968503935,0.0,0.0,-0.05882352941176461,-0.05882352941176461,-0.05882352941176461,-0.05882352941176461,-0.08571428571428563,-0.05882352941176461,-0.05882352941176461,-0.05882352941176461,-0.05882352941176461,-0.11111111111111105,-0.24882629107981213,-0.2710706150341685,-0.2710706150341685,-0.3162393162393161,-0.32203389830508466,-0.33333333333333326,-0.33333333333333326,-0.2727272727272727,-0.28888888888888886,-0.33054393305439334,-0.3360995850622407,-0.2727272727272727,-0.030303030303030165,-0.096045197740113,-0.1578947368421052,-0.11173440707766469,-0.180062529610152,-0.22614800803955792,-0.26894955626745853,-0.29091244513495973,-0.3571307381962865,-0.3693992355589528,-0.3835171631210659,-0.3835171631210659,-0.3835171631210659,-0.43707870431497653,-0.4446473940048593,-0.4492753323881521,-0.4399410159879513,-0.4978196809832628,-0.4932819070162441
0CSD.L^G20,-0.04347826086956508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011764705882353343,-0.003512880562061005,0.0011764705882353343,0.018551765409934085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0CZZ.L^G20,0.0,0.0,0.0,0.0,0.0,0.0,-0.10621124951125516,9.375000000000355e-05,-0.14658666666666664,1.0985573770491803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0D13.L^G20,0.0,0.013022661396979274,-0.42270301830529955,-0.6092263297919617,-0.687710290430751,-0.6926886475664453,-0.7351079108805774,-0.7855145738550345,-0.8383669869134871,-0.8342859526364734,-0.8833566982101716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0DDP.L^F20,-0.17985611510791366,0.22320068499238355,0.215034965034965,0.46469968387776595,0.2614574825301752,0.17996604414261452,0.9265419265419264,1.4131944444444442,1.4733096085409252,1.5,1.4689165186500888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0DEX.L^G21,0.0,-0.020689655172413834,-0.21111111111111114,-0.2704491310381253,-0.2704491310381253,-0.2704491310381253,-0.2702280701736355,-0.2716993336869524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0DH6.L^I19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004424778761062065,0.013392857142856984,0.005548234199714397,0.006640724603940162,0.011124597721628993,0.005548234199714397,0.2990171533212207,0.3333333333333335,0.26288265483525497,0.560110651019742,0.49096880131362886,0.5442176870748299,0.5442176870748299,0.6185383244206772,0.6156296151314034,0.6972279855698238,0.560110651019742,0.6243582174994187,0.6042119397183796,0.6752458441726168,0.6330935251798562,0.5133333333333334,0.1853785900783289,0.1853785900783289,0.1853785900783289,0.1853785900783289,0.1853785900783289,0.1853785900783289,0.1853785900783289,0.1853785900783289,0.1853785900783289,0.1853785900783289,0.1853785900783289,0.1853785900783289,0.1853785900783289,0.1853785900783289,0.1853785900783289,0.1853785900783289,0.1853785900783289
0DKI.L^E22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05405405405405417,0.5,0.5,0.4130434782608694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0DL5.L^I19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0062893081761006275,0.053333333333333455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
