firms,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
0003q.L^J08,-0.049270059070536165,-0.01615802645800979,-0.0836120627238891,-0.012612613762882918,-0.08544736912128625,-0.13971750489167445,-0.0419580965368852,-0.1607963371192448,-0.11038969255843623,-0.012612613762882918,0.10483863017843742,0.15368464488748468,0.12795915640705213,0.11457661191235302,0.10335608255006568,0.06892098554240711,0.20000040345030712,0.26267331293126683,0.3099605349949133,0.325807000225274,0.33930800285897433,0.35308680209262855,0.33117446804555195,0.278963617834614,0.272775226454933,0.37477462775135484,0.5845793342153744,0.559526743253234,0.5688281974931362,0.5719533875686902,0.6078252529685826,0.6039036848546744,0.6039036848546744,0.547295338384076,0.7614298352387234,0.7242264466959578,0.7192176159571417,1.0496647589675687,0.8938901429167236,,,,,,,,,,
0008q.L^H00,-0.015337423312883458,-0.04678362573099415,0.018750000000000044,0.07236842105263164,0.05844155844155852,-0.06321839080459757,0.023547880690737877,-0.16410256410256407,-0.11413043478260854,-0.07779349363507782,0.2141527001862198,0.27843137254901973,0.20740740740740748,0.20517560073937147,0.30923694779116473,0.2137006701414743,0.19852941176470607,0.15357395612172686,0.2660194174757282,0.26356589147286824,0.17689530685920585,0.15602836879432624,0.09764309764309775,0.05161290322580658,0.061889250814332275,0.09030100334448177,0.18978102189781043,0.24427480916030553,0.20964749536178107,0.14385964912280702,0.16262482168330972,0.16014234875444844,0.0674525212835626,-0.0239520958083832,0.09176155391828544,0.09395973154362425,0.16262482168330972,0.19152046783625742,0.10508474576271198,0.08811748998664881,0.018750000000000044,0.05844155844155852,-0.015105740181268867,0.03623649078194524,0.08666666666666667,0.07732980832782554,0.12413793103448278,0.25384615384615383,0.13194444444444442
0010q.L^J08,-0.009049773755656187,0.027906976744186185,0.021729079981507304,-0.05555555555555547,-0.0886597938144329,-0.2405498281786942,-0.20788530465949817,-0.2754098360655737,-0.21631205673758858,-0.26455906821963393,-0.23396880415944543,-0.20216606498194933,-0.28938906752411575,-0.30503144654088044,-0.34615384615384603,-0.35493286631640386,-0.28617571059431524,-0.2543859649122807,-0.22996515679442497,-0.2405498281786942,-0.2405498281786942,-0.2482993197278911,-0.2272727272727273,-0.25589225589225584,-0.25589225589225584,-0.27062706270627057,-0.09795918367346934,-0.1088709677419355,-0.14174757281553396,-0.11599999999999999,-0.05957446808510636,-0.12301587301587291,-0.09795918367346934,-0.1400778210116731,-0.011627906976744096,-0.011627906976744096,-0.030701754385964897,0.08866995073891637,0.00454545454545463,-0.05957446808510636,-0.1874999999999999,-0.21908127208480566,-0.21071428571428563,-0.21352313167259784,-0.07531380753138062,-0.20503597122302153,-0.14671814671814665,-0.24315068493150682,-0.2824675324675324
0012q.L^J08,-0.040000000000000036,0.3771186440677967,0.11683848797250862,0.03900255754475701,-0.10665200659703133,-0.384469696969697,-0.35719936708860767,-0.45515507124895227,-0.408660844250364,-0.47137280416395577,-0.3888679954870251,-0.3340163934426229,-0.42518570923240184,-0.44061962134251287,-0.477827763496144,-0.4870580808080808,-0.4208838203848896,-0.38493565480696434,-0.32516611295681064,-0.2819266460450729,-0.2980561555075594,-0.2875931608943446,-0.2630385487528345,-0.24523920111472364,-0.2847711267605634,-0.30406852248394,-0.12728249194414598,-0.1509926854754441,-0.1216216216216216,-0.13655685441020182,-0.038461538461538436,-0.06286043829296428,-0.037322274881516626,-0.0891255605381166,0.04300385109114235,-0.05523255813953487,-0.05742459396751742,0.18267831149927205,0.10694822888283362,0.009316770186335477,-0.1915422885572139,-0.15628245067497404,-0.08502252252252251,-0.010353227771010887,0.1475988700564972,-0.012278142475079079,0.07901726427622835,-0.02108433734939763,-0.1206709956709957
0013q.L^J08,-0.010270773960128765,0.0709999989000003,0.10128534279842238,-0.0037209261585725573,-0.07272726926406958,-0.29423394195885944,-0.13802816417604258,-0.30114192693106645,-0.1935240918697384,-0.17868097966732865,-0.09160304674034847,-0.05011086340381821,-0.09734514078366785,-0.07672413887931018,-0.11604490374574294,-0.10824313899116733,-0.009800291235549374,0.02546916827959267,0.14545455101604232,0.14790997072679812,0.10298661185714253,0.11099585455226291,0.13453390242791197,0.09958931380155178,0.06514172002568674,0.07909319489420064,0.13815089015123005,0.21291052045366943,0.26297170992234675,0.26446280369217634,0.4196712405995138,0.3873056822431493,0.44847174398691037,0.3522727108585879,0.6227272710606062,0.598507434800627,0.6401225180894394,0.929729746871194,0.7108626360889656,0.7499999730392188,0.5299999984285717,0.47520662346606457,0.39817233437067445,0.4691357987434168,0.6999999685714322,0.6042540204863607,0.7054140348847806,0.7163461641857733,0.5937499774925621
0016q.L^J08,-0.08647936786654964,0.12772277227722784,0.05609643022716737,-0.050833333333333286,-0.06639344262295077,-0.3727973568281938,-0.3317688471692578,-0.42978723404255315,-0.3876344086021505,-0.4155977424320164,-0.3412377096587623,-0.2742911755336094,-0.37080166165812267,-0.3701962952723251,-0.3981823945894536,-0.4110651499482937,-0.347651775486827,-0.308187560738581,-0.24243431992018616,-0.23325479636486035,-0.26634460547504024,-0.2596685082872927,-0.22753475754493035,-0.19248493442041836,-0.19562146892655363,-0.22910321489001684,-0.09746434231378764,-0.09061876247504985,-0.07398373983739837,-0.10666666666666658,-0.013852813852813783,-0.004370629370629375,0.007964601769911539,-0.018103448275861966,0.16224489795918373,0.09246115480529449,0.08724704085528834,0.33528722157092616,0.23135135135135143,0.15050505050505047,-0.03146258503401356,0.0017590149516271136,0.010647737355811815,0.0816714150047484,0.3100989187945711,0.10905550146056475,0.24617067833698036,0.08269961977186324,0.006183745583038913
0017q.L^J08,-0.007346164921944953,0.07821780237386333,0.008333326188394219,-0.07319150897166948,-0.10333470100655606,-0.419509603089265,-0.4151450143623209,-0.4925442725234549,-0.4084736658347796,-0.45386159405882387,-0.41071429551419547,-0.31681306227897255,-0.4386598041714107,-0.4432515414526558,-0.47744721727640405,-0.47844828396338857,-0.41071429551419547,-0.3261138624836649,-0.2705961101401597,-0.2330986088905591,-0.23952513568675726,-0.2447988923172706,-0.20972423477514834,-0.25308641713948277,-0.2816622804874359,-0.30281690339644385,-0.1903345682738795,-0.16870228897146866,-0.09551494663762006,-0.10883798810957324,-0.03628320207095781,-0.025939189766672865,0.05933851843829174,0.10000000445398793,0.39615379679759877,0.3026315491050324,0.2902843712698955,0.5557142256917997,0.3216019182383443,0.26041664487034955,0.11806980980338921,0.03320682595958413,0.019662918332974177,0.06974460588694242,0.2781689984124951,0.10896127817595769,0.17349134869145333,0.0215759756389986,-0.1411671955280407
0020q.L^J08,-0.09195402298850563,0.05454545454545445,-0.038674033149171394,-0.022471910112359716,-0.08661417322834652,-0.44674085850556444,-0.43870967741935485,-0.5378486055776892,-0.5384615384615385,-0.5583756345177665,-0.4678899082568808,-0.449367088607595,-0.5771567436208992,-0.5901060070671379,-0.6054421768707483,-0.6103896103896104,-0.5084745762711864,-0.4858156028368795,-0.4295081967213116,-0.40614334470989766,-0.4257425742574258,-0.430441898527005,-0.4368932038834952,-0.4276315789473685,-0.4476190476190477,-0.47432024169184295,-0.3433962264150944,-0.33333333333333337,-0.3189823874755382,-0.26767676767676774,-0.26767676767676774,-0.32295719844357984,-0.3187157400156617,-0.37410071942446055,-0.2595744680851064,-0.329738058551618,-0.3307692307692308,-0.23008849557522137,-0.3203125000000001,-0.3579335793357934,-0.46461538461538465,-0.48672566371681414,-0.5051194539249146,-0.5070821529745042,-0.4701583434835568,-0.5364944059669685,-0.5056818181818183,-0.4579439252336449,-0.5297297297297298
0041q.L^J08,-0.10043668122270732,0.20526315789473681,0.06264501160092806,0.0,-0.09842519685039375,-0.4602493440615336,-0.482033014537094,-0.5788271981698221,-0.5470327918192777,-0.583759858302404,-0.512630219778232,-0.5275801981093471,-0.6249784403544423,-0.6478456086255129,-0.6379102239985388,-0.6487024341178234,-0.549681709526218,-0.5005118335944486,-0.48549380103160067,-0.469544708601914,-0.47734553061273965,-0.4999712647242086,-0.4796998181494063,-0.4933919281981062,-0.4683238740643604,-0.5217116390699852,-0.4239070233230613,-0.44064580251084084,-0.4551573567413595,-0.4005882715698442,-0.2913703264016354,-0.37224651972374023,-0.3041768652359531,-0.3205491742892248,-0.1475524854540442,-0.2400878922971592,-0.2891898943785848,,,,,,,,,,,,
0054q.L^J08,0.014705852633100536,0.41078834625147476,-0.13924052834874845,-0.17675544391347364,-0.3158953471974516,-0.6382978723404256,-0.6243093880704329,-0.6432318985089085,-0.6512820548961089,-0.6000000095103488,-0.5723270494610395,-0.5723270494610395,-0.6320346255961964,-0.6363636402935325,-0.6579476875075861,-0.6679687447576697,-0.6682926796567628,-0.621380841212672,-0.5903614557573333,-0.6028037458197517,-0.5848595817864065,-0.6222222222222222,-0.6324324284171061,-0.620111736132597,-0.7030567659383966,-0.6730769230769231,-0.6158192046530516,-0.6046511627906976,-0.6512820548961089,-0.66861598309998,-0.6925858939940899,-0.7152428820359793,-0.7396630926092991,-0.7481481519183688,-0.6936936992705357,-0.6892138951153253,-0.7152428820359793,-0.700704229611701,-0.734375,,,,,,,,,,
