Date,CLOSE,HIGH,LOW,OPEN,COUNT,VOLUME
2017-12-18,123.5,123.5,123.5,123.5,73.0,270300.0
2017-12-19,123.5,123.5,123.5,123.5,96.0,199803.0
2017-12-20,123.5,123.5,123.5,123.5,62.0,133817.0
2017-12-21,123.5,123.5,123.5,123.5,62.0,184860.0
2017-12-22,123.5,123.5,123.5,123.5,7.0,11925.0
2017-12-27,123.5,123.5,123.5,123.5,39.0,48232.0
2017-12-28,123.5,123.5,123.5,123.5,13.0,9464.0
2017-12-29,123.5,123.5,123.5,123.5,4.0,2831.0
2018-01-02,123.5,123.5,123.5,123.5,19.0,54431.0
2018-01-03,123.5,123.5,123.5,123.5,25.0,50396.0
2018-01-04,123.5,123.5,123.5,123.5,12.0,25317.0
2018-01-05,123.5,123.5,123.5,123.5,12.0,28569.0
2018-01-08,123.5,123.5,123.5,123.5,14.0,28090.0
2018-01-09,123.5,123.5,123.5,123.5,3.0,15702.0
2018-01-10,123.5,123.5,123.5,123.5,21.0,54459.0
2018-01-11,123.5,123.5,123.5,123.5,4.0,58249.0
2018-01-12,123.5,123.5,123.5,123.5,17.0,71643.0
2018-01-15,123.5,123.5,123.5,123.5,18.0,58229.0
2018-01-16,123.5,123.5,123.5,123.5,26.0,47043.0
2018-01-17,123.5,123.5,123.5,123.5,11.0,21321.0
2018-01-18,123.5,123.5,123.5,123.5,3.0,938.0
2018-01-19,123.5,123.5,123.5,123.5,3.0,8625.0
2018-01-22,123.5,123.5,123.5,123.5,4.0,4733.0
2018-01-23,123.5,123.5,123.5,123.5,4.0,9234.0
2018-01-24,123.5,123.5,123.5,123.5,3.0,9077.0
2018-01-25,123.5,123.5,123.5,123.5,11.0,20379.0
2018-01-26,123.5,123.5,123.5,123.5,5.0,2610.0
2018-01-29,123.5,123.5,123.5,123.5,7.0,21875.0
2018-01-30,123.5,123.5,123.5,123.5,2.0,743.0
2018-01-31,123.5,123.5,123.5,123.5,6.0,13294.0
2018-02-01,123.5,123.5,123.5,123.5,2.0,1476.0
2018-02-02,123.5,123.5,123.5,123.5,1.0,1000.0
2018-02-05,123.5,123.5,123.5,123.5,2.0,1800.0
2018-02-06,123.5,123.5,123.5,123.5,7.0,29867.0
2018-02-07,123.5,123.5,123.5,123.5,2.0,2611.0
2018-02-08,123.5,123.5,123.5,123.5,4.0,13500.0
2018-02-09,123.5,123.5,123.5,123.5,5.0,16996.0
2018-02-12,123.5,123.5,123.5,123.5,4.0,7147.0
2018-02-13,123.5,123.5,123.5,123.5,1.0,500.0
2018-02-14,123.5,123.5,123.5,123.5,1.0,3315.0
2018-02-15,123.5,123.5,123.5,123.5,2.0,4108.0
2018-02-16,123.5,123.5,123.5,123.5,3.0,5939.0
2018-02-19,123.5,123.5,123.5,123.5,1.0,2000.0
2018-02-20,123.5,123.5,123.5,123.5,1.0,128.0
2018-02-21,130.0,130.0,130.0,130.0,0.0,0.0
2018-02-22,130.0,130.0,130.0,130.0,2.0,6360.0
2018-02-23,130.0,130.0,130.0,130.0,3.0,2923.0
2018-02-26,130.0,130.0,130.0,130.0,3.0,13600.0
2018-02-27,130.0,130.0,130.0,130.0,4.0,5254.0
2018-02-28,130.0,130.0,130.0,130.0,1.0,2300.0
2018-03-01,130.0,130.0,130.0,130.0,1.0,25.0
2018-03-02,130.0,130.0,130.0,130.0,2.0,15000.0
2018-03-05,130.0,130.0,130.0,130.0,9.0,15087.0
2018-03-06,130.0,130.0,130.0,130.0,2.0,5000.0
2018-03-07,130.0,130.0,130.0,130.0,6.0,4542.0
2018-03-08,130.0,130.0,130.0,130.0,2.0,4270.0
2018-03-09,130.0,130.0,130.0,130.0,8.0,31032.0
2018-03-12,130.0,130.0,130.0,130.0,3.0,5270.0
2018-03-13,130.0,130.0,130.0,130.0,5.0,11877.0
2018-03-14,120.5,120.5,120.5,120.5,0.0,0.0
2018-03-15,120.5,120.5,120.5,120.5,0.0,0.0
2018-03-16,120.5,120.5,120.5,120.5,1.0,537.0
2018-03-19,120.5,120.5,120.5,120.5,1.0,100.0
2018-03-20,120.5,120.5,120.5,120.5,1.0,3000.0
2018-03-21,120.5,120.5,120.5,120.5,2.0,3317.0
2018-03-22,117.5,117.5,117.5,117.5,0.0,0.0
2018-03-23,117.5,117.5,117.5,117.5,1.0,2500.0
2018-03-26,117.5,117.5,117.5,117.5,3.0,3878.0
2018-03-27,117.5,117.5,117.5,117.5,0.0,0.0
2018-03-28,117.5,117.5,117.5,117.5,3.0,4426.0
2018-03-29,117.5,117.5,117.5,117.5,3.0,9000.0
2018-04-03,117.5,117.5,117.5,117.5,7.0,21891.0
2018-04-04,117.5,117.5,117.5,117.5,1.0,1861.0
2018-04-05,117.5,117.5,117.5,117.5,1.0,900.0
2018-04-06,107.0,107.0,107.0,107.0,0.0,0.0
2018-04-09,107.0,107.0,107.0,107.0,0.0,0.0
2018-04-10,107.0,107.0,107.0,107.0,1.0,2000.0
2018-04-11,108.5,108.5,108.5,108.5,0.0,0.0
2018-04-12,108.5,108.5,108.5,108.5,1.0,2728.0
2018-04-13,108.5,108.5,108.5,108.5,1.0,444.0
2018-04-16,108.5,108.5,108.5,108.5,3.0,4111.0
2018-04-17,110.5,110.5,110.5,110.5,0.0,0.0
2018-04-18,110.5,110.5,110.5,110.5,1.0,1000.0
2018-04-19,110.5,110.5,110.5,110.5,2.0,4950.0
2018-04-20,114.5,114.5,114.5,114.5,0.0,0.0
2018-04-23,114.5,114.5,114.5,114.5,2.0,4709.0
2018-04-24,114.5,114.5,114.5,114.5,1.0,5000.0
2018-04-25,114.5,114.5,114.5,114.5,1.0,5000.0
2018-04-26,114.5,114.5,114.5,114.5,2.0,7495.0
2018-04-27,114.5,114.5,114.5,114.5,2.0,5100.0
2018-04-30,114.5,114.5,114.5,114.5,5.0,20920.0
2018-05-01,114.5,114.5,114.5,114.5,1.0,5000.0
2018-05-02,114.5,114.5,114.5,114.5,4.0,16500.0
2018-05-03,114.5,114.5,114.5,114.5,6.0,8500.0
2018-05-04,114.5,114.5,114.5,114.5,1.0,2189.0
2018-05-07,114.5,114.5,114.5,114.5,0.0,0.0
2018-05-08,114.5,114.5,114.5,114.5,2.0,5500.0
2018-05-09,114.5,114.5,114.5,114.5,1.0,2500.0
2018-05-10,139.5,139.5,139.5,139.5,0.0,0.0
2018-05-11,139.5,139.5,139.5,139.5,5.0,5950.0
2018-05-14,139.5,139.5,139.5,139.5,1.0,1378.0
2018-05-15,139.5,139.5,139.5,139.5,3.0,2016.0
2018-05-16,139.5,139.5,139.5,139.5,3.0,3986.0
2018-05-17,139.5,139.5,139.5,139.5,3.0,3662.0
2018-05-18,139.5,139.5,139.5,139.5,3.0,28124.0
2018-05-21,139.5,139.5,139.5,139.5,8.0,17076.0
2018-05-22,139.5,139.5,139.5,139.5,2.0,2077.0
2018-05-23,139.5,139.5,139.5,139.5,15.0,34087.0
