Date,FTAS,FTLC,FTMC,FTSE,NDX,SP500,STOXX50E,STOXXE
1983-01-03,,,,,,138.34,,
1983-02-01,396.17,,,,,142.96,,
1983-03-01,402.31,,,,,150.88,,
1983-04-04,411.94,,,,,153.02,,
1983-05-02,439.29,,,,,162.11,,
1983-06-01,434.0,,,,,162.55,,
1983-07-01,453.55,,,,,168.91,,
1983-08-01,443.03,,,,,162.04,,
1983-09-01,451.35,,,,,164.23,,
1983-10-03,444.81,,,,,165.8,,
1983-11-01,438.24,,,,,163.64,,
1983-12-01,459.83,,,,,166.49,,
1984-01-03,470.03,,,997.5,,164.04,,
1984-02-01,500.51,,,1060.3,,162.74,,
1984-03-01,496.06,,,1046.1,,158.19,,
1984-04-02,522.95,,,1108.1,,157.98,,
1984-05-01,534.74,,,1136.8,,161.68,,
1984-06-01,490.0,,,1055.8,,153.24,,
1984-07-02,490.48,,,1047.6,,153.2,,
1984-08-01,478.79,,,1018.1,,154.08,,
1984-09-03,521.63,,,1105.3,,166.68,,
1984-10-01,531.27,,,1127.7,,164.62,,
1984-11-01,546.1,,,1158.4,,167.49,,
1984-12-03,571.94,,,1191.7,,162.82,,
1985-01-02,588.57,,,1220.0,,165.37,,
1985-02-01,612.75,,,1272.6,,178.63,,
1985-03-01,605.82,,,1250.8,,183.23,,
1985-04-01,616.59,,,1278.3,,181.27,,
1985-05-01,626.6,,,1301.5,,178.37,,
1985-06-03,638.9,,,1324.6,,189.32,,
1985-07-01,600.52,,,1246.8,,192.43,,
1985-08-01,616.98,,,1287.2,,192.11,,
1985-09-02,646.82,,,1340.3,,188.63,,
1985-10-01,629.29,,,1296.0,112.14,185.07,,
1985-11-01,672.15,,,1379.0,116.275,191.53,,
1985-12-02,688.02,,,1418.5,125.185,200.46,,
1986-01-02,686.62,686.29,1417.26,1420.5,131.255,209.59,,
1986-02-03,692.74,691.55,1444.67,1425.1,134.24,213.96,,
1986-03-03,747.39,746.66,1573.5,1534.9,139.74,225.42,,
1986-04-01,818.22,817.14,1715.32,1684.0,148.45,235.14,,
1986-05-01,807.46,804.16,1740.89,1640.1,154.205,235.16,,
1986-06-02,787.18,783.61,1696.82,1596.5,162.03,245.04,,
1986-07-01,820.28,817.82,1788.21,1660.8,163.325,252.04,,
1986-08-01,773.01,769.81,1691.73,1561.8,144.19,234.91,,
1986-09-01,822.97,822.67,1779.45,1672.8,151.7,252.93,,
1986-10-01,777.1,772.88,1671.39,1578.3,138.265,233.6,,
1986-11-03,811.26,809.08,1760.95,1639.2,144.81,245.8,,
1986-12-01,807.41,801.77,1787.22,1617.8,146.855,249.05,,
1987-01-01,835.48,829.7,1817.87,1679.0,141.405,242.17,900.82,
1987-02-02,913.67,907.29,2005.61,1832.8,170.305,276.45,849.03,
1987-03-02,986.25,982.34,2145.03,1983.1,181.065,283.0,842.7,
1987-04-01,988.79,977.15,2172.16,1973.1,186.075,292.39,883.95,
1987-05-01,1032.48,1023.39,2239.82,2068.5,185.83,288.03,883.32,
1987-06-01,1108.8,1100.15,2388.71,2228.2,185.86,289.83,872.52,
1987-07-01,1149.15,1135.05,2558.36,2269.8,189.475,302.94,894.32,
1987-08-03,1188.43,1171.93,2674.76,2334.3,195.24,317.57,959.68,
1987-09-01,1156.31,1139.35,2598.62,2272.8,206.89,323.4,953.63,
1987-10-01,1214.97,1198.08,2782.82,2373.8,209.705,327.33,938.2,
1987-11-02,876.0,862.42,1948.68,1723.7,152.195,255.75,725.43,
1987-12-01,795.51,786.06,1755.58,1578.5,137.16,232.0,654.9,
1988-01-01,870.22,860.78,1973.97,1713.9,156.25,247.08,648.32,
1988-02-01,910.31,898.2,2094.89,1776.9,158.615,255.04,639.49,
1988-03-01,914.24,901.96,2111.7,1781.9,172.635,267.22,715.83,
1988-04-01,896.75,883.18,2075.25,1742.5,173.26,258.89,701.37,
1988-05-02,928.19,914.52,2156.05,1802.2,176.745,261.56,709.88,
1988-06-01,932.77,918.28,2177.81,1805.7,176.675,266.69,724.44,
1988-07-01,963.88,947.99,2269.06,1858.2,189.955,271.78,769.63,
1988-08-01,969.89,953.73,2307.2,1862.2,181.44,272.21,786.65,
1988-09-01,898.42,882.97,2113.81,1730.5,168.22,258.35,757.92,
1988-10-03,935.09,919.78,2202.81,1802.6,176.79,271.38,809.23,
1988-11-01,968.72,954.07,2314.26,1857.8,174.595,279.06,842.83,
1988-12-01,925.65,911.45,2197.02,1778.7,171.33,272.49,828.11,
1989-01-02,926.59,914.73,2176.11,1793.1,177.41,277.72,866.04,
1989-02-01,1050.2,1038.48,2456.94,2039.7,188.37,297.09,875.47,
1989-03-01,1051.42,1037.18,2509.06,2021.3,183.6,287.11,859.83,
1989-04-03,1076.51,1062.65,2534.06,2079.6,185.83,296.39,891.11,
1989-05-01,1090.04,1076.52,2526.72,2118.0,200.75,309.12,900.64,
1989-06-01,1085.59,1072.49,2542.54,2103.4,215.59,321.97,924.65,
1989-07-03,1108.83,1097.14,2551.58,2165.6,205.465,319.23,958.48,
1989-08-01,1170.46,1160.36,2691.43,2292.3,212.835,343.75,1006.38,
1989-09-01,1216.78,1210.12,2743.55,2407.5,223.515,353.73,1040.88,
1989-10-02,1163.75,1156.29,2663.17,2289.2,228.11,350.87,1027.48,
1989-11-01,1088.76,1085.42,2458.77,2160.1,223.31,341.2,972.43,
1989-12-01,1152.98,1152.22,2545.65,2311.1,225.315,350.63,1034.12,
1990-01-01,1204.7,1205.58,2645.8,2422.7,223.835,353.4,1098.49,
1990-02-01,1170.77,1169.41,2582.66,2345.8,203.045,328.79,1081.45,
1990-03-01,1114.18,1112.93,2436.17,2238.4,209.105,332.74,1039.54,
