datadate,aps,rects,xads,obs,capxs,dms,ches,oancfs,cogss,drcs,drlts,dps,ebits,ebitdas,emps,gdwlias,dvts,txps,xints,intans,nopis,scstkcs,nis,ibs,pis,acos,lcos,aos,los,ppegts,ppents,pstkqs,xrds,revts,fatls,xsgas,spis,txfeds,txdis,txts,ats,lcts,acts,dlcs,ceqs,invts,lts,pstks,dcvts,dcpstks,txfos,dltts,drs,dcs
2005-08-26,187000.0,1623000.0,,,44000.0,76000.0,820000.0,-1659000.0,,,,23000.0,,,28,200000.0,,315000.0,7000.0,200000.0,15000.0,2325000.0,720000.0,720000.0,1027000.0,,315000.0,,,201000.0,182000.0,,,4713000.0,,3608000.0,-97000.0,315000.0,-8000.0,307000.0,5424000.0,1838000.0,2533000.0,200000.0,3510000.0,,1914000.0,,,,-8000.0,76000.0,,
2006-02-16,395000.0,1465000.0,,,89000.0,31000.0,2490000.0,-3261000.0,,,,84000.0,,,41,826000.0,,1062000.0,45000.0,826000.0,25000.0,2325000.0,1497000.0,1497000.0,2201000.0,,1062000.0,,,295000.0,202000.0,,,9734000.0,,7513000.0,-10000.0,704000.0,-8000.0,704000.0,11059000.0,4147000.0,4145000.0,112000.0,6881000.0,,4178000.0,,,,-8000.0,31000.0,,
2006-08-31,395000.0,1465000.0,,,89000.0,31000.0,2490000.0,-3261000.0,,,,84000.0,,,41,826000.0,,1062000.0,45000.0,826000.0,25000.0,2325000.0,1497000.0,1497000.0,2201000.0,,1062000.0,,,295000.0,202000.0,,,9734000.0,,7513000.0,-10000.0,704000.0,-8000.0,704000.0,11059000.0,4147000.0,4145000.0,112000.0,6881000.0,,4178000.0,,,,-8000.0,31000.0,,
2007-03-05,534000.0,1841000.0,,,179000.0,31000.0,3377000.0,-3341000.0,,,,108000.0,,,57,825000.0,,1030000.0,57000.0,825000.0,169000.0,-949000.0,606000.0,1182000.0,1681000.0,,1030000.0,75000.0,,474000.0,273000.0,,,11748000.0,,7513000.0,-348000.0,704000.0,-8000.0,704000.0,10828000.0,4144000.0,6379000.0,98000.0,6684000.0,,4144000.0,,,,-8000.0,31000.0,,
2007-06-30,534000.0,1841000.0,,,179000.0,31000.0,3377000.0,-3341000.0,,,,108000.0,1555000.0,1671000.0,57,825000.0,,1030000.0,57000.0,825000.0,169000.0,-949000.0,606000.0,1182000.0,1681000.0,,1030000.0,75000.0,,474000.0,273000.0,,,11748000.0,,7513000.0,-348000.0,704000.0,-8000.0,704000.0,10828000.0,4144000.0,6379000.0,98000.0,6684000.0,,4144000.0,,,,-8000.0,31000.0,,
2007-09-24,534000.0,1841000.0,,,179000.0,31000.0,3377000.0,-3341000.0,,,,108000.0,1555000.0,1671000.0,57,825000.0,,1030000.0,57000.0,825000.0,169000.0,-949000.0,606000.0,1182000.0,1681000.0,,1030000.0,75000.0,,474000.0,273000.0,,,11748000.0,,7513000.0,-348000.0,704000.0,-8000.0,704000.0,10828000.0,4144000.0,6379000.0,98000.0,6684000.0,,4144000.0,,,,-8000.0,31000.0,,
2007-12-31,534000.0,1841000.0,,,179000.0,31000.0,3377000.0,-3341000.0,,,,108000.0,1555000.0,1671000.0,57,825000.0,,1030000.0,57000.0,825000.0,169000.0,-949000.0,606000.0,1182000.0,1681000.0,,1030000.0,75000.0,,474000.0,273000.0,,,11748000.0,,7513000.0,-348000.0,704000.0,-8000.0,704000.0,10828000.0,4144000.0,6379000.0,98000.0,6684000.0,,4144000.0,,,,-8000.0,31000.0,,
2008-03-26,1129000.0,3435000.0,,,1374000.0,31000.0,6385000.0,-2759000.0,,1470000.0,,199000.0,1555000.0,1671000.0,79,2285000.0,,1413000.0,593000.0,2285000.0,774000.0,-928000.0,1516000.0,1516000.0,2167000.0,,2883000.0,318000.0,,1847000.0,1447000.0,,,18318000.0,,945000.0,-348000.0,894000.0,-243000.0,651000.0,17482000.0,9336000.0,10907000.0,2309000.0,8146000.0,,9336000.0,,,,-243000.0,31000.0,1470000.0,
2008-06-30,1129000.0,3435000.0,,,1374000.0,31000.0,6385000.0,-2759000.0,,1470000.0,,199000.0,1986000.0,2185000.0,79,2285000.0,,1413000.0,593000.0,2285000.0,774000.0,-928000.0,1516000.0,1516000.0,2167000.0,,2883000.0,318000.0,,1847000.0,1447000.0,,,18318000.0,,945000.0,-348000.0,894000.0,-243000.0,651000.0,17482000.0,9336000.0,10907000.0,2309000.0,8146000.0,,9336000.0,,,,-243000.0,31000.0,1470000.0,
2008-09-30,1129000.0,3435000.0,,,1374000.0,31000.0,6385000.0,-2759000.0,,1470000.0,,199000.0,1986000.0,2185000.0,79,2285000.0,,1413000.0,593000.0,2285000.0,774000.0,-928000.0,1516000.0,1516000.0,2167000.0,,2883000.0,318000.0,,1847000.0,1447000.0,,,18318000.0,,945000.0,-348000.0,894000.0,-243000.0,651000.0,17482000.0,9336000.0,10907000.0,2309000.0,8146000.0,,9336000.0,,,,-243000.0,31000.0,1470000.0,
