datadate,aps,rects,xads,obs,capxs,dms,ches,oancfs,cogss,drcs,drlts,dps,ebits,ebitdas,emps,gdwlias,dvts,txps,xints,intans,nopis,scstkcs,nis,ibs,pis,acos,lcos,aos,los,ppegts,ppents,pstkqs,xrds,revts,fatls,xsgas,spis,txfeds,txdis,txts,ats,lcts,acts,dlcs,ceqs,invts,lts,pstks,dcvts,dcpstks,txfos,dltts,drs,dcs
2007-06-30,7796661.44,136855606.92000002,,,40211618.32,,20051694.04,103395615.6,112339415.48,,,21142164.76,,,1719,,,,,,,,99339534.2,99339534.2,149305658.16,,34482562.88,380337.4,38079176.28,233419443.88,161840966.24,,17465399.72,283539744.88,,50641541.92,37038736.52,,7308604.32,44738909.68,365390905.96,108911273.68,196506295.28,53025159.8,159562515.48,14686128.84,179957278.95999998,,,,44738909.68,,,
2007-12-31,7796661.44,136855606.92000002,,,40211618.32,,20051694.04,103395615.6,112339415.48,,,21142164.76,,,1719,,,,,,,,99339534.2,99339534.2,149305658.16,,34482562.88,380337.4,38079176.28,233419443.88,161840966.24,,17465399.72,283539744.88,,50641541.92,37038736.52,,7308604.32,44738909.68,365390905.96,108911273.68,196506295.28,53025159.8,159562515.48,14686128.84,179957278.95999998,,,,44738909.68,,,
2008-05-09,10500234.0,128305402.5,,,52121267.1,,2419487.7,39938174.1,120951711.75,,,25128511.05,,,1775,,,,,,,,72300963.45,72300963.45,118756437.3,20053230.0,744690.3,176935996.8,8497430.25,257952053.7,180220091.1,,26209773.15,326464569.0,,64717013.25,-1405741.5,32671649.4,7184397.15,37629029.55,527470488.0,255628801.35,174591582.75,229715795.85,181465608.3,18380951.85,314321280.15,,,,4957380.1499999985,,,
2008-08-19,10500234.0,128305402.5,,,52121267.1,,2419487.7,39938174.1,120951711.75,,,25128511.05,,,1775,,,,,,,,72300963.45,72300963.45,118756437.3,20053230.0,744690.3,176935996.8,8497430.25,257952053.7,180220091.1,,26209773.15,326464569.0,,64717013.25,-1405741.5,32671649.4,7184397.15,37629029.55,527470488.0,255628801.35,174591582.75,229715795.85,181465608.3,18380951.85,314321280.15,,,,4957380.1499999985,,,
2009-02-23,22261597.6,55718946.45,,,126502759.04,,144936264.35,283511290.86,205025485.12,,,35488651.26,261359197.2752,306855496.2272,1857,,67047337.44,10432730.89,,,,616078090.51,87480010.79,87480010.79,182794654.47,23047180.39,20507881.45,221537765.32999998,18461537.42,477221375.48,340380921.24,,35868110.31,492601431.93,,56543500.71,-2678092.07,100342647.02,-12311565.97,78337440.67,821416031.1,61274773.91,251415208.62,229715795.85,617773007.6,26417870.69,142223986.78,,,,-22005206.349999994,,,
2009-08-17,22261597.6,55718946.45,,,126502759.04,,144936264.35,283511290.86,205025485.12,,,35488651.26,261359197.2752,306855496.2272,1857,,67047337.44,10432730.89,,,,616078090.51,87480010.79,87480010.79,182794654.47,23047180.39,20507881.45,221537765.32999998,18461537.42,477221375.48,340380921.24,,35868110.31,492601431.93,,56543500.71,-2678092.07,100342647.02,-12311565.97,78337440.67,821416031.1,61274773.91,251415208.62,229715795.85,617773007.6,26417870.69,142223986.78,,,,-22005206.349999994,,,
2010-03-02,22097251.84,79490307.36,,,161693248.0,,193259335.68,241866356.48,199101216.16,,,41616202.08,286601948.2,331539836.35,2212,,95227542.24,10432730.89,,,,616078090.51,199337689.44,199337689.44,283160038.72,27221045.92,290948.8,191839876.95999998,28559410.4,588944751.36,426343990.72,,29101689.44,526149333.76,,32139937.76,-89141.76,68358730.08,4660752.16,61378435.04,955394145.92,45911720.64,322067321.76,229715795.85,728067800.96,20913028.32,148721264.8,,,,-6980295.039999999,,,
2010-08-03,22097251.84,79490307.36,,,161693248.0,,193259335.68,241866356.48,199101216.16,,,41616202.08,286601948.2,331539836.35,2212,,95227542.24,10432730.89,,,,616078090.51,199337689.44,199337689.44,283160038.72,27221045.92,290948.8,191839876.95999998,28559410.4,588944751.36,426343990.72,,29101689.44,526149333.76,,32139937.76,-89141.76,68358730.08,4660752.16,61378435.04,955394145.92,45911720.64,322067321.76,229715795.85,728067800.96,20913028.32,148721264.8,,,,-6980295.039999999,,,
2011-03-01,32544559.62,140509081.53,,,218154197.79,,358702384.59,449197107.93,275777415.81,,,67450821.12,512641501.4,577357758.68,2449,,205997587.38,34925493.6,,,,616078090.51,426392324.82,426392324.82,655408812.69,51418301.49,36512141.85,288249432.65999997,29554609.14,794132514.27,574259607.81,,50720176.26,903622782.78,,38773195.74,-1252650.78,125862555.24,49968201.15,174992236.83,1505141328.06,105802192.8,596420756.64,229715795.85,1098610633.98,40446388.44,274756191.29999995,,,,49129681.59000002,,,
2011-08-02,32544559.62,140509081.53,,,218154197.79,,358702384.59,449197107.93,275777415.81,,,67450821.12,512641501.4,577357758.68,2449,,205997587.38,34925493.6,,,,616078090.51,426392324.82,426392324.82,655408812.69,51418301.49,36512141.85,288249432.65999997,29554609.14,794132514.27,574259607.81,,50720176.26,903622782.78,,38773195.74,-1252650.78,125862555.24,49968201.15,174992236.83,1505141328.06,105802192.8,596420756.64,229715795.85,1098610633.98,40446388.44,274756191.29999995,,,,49129681.59000002,,,
2012-03-06,44079329.67,154490400.0,,,301090202.82,,440891140.62,804107082.96,405022332.0,,,110765110.83,865809918.27,975284481.6,3051,,506535399.0,82678756.11,,,,616078090.51,580464205.08,580464205.08,987697037.22,40848549.18,91687477.56,334528362.48,39064828.77,1095301531.95,768876190.95,,84152208.3,1411439099.73,,42685697.52,-2975871.33,235789685.58,83946864.81,319129531.86,1840614074.64,187528815.75,708546402.33,229715795.85,1202335055.91,64265431.56,457034743.71000004,,,,83339846.28,,,
2012-07-18,44079329.67,154490400.0,,,301090202.82,,440891140.62,804107082.96,405022332.0,,,110765110.83,865809918.27,975284481.6,3051,,506535399.0,82678756.11,,,,616078090.51,580464205.08,580464205.08,987697037.22,40848549.18,91687477.56,334528362.48,39064828.77,1095301531.95,768876190.95,,84152208.3,1411439099.73,,42685697.52,-2975871.33,235789685.58,83946864.81,319129531.86,1840614074.64,187528815.75,708546402.33,229715795.85,1202335055.91,64265431.56,457034743.71000004,,,,83339846.28,,,
2012-07-31,44079329.67,154490400.0,,,301090202.82,,440891140.62,804107082.96,405022332.0,,,110765110.83,865809918.27,975284481.6,3051,,506535399.0,82678756.11,,,,616078090.51,580464205.08,580464205.08,987697037.22,40848549.18,91687477.56,334528362.48,39064828.77,1095301531.95,768876190.95,,84152208.3,1411439099.73,,42685697.52,-2975871.33,235789685.58,83946864.81,319129531.86,1840614074.64,187528815.75,708546402.33,229715795.85,1202335055.91,64265431.56,457034743.71000004,,,,83339846.28,,,
2013-03-12,36876694.8,157914193.75,,,324459901.95,,377685215.55,457608104.25,487852556.75,,,150001408.1,702452455.8,872825340.3,3300,,260785330.0,17841457.9,,,,616078090.51,456110957.7,456110957.7,724640467.45,43771076.2,19557053.7,346815567.45,71032927.25,1368160575.1,921599849.4,,139929974.65,1327558551.4,,40398342.85,-8308455.7,212685881.9,-11681804.4,198494064.85,2021344754.5,109061557.25,705354783.1,229715795.85,1377865259.95,119755724.9,413903485.84999996,,,,-14191817.050000012,,,
2013-08-06,36876694.8,157914193.75,,,324459901.95,,377685215.55,457608104.25,487852556.75,,,150001408.1,702452455.8,872825340.3,3300,,260785330.0,17841457.9,,,,616078090.51,456110957.7,456110957.7,724640467.45,43771076.2,19557053.7,346815567.45,71032927.25,1368160575.1,921599849.4,,139929974.65,1327558551.4,,40398342.85,-8308455.7,212685881.9,-11681804.4,198494064.85,2021344754.5,109061557.25,705354783.1,229715795.85,1377865259.95,119755724.9,413903485.84999996,,,,-14191817.050000012,,,
2014-01-28,30410091.47,159958760.28,,,345578281.4,,756035692.94,269405976.29,512034981.26,,,144567981.47,702452455.8,872825340.3,3218,,151733352.1,17841457.9,,,,209227251.97,145232996.48,145232996.48,252904423.09,24655688.2,2047593.9,262830723.42999998,83645116.83,1686273909.98,1110245277.24,,121647614.0,975576415.66,,45649263.77,-2684220.44,101997356.67,-29652662.93,95246940.91,2466809456.54,87045693.13,1071182742.52,985461643.3199999,1373178682.37,125719245.41,852912252.83,,,,-6750415.760000005,480372777.06,,
