datadate,aps,rects,xads,obs,capxs,dms,ches,oancfs,cogss,drcs,drlts,dps,ebits,ebitdas,emps,gdwlias,dvts,txps,xints,intans,nopis,scstkcs,nis,ibs,pis,acos,lcos,aos,los,ppegts,ppents,pstkqs,xrds,revts,fatls,xsgas,spis,txfeds,txdis,txts,ats,lcts,acts,dlcs,ceqs,invts,lts,pstks,dcvts,dcpstks,txfos,dltts,drs,dcs
2003-04-30,153000.0,137000.0,,,10000.0,,973000.0,-397000.0,134000.0,,,167000.0,,,10,3063000.0,,,10000.0,3063000.0,2000.0,2119000.0,-549000.0,-549000.0,-549000.0,38000.0,,38000.0,264000.0,124000.0,93000.0,,,64000.0,,471000.0,-136000.0,,,,4335000.0,287000.0,1179000.0,,3784000.0,,551000.0,,,,,,,
2004-01-30,279000.0,139000.0,,,19000.0,,141000.0,-751000.0,653000.0,,,427000.0,,,16,873000.0,,11000.0,19000.0,873000.0,20000.0,2119000.0,-3951000.0,-3951000.0,-3951000.0,38000.0,11000.0,38000.0,264000.0,158000.0,73000.0,,,346000.0,,3645000.0,-368000.0,,,,1333000.0,821000.0,382000.0,281000.0,512000.0,,821000.0,,,,,,,
2004-04-30,279000.0,139000.0,,,19000.0,,141000.0,-751000.0,653000.0,,,427000.0,,,16,873000.0,,11000.0,19000.0,873000.0,20000.0,2119000.0,-3951000.0,-3951000.0,-3951000.0,38000.0,11000.0,38000.0,264000.0,158000.0,73000.0,,,346000.0,,3645000.0,-368000.0,,,,1333000.0,821000.0,382000.0,281000.0,512000.0,,821000.0,,,,,,,
2005-01-05,161000.0,306000.0,,,28000.0,,253000.0,-667000.0,837000.0,,,97000.0,,,49,734000.0,,11000.0,19000.0,734000.0,1000.0,848000.0,-1264000.0,-1264000.0,-1288000.0,162000.0,11000.0,162000.0,264000.0,70000.0,8000.0,,,764000.0,,1090000.0,-183000.0,,,-24000.0,1513000.0,1102000.0,771000.0,250000.0,411000.0,,1102000.0,,,,-24000.0,,,
2005-04-28,161000.0,306000.0,,,28000.0,,253000.0,-667000.0,837000.0,,,97000.0,,,49,734000.0,,11000.0,19000.0,734000.0,1000.0,848000.0,-1264000.0,-1264000.0,-1288000.0,162000.0,11000.0,162000.0,264000.0,70000.0,8000.0,,,764000.0,,1090000.0,-183000.0,,,-24000.0,1513000.0,1102000.0,771000.0,250000.0,411000.0,,1102000.0,,,,-24000.0,,,
2005-11-22,191000.0,276000.0,,,49000.0,7000.0,30000.0,-255000.0,568000.0,,,114000.0,,,55,647000.0,,11000.0,29000.0,647000.0,1000.0,340000.0,-430000.0,-430000.0,-430000.0,59000.0,104000.0,59000.0,264000.0,145000.0,55000.0,,,1053000.0,,886000.0,-86000.0,,,-24000.0,1070000.0,742000.0,368000.0,23000.0,321000.0,,749000.0,,,,-24000.0,7000.0,,
2006-04-27,191000.0,276000.0,,,49000.0,7000.0,30000.0,-255000.0,568000.0,,,114000.0,-401000.0,-287000.0,55,647000.0,,11000.0,29000.0,647000.0,1000.0,340000.0,-430000.0,-430000.0,-430000.0,59000.0,104000.0,59000.0,264000.0,145000.0,55000.0,,,1053000.0,,886000.0,-86000.0,,,-24000.0,1070000.0,742000.0,368000.0,23000.0,321000.0,,749000.0,,,,-24000.0,7000.0,,
2007-01-09,797000.0,1316000.0,,,271000.0,34000.0,3340000.0,-668000.0,4838000.0,,,196000.0,-751000.0,-52000.0,137,2870000.0,,11000.0,78000.0,2873000.0,225000.0,609000.0,-672000.0,-672000.0,-672000.0,59000.0,466000.0,100000.0,264000.0,860000.0,405000.0,,,8813000.0,,4237000.0,-346000.0,,,-24000.0,8342000.0,2974000.0,4964000.0,329000.0,5334000.0,46000.0,3008000.0,,212000,212000,-24000.0,34000.0,,212000
2007-04-26,797000.0,1316000.0,,,271000.0,34000.0,3340000.0,-668000.0,4838000.0,,,196000.0,-751000.0,-52000.0,137,2870000.0,,11000.0,78000.0,2873000.0,225000.0,609000.0,-672000.0,-672000.0,-672000.0,59000.0,466000.0,100000.0,264000.0,860000.0,405000.0,,,8813000.0,,4237000.0,-346000.0,,,-24000.0,8342000.0,2974000.0,4964000.0,329000.0,5334000.0,46000.0,3008000.0,,212000,212000,-24000.0,34000.0,,212000
2008-01-21,1637000.0,1881000.0,,,376000.0,20000.0,4148000.0,4663000.0,5602000.0,,,305000.0,1738000.0,2043000.0,171,7230000.0,,11000.0,12000.0,7265000.0,-12000.0,13086000.0,531000.0,531000.0,1636000.0,59000.0,3418000.0,10185000.0,264000.0,1997000.0,1399000.0,,,12243000.0,,4550000.0,-90000.0,,-15000.0,-15000.0,26048000.0,6992000.0,6921000.0,90000.0,18896000.0,147000.0,7012000.0,,212000,212000,-15000.0,20000.0,,212000
2008-04-24,1637000.0,1881000.0,,,376000.0,20000.0,4148000.0,4663000.0,5602000.0,,,305000.0,1738000.0,2043000.0,171,7230000.0,,11000.0,12000.0,7265000.0,-12000.0,13086000.0,531000.0,531000.0,1636000.0,59000.0,3418000.0,10185000.0,264000.0,1997000.0,1399000.0,,,12243000.0,,4550000.0,-90000.0,,-15000.0,-15000.0,26048000.0,6992000.0,6921000.0,90000.0,18896000.0,147000.0,7012000.0,,212000,212000,-15000.0,20000.0,,212000
2009-02-12,3598000.0,4836000.0,,,6553000.0,20000.0,2981000.0,1499000.0,16516000.0,,,1089000.0,1738000.0,2043000.0,442,14567000.0,,476000.0,819000.0,17126000.0,270000.0,3250000.0,-1270000.0,-1270000.0,49000.0,59000.0,7403000.0,10262000.0,255000.0,12592000.0,9783000.0,,,33511000.0,,16038000.0,-1393000.0,,-14000.0,269000.0,50875000.0,16132000.0,10304000.0,22209000.0,23108000.0,315000.0,27345000.0,,212000,212000,269000.0,10655000.0,,212000
2009-04-30,3598000.0,4836000.0,,,6553000.0,20000.0,2981000.0,1499000.0,16516000.0,,,1089000.0,1738000.0,2043000.0,442,14567000.0,,476000.0,819000.0,17126000.0,270000.0,3250000.0,-1270000.0,-1270000.0,49000.0,59000.0,7403000.0,10262000.0,255000.0,12592000.0,9783000.0,,,33511000.0,,16038000.0,-1393000.0,,-14000.0,269000.0,50875000.0,16132000.0,10304000.0,22209000.0,23108000.0,315000.0,27345000.0,,212000,212000,269000.0,10655000.0,,212000
