datadate,aps,rects,xads,obs,capxs,dms,ches,oancfs,cogss,drcs,drlts,dps,ebits,ebitdas,emps,gdwlias,dvts,txps,xints,intans,nopis,scstkcs,nis,ibs,pis,acos,lcos,aos,los,ppegts,ppents,pstkqs,xrds,revts,fatls,xsgas,spis,txfeds,txdis,txts,ats,lcts,acts,dlcs,ceqs,invts,lts,pstks,dcvts,dcpstks,txfos,dltts,drs,dcs
1999-06-30,669400000.0,767400000.0,,,23100000.0,,192500000.0,51800000.0,2522500000.0,114400000.0,,15900000.0,,,22031,,13000000.0,8500000.0,11500000.0,,10500000.0,-9800000.0,47300000.0,47300000.0,69200000.0,,166600000.0,,115600000.0,250000000.0,114600000.0,,,2721900000.0,,142500000.0,-2200000.0,,,,1337600000.0,971500000.0,1207100000.0,143600000.0,202200000.0,209200000.0,1135400000.0,153091040,,153091040,,48300000.0,114400000.0,
1999-12-31,669400000.0,767400000.0,,,23100000.0,,192500000.0,51800000.0,2522500000.0,114400000.0,,15900000.0,65000000.0,72800000.0,22031,,13000000.0,8500000.0,11500000.0,,10500000.0,-9800000.0,47300000.0,47300000.0,69200000.0,,166600000.0,,115600000.0,250000000.0,114600000.0,,,2721900000.0,,142500000.0,-2200000.0,,,,1337600000.0,971500000.0,1207100000.0,143600000.0,202200000.0,209200000.0,1135400000.0,153091040,,153091040,,48300000.0,114400000.0,
2000-08-31,589200000.0,808500000.0,,,21100000.0,,189500000.0,-5500000.0,2239600000.0,92100000.0,,20100000.0,65000000.0,72800000.0,20571,,15900000.0,21700000.0,11300000.0,,700000.0,4100000.0,57000000.0,57000000.0,80000000.0,,155200000.0,,82600000.0,227800000.0,107400000.0,,,2427500000.0,,129700000.0,13600000.0,,,,1258800000.0,870500000.0,1114300000.0,131400000.0,258800000.0,69300000.0,1000000000.0,152231900,,152231900,,46900000.0,92100000.0,
2001-03-07,767000000.0,1106000000.0,,,38100000.0,,250800000.0,33200000.0,2901200000.0,112300000.0,,35300000.0,65000000.0,72800000.0,26909,175700000.0,18800000.0,17300000.0,36500000.0,175700000.0,15500000.0,-10700000.0,53200000.0,53200000.0,81800000.0,,188100000.0,,109300000.0,332000000.0,209600000.0,,,3195900000.0,,205300000.0,-13500000.0,,,,1949100000.0,1246300000.0,1496800000.0,753900000.0,300000000.0,75200000.0,1646900000.0,135194150,,135194150,,291300000.0,112300000.0,
2001-08-30,767000000.0,1106000000.0,,,38100000.0,,250800000.0,33200000.0,2901200000.0,112300000.0,,35300000.0,65000000.0,72800000.0,26909,175700000.0,18800000.0,17300000.0,36500000.0,175700000.0,15500000.0,-10700000.0,53200000.0,53200000.0,81800000.0,,188100000.0,,109300000.0,332000000.0,209600000.0,,,3195900000.0,,205300000.0,-13500000.0,,,,1949100000.0,1246300000.0,1496800000.0,753900000.0,300000000.0,75200000.0,1646900000.0,135194150,,135194150,,291300000.0,112300000.0,
2002-03-07,814100000.0,960500000.0,,,49300000.0,,290500000.0,146900000.0,3102000000.0,199600000.0,,43600000.0,65000000.0,72800000.0,26612,188500000.0,25900000.0,11000000.0,29900000.0,188500000.0,15600000.0,2600000.0,47400000.0,47400000.0,80700000.0,,281600000.0,,81300000.0,280800000.0,169300000.0,,,3462500000.0,,263000000.0,-35500000.0,,,,1909900000.0,1248400000.0,1448300000.0,627400000.0,285700000.0,117900000.0,1622000000.0,21621390,,21621390,,292300000.0,199600000.0,
2002-08-29,814100000.0,960500000.0,,,49300000.0,,290500000.0,146900000.0,3102000000.0,199600000.0,,43600000.0,65000000.0,72800000.0,26612,188500000.0,25900000.0,11000000.0,29900000.0,188500000.0,15600000.0,2600000.0,47400000.0,47400000.0,80700000.0,,281600000.0,,81300000.0,280800000.0,169300000.0,,,3462500000.0,,263000000.0,-35500000.0,,,,1909900000.0,1248400000.0,1448300000.0,627400000.0,285700000.0,117900000.0,1622000000.0,21621390,,21621390,,292300000.0,199600000.0,
2003-03-06,645000000.0,823600000.0,,,21800000.0,,242700000.0,40900000.0,2888200000.0,165800000.0,,37000000.0,65000000.0,72800000.0,22964,133300000.0,29500000.0,13900000.0,33000000.0,133300000.0,12000000.0,900000.0,10800000.0,10800000.0,39200000.0,,246700000.0,,104600000.0,272700000.0,150500000.0,,,3212600000.0,,238500000.0,-66000000.0,,,,1629100000.0,1024600000.0,1233400000.0,526300000.0,251800000.0,86500000.0,1375500000.0,21621390,,21621390,,246300000.0,165800000.0,
2003-08-28,645000000.0,823600000.0,,,21800000.0,,242700000.0,40900000.0,2888200000.0,165800000.0,,37000000.0,65000000.0,72800000.0,22964,133300000.0,29500000.0,13900000.0,33000000.0,133300000.0,12000000.0,900000.0,10800000.0,10800000.0,39200000.0,,246700000.0,,104600000.0,272700000.0,150500000.0,,,3212600000.0,,238500000.0,-66000000.0,,,,1629100000.0,1024600000.0,1233400000.0,526300000.0,251800000.0,86500000.0,1375500000.0,21621390,,21621390,,246300000.0,165800000.0,
2004-03-11,1166800000.0,1624800000.0,,,69600000.0,,364800000.0,58700000.0,3853200000.0,180300000.0,,64100000.0,65000000.0,72800000.0,45901,342100000.0,30700000.0,22700000.0,54300000.0,342100000.0,24700000.0,-5500000.0,60000000.0,60000000.0,95700000.0,,277800000.0,,171500000.0,308600000.0,207000000.0,,,4422800000.0,,441100000.0,-16400000.0,,,,2832200000.0,1919100000.0,2186000000.0,1056000000.0,261100000.0,102000000.0,2563700000.0,21621390,,21621390,,473100000.0,180300000.0,
