datadate,aps,rects,xads,obs,capxs,dms,ches,oancfs,cogss,drcs,drlts,dps,ebits,ebitdas,emps,gdwlias,dvts,txps,xints,intans,nopis,scstkcs,nis,ibs,pis,acos,lcos,aos,los,ppegts,ppents,pstkqs,xrds,revts,fatls,xsgas,spis,txfeds,txdis,txts,ats,lcts,acts,dlcs,ceqs,invts,lts,pstks,dcvts,dcpstks,txfos,dltts,drs,dcs
2000-09-30,1525999.3325,1248999.4549,,,2216765.5468,,2900999.326,3778922.2877,19793054.0499,,,3823439.6812326,,,396,,,,1020865.6098,478999.5842,27317.2274,,-426962.5216,-426962.5216,-457315.0663,,286999.9004,,3918999.2595,66020984.908,26278993.6933,,,22603722.6849,,1393193.0483,-1268746.5890161,,,,36019991.6504,7002998.5001,9261997.7446,19633995.5068,17332995.6639,4516998.8637,18820995.4124,,,,,7898998.2811,,
2001-03-31,3465998.54577,2611999.71729,,,1457237.64798,292000.22478,1595999.1771,2430121.041,23132077.13565,,,3542881.4692992,,,406,,,,1185832.10034,537999.73677,169106.07708,,27140.2722,27140.2722,203554.16073,,258999.57522,,3335998.61988,70043975.46927,26815990.45104,,,25856568.40698,,1348675.14636,-1268746.5890161,,,,37417986.7002,7338997.33227,10063996.51239,19839993.19983,17153994.2094,4693998.37824,20412993.43287,,,,,8746996.79043,,
2001-12-18,3465998.54577,2611999.71729,,,1457237.64798,292000.22478,1595999.1771,2430121.041,23132077.13565,,,3542881.4692992,,,406,,,,1185832.10034,537999.73677,169106.07708,,27140.2722,27140.2722,203554.16073,,258999.57522,,3335998.61988,70043975.46927,26815990.45104,,,25856568.40698,,1348675.14636,-1268746.5890161,,,,37417986.7002,7338997.33227,10063996.51239,19839993.19983,17153994.2094,4693998.37824,20412993.43287,,,,,8746996.79043,,
2002-07-17,3011000.10784,2897000.1156400004,,,1778851.68296,237000.29764,2266999.9372,3285347.95208,22780354.05844,,,4193869.327193,,,450,202999.8938,,,731640.78812,810999.8522,81404.81304,,-10981644.25924,-10981644.25924,-10987674.16744,,579999.99724,,2435000.40572,69641007.95548,12337001.35288,,,25592346.14888,,1193940.76572,-11933382.3126478,,,,24746003.107,6239000.44084,11598001.20036,19828002.261919998,6088000.8758,5496000.69476,18812002.368359998,,,,,9147001.01728,,
2002-11-27,3011000.10784,2897000.1156400004,,,1778851.68296,237000.29764,2266999.9372,3285347.95208,22780354.05844,,,4193869.327193,,,450,202999.8938,,,731640.78812,810999.8522,81404.81304,,-10981644.25924,-10981644.25924,-10987674.16744,,579999.99724,,2435000.40572,69641007.95548,12337001.35288,,,25592346.14888,,1193940.76572,-11933382.3126478,,,,24746003.107,6239000.44084,11598001.20036,19828002.261919998,6088000.8758,5496000.69476,18812002.368359998,,,,,9147001.01728,,
2003-07-22,4309998.72415,3718998.98192,,,2489948.20079,13999.83461,3821999.07383,5167301.74212,26344062.89321,,,3675871.3665018,,,1831,473999.81571,,452999.7479,526100.37806,1617999.65883,28306.08737,,1360638.10696,1360638.10696,2300591.26094,,1168999.77342,,2012999.18936,74479980.62318,13735996.57884,,,30626070.7932,,1502167.91202,-16593.15249985,,,,32642991.50309,12957996.47346,17288995.26542,13148996.6991,10277997.6274,8879997.987,19697994.74067,,,,,3830998.92238,,
2003-11-26,4309998.72415,3718998.98192,,,2489948.20079,13999.83461,3821999.07383,5167301.74212,26344062.89321,,,3675871.3665018,,,1831,473999.81571,,452999.7479,526100.37806,1617999.65883,28306.08737,,1360638.10696,1360638.10696,2300591.26094,,1168999.77342,,2012999.18936,74479980.62318,13735996.57884,,,30626070.7932,,1502167.91202,-16593.15249985,,,,32642991.50309,12957996.47346,17288995.26542,13148996.6991,10277997.6274,8879997.987,19697994.74067,,,,,3830998.92238,,
2004-07-21,3467712.0,2566648.71,,,6605991.36,13999.83461,12801275.58,10386339.27,28055957.4,,,3304079.34,,,1754,369528.06,,1064695.95,327265.32,1563721.3800000001,155505.21,8855669.52,6111842.4,6111842.4,8448213.36,,1310686.77,,1160058.03,35918994.36,14096791.11,,,37301744.52,,1495450.8,-21673.2,,-255743.76,2085503.67,39237161.28,10263343.86,23576648.79,3274278.69,24664101.6,7149446.85,12037837.11,,,,2085503.67,3830998.92238,,
2004-11-24,3467712.0,2566648.71,,,6605991.36,13999.83461,12801275.58,10386339.27,28055957.4,,,3304079.34,,,1754,369528.06,,1064695.95,327265.32,1563721.3800000001,155505.21,8855669.52,6111842.4,6111842.4,8448213.36,,1310686.77,,1160058.03,35918994.36,14096791.11,,,37301744.52,,1495450.8,-21673.2,,-255743.76,2085503.67,39237161.28,10263343.86,23576648.79,3274278.69,24664101.6,7149446.85,12037837.11,,,,2085503.67,3830998.92238,,
2005-07-13,3050539.36,1421009.4,,,9092343.2,13999.83461,6392689.96,6230742.52,27785629.24,,,2983855.12,,,1869,-457263.36,,1461760.88,217517.64,1471287.2000000002,164593.64,29637.44,6184698.64,6184698.64,8363579.72,,2197933.72,,921936.08,43219855.36,18930914.8,,,37607794.4,,1388196.52,-6880.12,,-223868.52,2964273.24,40364605.56,7836985.92,19962403.56,3274278.69,30349797.04,10353522.12,9135211.639999999,,,,2964273.24,3830998.92238,,
2005-11-16,3050539.36,1421009.4,,,9092343.2,13999.83461,6392689.96,6230742.52,27785629.24,,,2983855.12,,,1869,-457263.36,,1461760.88,217517.64,1471287.2000000002,164593.64,29637.44,6184698.64,6184698.64,8363579.72,,2197933.72,,921936.08,43219855.36,18930914.8,,,37607794.4,,1388196.52,-6880.12,,-223868.52,2964273.24,40364605.56,7836985.92,19962403.56,3274278.69,30349797.04,10353522.12,9135211.639999999,,,,2964273.24,3830998.92238,,
2006-07-12,3436109.64,1070188.2,,,6693279.21,13999.83461,7432629.66,7902706.95,41605580.07,,,5078215.62,,,2002,1709424.27,,405635.85,104141.97,5461412.04,164593.64,361332.36,6224928.03,6224928.03,9151259.85,,1009198.98,,3882596.76,52954753.32,21674187.9,,,52066957.41,,2083414.77,575370.0,,892974.24,3308377.5,52154989.02,7207084.62,23904897.39,1238771.6099999999,40034819.97,13684024.71,11545949.790000001,,,,3308377.5,456268.41,,
2006-11-15,3436109.64,1070188.2,,,6693279.21,13999.83461,7432629.66,7902706.95,41605580.07,,,5078215.62,,,2002,1709424.27,,405635.85,104141.97,5461412.04,164593.64,361332.36,6224928.03,6224928.03,9151259.85,,1009198.98,,3882596.76,52954753.32,21674187.9,,,52066957.41,,2083414.77,575370.0,,892974.24,3308377.5,52154989.02,7207084.62,23904897.39,1238771.6099999999,40034819.97,13684024.71,11545949.790000001,,,,3308377.5,456268.41,,
2007-07-11,4758918.4,1150474.24,,,11416830.72,13999.83461,33680844.8,11935153.92,30125757.44,,,3503763.2,,,2158,2788782.08,,877592.32,56913.92,9000529.92,1434027.52,27193166.08,8953271.04,11440714.24,14379403.52,,1778051.84,2475247.36,2407662.08,55888961.28,24758571.52,,,44117434.88,,2336011.52,211394.56,,201739.52,3193277.44,88457443.84,9080311.04,50309872.64,10057502.719999999,69554908.16,13426095.36,18535136.0,,,,3193277.44,4865632.0,,
2007-11-14,4758918.4,1150474.24,,,11416830.72,13999.83461,33680844.8,11935153.92,30125757.44,,,3503763.2,,,2158,2788782.08,,877592.32,56913.92,9000529.92,1434027.52,27193166.08,8953271.04,11440714.24,14379403.52,,1778051.84,2475247.36,2407662.08,55888961.28,24758571.52,,,44117434.88,,2336011.52,211394.56,,201739.52,3193277.44,88457443.84,9080311.04,50309872.64,10057502.719999999,69554908.16,13426095.36,18535136.0,,,,3193277.44,4865632.0,,
2008-07-09,3945956.16,1016245.1,,,22141030.34,13999.83461,61830066.64,30917050.68,32784117.36,,,6848432.86,,,847,4376662.52,,4869907.04,48416.64,16384997.92,2347702.7,-1684495.6,14297030.32,10129164.56,14763040.48,,5288509.24,8327662.08,5969368.24,62901789.14,27238899.06,,,62506890.92,,3484989.4,-18168848.5,,-5352560.42,2860616.48,129395992.1,13788655.6,73246811.22,46064902.58,81977945.3,8750299.0,44560960.699999996,,,,2860616.48,22997904.0,,
2008-12-31,3945956.16,1016245.1,,,22141030.34,13999.83461,61830066.64,30917050.68,32784117.36,,,6848432.86,,,847,4376662.52,,4869907.04,48416.64,16384997.92,2347702.7,-1684495.6,14297030.32,10129164.56,14763040.48,,5288509.24,8327662.08,5969368.24,62901789.14,27238899.06,,,62506890.92,,3484989.4,-18168848.5,,-5352560.42,2860616.48,129395992.1,13788655.6,73246811.22,46064902.58,81977945.3,8750299.0,44560960.699999996,,,,2860616.48,22997904.0,,
2009-06-30,3945956.16,1016245.1,,,22141030.34,13999.83461,61830066.64,30917050.68,32784117.36,,,6848432.86,,,847,4376662.52,,4869907.04,48416.64,16384997.92,2347702.7,-1684495.6,14297030.32,10129164.56,14763040.48,,5288509.24,8327662.08,5969368.24,62901789.14,27238899.06,,,62506890.92,,3484989.4,-18168848.5,,-5352560.42,2860616.48,129395992.1,13788655.6,73246811.22,46064902.58,81977945.3,8750299.0,44560960.699999996,,,,2860616.48,22997904.0,,
2009-11-11,3945956.16,1016245.1,,,22141030.34,13999.83461,61830066.64,30917050.68,32784117.36,,,6848432.86,,,847,4376662.52,,4869907.04,48416.64,16384997.92,2347702.7,-1684495.6,14297030.32,10129164.56,14763040.48,,5288509.24,8327662.08,5969368.24,62901789.14,27238899.06,,,62506890.92,,3484989.4,-18168848.5,,-5352560.42,2860616.48,129395992.1,13788655.6,73246811.22,46064902.58,81977945.3,8750299.0,44560960.699999996,,,,2860616.48,22997904.0,,
2009-12-31,3945956.16,1016245.1,,,22141030.34,13999.83461,61830066.64,30917050.68,32784117.36,,,6848432.86,,,847,4376662.52,,4869907.04,48416.64,16384997.92,2347702.7,-1684495.6,14297030.32,10129164.56,14763040.48,,5288509.24,8327662.08,5969368.24,62901789.14,27238899.06,,,62506890.92,,3484989.4,-18168848.5,,-5352560.42,2860616.48,129395992.1,13788655.6,73246811.22,46064902.58,81977945.3,8750299.0,44560960.699999996,,,,2860616.48,22997904.0,,
2010-03-17,19442189.28,6349493.28,,,28270937.76,13999.83461,22939146.24,10557108.16,10523.68,,,6848432.86,,,1292,6395302.24,,1551933.28,294663.04,17574545.6,243282.72,-1684495.6,-8982889.44,-6006545.12,-4713989.6,,2146830.72,3631288.64,10526156.16,241904736.96,185583858.72,,,62506890.92,,2597491.84,-2081831.52,,300234.4,376995.36,270333529.92,29523874.72,57707527.84,111427200.0,168139930.56,19354904.64,98626690.88,,,,376995.36,55713600.0,,
2010-06-30,19442189.28,6349493.28,,,28270937.76,13999.83461,22939146.24,10557108.16,10523.68,,,6848432.86,,,1292,6395302.24,,1551933.28,294663.04,17574545.6,243282.72,-1684495.6,-8982889.44,-6006545.12,-4713989.6,,2146830.72,3631288.64,10526156.16,241904736.96,185583858.72,,,62506890.92,,2597491.84,-2081831.52,,300234.4,376995.36,270333529.92,29523874.72,57707527.84,111427200.0,168139930.56,19354904.64,98626690.88,,,,376995.36,55713600.0,,
2010-07-28,19442189.28,6349493.28,,,28270937.76,13999.83461,22939146.24,10557108.16,10523.68,,,6848432.86,,,1292,6395302.24,,1551933.28,294663.04,17574545.6,243282.72,-1684495.6,-8982889.44,-6006545.12,-4713989.6,,2146830.72,3631288.64,10526156.16,241904736.96,185583858.72,,,62506890.92,,2597491.84,-2081831.52,,300234.4,376995.36,270333529.92,29523874.72,57707527.84,111427200.0,168139930.56,19354904.64,98626690.88,,,,376995.36,55713600.0,,
2010-12-30,19442189.28,6349493.28,,,28270937.76,13999.83461,22939146.24,10557108.16,10523.68,,,6848432.86,,,1292,6395302.24,,1551933.28,294663.04,17574545.6,243282.72,-1684495.6,-8982889.44,-6006545.12,-4713989.6,,2146830.72,3631288.64,10526156.16,241904736.96,185583858.72,,,62506890.92,,2597491.84,-2081831.52,,300234.4,376995.36,270333529.92,29523874.72,57707527.84,111427200.0,168139930.56,19354904.64,98626690.88,,,,376995.36,55713600.0,,
2010-12-31,19442189.28,6349493.28,,,28270937.76,13999.83461,22939146.24,10557108.16,10523.68,,,6848432.86,,,1292,6395302.24,,1551933.28,294663.04,17574545.6,243282.72,-1684495.6,-8982889.44,-6006545.12,-4713989.6,,2146830.72,3631288.64,10526156.16,241904736.96,185583858.72,,,62506890.92,,2597491.84,-2081831.52,,300234.4,376995.36,270333529.92,29523874.72,57707527.84,111427200.0,168139930.56,19354904.64,98626690.88,,,,376995.36,55713600.0,,
2011-07-27,4814435.7,2758524.21,,,34712658.36,13999.83461,23542013.61,40408565.31,60988194.45,,,20910421.26,23716991.4,53479150.08,1621,6395302.24,,1551933.28,3055339.62,7110107.37,3205.35,1452023.55,9378854.1,2562356.79,11202698.25,,29241125.91,935321.13,2395678.59,174881972.79,153843337.53,,,85120633.53,,10042361.55,-1418046.84,,6967789.83,7706302.47,310554181.17,62736392.34,135656181.63,84621240.0,198664387.65,13064365.53,105899635.44,,,,7706302.47,34617780.0,,
2011-12-30,4814435.7,2758524.21,,,34712658.36,13999.83461,23542013.61,40408565.31,60988194.45,,,20910421.26,23716991.4,53479150.08,1621,6395302.24,,1551933.28,3055339.62,7110107.37,3205.35,1452023.55,9378854.1,2562356.79,11202698.25,,29241125.91,935321.13,2395678.59,174881972.79,153843337.53,,,85120633.53,,10042361.55,-1418046.84,,6967789.83,7706302.47,310554181.17,62736392.34,135656181.63,84621240.0,198664387.65,13064365.53,105899635.44,,,,7706302.47,34617780.0,,
2011-12-31,4814435.7,2758524.21,,,34712658.36,13999.83461,23542013.61,40408565.31,60988194.45,,,20910421.26,23716991.4,53479150.08,1621,6395302.24,,1551933.28,3055339.62,7110107.37,3205.35,1452023.55,9378854.1,2562356.79,11202698.25,,29241125.91,935321.13,2395678.59,174881972.79,153843337.53,,,85120633.53,,10042361.55,-1418046.84,,6967789.83,7706302.47,310554181.17,62736392.34,135656181.63,84621240.0,198664387.65,13064365.53,105899635.44,,,,7706302.47,34617780.0,,
