Date,CLOSE,COUNT,HIGH,LOW,OPEN,VOLUME
1998-12-21,101.0,,,,,
1999-02-25,100.0,,,,,
1999-03-30,100.5,,,,,
1999-06-16,97.5,,,,,
1999-08-13,96.5,,,,,
1999-08-27,97.5,,,,,
1999-09-07,96.5,,,,,
1999-09-14,96.0,,,,,
1999-10-07,94.0,,,,,
1999-11-05,95.5625,,,,,
1999-11-11,96.0,,,,,
1999-11-17,96.25,,,,,
1999-11-23,95.625,,,,,
1999-11-29,95.0625,,,,,
1999-12-07,95.3125,,,,,
1999-12-14,96.0625,,,,,
1999-12-21,95.375,,,,,
1999-12-29,95.125,,,,,
2000-01-04,95.75,,,,,
2000-01-05,94.625,,,,,
2000-01-06,94.125,,,,,
2000-01-07,94.0625,,,,,
2000-01-10,94.4375,,,,,
2000-01-11,94.875,,,,,
2000-01-12,94.3125,,,,,
2000-01-13,94.0625,,,,,
2000-01-14,94.625,,,,,
2000-01-17,94.375,,,,,
2000-01-18,94.0,,,,,
2000-01-19,93.4375,,,,,
2000-01-20,93.8125,,,,,
2000-01-21,93.5625,,,,,
2000-01-24,93.75,,,,,
2000-01-25,93.875,,,,,
2000-01-26,94.3125,,,,,
2000-01-27,94.375,,,,,
2000-01-28,93.6875,,,,,
2000-01-31,93.5,,,,,
2000-02-01,94.125,,,,,
2000-02-02,95.0625,,,,,
2000-02-03,94.9375,,,,,
2000-02-04,94.625,,,,,
2000-02-07,94.75,,,,,
2000-02-08,94.5625,,,,,
2000-02-09,94.8125,,,,,
2000-02-10,94.625,,,,,
2000-02-11,94.375,,,,,
2000-02-14,94.6875,,,,,
2000-02-15,94.5625,,,,,
2000-02-16,95.0625,,,,,
2000-02-17,94.3125,,,,,
2000-02-18,94.625,,,,,
2000-02-21,94.9375,,,,,
2000-02-22,94.75,,,,,
2000-02-23,96.0625,,,,,
2000-02-24,95.0,,,,,
2000-02-25,95.25,,,,,
2000-02-28,95.3125,,,,,
2000-03-01,96.0,,,,,
2000-03-02,95.0625,,,,,
2000-03-03,96.0,,,,,
2000-03-06,95.25,,,,,
2000-03-07,95.375,,,,,
2000-03-08,95.5,,,,,
2000-03-09,95.4375,,,,,
2000-03-10,95.5,,,,,
