Date,CLOSE
1999-04-23,1.1152
1999-04-29,1.2055
1999-05-04,1.1357
1999-05-05,1.1141
1999-05-11,1.1079
1999-05-25,1.0911
1999-06-02,1.0862
1999-06-16,1.1159
1999-06-17,1.1315
1999-06-18,1.1424
1999-06-21,1.1486
1999-06-24,1.138
1999-06-25,1.1236
1999-06-28,1.1256
1999-06-30,1.128
1999-07-05,1.1687
1999-07-08,1.1716
1999-07-22,1.1523
1999-08-09,1.1098
1999-08-11,1.0853
1999-08-16,1.1217
1999-08-18,1.1266
1999-08-20,1.1184
1999-09-28,1.1032
1999-10-12,1.1459
1999-10-21,1.1801
1999-11-19,1.2939
1999-11-23,1.2904
2000-10-10,1.4192
2000-10-13,1.3649
