Date,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME
2007-11-12,,14.098981,,,,
2007-11-13,,14.098981,,,,
2007-11-29,,14.05298,,,1.0,1238.0
2007-12-03,,14.122458,,,,
2007-12-05,,14.234882,,,1.0,1426.0
2007-12-07,,14.235454,,,,
2007-12-31,,13.742813,,,,
2008-01-01,,13.742813,,,,
2008-01-23,,12.54986,,,1.0,496.0
2008-02-06,,13.286723,,,,
2008-02-07,,13.364695,,,,
2008-02-08,,13.297603,,,,
2008-02-11,,13.265918,,,1.0,6200.0
2008-02-12,,13.373475,,,1.0,2500.0
2008-02-25,,13.369753,,,1.0,4928.0
2008-02-26,,13.315449,,,1.0,7777.0
2008-02-27,,13.185847,,,1.0,3095.0
2008-02-28,,13.185847,,,,
2008-03-17,,12.339901,,,1.0,584.0
2008-03-26,,12.396113,,,1.0,339.0
2008-03-28,,12.573051,,,1.0,1603.0
2008-04-11,,12.521229,,,1.0,3872.0
2008-04-16,,12.224518,,,,
2008-04-29,,12.489258,,,1.0,370.0
2008-05-02,,13.027041,,,1.0,267.0
2008-05-06,,13.151108,,,,
2008-05-08,,13.193959,,,1.0,417.0
2008-05-09,,13.184702,,,,
2008-05-12,,13.261719,,,2.0,5200.0
2008-05-13,,13.649285,,,2.0,3445.0
2008-05-15,,14.001159,,,2.0,3652.0
2008-05-22,,14.266662,,,1.0,2493.0
2008-05-23,,14.449041,,,,
2008-05-28,,12.788451,,,1.0,14.0
2008-07-03,,13.073328,,,2.0,4601.0
2008-07-08,,13.20837,,,1.0,4834.0
2008-07-28,,13.305906,,,1.0,273.0
2008-08-01,,13.86688,,,,
2008-08-04,,13.676007,,,1.0,2739.0
2008-08-05,,13.318122,,,1.0,933.0
2008-08-08,,13.297698,,,1.0,188.0
2008-10-17,,12.749417,,,,
2008-10-30,,13.633538,,,,
2008-12-03,13.046129,13.046701,13.361068,,2.0,3850.0
2008-12-04,13.31335,13.31335,13.361068,,2.0,643.0
2008-12-22,12.568948,12.565798,12.406706,,1.0,1760.0
2008-12-24,,12.674691,,,,
2009-01-27,11.948612,11.953384,12.406706,,1.0,10345.0
2009-02-26,,12.886846,,,,
2009-04-01,11.786371,11.782649,11.452344,11.782649,1.0,1000.0
2009-04-02,11.948612,11.945177,12.406706,11.945177,1.0,1000.0
2009-04-09,12.273095,12.273095,12.406706,12.31127,1.0,6600.0
2009-05-18,12.559404,12.554632,12.406706,12.559404,2.0,144.0
2009-05-19,,12.492599,,12.492599,,
2009-06-08,,12.239311,,12.239311,,
2009-06-12,,12.496607,,12.459196,,
2009-09-01,,11.919981,,11.919981,,
2009-09-03,,11.857948,,11.824736,,
2009-10-23,,12.235112,,,,
2010-02-12,12.454424,12.453661,12.406706,12.453661,1.0,549.0
2010-12-14,13.924142,13.92481,13.924142,13.92481,1.0,1586.0
2011-03-01,,14.215728,,,,
2011-03-18,,13.914598,,,1.0,701.0
2011-04-11,,13.800075,,,1.0,1151.0
2011-05-17,,14.110242,,,1.0,2100.0
2011-06-28,14.073976,14.073976,14.07684,,1.0,477.0
2011-07-07,14.378418,14.378437,14.382235,,1.0,922.0
2011-07-08,14.267712,14.267884,14.267712,,1.0,1112.0
2011-08-01,13.599659,13.599659,13.599659,,1.0,379.0
2012-05-29,,13.633548,,,,
2012-08-06,12.788451,12.788451,12.788451,,1.0,2364.0
2012-11-30,13.555596,13.555596,13.555596,,1.0,563.0
2013-01-21,14.272484,14.272484,14.272484,,1.0,1000.0
2013-03-01,15.651604,15.651604,15.651604,,1.0,1200.0
2013-03-04,15.775604,15.775604,15.775604,,1.0,162.0
2013-03-13,16.367308,16.367308,16.367308,,1.0,87.0
2013-03-15,16.80517,16.80517,16.80517,,1.0,15.0
2013-03-18,17.178516,17.178516,17.178516,,1.0,1489.0
2013-03-20,17.53163,17.53163,17.53163,,1.0,641.0
2013-03-25,17.774992,17.774992,17.774992,,1.0,3294.0
2013-03-26,17.846569,17.846569,17.846569,,1.0,36819.0
2013-04-03,17.173744,17.092623,17.025818,,11.0,2577.0
2013-04-04,17.154657,17.154657,17.154657,,2.0,113.0
2013-04-05,16.963785,16.924379,16.924379,,2.0,35434.0
2013-04-12,16.615442,16.615442,16.615442,,1.0,948.0
