Date,HIGH,LOW,CLOSE,OPEN,COUNT,VOLUME
2017-02-24,7.985888,6.4885340000000005,7.3619905,6.4885340000000005,317,20237499.949911643
2017-02-27,7.6614613,7.098456196,7.237211,7.3619905,90,3163442.312238789
2017-02-28,7.3869464,7.17482125,7.237211,7.237211,44,1676741.7724866665
2017-03-01,7.2371111764,6.7381928235999995,6.987652,7.237211,64,1923519.087670651
2017-03-02,7.3869464,7.034069974,7.237211,6.987652,36,1459905.2729013981
2017-03-03,8.3601266764,7.137387400000001,7.985888,7.237211,64,3347496.984680977
2017-03-06,8.07572924,7.48677,7.8611085,7.985888,67,4191960.618531089
2017-03-07,9.0839476,7.874085568,8.734565,7.8611085,106,4018161.036067623
2017-03-08,9.3834184,8.48501598236,8.609785500000001,8.734565,71,1987836.5436630216
2017-03-09,8.6346415764,7.8362524236,7.985888,8.609785500000001,36,1063787.5211873746
2017-03-10,8.8066376392,7.8362524236,8.235447,7.985888,57,2243727.9360792437
2017-03-13,8.3851824,7.985888,8.235447,8.235447,34,1115476.7009003882
2017-03-14,8.7844768,8.2605027236,8.7844768,8.609785500000001,97,5394438.790025605
2017-03-15,9.17378884,8.1605793,8.3602265,8.485006,74,2115686.070227882
2017-03-16,8.485006,7.985888,8.235447,8.3602265,56,4881085.234353399
2017-03-17,8.47502364,8.160679123600001,8.235447,8.235447,28,831951.5625563494
2017-03-20,8.36521768,7.519711788,7.8611085,8.235447,52,2343034.112173875
2017-03-21,8.8343886,8.171060778,8.609785500000001,7.8611085,50,2210969.149579859
2017-03-22,9.3334067764,8.1731570736,8.3602265,8.734565,51,2213146.99129264
2017-03-23,8.5349178,8.0857116,8.3602265,8.3602265,18,698216.6541779699
2017-03-24,8.62975022,7.86609968,8.1106675,8.3602265,32,1134302.9103338288
2017-03-27,8.38019122,7.7363290000000005,8.1106675,8.1106675,20,844555.7964248935
2017-03-28,8.235447,7.179313312000001,7.6115495,8.1106675,41,1662186.096273827
2017-03-29,7.95594092,7.2871228,7.6115495,7.6115495,19,773528.5042815526
2017-03-30,7.86609968,7.3070875200000005,7.7363290000000005,7.6115495,19,732490.1125585532
2017-03-31,7.9309850200000005,7.3370346,7.7363290000000005,7.7363290000000005,23,938777.002632644
2017-04-03,7.903034412,7.6515787636,7.7363290000000005,7.7363290000000005,15,588184.557559535
2017-04-04,7.9110203,7.0251856736,7.48677,7.7363290000000005,48,1772190.1434129805
2017-04-05,7.7363290000000005,7.3370346,7.6115495,7.48677,13,443527.3823023814
2017-04-06,8.0857116,7.48677,7.6115495,7.985888,20,719212.6911872543
2017-04-07,8.485006,7.3370346,7.985888,7.6115495,63,2092102.4687548836
2017-04-10,9.6828892,7.985888,8.609785500000001,7.985888,127,5123774.337932113
2017-04-11,8.909256300000001,8.285358800000001,8.609785500000001,8.609785500000001,32,1455168.9179713014
2017-04-12,9.6828892,7.74631136,7.8611085,8.734565,238,7955547.585941601
2017-04-13,8.285358800000001,7.24719336,8.1106675,7.8611085,120,4289257.249788627
2017-04-18,8.864335680000002,7.4967523599999994,7.7363290000000005,8.734565,118,3564671.07978474
2017-04-19,7.9608322764,7.50673472,7.6115495,7.7363290000000005,65,2472545.570386161
2017-04-20,7.659464828,7.087475599999999,7.237211,7.6115495,44,1110430.7999310785
2017-04-21,7.4618141,7.012607900000001,7.237211,7.237211,38,1365192.1990391049
2017-04-24,7.35699932,6.738093,7.1124315000000005,7.237211,81,5232914.861816244
2017-04-25,7.28213162,6.7381928235999995,6.987652,7.1124315000000005,81,4100251.8442532625
2017-04-26,7.187199376400001,6.869361034,6.987652,6.987652,22,706700.6198934921
2017-04-27,7.087475599999999,6.82793424,6.987652,6.987652,18,316933.069935366
2017-04-28,7.168332716,6.82793424,6.987652,6.987652,26,955266.0893816693
2017-05-02,6.987651001764,6.75805772,6.8628725,6.987652,25,884522.2973324945
2017-05-03,6.9376403764,6.75805772,6.8628725,6.8628725,16,765237.879619649
2017-05-04,6.8379166,6.548428159999999,6.738093,6.8628725,34,1078286.0966745338
2017-05-05,7.153359176,6.6632253,6.8628725,6.738093,30,836990.4511558389
2017-05-08,7.14736976,6.69816356,6.6133135,6.8628725,22,1194458.0239542553
2017-05-09,6.721122987999999,6.4885340000000005,6.6133135,6.6133135,23,1002372.1845335171
2017-05-10,6.5763787680000005,5.7136033932,6.238975,6.6133135,41,1500487.8605860737
2017-05-11,7.48677,6.3387986,6.987652,6.238975,65,4052380.399023878
2017-05-12,7.8860644,6.598339960000001,6.738093,7.7363290000000005,116,5621868.976875207
2017-05-15,6.772532142,5.989416,6.3637545,6.738093,40,1619890.4868187483
2017-05-16,6.388710400000001,5.739857,5.8646365000000005,6.238975,64,2744333.0034180293
2017-05-17,6.1641072999999995,5.85964532,5.989416,5.8646365000000005,20,544206.9811146864
2017-05-18,6.1890632000000005,5.739857,6.238975,5.989416,20,557367.1957332735
2017-05-19,6.09922196,5.85964532,5.989416,6.238975,15,518526.6810653994
2017-05-22,6.0393278,5.85465414,5.8646365000000005,5.989416,9,185617.4291450118
2017-05-23,5.989416,5.5152539,5.6150775,5.8646365000000005,41,1319283.2155923047
2017-05-24,5.739857,5.5152539,5.6150775,5.6150775,18,586826.1613486189
2017-05-25,5.6699804799999995,5.1159595,5.3655185,5.6150775,31,1298161.957693371
2017-05-26,5.47532446,5.140915400000001,5.2407390000000005,5.3655185,18,1140687.172171711
2017-05-30,5.3655185,5.140915400000001,5.2407390000000005,5.2407390000000005,14,424580.9608148774
2017-05-31,5.340562599999999,5.140915400000001,5.2407390000000005,5.2407390000000005,12,206272.86533444998
2017-06-01,5.3904744,5.140915400000001,5.2407390000000005,5.2407390000000005,10,479227.35705785005
2017-06-02,5.6899452,5.2407390000000005,5.2407390000000005,5.2407390000000005,16,842061.3963030786
