Date,CLOSE
1994-06-16,17.4375
1994-06-17,17.25
1994-06-20,17.25
1994-06-21,17.0
1994-06-22,16.8125
1994-06-23,17.0
1994-06-24,16.875
1994-06-27,16.5625
1994-06-28,15.75
1994-06-29,16.0
1994-06-30,16.75
1994-07-01,16.875
1994-07-04,17.0
1994-07-05,17.0
1994-07-06,17.125
1994-07-07,17.3125
1994-07-08,17.3125
1994-07-11,17.75
1994-07-12,17.625
1994-07-13,17.875
1994-07-14,17.6875
1994-07-15,17.375
1994-07-18,17.4375
1994-07-19,17.5
1994-07-20,17.6875
1994-07-21,17.5
1994-07-22,17.125
1994-07-25,17.0625
1994-07-26,17.1875
1994-07-27,16.875
1994-07-28,17.125
1994-07-29,17.6875
1994-08-01,17.75
1994-08-02,18.0
1994-08-03,18.0625
1994-08-04,17.8125
1994-08-05,16.125
1994-08-08,15.0
1994-08-09,15.8125
1994-08-10,15.6875
1994-08-11,15.75
1994-08-12,15.6875
1994-08-15,15.8125
1994-08-16,17.125
1994-08-17,17.125
1994-08-18,17.125
1994-08-19,17.0625
1994-08-22,17.1875
1994-08-23,16.8125
1994-08-24,17.4375
1994-08-25,17.375
1994-08-26,17.5
1994-08-31,17.8125
1994-09-01,17.8125
1994-09-02,17.9375
1994-09-05,17.8125
1994-09-06,17.8125
1994-09-07,17.625
1994-09-08,17.5625
1994-09-09,17.8125
1994-09-12,17.375
1994-09-13,17.375
1994-09-14,17.0625
1994-09-15,18.0
1994-09-16,18.75
1994-09-19,18.625
1994-09-20,19.0
1994-09-21,19.1875
1994-09-22,18.875
1994-09-23,18.6875
1994-09-26,18.4375
1994-09-27,18.875
1994-09-28,18.625
1994-09-29,19.25
1994-09-30,19.0
1994-10-03,19.0625
1994-10-04,19.4375
1994-10-05,19.25
1994-10-06,19.0
1994-10-07,18.4375
1994-10-10,18.125
1994-10-11,18.9375
1994-10-12,19.4375
1994-10-13,19.5
1994-10-14,19.375
1994-10-17,19.0
1994-10-18,19.0625
1994-10-19,19.3125
1994-10-20,19.625
1994-10-21,19.25
1994-10-24,19.0625
1994-10-26,19.0
1994-10-27,19.3125
1994-10-28,19.0625
1994-10-31,19.9375
1994-11-01,19.625
1994-11-02,19.6875
1994-11-03,20.0625
1994-11-04,19.75
1994-11-07,19.25
1994-11-08,18.9375
1994-11-09,19.125
1994-11-10,19.625
1994-11-11,19.8125
1994-11-14,19.3125
1994-11-15,19.4375
1994-11-16,19.25
1994-11-17,19.6875
