Date,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME
2008-10-30,,4.509,,,,
2009-02-19,,4.0,,,,
2009-10-21,8.44,8.4396,8.0,8.4396,1,12071
2009-10-27,8.48,8.4788,8.0,8.4788,1,11098
2009-12-08,,7.89,,7.89,,
2010-05-05,7.0,6.5,6.5,6.5,1,1300
2010-05-06,,6.75,,6.75,,
2010-06-11,7.7,7.7008,8.0,7.7008,1,354
2010-11-01,8.25,8.25,8.25,8.25,1,800
2010-11-30,8.0,8.0,8.0,8.0,1,220
2011-01-21,7.93,7.93,7.93,7.93,1,2660
2011-01-25,7.88,7.88,7.88,7.88,1,2200
2011-02-17,,7.9892,,,1,200
2011-03-01,,7.87236,,,,
2011-04-27,8.43,8.43,8.43,,1,1091
2011-05-05,7.99,7.99,7.99,,1,152
2011-05-10,8.08,8.08,8.08,,1,1
2011-05-18,8.7,8.57,8.57,,2,45000
2011-05-26,8.6,8.6,8.6,,1,15000
2011-06-01,,8.74842,,,,
2011-06-06,8.5,8.5,8.5,,1,1500
2011-06-23,8.0,8.0,8.0,,1,4660
2011-06-28,8.5,8.5,9.0,,1,1000
2011-08-08,5.75,5.75,5.75,,1,260
2011-08-09,,5.75,,,,
2011-09-01,,6.25869,,,,
2011-09-23,4.5,4.5,4.5,,1,258
2011-10-12,3.955,3.95483,3.955,,1,10000
2011-10-21,3.95,3.95,3.95,,1,1348
2011-10-28,3.922,3.92195,3.922,,1,4119
2011-11-07,2.75,2.75,2.75,,1,647
2011-11-09,2.82,2.82,2.82,,1,4000
2012-02-17,3.0,3.0,3.0,,1,500
2012-03-21,3.75,3.544,3.03,,2,37000
2012-03-28,3.5,3.5,3.5,,1,1129
2012-04-12,3.25,3.25,3.0,,2,2000
2012-04-25,3.0,3.0,3.0,,1,692
2012-05-02,3.0,3.0,3.0,,1,693
2012-06-21,2.7,2.7,2.7,,1,82
2012-08-21,3.25,3.25,3.25,,1,10000
2012-09-19,4.5,4.5,4.5,,1,1000
2012-09-28,4.4,4.4,4.4,,1,500000
2012-10-04,5.24,5.24,5.24,,1,112735
2012-10-17,5.52,5.52,5.52,,1,550
2012-10-18,5.5,5.5,5.5,,1,550
2012-11-07,,5.3365,,,,
2012-11-30,4.90132,4.90132,4.90132,,1,2083
2012-12-20,5.75,5.75,5.72,,2,50000
2013-01-16,6.75,6.75,6.75,,1,5000
2013-02-14,7.8,7.8,7.8,,1,200
2013-03-01,7.5,7.5,7.5,,1,400
2013-03-07,7.37,7.37,7.37,,1,300
2013-03-08,7.25,7.25,7.25,,1,24
2013-03-25,7.11,7.11,7.11,,1,5960
2013-03-28,6.76,6.76,6.76,,1,300
2013-05-08,6.85,6.85,6.85,,1,20000
2013-05-15,6.75,6.75,6.75,,1,343
2013-05-31,6.10177,6.10177,6.10177,,1,4537
2013-06-17,6.1,6.1,6.1,,1,50000
2013-06-18,6.1,6.1,6.1,,1,797
2013-06-25,5.64,5.64,5.64,,1,50000
2013-06-27,5.8,5.8,5.8,,1,46323
2013-07-02,6.02,6.02,6.02,,1,19344
2013-07-03,6.0,5.93,5.93,,2,30000
2013-07-04,5.97,5.97,5.97,,1,15000
2013-07-05,6.02,6.02,6.02,,1,367676
2013-07-30,6.64,6.64,6.64,,1,107
2013-07-31,6.86,6.86,6.86,,1,6000
2013-08-06,6.92,6.92,6.92,,1,8018
2013-08-21,7.0,7.0,7.0,,3,223343
2013-08-27,7.05,6.925,6.925,,4,1020
2013-09-02,6.925,6.925,6.91,,5,114
2013-09-09,7.145,7.145,6.965,,12,23320
2013-09-13,7.2452402,7.2452402,7.2452402,,1,874
2013-09-18,7.25,7.25,7.25,,1,1233
2013-09-19,7.25,7.25,7.25,,1,1606
2013-09-20,7.385,7.385,7.385,,1,4000
2013-09-23,8.28,8.2289448,8.2289448,,3,85343
2013-09-24,8.25,8.0525,8.0525,,3,20900
2013-09-25,7.93,7.89,7.89,,2,167200
2013-09-26,8.0,8.28,7.9,,2,175229
2013-10-02,7.88,7.88,7.88,,1,295
2013-10-04,7.73,7.73,7.73,,1,153
2013-10-08,7.445,7.445,7.445,,1,200
2013-10-15,7.315,7.25,7.25,,5,51278
2013-10-16,7.295,7.2514343,7.2514343,,13,2697
2013-10-18,7.7,7.7,7.7,,1,4500
2013-10-22,7.48,7.403,7.403,,3,10848
2013-10-23,7.38,7.38,7.38,,4,780
2013-10-28,7.365,7.365,7.355,,10,1735
2013-11-19,7.4,7.35,7.35,,2,46003
2013-11-26,7.0811,7.0811,6.85,,4,41023
2013-11-29,7.45,7.45,7.45,,1,8900
2013-12-03,7.29,7.29,7.29,,1,750
2013-12-04,7.22,7.195,7.18,,6,566
2013-12-05,7.085,7.085,7.085,,2,300
2013-12-12,6.88,6.88,6.88,,1,293
2014-01-02,,7.006725,,,,
2014-01-06,7.22,7.22,7.14,,4,110900
2014-01-09,7.37,7.37,7.37,,1,2000
2014-01-10,7.57,7.5,7.5,,3,7649
2014-01-13,7.3,7.3,7.3,,1,25000
2014-01-24,7.3,7.3,7.3,,2,37030
2014-01-27,7.25,7.25,7.25,,1,789
2014-01-30,7.29,7.22,7.22,,4,603
2014-01-31,7.27,7.21,7.21,,12,3922
2014-02-03,7.75,7.75,7.75,,1,108
2014-02-04,7.75,7.75,7.64,,3,7032
2014-02-05,7.9,7.9,7.9,,1,10400
2014-02-06,7.95,7.95,7.9,,3,190000
2014-02-13,8.4,8.4,8.4,,1,12604
2014-02-14,8.65,8.65,8.65,,1,50000
2014-02-17,9.0,9.0,8.9,,2,15983
2014-02-25,9.0,9.0,9.0,,1,50000
2014-03-03,9.25,9.25,9.25,,1,878
2014-03-04,,9.1915,,,,
2014-03-05,,9.6344,,,,
2014-03-07,9.575,9.575,9.575,,1,100
2014-03-14,9.25,9.25,9.25,,1,150
2014-03-17,,9.2521,,,,
2014-03-18,9.9081,9.9081,9.9081,,1,34501
2014-03-19,10.0161,10.0161,10.0161,,1,22727
2014-03-20,9.8458,9.8458,9.8458,,1,14394
2014-03-21,9.7877,9.7877,9.7877,,1,15676
2014-03-24,9.538143,9.538143,9.538143,,1,40000
2014-03-25,9.74,9.636908,9.636908,,2,28004
2014-03-26,9.6664,9.6664,9.6664,,1,3726
2014-04-07,9.23,9.23,9.23,,1,1800
2014-04-08,9.1335,9.1335,9.1335,,1,114
2014-04-10,8.86,8.86,8.86,,1,17
2014-04-11,8.625,8.5,8.5,,2,45568
2014-04-14,7.95,7.95,7.95,,1,5151
2014-04-30,8.57,8.57,8.563,,2,277
2014-05-02,8.6935,8.6935,8.6845,,3,460
2014-05-05,8.62,8.561,8.55,,13,1450
2014-05-27,9.0,9.0,9.0,,2,700
2014-06-05,9.25,9.25,9.25,,1,1439
2014-06-11,9.4275,9.4275,9.4275,,1,100000
2014-06-19,9.66,9.5,9.5,,2,50119
2014-06-23,9.55,9.55,9.55,,2,100000
2014-06-25,9.3,9.3,9.3,,1,50000
2014-07-01,8.894,8.87,8.5,,4,44330
2014-07-02,,8.894,,,,
2014-07-07,9.3095,9.3095,9.3095,,1,163
2014-07-08,8.9985,8.9935,8.9935,,4,500
2014-07-11,8.986,8.986,8.986,,6,500
2014-07-16,8.83154,8.83154,8.83154,,1,1187
2014-07-29,9.0,9.0,9.0,,1,24
2014-07-31,8.7395,8.7395,8.7395,,1,86
2014-08-04,8.5685,8.5685,8.5685,,1,210
2014-08-05,8.2025,8.195,8.195,,3,50
2014-08-06,8.05,8.05,8.05,,1,445
2014-08-07,7.94,7.94,7.94,,6,800
2014-08-08,7.756125,7.756125,7.756125,,1,1197
2014-08-19,8.12603164,8.12603164,8.12603164,,1,6352
2014-08-20,8.374303,8.374303,8.25,,2,942
2014-08-21,8.523,8.5,8.5,,4,413000
2014-09-01,8.687588,8.687588,8.687588,,1,680
2014-09-02,8.795,8.795,8.79,,2,25400
2014-09-03,8.8235,8.755,8.7525,,75,4293
2014-09-04,8.7295,8.686,8.686,,13,785
2014-09-05,8.648,8.576,8.5755,,7,97
2014-09-08,8.504,8.504,8.504,,1,3
2014-09-09,8.5,8.5,8.5,,1,1803
2014-09-11,8.2895,8.156,8.156,,14,682
2014-09-16,8.201,8.201,8.201,,1,75
2014-09-19,8.381,8.381,8.381,,1,57
2014-09-22,8.275,8.275,8.24,,3,30
2014-09-23,8.2895,8.2855,8.275,,8,150
2014-09-25,8.25,8.25,8.25,,1,1650
2014-09-26,8.3145,8.2895,8.289,,13,800
2014-09-29,8.342,8.25,8.25,,21,1146
2014-09-30,8.401545,8.401545,8.388684,,2,14483
2014-10-01,8.48,8.48,8.373,,5,463
2014-10-02,8.46,8.368,8.368,,9,217
2014-10-03,8.36,8.34,8.34,,7,186
2014-10-09,8.099,8.099,8.099,,1,147
2014-10-10,7.853,7.853,7.853,,1,65
2014-10-13,7.5675,7.55,7.55,,3,217
2014-10-14,8.047,8.047,7.7885,,8,952
2014-10-15,7.933,7.933,7.933,,1,185
2014-10-16,7.753,7.753,7.753,,2,686
2014-10-20,,7.938422,,,,
2014-10-29,7.871435,7.871435,7.860869,,2,1196
2014-10-30,7.98940792,7.98940792,7.8,,18,8405
2014-10-31,7.9,7.9,7.9,,1,60000
2014-11-03,8.01,8.01,8.01,,1,250000
2014-11-05,7.92,7.92,7.92,,1,892
2014-11-11,8.03526284,8.03526284,8.0,,2,4671
2014-11-14,8.1,8.1,8.1,,1,128392
2014-11-18,8.35,8.35,8.35,,2,50778
2014-11-19,8.39,8.289,8.289,,2,149402
2014-11-24,8.67,8.67,8.67,,1,51541
2014-12-02,8.938,8.935,8.8885,,14,217
2014-12-09,9.082,9.082,9.082,,1,892
2014-12-12,8.9569,8.95,8.95,,3,7866
2014-12-16,8.6741,8.6741,8.6741,,1,6202
2015-01-02,9.2225,9.219,9.065,,9,977
2015-01-06,9.0195,9.0195,9.0195,,1,6
2015-01-08,9.219653,9.219653,9.219653,,1,294
2015-01-16,9.47574855,9.47574855,9.47574855,,1,5353
2015-01-19,9.809499,9.809499,9.809499,,1,1350
2015-01-20,9.75,9.75,9.75,,1,150
2015-01-27,10.5,10.477969,10.477969,,2,50160
2015-01-28,10.515,10.498087,10.498087,,2,22196
2015-01-29,10.418221,10.418221,10.418221,,1,253
2015-02-02,10.5648,10.50087,10.455,,44,9955
2015-02-03,10.59,10.555,10.49,,5,67
2015-02-13,10.88,10.7825,10.715,,24,6301
2015-02-16,10.855,10.85,10.8075,,38,5304
2015-02-17,11.115,11.04,10.84,,43,7281
2015-02-18,11.365,11.302879,11.192784,,9,865
2015-02-19,11.2825,11.17,11.115,,15,20847
2015-02-24,11.33,11.2875,11.215,,13,1278
2015-02-25,11.391875,11.391875,11.391875,,1,52
2015-02-26,9.938,9.938,9.865,,13,6366
2015-03-02,9.186,9.186,9.186,,1,447
2015-03-03,9.75,9.645,9.4865,,9,35
2015-03-04,9.702051,9.542347,9.5,,3,1586
2015-03-06,9.901,9.8895,9.777,,11,2030
2015-03-09,9.5465,9.53,9.5205,,7,2692
2015-03-10,9.418,9.215,9.215,,4,916
2015-03-11,9.5045,9.5045,9.5045,,1,62
2015-03-12,9.4315,9.4315,9.4315,,1,350
2015-03-13,9.49459,9.49459,9.463,,4,1025
2015-03-16,9.514257,9.514257,9.514257,,1,748
2015-03-17,9.42,9.325,9.3,,18,3063
2015-03-18,9.419,9.419,9.2945,,11,5996
2015-03-19,9.277154,9.277154,9.277154,,1,5007
2015-03-20,9.535,9.374,9.3655,,22,1792
2015-03-23,9.6125,9.5305,9.4215,,82,14186
2015-03-24,9.719,9.68,9.6305,,65,9824
2015-03-25,9.7095,9.610962,9.506,,51,4394
2015-03-26,9.206,9.204,9.18,,14,5231
2015-03-27,9.108,9.1035,9.092,,11,4576
2015-03-30,9.174,9.152,9.111,,16,2866
2015-03-31,9.321,9.2,9.106,,19,5419
2015-04-01,9.224,9.0545,9.052,,25,7298
2015-04-02,9.242,9.1945,9.142,,135,17293
2015-04-07,9.393,9.3,9.29,,39,7871
2015-04-08,9.438852,9.419545,9.39,,12,51165
2015-04-09,9.489,9.444905,9.42,,57,6360
2015-04-10,9.555,9.549,9.464,,29,10048
2015-04-13,9.638,9.638,9.638,,1,49
2015-04-15,9.62,9.55,9.54,,11,596960
2015-04-16,9.58,9.57,9.55,,6,9659
2015-04-17,9.531,9.512691,9.511,,20,27043
2015-04-20,9.6525,9.65,9.6425,,4,24039
2015-04-21,9.826,9.818,9.8105,,18,1925
2015-04-22,9.8715,9.680375,9.65825,,24,3925
2015-04-23,9.6945,9.625919,9.5575,,27,4132
2015-04-24,9.7885,9.75675,9.696,,29,46225
2015-04-27,9.96,9.96,9.82,,12,699
2015-04-28,10.0,9.9,9.839,,45,13424
2015-04-29,9.9785,9.9,9.847,,65,13508
2015-04-30,9.914,9.85,9.8275,,42,21026
2015-05-05,10.1825,10.075,10.075,,23,2864
2015-05-06,10.1725,10.13,9.965,,6,987
2015-05-07,9.968799,9.968799,9.87,,5,607
2015-05-11,9.9,9.9,9.9,,1,5570
2015-05-12,9.838,9.838,9.838,,1,892
2015-05-14,10.079,10.079,10.03,,5,22086
2015-05-15,10.1475,10.09,10.09,,12,273
2015-05-18,10.5,10.4625,10.3725,,12,146
2015-05-19,10.66,10.61,10.6,,8,126
2015-05-20,10.43,10.182005,10.1,,11,101770
2015-05-21,10.285,10.2,10.2,,4,1111
2015-05-22,10.565,10.198,10.5,,6,90034
2015-05-25,10.525,10.5225,10.52,,7,68
2015-05-26,,10.592627,,,,
2015-05-27,10.46,10.4575,10.4175,,10,1608
2015-05-28,10.5,10.465,10.465,,5,157
2015-05-29,10.7425,10.73,10.52,,10,254
2015-06-01,10.795,10.75,10.695,,26,15069
2015-06-02,10.805,10.755,10.755,,17,19241
2015-06-03,10.83,10.77625,10.77,,29,20730
2015-06-04,10.8,10.6025,10.554375,,11,42335
2015-06-05,10.415,10.4,10.391875,,5,10507
2015-06-08,10.395,10.3825,10.3725,,14,15305
2015-06-09,10.430714,10.430714,10.403689,,3,201
2015-06-10,10.611248,10.611248,10.611248,,1,7337
2015-06-16,10.32,10.32,10.32,,2,17
2015-06-19,10.74,10.6775,10.63,,8,108
2015-06-24,11.11,11.1,11.1,,5,43000
2015-06-25,11.12,11.0814,11.03,,7,109573
2015-06-26,11.12,11.09,11.09,,4,76000
2015-06-29,11.0,10.98,10.98,,3,25124
2015-06-30,11.0975,11.035,11.02,,5,79000
2015-07-01,11.4075,11.4075,11.4075,,2,45
2015-07-02,11.1925,11.125,11.125,,8,383
2015-07-06,11.32,11.32,11.32,,1,1341
