Date,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME
2016-04-11,,,,8.616167,,
2016-04-12,,,,10.078654,,
2016-04-13,,,,8.69175,,
2016-04-14,,,,8.701021,,
2016-04-15,,,,9.716881,,
2016-04-18,,,,9.970947,,
2016-04-19,,,,9.681223,,
2016-04-20,,,,9.681223,,
2016-04-21,,,,9.63665,,
2016-04-22,,,,9.63665,,
2016-04-25,,,,9.627736,,
2016-04-26,,,,9.627736,,
2016-04-27,,,,9.627736,,
2016-04-28,,,,9.63665,,
2016-04-29,,,,9.63665,,
2016-05-03,,,,9.605449,,
2016-05-04,,,,9.605449,,
2016-05-06,,,,9.627736,,
2016-05-09,,,,9.022392,,
2016-05-10,,,,9.315726,,
2016-05-11,,,,9.271153,,
2016-05-12,,,,9.48956,,
2016-05-13,,,,9.360299,,
2016-05-16,,,,9.44053,,
2016-05-17,,,,9.306811,,
2016-05-18,,,,9.306811,,
2016-05-19,,,,9.306811,,
2016-05-20,,,,9.306811,,
2016-05-23,,,,9.090633,,
2016-05-24,,,,9.046639,,
2016-05-25,,,,9.039998,,
2016-05-26,,,,9.046639,,
2016-05-27,,,,8.99596,,
2016-05-31,,,,8.828723,,
2016-06-01,,,,9.351384,,
2016-06-02,,,,9.351384,,
2016-06-03,,,,9.271153,,
2016-06-06,,,,9.159721,,
2016-06-07,,,,9.159721,,
2016-06-08,,,,9.315726,,
2016-06-09,,,,8.802291,,
2016-06-10,,,,9.271153,,
2016-06-13,,,,8.802291,,
2016-06-14,,,,8.828723,,
2016-06-15,,,,8.802291,,
2016-06-16,,,,9.257781,,
2016-06-17,,,,9.271153,,
2016-06-20,,,,8.802291,,
2016-06-21,,,,9.039998,,
2016-06-22,,,,9.039998,,
2016-06-23,,,,9.046639,,
2016-06-27,,,,8.468842,,
2016-06-28,,,,9.271153,,
2016-06-29,,,,9.134671,,
2016-06-30,,,,9.132487,,
2016-07-01,,,,9.271153,,
2016-07-04,,,,8.907929,,
2016-07-05,,,,8.91457,,
2016-07-06,,,,8.647133,,
2016-07-07,,,,8.647133,,
2016-07-08,,,,9.395957,,
2016-07-11,,,,9.046639,,
2016-07-12,,,,8.669419,,
2016-07-13,,,,9.271153,,
2016-07-14,,,,9.534133,,
2016-07-15,,,,9.134671,,
2016-07-18,,,,9.134671,,
2016-07-19,,,,9.141268,,
2016-07-20,,,,9.141268,,
2016-07-21,,,,9.141268,,
2016-07-22,,,,9.333555,,
2016-07-25,,,,9.315726,,
2016-07-26,,,,9.342469,,
2016-07-27,,,,9.360299,,
2016-07-28,,,,9.453901,,
2016-07-29,,,,9.360299,,
2016-08-01,,,,9.360299,,
2016-08-02,,,,9.360299,,
2016-08-03,,,,9.360299,,
2016-08-04,,,,9.360299,,
2016-08-05,,,,9.315726,,
2016-08-08,,,,9.360299,,
2016-08-09,,,,9.134671,,
2016-08-10,,,,9.58762,,
2016-08-11,,,,9.58762,,
2016-08-12,,,,9.387042,,
2016-08-15,,,,9.58762,,
2016-08-16,,,,9.58762,,
2016-08-17,,,,9.770369,,
2016-08-18,,,,9.73471,,
2016-08-19,,,,9.75254,,
2016-08-22,,,,9.614364,,
2016-08-23,,,,9.614364,,
2016-08-24,,,,10.055635,,
2016-08-25,,,,10.06455,,
2016-08-26,,,,11.299217,,
2016-08-30,,,,13.52786,,
2016-08-31,,,,13.666036,,
2016-09-01,,,,11.41065,,
2016-09-02,,,,11.865293,,
2016-09-05,,,,11.865293,,
2016-09-06,,,,11.646886,,
2016-09-07,,,,11.419564,,
2016-09-08,,,,11.909866,,
2016-09-09,,,,11.892036,,
2016-09-12,,,,11.829634,,
2016-09-13,,,,11.82072,,
2016-09-14,,,,11.602313,,
2016-09-15,,,,11.602313,,
2016-09-16,,,,11.682544,,
2016-09-19,,,,11.700373,,
2016-09-20,,,,11.673629,,
2016-09-21,,,,11.646886,,
2016-09-22,,,,11.691459,,
2016-09-23,,,,12.030212,,
2016-09-26,,,,11.09864,,
2016-09-27,,,,11.718202,,
2016-09-28,,,,11.718202,,
2016-09-29,,,,11.718202,,
2016-09-30,,,,11.718202,,
2016-10-03,,,,11.718202,,
2016-10-04,,,,12.030212,,
2016-10-05,,,,12.13273,,
2016-10-06,,,,11.419564,,
2016-10-07,,,,11.736031,,
2016-10-10,,,,11.272474,,
2016-10-11,,,,11.388363,,
2016-10-12,,,,11.379449,,
2016-10-13,,,,11.455222,,
2016-10-14,,,,11.473052,,
2016-10-17,,,,11.223444,,
2016-10-18,,,,11.223444,,
2016-10-19,,,,11.236815,,
2016-10-20,,,,11.005037,,
2016-10-21,,,,11.214529,,
2016-10-24,,,,11.143213,,
2016-10-25,,,,11.005037,,
2016-10-26,,,,11.09864,,
2016-10-27,,,,10.987208,,
2016-10-28,,,,11.571112,,
2016-10-31,,,,11.41065,,
2016-11-01,,,,11.205614,,
2016-11-02,,,,10.04672,,
2016-11-03,,,,10.073464,,
2016-11-04,,,,10.880233,,
2016-11-07,,,,10.822288,,
2016-11-08,,,,10.822288,,
2016-11-09,,,,10.697484,,
2016-11-10,,,,10.822288,,
2016-11-11,,,,9.984318,,
2016-11-14,,,,10.100208,,
2016-11-15,,,,10.135866,,
2016-11-16,,,,10.153695,,
2016-11-17,,,,10.220555,,
2016-11-18,,,,10.447876,,
2016-11-21,,,,11.134298,,
2016-11-22,,,,10.969378,,
2016-11-23,,,,11.308132,,
2016-11-24,,,,11.41065,,
2016-11-25,,,,11.464137,,
2016-11-28,,,,11.388363,,
2016-11-29,,,,11.41065,,
2016-11-30,,,,11.473052,,
2016-12-01,,,,11.50871,,
2016-12-02,,,,11.526539,,
2016-12-05,,,,11.580026,,
2016-12-07,,,,11.379449,,
2016-12-08,,,,11.352705,,
2016-12-09,,,,10.813373,,
2016-12-12,,,,11.464137,,
2016-12-13,,,,11.317047,,
2016-12-14,,,,11.325961,,
2016-12-15,,,,11.334876,,
2016-12-16,,,,11.874207,,
2016-12-19,,,,11.856378,,
2016-12-20,,,,11.593398,,
2016-12-21,,,,11.593398,,
2016-12-22,,,,11.856378,,
2016-12-23,,,,11.865293,,
2016-12-28,,,,11.776147,,
2016-12-29,,,,11.776147,,
2016-12-30,,,,11.593398,,
2017-01-03,,,,12.141644,,
2017-01-04,,,,13.144533,,
2017-01-05,,,,13.282709,,
2017-01-09,,,,13.26488,,
2017-01-10,,,,13.376312,,
2017-01-11,,,,12.943956,,
2017-01-12,,,,12.70772,,
2017-01-13,,,,13.126704,,
2017-01-16,,,,13.019729,,
2017-01-17,,,,13.456543,,
2017-01-18,,,,13.019729,,
2017-01-19,,,,13.282709,,
2017-01-20,,,,13.411971,,
2017-01-23,,,,13.411971,,
2017-01-24,,,,13.403056,,
2017-01-25,,,,13.567976,,
2017-01-26,,,,13.795297,,
2017-01-27,,,,13.777468,,
2017-01-30,,,,13.255966,,
2017-01-31,,,,13.144533,,
2017-02-01,,,,13.144533,,
2017-02-02,,,,13.153448,,
2017-02-03,,,,13.238136,,
2017-02-06,,,,13.193564,,
2017-02-07,,,,13.220307,,
2017-02-08,,,,13.229222,,
2017-02-09,,,,13.211393,,
2017-02-10,,,,12.988528,,
2017-02-13,,,,12.578458,,
2017-02-14,,,,12.863725,,
2017-02-15,,,,12.13273,,
2017-02-16,,,,12.663147,,
2017-02-17,,,,12.845895,,
2017-02-20,,,,12.836981,,
2017-02-21,,,,12.908297,,
2017-02-22,,,,12.881554,,
2017-02-23,,,,12.663147,,
2017-02-24,,,,12.663147,,
2017-02-27,,,,12.663147,,
2017-02-28,,,,12.649775,,
2017-03-01,,,,12.725549,,
2017-03-02,,,,12.480398,,
2017-03-03,,,,12.239705,,
2017-03-06,,,,12.480398,,
2017-03-07,,,,12.524971,,
2017-03-08,,,,12.551715,,
2017-03-09,,,,12.551715,,
2017-03-10,,,,12.560629,,
2017-03-13,,,,12.551715,,
2017-03-14,,,,12.533885,,
2017-03-15,,,,12.533885,,
2017-03-16,,,,12.186217,,
2017-03-17,,,,12.524971,,
2017-03-20,,,,12.516056,,
2017-03-21,,,,12.524971,,
2017-03-22,,,,12.516056,,
2017-03-23,,,,12.516056,,
2017-03-24,,,,12.516056,,
2017-03-27,,,,12.516056,,
2017-03-28,,,,12.306564,,
2017-03-29,,,,12.306564,,
2017-03-30,,,,12.386795,,
2017-03-31,,,,12.386795,,
2017-04-03,,,,12.386795,,
2017-04-04,,,,12.306564,,
2017-04-05,,,,12.306564,,
2017-04-06,,,,11.593398,,
2017-04-07,,,,11.811805,,
2017-04-10,,,,11.874207,,
2017-04-11,,,,11.767232,,
2017-04-12,,,,11.593398,,
2017-04-13,,,,11.767232,,
2017-04-18,,,,11.976725,,
2017-04-19,,,,11.985639,,
2017-04-20,,,,11.976725,,
2017-04-21,,,,11.976725,,
2017-04-24,,,,11.900951,,
2017-04-25,,,,11.900951,,
2017-04-26,,,,12.284277,,
2017-04-27,,,,11.517624,,
2017-04-28,,,,11.517624,,
2017-05-02,,,,11.620142,,
2017-05-03,,,,11.388363,,
2017-05-04,,,,11.299217,,
2017-05-05,,,,11.419564,,
2017-05-08,,,,11.178871,,
2017-05-09,,,,11.419564,,
2017-05-10,,,,11.446308,,
2017-05-11,,,,11.490881,,
2017-05-12,,,,11.005037,,
2017-05-15,,,,11.054067,,
2017-05-16,,,,11.054067,,
2017-05-17,,,,11.054067,,
2017-05-18,,,,11.054067,,
2017-05-19,,,,11.054067,,
2017-05-22,,,,11.054067,,
2017-05-23,,,,11.054067,,
2017-05-24,,,,11.005037,,
2017-05-26,,,,10.960464,,
2017-05-30,,,,11.03178,,
2017-05-31,,,,11.03178,,
2017-06-01,,,,11.005037,,
2017-06-02,,,,11.116469,,
2017-06-05,,,,11.116469,,
2017-06-06,,,,10.915891,,
2017-06-07,,,,10.915891,,
2017-06-08,,,,11.005037,,
2017-06-09,,,,10.915891,,
2017-06-12,,,,10.915891,,
2017-06-13,,,,10.831203,,
2017-06-14,,,,10.915891,,
2017-06-15,,,,10.684112,,
2017-06-16,,,,10.768801,,
2017-06-19,,,,10.648454,,
2017-06-20,,,,10.657368,,
2017-06-21,,,,10.657368,,
2017-06-22,,,,10.648454,,
2017-06-26,,,,10.639539,,
2017-06-27,,,,10.639539,,
2017-06-28,,,,10.630625,,
2017-06-29,,,,10.630625,,
2017-06-30,,,,10.62171,,
2017-07-03,,,,10.648454,,
2017-07-04,,,,10.630625,,
2017-07-05,,,,10.594966,,
2017-07-06,,,,10.594966,,
2017-07-07,,,,10.594966,,
2017-07-10,,,,10.594966,,
2017-07-11,,,,10.541479,,
2017-07-12,,,,10.733142,,
2017-07-13,,,,10.759886,,
2017-07-14,,,,10.866861,,
2017-07-17,,,,10.849032,,
2017-07-18,,,,10.889147,,
2017-07-19,,,,10.889147,,
2017-07-20,,,,10.889147,,
2017-07-21,,,,10.906976,,
2017-07-24,,,,10.880233,,
2017-07-25,,,,10.759886,,
2017-07-26,,,,10.603881,,
2017-07-27,,,,10.603881,,
2017-07-28,,,,10.62171,,
2017-07-31,,,,10.586052,,
2017-08-01,,,,10.586052,,
2017-08-02,,,,10.777715,,
2017-08-03,,,,10.697484,,
2017-08-04,,,,10.697484,,
2017-08-07,,,,10.697484,,
2017-08-08,,,,10.697484,,
2017-08-09,,,,10.657368,,
2017-08-10,,,,10.648454,,
2017-08-11,,,,10.648454,,
2017-08-14,,,,10.78663,,
2017-08-15,,,,10.697484,,
2017-08-16,,,,10.697484,,
2017-08-17,,,,10.697484,,
2017-08-18,,,,10.697484,,
2017-08-21,,,,10.697484,,
2017-08-22,,,,10.684112,,
2017-08-23,,,,10.684112,,
2017-08-24,,,,10.697484,,
2017-08-25,,,,10.675198,,
2017-08-29,,,,10.684112,,
2017-08-30,,,,10.724228,,
2017-08-31,,,,10.47462,,
2017-09-01,,,,10.47462,,
2017-09-04,,,,10.47462,,
2017-09-05,,,,10.175982,,
2017-09-06,,,,10.447876,,
2017-09-07,,,,10.430047,,
2017-09-08,,,,10.639539,,
2017-09-11,,,,10.666283,,
2017-09-12,,,,10.666283,,
2017-09-13,,,,10.421132,,
2017-09-14,,,,10.648454,,
2017-09-15,,,,10.648454,,
2017-09-18,,,,10.697484,,
2017-09-19,,,,10.648454,,
2017-09-20,,,,10.52365,,
2017-09-21,,,,10.648454,,
2017-09-22,,,,10.456791,,
2017-09-25,,,,10.657368,,
2017-09-26,,,,10.612796,,
2017-09-27,,,,10.327529,,
2017-09-28,,,,10.327529,,
2017-09-29,,,,9.984318,,
2017-10-02,,,,9.984318,,
2017-10-03,,,,9.970947,,
2017-10-04,,,,9.872886,,
2017-10-05,,,,9.707967,,
2017-10-06,,,,9.707967,,
2017-10-09,,,,9.962032,,
2017-10-10,,,,9.953117,,
2017-10-11,,,,9.962032,,
2017-10-12,,,,9.917459,,
2017-10-13,,,,9.962032,,
2017-10-16,,,,9.935288,,
2017-10-17,,,,10.220555,,
2017-10-18,,,,9.962032,,
2017-10-19,,,,9.890715,,
2017-10-20,,,,9.770369,,
2017-10-23,,,,9.761454,,
2017-10-24,,,,9.810484,,
2017-10-25,,,,9.810484,,
2017-10-26,,,,9.716881,,
2017-10-27,,,,9.707967,,
2017-10-30,,,,9.716881,,
2017-10-31,,,,9.725796,,
2017-11-01,,,,10.349816,,
2017-11-02,,,,10.340901,,
2017-11-03,,,,10.091293,,
2017-11-06,,,,9.498474,,
2017-11-07,,,,9.788198,,
2017-11-08,,,,10.291871,,
2017-11-09,,,,10.037806,,
2017-11-10,,,,9.534133,,
2017-11-13,,,,9.534133,,
2017-11-14,,,,9.534133,,
2017-11-15,,,,9.480645,,
2017-11-16,,,,9.480645,,
2017-11-17,,,,9.453901,,
2017-11-20,,,,9.890715,,
2017-11-22,,,,9.315726,,
2017-11-23,,,,9.315726,,
2017-11-24,,,,9.333555,,
2017-11-27,,,,9.534133,,
2017-11-28,,,,9.507389,,
2017-11-29,,,,9.462816,,
2017-11-30,,,,9.516303,,
2017-12-01,,,,9.627736,,
2017-12-04,,,,9.627736,,
2017-12-05,,,,9.627736,,
2017-12-07,,,,9.63665,,
2017-12-08,,,,9.690138,,
2017-12-11,,,,9.578705,,
2017-12-12,,,,9.271153,,
2017-12-13,,,,9.360299,,
2017-12-14,,,,9.306811,,
2017-12-15,,,,9.306811,,
2017-12-18,,,,9.222123,,
2017-12-19,,,,9.231037,,
2017-12-20,,,,9.471731,,
2017-12-21,,,,9.471731,,
2017-12-22,,,,9.431615,,
2017-12-27,,,,9.239952,,
2017-12-28,,,,9.431615,,
2017-12-29,,,,9.4227,,
2018-01-02,,,,9.494017,,
2018-01-03,,,,9.404871,,
2018-01-04,,,,9.494017,,
2018-01-05,,,,9.672308,,
2018-01-08,,,,9.672308,,
2018-01-09,,,,9.672308,,
2018-01-10,,,,9.583163,,
2018-01-11,,,,9.672308,,
2018-01-12,,,,9.761454,,
2018-01-15,,,,9.761454,,
2018-01-16,,,,9.761454,,
2018-01-17,,,,9.494017,,
2018-01-18,,,,9.494017,,
2018-01-19,,,,9.494017,,
2018-01-22,,,,11.054067,,
2018-01-23,,,,10.875775,,
2018-01-24,,,,9.583163,,
2018-01-25,,,,9.583163,,
2018-01-26,,,,9.672308,,
2018-01-29,,,,9.672308,,
2018-01-30,,,,9.761454,,
2018-01-31,,,,9.761454,,
2018-02-01,,,,9.8506,,
2018-02-02,,,,9.494017,,
2018-02-05,,,,9.761454,,
2018-02-06,,,,9.494017,,
2018-02-07,,,,9.494017,,
2018-02-08,,,,9.404871,,
2018-02-09,,,,9.404871,,
2018-02-12,,,,9.404871,,
2018-02-13,,,,9.404871,,
2018-02-14,,,,9.404871,,
2018-02-15,,,,9.494017,,
2018-02-16,,,,9.404871,,
2018-02-19,,,,9.494017,,
2018-02-20,,,,9.404871,,
2018-02-21,,,,9.494017,,
2018-02-22,,,,9.404871,,
2018-02-23,,,,9.404871,,
2018-02-26,,,,9.315726,,
2018-02-27,,,,9.494017,,
2018-02-28,,,,9.404871,,
2018-03-01,,,,9.494017,,
2018-03-02,,,,9.494017,,
2018-03-05,,,,9.404871,,
2018-03-06,,,,9.494017,,
2018-03-07,,,,10.563765,,
2018-03-08,,,,9.583163,,
2018-03-09,,,,9.583163,,
2018-03-12,,,,9.8506,,
2018-03-13,,,,9.8506,,
2018-03-14,,,,9.939746,,
2018-03-15,,,,9.8506,,
