Date,CLOSE,COUNT,HIGH,LOW,OPEN,VOLUME
1994-06-16,23.875,,,,,
1994-06-17,23.75,,,,,
1994-06-20,23.75,,,,,
1994-06-21,23.625,,,,,
1994-06-22,23.5,,,,,
1994-06-23,23.5,,,,,
1994-06-24,23.5,,,,,
1994-06-28,23.375,,,,,
1994-06-29,23.375,,,,,
1994-06-30,23.375,,,,,
1994-07-01,23.375,,,,,
1994-07-04,23.375,,,,,
1994-07-05,23.375,,,,,
1994-07-06,23.375,,,,,
1994-07-07,23.25,,,,,
1994-07-08,23.25,,,,,
1994-07-11,23.25,,,,,
1994-07-12,23.375,,,,,
1994-07-13,23.5,,,,,
1994-07-14,23.5,,,,,
1994-07-15,23.5,,,,,
1994-07-18,23.5,,,,,
1994-07-19,23.375,,,,,
1994-07-20,23.25,,,,,
1994-07-21,23.25,,,,,
1994-07-22,23.25,,,,,
1994-07-25,23.25,,,,,
1994-07-26,23.375,,,,,
1994-07-27,23.375,,,,,
1994-07-28,23.375,,,,,
1994-07-29,23.375,,,,,
1994-08-01,23.375,,,,,
1994-08-02,23.375,,,,,
1994-08-03,23.375,,,,,
1994-08-04,23.5,,,,,
1994-08-05,23.625,,,,,
1994-08-08,23.625,,,,,
1994-08-09,23.75,,,,,
1994-08-10,23.75,,,,,
1994-08-11,23.75,,,,,
1994-08-12,23.875,,,,,
1994-08-15,23.875,,,,,
1994-08-16,23.875,,,,,
1994-08-17,24.125,,,,,
1994-08-18,24.125,,,,,
1994-08-19,24.0,,,,,
1994-08-22,24.0,,,,,
1994-08-23,24.0,,,,,
1994-08-24,24.125,,,,,
1994-08-25,24.125,,,,,
1994-08-26,24.125,,,,,
1994-08-31,24.125,,,,,
1994-09-01,24.25,,,,,
1994-09-02,24.375,,,,,
1994-09-05,24.375,,,,,
1994-09-06,24.25,,,,,
1994-09-07,24.125,,,,,
1994-09-08,24.125,,,,,
1994-09-09,24.25,,,,,
1994-09-12,24.375,,,,,
1994-09-13,24.375,,,,,
1994-09-14,24.25,,,,,
1994-09-15,24.25,,,,,
1994-09-16,24.25,,,,,
1994-09-19,24.25,,,,,
1994-09-20,24.25,,,,,
1994-09-21,24.25,,,,,
1994-09-22,24.25,,,,,
1994-09-23,24.25,,,,,
1994-09-26,24.375,,,,,
1994-09-27,24.375,,,,,
1994-09-28,24.375,,,,,
1994-09-29,24.5,,,,,
1994-09-30,24.5,,,,,
1994-10-03,24.625,,,,,
1994-10-04,24.625,,,,,
1994-10-05,24.625,,,,,
1994-10-06,24.625,,,,,
1994-10-07,24.625,,,,,
1994-10-10,24.5,,,,,
1994-10-11,24.625,,,,,
1994-10-12,24.625,,,,,
1994-10-13,24.625,,,,,
1994-10-14,24.625,,,,,
1994-10-17,24.625,,,,,
1994-10-18,24.625,,,,,
1994-10-19,24.625,,,,,
1994-10-20,24.625,,,,,
1994-10-21,24.625,,,,,
1994-10-24,24.75,,,,,
1994-10-26,24.625,,,,,
1994-10-27,24.625,,,,,
1994-10-28,24.625,,,,,
1994-10-31,24.5,,,,,
1994-11-01,24.5,,,,,
1994-11-02,24.375,,,,,
1994-11-03,24.375,,,,,
1994-11-04,24.375,,,,,
1994-11-07,24.375,,,,,
1994-11-08,24.375,,,,,
1994-11-09,24.375,,,,,
1994-11-10,24.375,,,,,
1994-11-11,24.375,,,,,
1994-11-14,24.375,,,,,
1994-11-15,24.5,,,,,
1994-11-16,24.5,,,,,
1994-11-17,24.625,,,,,
1994-11-18,24.625,,,,,
1994-11-21,24.625,,,,,
1994-11-22,24.625,,,,,
1994-11-23,24.5,,,,,
1994-11-24,24.5,,,,,
1994-11-25,24.5,,,,,
1994-11-28,24.5,,,,,
1994-11-29,24.5,,,,,
1994-11-30,24.625,,,,,
1994-12-01,24.625,,,,,
1994-12-02,24.75,,,,,
1994-12-05,24.875,,,,,
1994-12-06,24.875,,,,,
1994-12-07,24.75,,,,,
1994-12-08,24.75,,,,,
1994-12-09,24.75,,,,,
1994-12-12,24.75,,,,,
1994-12-13,24.875,,,,,
1994-12-14,24.875,,,,,
1994-12-15,24.875,,,,,
1994-12-16,24.875,,,,,
1994-12-19,24.875,,,,,
1994-12-20,24.75,,,,,
1994-12-21,24.875,,,,,
1994-12-22,24.75,,,,,
1994-12-23,24.5,,,,,
1994-12-29,24.5,,,,,
1994-12-30,24.5,,,,,
1995-01-03,24.25,,,,,
1995-01-04,24.0,,,,,
1995-01-05,24.0,,,,,
1995-01-06,23.75,,,,,
1995-01-09,23.875,,,,,
1995-01-10,23.75,,,,,
