Date,CLOSE,COUNT,HIGH,LOW,OPEN,VOLUME
1994-06-17,15.75,,,,,
1994-06-20,15.75,,,,,
1994-06-21,15.75,,,,,
1994-06-22,15.75,,,,,
1994-06-23,15.75,,,,,
1994-06-24,15.75,,,,,
1994-06-27,15.75,,,,,
1994-06-28,14.75,,,,,
1994-06-29,14.75,,,,,
1994-06-30,14.75,,,,,
1994-07-01,14.75,,,,,
1994-07-04,14.75,,,,,
1994-07-05,14.5,,,,,
1994-07-06,14.5,,,,,
1994-07-07,14.5,,,,,
1994-07-08,14.5,,,,,
1994-07-11,14.5,,,,,
1994-07-12,14.5,,,,,
1994-07-13,14.5,,,,,
1994-07-14,14.5,,,,,
1994-07-15,14.5,,,,,
1994-07-18,14.5,,,,,
1994-07-19,14.5,,,,,
1994-07-20,14.5,,,,,
1994-07-21,14.5,,,,,
1994-07-22,14.5,,,,,
1994-07-25,14.5,,,,,
1994-07-26,14.5,,,,,
1994-07-27,14.5,,,,,
1994-07-28,14.5,,,,,
1994-07-29,14.5,,,,,
1994-08-01,14.0,,,,,
1994-08-02,14.0,,,,,
1994-08-03,14.0,,,,,
1994-08-04,14.0,,,,,
1994-08-05,14.0,,,,,
1994-08-08,14.0,,,,,
1994-08-09,14.0,,,,,
1994-08-10,14.0,,,,,
1994-08-11,14.0,,,,,
1994-08-12,14.0,,,,,
1994-08-15,14.0,,,,,
1994-08-16,14.0,,,,,
1994-08-17,14.0,,,,,
1994-08-18,16.5,,,,,
1994-08-19,16.5,,,,,
1994-08-22,16.5,,,,,
1994-08-23,16.5,,,,,
1994-08-24,15.0,,,,,
1994-08-25,15.0,,,,,
1994-08-26,15.0,,,,,
1994-08-31,14.75,,,,,
1994-09-01,14.75,,,,,
1994-09-02,14.75,,,,,
1994-09-05,14.75,,,,,
1994-09-06,14.75,,,,,
1994-09-07,14.75,,,,,
1994-09-08,14.75,,,,,
1994-09-09,14.75,,,,,
1994-09-12,14.75,,,,,
1994-09-13,14.75,,,,,
1994-09-14,14.75,,,,,
1994-09-15,14.75,,,,,
1994-09-16,14.75,,,,,
1994-09-19,14.75,,,,,
1994-09-20,14.75,,,,,
1994-09-21,14.75,,,,,
1994-09-22,14.75,,,,,
1994-09-23,14.75,,,,,
1994-09-26,14.75,,,,,
1994-09-27,14.75,,,,,
1994-09-28,14.75,,,,,
1994-09-29,14.75,,,,,
1994-09-30,14.75,,,,,
1994-10-03,14.0,,,,,
1994-10-04,14.0,,,,,
1994-10-05,14.0,,,,,
1994-10-06,14.0,,,,,
1994-10-07,14.0,,,,,
1994-10-10,14.0,,,,,
1994-10-11,14.0,,,,,
1994-10-12,14.0,,,,,
1994-10-13,13.75,,,,,
1994-10-14,13.75,,,,,
1994-10-17,13.75,,,,,
1994-10-18,13.75,,,,,
1994-10-19,13.75,,,,,
1994-10-20,13.75,,,,,
1994-10-21,13.75,,,,,
1994-10-24,13.75,,,,,
1994-10-25,13.5,,,,,
1994-10-26,13.5,,,,,
1994-10-27,13.5,,,,,
1994-10-28,13.0,,,,,
1994-10-31,13.0,,,,,
1994-11-01,13.0,,,,,
1994-11-02,13.0,,,,,
1994-11-03,13.0,,,,,
1994-11-04,13.0,,,,,
1994-11-07,13.0,,,,,
1994-11-08,13.0,,,,,
1994-11-09,13.0,,,,,
1994-11-10,13.0,,,,,
1994-11-11,13.0,,,,,
1994-11-14,13.0,,,,,
1994-11-15,13.0,,,,,
1994-11-16,13.0,,,,,
1994-11-17,13.0,,,,,
1994-11-18,13.0,,,,,
1994-11-21,13.0,,,,,
1994-11-22,13.0,,,,,
1994-11-23,13.0,,,,,
1994-11-24,13.0,,,,,
1994-11-25,13.0,,,,,
1994-11-28,13.0,,,,,
1994-11-29,13.0,,,,,
1994-11-30,13.0,,,,,
1994-12-01,13.0,,,,,
1994-12-02,13.0,,,,,
1994-12-05,13.0,,,,,
1994-12-06,13.0,,,,,
1994-12-07,13.0,,,,,
1994-12-08,13.0,,,,,
1994-12-09,13.0,,,,,
1994-12-12,13.0,,,,,
1994-12-13,13.0,,,,,
1994-12-14,13.0,,,,,
1994-12-15,13.0,,,,,
1994-12-16,13.0,,,,,
1994-12-19,13.0,,,,,
1994-12-20,13.0,,,,,
1994-12-21,13.0,,,,,
1994-12-22,13.0,,,,,
1994-12-23,13.0,,,,,
1994-12-29,13.0,,,,,
1994-12-30,13.0,,,,,
1995-01-03,13.0,,,,,
1995-01-04,14.25,,,,,
1995-01-05,14.25,,,,,
1995-01-06,14.25,,,,,
1995-01-09,14.25,,,,,
1995-01-10,14.25,,,,,
1995-01-11,14.25,,,,,
1995-01-12,14.25,,,,,
1995-01-13,14.0,,,,,
1995-01-16,14.0,,,,,
1995-01-17,14.0,,,,,
1995-01-18,14.0,,,,,
1995-01-19,14.0,,,,,
1995-01-20,14.0,,,,,
1995-01-23,14.0,,,,,
1995-01-24,14.0,,,,,
1995-01-25,14.0,,,,,
1995-01-26,13.0,,,,,
1995-01-27,13.0,,,,,
1995-01-30,13.0,,,,,
1995-01-31,13.75,,,,,
1995-02-01,13.75,,,,,
1995-02-02,13.75,,,,,
1995-02-03,13.75,,,,,
1995-02-06,13.75,,,,,
1995-02-07,13.75,,,,,
1995-02-08,13.75,,,,,
1995-02-09,13.75,,,,,
1995-02-10,13.75,,,,,
1995-02-13,13.75,,,,,
1995-02-14,13.75,,,,,
1995-02-15,13.0,,,,,
1995-02-16,13.0,,,,,
1995-02-17,13.0,,,,,
1995-02-20,12.0,,,,,
1995-02-21,12.0,,,,,
1995-02-22,12.0,,,,,
1995-02-23,12.0,,,,,
1995-02-24,12.0,,,,,
1995-02-27,12.0,,,,,
1995-02-28,12.0,,,,,
1995-03-01,12.0,,,,,
1995-03-02,12.0,,,,,
1995-03-03,12.0,,,,,
1995-03-06,12.0,,,,,
1995-03-07,12.0,,,,,
1995-03-08,12.0,,,,,
1995-03-09,12.0,,,,,
1995-03-10,12.0,,,,,
1995-03-13,13.25,,,,,
1995-03-14,13.25,,,,,
1995-03-15,13.25,,,,,
1995-03-16,13.25,,,,,
1995-03-17,13.25,,,,,
1995-03-20,13.25,,,,,
1995-03-21,13.25,,,,,
1995-03-22,13.25,,,,,
1995-03-23,13.0,,,,,
1995-03-24,13.0,,,,,
1995-03-27,13.0,,,,,
1995-03-28,13.0,,,,,
1995-03-29,13.0,,,,,
1995-03-30,13.0,,,,,
1995-03-31,13.0,,,,,
1995-04-03,13.0,,,,,
1995-04-04,13.0,,,,,
1995-04-05,13.5,,,,,
1995-04-06,15.0,,,,,
1995-04-07,15.0,,,,,
1995-04-10,15.0,,,,,
1995-04-11,15.0,,,,,
1995-04-12,15.0,,,,,
1995-04-13,15.0,,,,,
1995-04-18,14.0,,,,,
1995-04-19,14.0,,,,,
1995-04-20,14.0,,,,,
1995-04-21,14.0,,,,,
1995-04-24,14.0,,,,,
1995-04-25,14.0,,,,,
1995-04-26,14.0,,,,,
1995-04-27,16.0,,,,,
1995-04-28,16.0,,,,,
1995-05-01,16.0,,,,,
1995-05-02,16.0,,,,,
1995-05-04,16.0,,,,,
1995-05-05,16.0,,,,,
1995-05-09,17.0,,,,,
1995-05-10,17.0,,,,,
1995-05-11,16.0,,,,,
1995-05-12,16.5,,,,,
1995-05-15,16.0,,,,,
1995-05-16,16.0,,,,,
1995-05-17,16.0,,,,,
1995-05-18,16.0,,,,,
1995-05-19,16.0,,,,,
1995-05-22,16.0,,,,,
1995-05-23,16.0,,,,,
1995-05-24,15.0,,,,,
1995-05-25,15.0,,,,,
1995-05-26,15.0,,,,,
1995-05-30,15.0,,,,,
1995-05-31,15.0,,,,,
1995-06-01,15.0,,,,,
1995-06-02,15.0,,,,,
1995-06-05,15.0,,,,,
1995-06-06,15.0,,,,,
1995-06-07,15.0,,,,,
1995-06-08,15.0,,,,,
1995-06-12,14.5,,,,,
1995-06-13,14.5,,,,,
1995-06-14,14.5,,,,,
1995-06-15,14.5,,,,,
1995-06-16,14.5,,,,,
1995-06-19,14.5,,,,,
1995-06-20,14.5,,,,,
1995-06-21,14.5,,,,,
1995-06-22,14.5,,,,,
1995-06-23,14.5,,,,,
1995-06-26,15.5,,,,,
1995-06-27,15.5,,,,,
1995-06-28,15.5,,,,,
1995-06-29,15.5,,,,,
1995-06-30,15.5,,,,,
1995-07-03,15.0,,,,,
1995-07-04,15.0,,,,,
1995-07-05,14.0,,,,,
1995-07-06,14.0,,,,,
1995-07-07,14.0,,,,,
1995-07-10,14.0,,,,,
1995-07-11,14.0,,,,,
1995-07-12,14.0,,,,,
1995-07-13,14.0,,,,,
1995-07-14,14.0,,,,,
1995-07-17,14.0,,,,,
1995-07-18,14.0,,,,,
1995-07-19,14.0,,,,,
1995-07-20,13.5,,,,,
1995-07-21,13.5,,,,,
1995-07-25,14.0,,,,,
1995-07-26,14.0,,,,,
1995-07-27,14.0,,,,,
1995-07-28,14.5,,,,,
1995-07-31,14.5,,,,,
1995-08-01,14.5,,,,,
1995-08-02,14.5,,,,,
1995-08-03,14.5,,,,,
1995-08-04,14.5,,,,,
1995-08-08,14.5,,,,,
1995-08-09,14.25,,,,,
1995-08-10,14.25,,,,,
1995-08-11,14.25,,,,,
1995-08-14,14.25,,,,,
1995-08-15,13.75,,,,,
1995-08-16,13.75,,,,,
1995-08-17,13.75,,,,,
1995-08-18,14.5,,,,,
1995-08-21,14.5,,,,,
1995-08-22,14.0,,,,,
1995-08-23,14.0,,,,,
1995-08-24,14.0,,,,,
1995-08-25,14.0,,,,,
1995-08-29,14.0,,,,,
1995-08-30,14.0,,,,,
1995-08-31,14.0,,,,,
1995-09-01,14.0,,,,,
1995-09-04,14.0,,,,,
1995-09-05,14.0,,,,,
1995-09-07,14.25,,,,,
1995-09-08,14.25,,,,,
1995-09-11,14.25,,,,,
1995-09-12,14.25,,,,,
1995-09-13,14.75,,,,,
1995-09-14,14.75,,,,,
1995-09-15,14.75,,,,,
1995-09-18,14.75,,,,,
1995-09-19,14.75,,,,,
1995-09-20,14.75,,,,,
1995-09-21,15.75,,,,,
1995-09-22,15.75,,,,,
1995-09-25,15.75,,,,,
1995-09-26,15.75,,,,,
1995-09-27,15.75,,,,,
1995-09-28,15.75,,,,,
1995-09-29,15.75,,,,,
1995-10-02,15.5,,,,,
1995-10-03,15.0,,,,,
1995-10-04,15.0,,,,,
1995-10-05,15.5,,,,,
1995-10-06,15.5,,,,,
1995-10-09,15.5,,,,,
1995-10-10,15.5,,,,,
1995-10-11,15.5,,,,,
1995-10-12,15.5,,,,,
1995-10-13,15.5,,,,,
1995-10-16,15.5,,,,,
1995-10-17,15.5,,,,,
1995-10-18,15.5,,,,,
1995-10-19,15.5,,,,,
1995-10-20,15.5,,,,,
1995-10-23,15.5,,,,,
1995-10-24,16.5,,,,,
1995-10-25,16.5,,,,,
1995-10-26,16.5,,,,,
1995-10-27,17.0,,,,,
1995-10-30,17.0,,,,,
1995-10-31,17.0,,,,,
1995-11-01,17.0,,,,,
1995-11-02,17.0,,,,,
1995-11-03,17.0,,,,,
1995-11-06,17.0,,,,,
1995-11-07,17.0,,,,,
1995-11-08,17.0,,,,,
1995-11-09,17.0,,,,,
1995-11-10,17.0,,,,,
1995-11-13,17.0,,,,,
1995-11-14,17.5,,,,,
1995-11-15,17.5,,,,,
1995-11-16,17.5,,,,,
1995-11-17,17.5,,,,,
1995-11-20,17.5,,,,,
1995-11-21,17.5,,,,,
1995-11-22,18.0,,,,,
1995-11-23,18.0,,,,,
1995-11-24,18.0,,,,,
1995-11-27,18.0,,,,,
1995-11-28,18.0,,,,,
1995-11-29,18.0,,,,,
1995-11-30,18.0,,,,,
1995-12-01,17.5,,,,,
1995-12-04,17.5,,,,,
1995-12-05,16.0,,,,,
1995-12-06,16.0,,,,,
1995-12-07,16.0,,,,,
1995-12-08,18.0,,,,,
1995-12-11,18.0,,,,,
1995-12-12,18.0,,,,,
1995-12-13,18.0,,,,,
1995-12-14,18.0,,,,,
1995-12-15,18.0,,,,,
1995-12-18,18.0,,,,,
1995-12-19,18.0,,,,,
1995-12-20,18.0,,,,,
1995-12-21,18.0,,,,,
1995-12-22,18.0,,,,,
1995-12-27,18.0,,,,,
1995-12-28,18.0,,,,,
1995-12-29,18.0,,,,,
1996-01-02,18.0,,,,,
1996-01-03,18.0,,,,,
1996-01-04,18.0,,,,,
1996-01-05,18.0,,,,,
1996-01-08,18.0,,,,,
1996-01-09,18.0,,,,,
1996-01-10,18.0,,,,,
1996-01-11,18.0,,,,,
1996-01-12,18.0,,,,,
1996-01-15,18.0,,,,,
1996-01-16,18.0,,,,,
1996-01-17,18.0,,,,,
1996-01-18,18.0,,,,,
1996-01-19,18.0,,,,,
1996-01-22,20.0,,,,,
1996-01-23,20.0,,,,,
1996-01-24,20.0,,,,,
