Date,HIGH,LOW,OPEN,CLOSE,COUNT,VOLUME
2009-08-13,18.0,15.5,16.0,17.0,5,123799
2009-08-14,15.75,15.75,15.75,16.75,2,11575
2009-08-17,16.75,13.0,16.75,14.75,13,125603
2009-08-18,13.75,13.75,13.75,14.25,4,30100
2009-08-19,15.0,15.0,15.0,13.75,2,20000
2009-08-20,13.75,13.0,13.75,14.0,3,150000
2009-08-21,14.0,14.0,14.0,14.0,1,25000
2009-08-24,13.0,13.0,13.0,14.25,1,228
2009-08-25,13.0,13.0,13.0,14.0,2,25002
2009-08-26,13.0,12.61,13.0,14.0,3,3530
2009-08-27,13.5,13.5,13.5,13.5,3,8581
2009-08-28,,,,13.25,,
2009-09-01,14.39,11.5,14.39,13.0,7,137402
2009-09-02,,,,12.5,,
2009-09-03,13.0,11.75,11.75,12.5,2,12205
2009-09-04,12.5,12.5,12.5,12.5,2,70000
2009-09-07,13.39,11.61,13.0,13.5,6,225764
2009-09-08,13.875,11.75,11.75,13.25,3,101680
2009-09-09,14.25,11.75,14.25,13.25,6,177575
2009-09-10,14.75,14.25,14.25,14.5,10,648495
2009-09-11,13.75,13.75,13.75,14.75,1,422
2009-09-14,14.75,13.75,14.75,14.75,2,52000
2009-09-15,13.95,13.95,13.95,14.75,1,633
2009-09-16,15.143,14.25,14.25,15.75,2,39829
2009-09-17,17.0,14.75,17.0,16.25,2,50331
2009-09-18,15.0,15.0,15.0,16.25,2,37173
2009-09-21,17.75,17.0,17.75,17.0,2,16065
2009-09-22,18.5,18.5,18.5,17.0,1,3091
2009-09-23,16.0,15.5,15.5,17.0,3,7555
2009-09-24,,,,16.5,,
2009-09-25,16.375,15.0,15.0,16.5,6,200800
2009-09-28,16.5,15.0,15.0,16.25,5,98806
2009-09-29,,,,17.0,,
2009-09-30,16.5,16.34,16.5,17.0,2,105000
2009-10-01,16.5,16.5,16.5,17.25,2,11596
2009-10-02,,,,17.0,,
2009-10-05,16.0,16.0,16.0,16.5,1,600
2009-10-06,17.5,17.25,17.25,17.75,3,19066
2009-10-07,18.5,17.5,18.5,18.25,2,200000
2009-10-08,18.5,18.5,18.5,18.5,1,113404
2009-10-09,17.5,17.5,17.5,19.0,1,1620
2009-10-12,22.0,19.0,20.0,20.5,28,1968323
2009-10-13,,,,21.0,,
2009-10-14,20.35,20.35,20.35,21.5,1,1665
2009-10-15,21.75,21.75,21.75,21.75,1,4000
2009-10-16,22.5,21.0,21.0,21.75,2,5440
2009-10-19,23.25,20.85,23.25,22.0,3,15644
2009-10-20,20.85,20.75,20.85,22.0,3,14263
2009-10-21,20.75,20.6,20.75,21.75,2,2136
2009-10-22,20.5,17.77,20.5,19.25,8,114878
2009-10-23,20.0,18.6,19.75,19.5,5,40577
2009-10-26,20.25,18.6,20.25,19.5,5,116149
2009-10-27,19.9,17.6,19.75,18.0,4,25752
2009-10-28,19.4,19.4,19.4,18.5,3,10868
2009-10-29,19.25,17.0,19.25,18.5,9,82000
2009-10-30,18.9,17.5,17.5,18.0,2,8000
2009-11-02,18.65,16.25,16.85,17.5,4,12489
2009-11-03,16.1,16.1,16.1,17.0,2,947
2009-11-04,18.25,15.86,15.86,17.0,3,10659
2009-11-05,18.0,15.5,15.5,16.75,2,27987
2009-11-06,18.65,17.9,17.9,18.0,4,25000
2009-11-09,19.5,19.4,19.5,18.75,2,15000
2009-11-10,,,,18.75,,
2009-11-11,20.4,20.0,20.0,19.25,3,29000
2009-11-12,19.25,19.25,19.25,19.25,2,1202
2009-11-13,19.25,19.25,19.25,19.25,1,1380
2009-11-16,,,,21.0,,
2009-11-17,,,,21.25,,
2009-11-18,,,,21.25,,
2009-11-19,20.25,20.1,20.25,20.75,2,17200
2009-11-20,,,,20.75,,
2009-11-23,20.75,20.75,20.75,20.75,1,465
2009-11-24,,,,20.75,,
2009-11-25,,,,20.75,,
2009-11-26,22.0,19.61,19.61,20.25,2,53720
2009-11-27,19.0,18.0,18.0,19.0,4,20397
2009-11-30,,,,19.25,,
2009-12-01,21.0,21.0,21.0,19.5,1,50000
2009-12-02,19.25,18.51,18.511,19.75,2,10786
2009-12-03,22.0,21.0,21.5,21.0,4,146800
2009-12-04,20.011,20.0,20.0,21.0,3,8362
2009-12-07,19.511,19.51,19.511,20.75,1,320
2009-12-08,,,,20.5,,
2009-12-09,,,,20.5,,
