Instrument,TR.ACCOUNTSPAYABLE,TR.ACCOUNTSPAYABLE.CALCDATE,TR.ACCTSRECEIVTRADENET,TR.ACCTSRECEIVTRADENET.CALCDATE,TR.ADVERTISINGEXPENSE,TR.ADVERTISINGEXPENSE.CALCDATE,TR.BACKLOGVALUEACTUAL,TR.BACKLOGVALUEACTUAL.CALCDATE,TR.BUILDINGSGROSS,TR.BUILDINGSGROSS.CALCDATE,TR.CAPITALEXPENDITURES,TR.CAPITALEXPENDITURES.CALCDATE,TR.CAPITALLEASEOBLIGATIONS,TR.CAPITALLEASEOBLIGATIONS.CALCDATE,TR.CASHANDSTINVESTMENTS,TR.CASHANDSTINVESTMENTS.CALCDATE,TR.CASHFROMOPERATINGACT,TR.CASHFROMOPERATINGACT.CALCDATE,TR.COSTOFREVENUETOTAL,TR.COSTOFREVENUETOTAL.CALCDATE,TR.DEFERREDREVENUECURRENT,TR.DEFERREDREVENUECURRENT.CALCDATE,TR.DEFERREDREVENUELT,TR.DEFERREDREVENUELT.CALCDATE,TR.DEPRDEPLETIONANDAMORT,TR.DEPRDEPLETIONANDAMORT.CALCDATE,TR.EBITACTVALUE,TR.EBITACTVALUE.CALCDATE,TR.EBITDAACTVALUE,TR.EBITDAACTVALUE.CALCDATE,TR.EMPLOYEES,TR.EMPLOYEES.CALCDATE,TR.GOODWILLNET,TR.GOODWILLNET.CALCDATE,TR.GROSSDIVIDENDSCMNSTOCK,TR.GROSSDIVIDENDSCMNSTOCK.CALCDATE,TR.INCOMETAXESPAYABLE,TR.INCOMETAXESPAYABLE.CALCDATE,TR.INTEXPENSENETNONOPER,TR.INTEXPENSENETNONOPER.CALCDATE,TR.INTANGIBLESNET,TR.INTANGIBLESNET.CALCDATE,TR.INTERESTINCOMENONOPERATING,TR.INTERESTINCOMENONOPERATING.CALCDATE,TR.INVENTORYACTVALUE,TR.INVENTORYACTVALUE.CALCDATE,TR.ISSUANCERETIREMENTOFSTOCKNET,TR.ISSUANCERETIREMENTOFSTOCKNET.CALCDATE,TR.LEASEEXPENSETOTAL,TR.LEASEEXPENSETOTAL.CALCDATE,TR.MINORITYINTERESTBSSTMT,TR.MINORITYINTERESTBSSTMT.CALCDATE,TR.NETINCOME,TR.NETINCOME.CALCDATE,TR.NETINCOMEBEFOREEXTRAITEMS,TR.NETINCOMEBEFOREEXTRAITEMS.CALCDATE,TR.NETINCOMEBEFORETAXES,TR.NETINCOMEBEFORETAXES.CALCDATE,TR.OTHERCURRENTASSETS,TR.OTHERCURRENTASSETS.CALCDATE,TR.OTHERCURRENTLIABTOTAL,TR.OTHERCURRENTLIABTOTAL.CALCDATE,TR.OTHERLTASSETSTOTAL,TR.OTHERLTASSETSTOTAL.CALCDATE,TR.OTHERLIABILITIESTOTAL,TR.OTHERLIABILITIESTOTAL.CALCDATE,TR.OTHERNONOPERATINGINCOME,TR.OTHERNONOPERATINGINCOME.CALCDATE,TR.PPTYPLANTEQPMTTTLGROSS,TR.PPTYPLANTEQPMTTTLGROSS.CALCDATE,TR.PROPERTYPLANTEQUIPMENTTOTALNET,TR.PROPERTYPLANTEQUIPMENTTOTALNET.CALCDATE,TR.RECEIVABLESOTHER,TR.RECEIVABLESOTHER.CALCDATE,TR.REDEEMABLEPREFERREDTTL,TR.REDEEMABLEPREFERREDTTL.CALCDATE,TR.RESEARCHANDDEVELOPMENT,TR.RESEARCHANDDEVELOPMENT.CALCDATE,TR.REVENUE,TR.REVENUE.CALCDATE,TR.RIGHTOFUSEASSETSCAPLEASEGROSSSUPP,TR.RIGHTOFUSEASSETSCAPLEASEGROSSSUPP.CALCDATE,TR.RIGHTOFUSEASSETSOPERLEASEGROSSSUPP,TR.RIGHTOFUSEASSETSOPERLEASEGROSSSUPP.CALCDATE,TR.SGAEXPENSETOTAL,TR.SGAEXPENSETOTAL.CALCDATE,TR.SPECIALITEMSMM,TR.SPECIALITEMSMM.CALCDATE,TR.TAXCURDOM,TR.TAXCURDOM.CALCDATE,TR.TAXDEFTOT,TR.TAXDEFTOT.CALCDATE,TR.TAXOTHINCTOT,TR.TAXOTHINCTOT.CALCDATE,TR.TOTALASSETSREPORTED,TR.TOTALASSETSREPORTED.CALCDATE,TR.TOTALCURRLIABILITIES,TR.TOTALCURRLIABILITIES.CALCDATE,TR.TOTALCURRENTASSETS,TR.TOTALCURRENTASSETS.CALCDATE,TR.TOTALDEBTOUTSTANDING,TR.TOTALDEBTOUTSTANDING.CALCDATE,TR.TOTALEQUITY,TR.TOTALEQUITY.CALCDATE,TR.TOTALINVENTORY,TR.TOTALINVENTORY.CALCDATE,TR.TOTALLIABILITIES,TR.TOTALLIABILITIES.CALCDATE,TR.TOTALLONGTERMDEBT,TR.TOTALLONGTERMDEBT.CALCDATE,TR.TTLPREFERREDSHARESOUT,TR.TTLPREFERREDSHARESOUT.CALCDATE,TR.WARRANTSCONVERTED,TR.WARRANTSCONVERTED.CALCDATE
PUMGq.L^K07,23749499.5839047,1999-04-26,39298079.8199655,1999-04-26,,,,,,,-11105825.0172885,1999-04-26,,,25147029.2204367,1999-04-26,-11338.9828521866,1999-04-26,137672968.986251,1999-04-26,,,,,2965144.01584678,1999-04-26,,,,,1145,1999-04-26,131815.675656669,1999-04-26,1115472.43808385,1999-04-26,,,,,390486.221972174,1999-04-26,,,,,,,,,329539.189141672,1999-04-26,2868053.97517494,1999-04-26,2868053.97517494,1999-04-26,-19581714.6992979,1999-04-26,0.0,1999-04-26,,,24264714.617251,1999-04-26,14742095.080699,1999-04-26,-22008257.0296658,1999-04-26,,,13723712.683287,1999-04-26,3106881.30149912,1999-04-26,,,,,214386148.786291,1999-04-26,,,,,93826539.6697024,1999-04-26,,,1593127.09073221,1999-04-26,-23675087.5089373,1999-04-26,-22024556.8175159,1999-04-26,157973291.723807,1999-04-26,72743118.428918,1999-04-26,113507470.468957,1999-04-26,20551197.7331599,1999-04-26,69208899.2111771,1999-04-26,44927176.1196479,1999-04-26,88764392.5126294,1999-04-26,949639.813870624,1999-04-26,,,,
PUMGq.L^K07,23749499.5839047,1999-08-04,39298079.8199655,1999-08-04,,,,,,,-11105825.0172885,1999-08-04,,,25147029.2204367,1999-08-04,-11338.9828521866,1999-08-04,137672968.986251,1999-08-04,,,,,2965144.01584678,1999-08-04,,,,,1145,1999-08-04,131815.675656669,1999-08-04,1115472.43808385,1999-08-04,,,,,390486.221972174,1999-08-04,,,,,,,,,329539.189141672,1999-08-04,2868053.97517494,1999-08-04,2868053.97517494,1999-08-04,-19581714.6992979,1999-08-04,0.0,1999-08-04,,,24264714.617251,1999-08-04,14742095.080699,1999-08-04,-22008257.0296658,1999-08-04,,,13723712.683287,1999-08-04,3106881.30149912,1999-08-04,,,,,214386148.786291,1999-08-04,,,,,93826539.6697024,1999-08-04,,,1593127.09073221,1999-08-04,-23675087.5089373,1999-08-04,-22024556.8175159,1999-08-04,157973291.723807,1999-08-04,72743118.428918,1999-08-04,113507470.468957,1999-08-04,20551197.7331599,1999-08-04,69208899.2111771,1999-08-04,44927176.1196479,1999-08-04,88764392.5126294,1999-08-04,949639.813870624,1999-08-04,,,,
PUMGq.L^K07,23749499.5839047,1999-11-05,39298079.8199655,1999-11-05,,,,,,,-11105825.0172885,1999-11-05,,,25147029.2204367,1999-11-05,-11338.9828521866,1999-11-05,137672968.986251,1999-11-05,,,,,2965144.01584678,1999-11-05,,,,,1145,1999-11-05,131815.675656669,1999-11-05,1115472.43808385,1999-11-05,,,,,390486.221972174,1999-11-05,,,,,,,,,329539.189141672,1999-11-05,2868053.97517494,1999-11-05,2868053.97517494,1999-11-05,-19581714.6992979,1999-11-05,0.0,1999-11-05,,,24264714.617251,1999-11-05,14742095.080699,1999-11-05,-22008257.0296658,1999-11-05,,,13723712.683287,1999-11-05,3106881.30149912,1999-11-05,,,,,214386148.786291,1999-11-05,,,,,93826539.6697024,1999-11-05,,,1593127.09073221,1999-11-05,-23675087.5089373,1999-11-05,-22024556.8175159,1999-11-05,157973291.723807,1999-11-05,72743118.428918,1999-11-05,113507470.468957,1999-11-05,20551197.7331599,1999-11-05,69208899.2111771,1999-11-05,44927176.1196479,1999-11-05,88764392.5126294,1999-11-05,949639.813870624,1999-11-05,,,,
PUMGq.L^K07,23749499.5839047,1999-12-31,39298079.8199655,1999-12-31,,,,,,,-11105825.0172885,1999-12-31,,,25147029.2204367,1999-12-31,-11338.9828521866,1999-12-31,137672968.986251,1999-12-31,,,,,2965144.01584678,1999-12-31,,,,,1145,1999-12-31,131815.675656669,1999-12-31,1115472.43808385,1999-12-31,,,,,390486.221972174,1999-12-31,,,,,,,,,329539.189141672,1999-12-31,2868053.97517494,1999-12-31,2868053.97517494,1999-12-31,-19581714.6992979,1999-12-31,0.0,1999-12-31,,,24264714.617251,1999-12-31,14742095.080699,1999-12-31,-22008257.0296658,1999-12-31,,,13723712.683287,1999-12-31,3106881.30149912,1999-12-31,,,,,214386148.786291,1999-12-31,,,,,93826539.6697024,1999-12-31,,,1593127.09073221,1999-12-31,-23675087.5089373,1999-12-31,-22024556.8175159,1999-12-31,157973291.723807,1999-12-31,72743118.428918,1999-12-31,113507470.468957,1999-12-31,20551197.7331599,1999-12-31,69208899.2111771,1999-12-31,44927176.1196479,1999-12-31,88764392.5126294,1999-12-31,949639.813870624,1999-12-31,,,,
SCAbq.L^K07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBGa.L^K06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9020q.L^J08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABEq.L^K07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DASTq.L^K07,14694944.2330349,1998-03-31,73569088.6037902,1998-03-31,,,,,5705068.79740731,1998-03-31,-7121166.69209558,1998-03-31,9811103.27593518,1998-03-31,124938297.138764,1998-03-31,49360273.0127328,1998-03-31,25415336.0613897,1998-03-31,27713471.1799615,1998-03-31,,,10924581.1998089,1998-03-31,,,,,1672,1998-03-31,,,8918593.08400989,1998-03-31,4864419.17438067,1998-03-31,-1178658.14639934,1998-03-31,5515421.42923373,1998-03-31,5215240.59139797,1998-03-31,,,2436226.45169327,1998-03-31,,,,,-9521090.57546828,1998-03-31,-9521090.57546828,1998-03-31,23881788.9762153,1998-03-31,10030544.6740126,1998-03-31,58785065.7776655,1998-03-31,,1998-03-31,14770396.8283439,1998-03-31,-67418.9396759132,1998-03-31,64873089.2805713,1998-03-31,33638794.4795825,1998-03-31,,,,,61270610.393716,1998-03-31,199602965.857644,1998-03-31,,,,,35042182.2025597,1998-03-31,-58520583.5965647,1998-03-31,32390073.3042571,1998-03-31,324992.853963197,1998-03-31,33402879.5516836,1998-03-31,247692146.325383,1998-03-31,94097532.7332491,1998-03-31,208537930.416567,1998-03-31,13695154.3220434,1998-03-31,127130168.418171,1998-03-31,,,120561977.907212,1998-03-31,9811103.27593518,1998-03-31,,,,
DASTq.L^K07,14694944.2330349,1998-06-30,73569088.6037902,1998-06-30,,,,,5705068.79740731,1998-06-30,-7121166.69209558,1998-06-30,9811103.27593518,1998-06-30,124938297.138764,1998-06-30,49360273.0127328,1998-06-30,25415336.0613897,1998-06-30,27713471.1799615,1998-06-30,,,10924581.1998089,1998-06-30,,,,,1672,1998-06-30,,,8918593.08400989,1998-06-30,4864419.17438067,1998-06-30,-1178658.14639934,1998-06-30,5515421.42923373,1998-06-30,5215240.59139797,1998-06-30,,,2436226.45169327,1998-06-30,,,,,-9521090.57546828,1998-06-30,-9521090.57546828,1998-06-30,23881788.9762153,1998-06-30,10030544.6740126,1998-06-30,58785065.7776655,1998-06-30,,1998-06-30,14770396.8283439,1998-06-30,-67418.9396759132,1998-06-30,64873089.2805713,1998-06-30,33638794.4795825,1998-06-30,,,,,61270610.393716,1998-06-30,199602965.857644,1998-06-30,,,,,35042182.2025597,1998-06-30,-58520583.5965647,1998-06-30,32390073.3042571,1998-06-30,324992.853963197,1998-06-30,33402879.5516836,1998-06-30,247692146.325383,1998-06-30,94097532.7332491,1998-06-30,208537930.416567,1998-06-30,13695154.3220434,1998-06-30,127130168.418171,1998-06-30,,,120561977.907212,1998-06-30,9811103.27593518,1998-06-30,,,,
