index,RIC
1160,BDVc.L^D07
1161,BDXq.L^A00
1162,BDYxq.L^D04
1163,BEAMq.L^A00
1164,BEMT.L^D97
1165,BEPL.L^B01
1166,BETF.L^B16
1167,BFM.L^C05
1168,BFMA.L^C05
1169,BFMB.L^C05
1170,BFP.L^B05
1171,BFRD.L^A07
1172,BFq.L^A00
1173,BGCg.L^C04
1174,BGD.L^D97
1175,BGDGr.L^A03
1176,BGENq.L^K07
1177,BGFq.L^B07
1178,BGGq.L^A00
1179,BGL.L^C02
1180,BGLFc.L^A20
1181,BGOq.L^B07
1182,BGP.L^C98
1183,BGPq.L^A00
1184,BGS.L
1185,BGX.L^C09
1186,BGYA.L^B09
1187,BGYB.L^B09
1188,BGYa.L^J04
1189,BHC.L^C99
1190,BHGGx.L^K14
1192,BHIq.L^A00
1193,BHL.L^B00
1194,BHRB.L^B15
1195,BHT.L^D97
1196,BHWGq.L^B98
1197,BHWHq.L^A03
1198,BIFF.L^A23
1199,BII.L^A11
1200,BIO.L^D97
1201,BIOI.L^D92
1202,BION.L^A08
1203,BIONB.L^D23
1204,BIRq.L^A00
1205,BITS.L^A98
1206,BIV.L^D06
1207,BJSq.L^A00
1208,BKHL.L^B92
1209,BKP.L^B01
1210,BKQGeq.L^D04
1211,BKSA.L^A16
1212,BKSC.L^B00
1213,BKSW.L^A03
1214,BKq.L^A00
1215,BLCH.L^A03
1216,BLEY.L^B19
1217,BLEYb.L^D06
1218,BLG.L^C06
1219,BLK.L^B04
1220,BLKA.L^B10
1221,BLM.L^C95
1222,BLYL.L^A93
1223,BLYq.L^B97
1224,BMD.L^C98
1225,BMETq.L^J07
1226,BMGL.L^D91
1227,BMGq.L^A00
1228,BMID.L^B89
1229,BMMLe.L^C92
1230,BMPL.L^A03
1231,BMYq.L^A00
1232,BMZ.L^D15
1233,BND.L^B05
1234,BNDE.L^B05
1235,BNETq.L^A00
1236,BNH.L^A08
1237,BNIq.L^A00
1238,BNLN.L^K09
1239,BNLX.L^A03
1240,BNM.L^C99
1241,BNN.L^B18
1242,BNNL.L^A03
1243,BOATq.L^A97
1244,BOCA.L^B07
1245,BOCB.L^B07
1246,BOCBq.L^A00
1247,BOCD.L^B07
1248,BODD.L^A96
1249,BOG.L^B03
1250,BOIA.L^C07
1251,BOK.L^C18
1252,BOLBq.L^A00
1253,BOLG.L^B16
1254,BOML.L^A03
1255,BOR.L^A03
1256,BOSB.L^C18
1257,BOSTq.L^A00
1258,BOTS.L^D92
1259,BOUB.L^D20
1260,BOUYxq.L^A97
1261,BOYg.L^D04
1262,BP.L^A99
1263,BPC.L^A03
1264,BPCRc.L^J18
1265,BPD.L^D09
1266,BPDN.L^D09
1267,BPDx.L^D09
1268,BPF.L^B99
1269,BPTL.L^A03
1270,BPTY.L^B16
1271,BRAM.L^B17
1272,BRDY.L^A20
1273,BREDg.L^A03
1274,BREls.L^A09
1275,BRFC.L^J13
1276,BRFCc.L^A19
1277,BRFIc.L^C16
1278,BRGL.L^B01
1279,BRJGq.L^D02
1280,BRLBq.L^B09
1281,BRM.L^K10
1282,BRNE.L^B14
1283,BRNEx.L^B14
1284,BROA.L^D91
1285,BROC.L^D09
1286,BRR.L^K09
1287,BRSJq.L^C00
1288,BRSa.L^A03
1289,BRUA.L^C05
1290,BRYN.L^D01
1291,BRq.L^A00
1292,BSCq.L^A00
1293,BSI.L^D05
1294,BSM.L^C98
1295,BSS.L^A07
1296,BSS.L^A96
1297,BST.L^D20
1298,BSXq.L^A00
1299,BTBGq.L^C02
1300,BTC.L^D97
1301,BTIq.L^B97
1302,BTKW.L^D97
1303,BTM.L^B05
1304,BTOL.L^A03
1305,BTSG.L^A91
1306,BTV.L^A01
1307,BTX.L^J07
1308,BTY.L^A97
1309,BUCq.L^A00
1310,BUK.L^D94
1311,BULGq.L^K07
1312,BUMA.L^C23
1313,BUMP.L^D23
1314,BUO.L^C01
1315,BUR.L^C97
1316,BUTNq.L^C93
1317,BUV.L^D97
1318,BVF.L^B03
1319,BVTc.L^A07
1320,BVTr.L^C00
1321,BVq.L^A95
1322,BWB.L^K08
1323,BXI.L^D00
1324,BZLGq.L^A03
1325,BZM.L^A19
1326,BZQa.L^C98
1327,BZR.L^D01
1328,BZR.L^D92
1329,C5N.L^K07
1330,CAEA.L^A14
1331,CAGAq.L^A00
1332,CAKEP.L^B19
1333,CALL.L^A22
1334,CAMBA.L^J21
1335,CAML.L^A03
1336,CANG.L^B99
1337,CAPC.L^J15
1338,CAPT.L^C09
1339,CARL.L^K10
1340,CARNaq.L^A00
1341,CART.L^C08
1342,CAS.L^C19
1343,CASK.L^A96
1344,CAVA.L^C05
1345,CAWSq.L^B00
1346,CAX.L^C07
1347,CBAOq.L^A99
1348,CBAY.L^A11
1349,CBDc.L^D07
1350,CBEq.L^A00
1351,CBF.L^C10
1352,CBFA.L^C10
1353,CBL.L^B99
1354,CBMR.L^C09
1355,CBNE.L^D92
1356,CBNL.L^A03
1357,CBRLq.L^A00
1358,CBS.L^A03
1359,CBUY.L^B20
1360,CBV.L^D05
1361,CBVA.L^C05
1362,CBX.L^D12
1363,CCAPC.L^J21
1364,CCEq.L^A00
1365,CCG.L^B07
1366,CCGA.L^B07
1367,CCH.L^C98
1368,CCIFq.L^A96
1369,CCII.L^B93
1370,CCIIi.L^B93
1371,CCJS.L^C23
1372,CCKCq.L^A00
1373,CCL.L^A96
1374,CCRD.L^A22
1375,CCRTq.L^A00
1376,CCSIq.L^A00
1377,CCSL.L^J20
1378,CDAA.L^A03
1379,CDB.L^C04
1380,CDBA.L^B10
1381,CDBA.L^C04
1382,CDBB.L^B10
1383,CDBB.L^C04
1384,CDBC.L^B10
1385,CDBD.L^B10
1386,CDBE.L^B10
1387,CDBF.L^B10
1388,CDDL.L^A92
1389,CDE.L^A00
1390,CDM.L^B21
1391,CDNL.L^D90
1392,CDSL.L^A92
1393,CDUC.L^D11
1394,CDq.L^A00
1395,CECU.L^A09
1396,CED.L^C02
1397,CEFTq.L^C04
1398,CEKq.L^C09
1399,CEO.L^A14
1400,CER.L^A08
1401,CESG.L^D10
1402,CFB.L^C07
1403,CFGL.L^A03
1404,CFIN.L^D16
1405,CFN.L^B07
1406,CFNA.L^B07
1407,CFNB.L^B07
1408,CFRD.L^D93
1409,CFRDa.L^D93
1410,CFU.L^D15
1411,CFXJ.L^D97
1412,CGA.L^B01
1413,CGA.L^D12
1414,CGIPq.L^A95
1415,CGLD.L^A03
1416,CGR.L^D07
1417,CGRA.L^D07
1418,CGSIq.L^A00
1419,CHA.L^J18
1420,CHAq.L^A00
1421,CHCH.L^A00
1422,CHCPL.L^A11
1423,CHI.L^A99
1424,CHIL.L^B91
1425,CHILq.L^A98
1426,CHIRq.L^A00
1427,CHIS.L^B14
1428,CHIec.L^D04
1429,CHLL.L^A03
1430,CHM.L^C97
1431,CHMP.L^A03
1432,CHO.L^D08
1433,CHOC.L^B17
1434,CHRSq.L^A00
1435,CHRX.L^A11
1436,CHS.L^B11
1437,CHT.L^A17
1438,CHT.L^C10
1439,CHTRn.L^D04
1440,CHUK.L^B08
1441,CHWr.L^C00
1442,CIApa.L^A07
1443,CIApb.L^A07
1444,CICq.L^A00
1445,CIFbq.L^A98
1446,CIG.L^C11
1447,CIG.L^D98
1448,CIHL.L^K21
1449,CII.L^D04
1450,CINYq.L^A00
1451,CIRA.L^D17
1452,CIRL.L^D91
1453,CISL.L^A03
1454,CISo.L^D04
1455,CITY.L^A23
1456,CIV1.L^J09
1457,CIVL.L^B92
1458,CJGL.L^D91
1459,CKW.L^C97
1460,CKq.L^A00
1461,CLA.L^C04
1462,CLA.L^J06
1463,CLAV.L^K15
1464,CLE.L^J98
1465,CLEA.L^D13
1466,CLFFq.L^B98
1467,CLIA.L^C05
1468,CLINC.L^D22
1469,CLIO.L^C09
1470,CLKH.L^A11
1471,CLL.L^C99
1472,CLM.L^B00
1473,CLPA.L^A03
1474,CLR.L^B06
1475,CLRL.L^A91
1476,CLSN.L^C21
1477,CLSq.L^B98
1478,CLXq.L^A00
1479,CLY.L^B03
1480,CMB.L^A96
1481,CMBNC.L^J18
1482,CMBPe.L^A03
1483,CMCSxq.L^A00
1484,CMF.L^D09
1485,CMFD.L^A03
1486,CMGX.L^D09
1487,CMHq.L^A00
1488,CMO.L^C06
1489,CMOA.L^C06
1490,CMPT.L^C08
1491,CMSEq.L^A00
1492,CMVTq.L^D07
1493,CMWL.L^A03
1494,CMXL.L^A03
1495,CNA_w.L^B97
1496,CNELn.L^A03
1497,CNG.L^D97
1498,CNGCq.L^A00
1499,CNMI.L^A18
1500,CNRA.L^D05
1501,COAL.L^A03
1502,COCRG.L^A13
1503,CODA.L^C08
1504,COHA.L^B10
1505,COHC.L^C10
1506,COIL.L^D07
1507,COLHq.L^A00
1508,COLO.L^A03
1509,COLn.L^K06
1510,COML.L^C02
1511,COMSq.L^A00
1512,COOA.L^C03
1513,COOL.L^A12
1514,COXq.L^A00
1515,CPA.L^D00
1516,CPC.L^C99
1517,CPG.L^A01
1518,CPH.L^D99
1519,CPIL.L^C09
1520,CPL.L^A97
1521,CPLA.L^A03
1522,CPLCq.L^A00
1523,CPM.L^D97
1524,CPRC.L^A20
1525,CPSP.L^B11
1526,CPSS.L^C07
1527,CPUA.L^A13
1528,CPWN.L^C10
1529,CQBq.L^A00
1530,CQSRc.L^A08
1531,CRA.L^C19
1532,CRAL.L^B93
1533,CRBA.L^A03
1534,CRC.L^C09
1535,CREO.L^C07
1536,CRND.L^K17
1537,CRPN.L^C09
1538,CRQ.L^A00
1539,CRS.L^D97
1540,CRTO.L^A05
1541,CRTW.L^A03
1542,CRUS.L^A03
1543,CRUSq.L^A00
1544,CRW.L^C97
1545,CRWA.L^A06
1546,CRYC.L^D05
1547,CRq.L^A00
1548,CSCL.L^B91
1549,CSCOq.L^K07
1550,CSCq.L^A00
1551,CSD.L^C98
1552,CSE.L^B99
1553,CSEq.L^A00
1554,CSFG.L^B19
1555,CSHGq.L^A03
1556,CSHP.L^C12
1557,CSHc.L^A19
1558,CSLT.L^B13
1559,CSLTr.L^C08
1560,CSM.L^B08
1561,CSMNcq.L^D98
1562,CSRA.L^B20
1563,CSRT.L^C20
1564,CSRWq.L^A00
1565,CSr.L^A01
1566,CTAG.L^C17
1567,CTBRq.L^A00
1568,CTD.L^A01
1569,CTF.L^B07
1570,CTFA.L^D15
1571,CTGP.L^A08
1572,CTLq.L^A00
1573,CTQ.L^B95
1574,CTR.L^A20
1575,CTUe.L^C00
1576,CTVN.L^B94
1577,CUB.L^A02
1578,CUC.L^B08
1579,CULHfq.L^D98
1580,CURM.L^C09
1581,CUX.L^A07
1582,CVL.L^C09
1583,CVSq.L^A00
1584,CVT.L^D05
1585,CVTA.L^C05
1586,CVTL.L^A03
1587,CWDA.L^B07
1588,CWDA.L^C21
1589,CWDr.L^D05
1590,CWEq.L^A95
1591,CWP.L^D98
1592,CWV.L^A08
1593,CXR.L^D97
1594,CYDA.L^C05
1595,CYG.L^D00
1596,CYHU.L^A10
1597,CYTOq.L^A00
1598,CYX.L^B08
1599,D4LC.L^D18
1600,DAB.L^C16
1601,DABB.L^K06
1602,DABD.L^K06
1603,DABa.L^B06
1604,DABb.L^B06
1605,DABc.L^B06
1606,DABc.L^B08
1607,DABcu.L^B08
1608,DABcx.L^B08
1609,DABe.L^B08
1610,DABu.L^J15
1611,DAFN.L^B93
1612,DAGR.L^K07
1613,DALq.L^A00
1614,DAN.L^A16
1615,DATA.L^J10
1616,DAVL.L^A03
1617,DAVM.L^A91
1618,DAW.L^C02
1619,DBCGq.L^B98
1620,DBE.L^B05
1621,DBRNq.L^A00
1622,DBSN.L^A96
1623,DCA.L^J08
1624,DCG.L^D19
1625,DDBC.L^D97
1626,DDDD.L^B23
1627,DDEGq.L^A03
1628,DDSq.L^A00
1629,DDq.L^K07
1630,DEDE.L^D11
1631,DEEV.L^B17
1632,DEGR.L^C09
1633,DELLq.L^K07
1634,DEMO1.L^D04
1635,DEMO2.L^D04
1636,DEP.L^J03
1637,DEPA.L^C04
1638,DEPB.L^C04
1639,DESCP.L^B13
1640,DESIq.L^A00
1641,DET.L^A06
1642,DEVD.L^A23
1643,DEWq.L^C98
1644,DEq.L^A00
1645,DFX.L^A20
1646,DFX.L^K03
1647,DGD.L^D97
1648,DGDL.L^B93
1649,DGOpp.L^A97
1650,DGS.L^K16
1651,DGSGq.L^B98
1652,DGq.L^A00
1653,DHC.L^C01
1654,DHIR.L^B12
1655,DHIq.L^D98
1656,DHq.L^A00
1657,DIAA.L^B07
1658,DIAB.L^B07
1659,DIAC.L^B07
1660,DIL2.L^D18
1661,DISL.L^A12
1662,DJG.L^D99
1663,DJq.L^A00
1664,DKL.L^D06
1665,DLC.L^B14
1666,DLE.L^B03
1667,DLXq.L^A00
1668,DLq.L^A00
1669,DME.L^C12
1670,DMEq.L^A00
1671,DMGOa.L^A22
1672,DMP1.L^A12
1673,DMTR.L^A23
1674,DMYq.L^A07
1675,DN2Cc.L^C13
1676,DNBAaq.L^A95
1677,DNDL.L^J18
1678,DNDLx.L^D12
1679,DNL.L^K22
1680,DNYRq.L^A00
1681,DOHGq.L^B98
1682,DOMN.L^A03
1683,DON.L^B04
1684,DOPL.L^B12
1685,DOR.L^C16
1686,DP2F.L^C21
1687,DP2Fx.L^C21
1688,DP2G.L^C21
1689,DP2K.L^C21
1690,DP3H.L^C21
1691,DP3J.L^C21
1692,DPSq.L^A00
1693,DPV3.L^H12
1694,DPV3a.L^D17
1695,DPV3c.L^D17
1696,DPWD.L^A15
1697,DQ5.L^A21
1698,DQE.L^C16
1699,DRA.L^A03
1700,DREF.L^C17
1701,DRG.L^I18
1702,DRGL.L^A03
1703,DRIq.L^A00
1704,DRNGq.L^A03
1705,DRR.L^C92
1706,DSCe.L^J04
1707,DSCr.L^J09
1708,DTB.L^A09
1709,DTEq.L^A00
1710,DTK.L^C10
1711,DTLc.L^D08
1712,DTMA.L^H07
1713,DTR.L^B92
1714,DTRL.L^A03
1715,DTYA.L^D23
1716,DTYB.L^D23
1717,DTYC.L^D23
1718,DUKq.L^A00
1719,DURJq.L^A07
1720,DURq.L^A97
1721,DVO.L^D23
1722,DVRA.L^I06
1723,DVS.L^D07
1724,DVWB.L^B17
1725,DWCG.L^H17
1726,DWCU.L^D16
1727,DWI.L^A09
1728,DWMA.L^B06
1729,DWN.L^I11
1730,DXS.L^A07
1731,DYIOq.L^A99
1732,Dq.L^A00
1733,E2V.L^C17
1734,EAGA.L^D11
1735,EAGR.L^A03
1736,EASOa.L^H96
1737,EATL.L^I93
1738,EAV.L^A08
1739,EAZq.L^A00
1740,EBF.L^B07
1741,EBG.L^H10
1742,EBIVE.L^G16
1743,EBJ.L^D09
1744,EBMBq.L^C12
1745,EBP.L^K03
1746,EBR.L^C05
1747,EBTM.L^D09
1748,ECAPEx.L^D16
1749,ECDC.L^J14
1750,ECFo.L^H05
1751,ECLq.L^A00
1752,ECPC.L^D11
1753,ECS.L^B03
1754,ECT.L^D03
1755,EDA.L^C13
1756,EDBR.L^B92
1757,EDENg.L^A03
1758,EDFA.L^A04
1759,EDFD.L^A04
1760,EDFq.L^K07
1761,EDG.L^D16
1762,EDGH.L^C23
1763,EDH.L^D01
1764,EDT.L^D02
1765,EDU.L^K07
1766,EDq.L^A00
1767,EED.L^C97
1768,EEG.L^A07
1769,EEL.L^A96
1770,EEL.L^C09
1771,EEUP.L^D18
1772,EFUq.L^A00
1773,EFXq.L^A00
1774,EGG.L^B06
1775,EGNJq.L^D00
1776,EGS.L^K17
1777,EGUq.L^B12
1778,EHH.L^D99
1779,EIC.L^B99
1780,EIDE.L^D09
1781,EIGE.L^C20
1782,EITE.L^G15
1783,EITL.L^D93
1784,EJV.L^B04
1785,ELCOq.L^D08
1786,ELCOxq.L^D08
1787,ELFPq.L^C99
1788,ELG.L^D08
1789,ELGGq.L^A03
1790,ELML.L^A03
1791,ELP.L^C09
1792,ELX.L^C09
1793,ELYq.L^A00
1794,EMHA.L^B07
1795,EMHB.L^B07
1796,EMM.L^B17
1797,EMNq.L^A00
1798,EMO.L^C02
1799,EMP.L^D97
1800,EMRq.L^A00
1801,EMTA.L^A03
1802,ENEA.L^A03
1803,ENK.L^J12
1804,ENM.L^A10
1805,ENR.L^J06
1806,ENRCa.L^C16
1807,ENSCb.L^A98
1808,ENSL.L^C92
1809,ENTU.L^J17
1810,ENV.L^D04
1811,ENVx.L^A15
1812,ENZA.L^D05
1813,EO.L^A12
1814,EOGA.L^A03
1815,EPG.L^A95
1816,EPM.L^C06
1817,EPMa.L^C06
1818,EPN.L^C99
1819,EPP.L^C03
1820,EPW.L^B00
1821,EPYq.L^B04
1822,EQGL.L^A03
1823,EQGP.L^K07
1824,EQLL.L^A03
1825,EQS.L^A09
1826,EQU.L^A09
1827,ERDIq.L^C93
1828,ERGL.L^C91
1829,ERL.L^D06
1830,ERSI.L^A02
1831,ERV.L^C00
1832,ERX.L^A09
1833,ESHp.L^J05
1834,ESR.L^A17
1835,ESVJ.L^D97
1836,ESVq.L^D99
1837,ESY.L^B06
1838,ESYGq.L^A03
1839,ETC.L^B00
1840,ETMa.L^H01
1841,ETMq.L^I07
1842,ETRq.L^A00
1843,ETVGq.L^C03
1844,EUC.L^K06
1845,EUG.L^G08
1846,EUROq.L^C03
1847,EUSPP.L^G19
1848,EUTLq.L^G07
1849,EUVI.L^A08
1850,EUW.L^A96
1851,EVCIq.L^D98
1852,EVDI.L^A10
1853,EVE.L^C00
1854,EVEE.L^K22
1855,EVERS.L^I09
1856,EVNG.L^C12
1857,EVOD.L^C93
1858,EVP.L^B03
1859,EVRA.L^K21
1860,EVTGq.L^A03
1861,EWF.L^H98
1862,EXC.L^B02
1863,EXEX.L^A03
1864,EXP.L^B09
1865,EXTI.L^A03
1866,EYR.L^D03
1867,Eq.L^B96
1868,F.L^H96
1869,FA14.L^D19
1870,FAB.L^D06
1871,FAB.L^D09
1872,FABA.L^D09
1873,FADV.L^G00
1874,FAI.L^B02
1875,FAI.L^B95
1876,FAIC.L^A16
1877,FALC.L^D97
1878,FAO.L^B07
1879,FAOA.L^B07
1880,FAR.L^D97
1881,FBOq.L^D96
1882,FBS.L^A98
1883,FCCN.L^K21
1884,FCE.L^D09
1885,FCK.L^C98
1886,FCL.L^D98
1887,FCOA.L^D03
1888,FCSSc.L^C11
1889,FCVC.L^C12
1890,FDBKp.L^D07
1891,FDHS.L^A03
1892,FDI.L^C20
1893,FDMA.L^B10
1894,FDML.L^C91
1895,FDT.L^C11
1896,FDX.L^D97
1897,FEMq.L^A98
1898,FEVf.L^C97
1899,FFA.L^D13
1900,FFBq.L^A95
1901,FFD.L^C00
1902,FFIF.L^H19
1903,FFL.L^C96
1904,FFTL.L^A03
1905,FFY.L^B17
1906,FGO.L^B07
1907,FGOA.L^B07
1908,FGOB.L^B07
1909,FGSN.L^A00
1910,FHCCq.L^B05
1911,FHGL.L^A03
1912,FIEGq.L^A03
1913,FIG.L^A06
1914,FIHA.L^D17
1915,FILLe.L^A03
1916,FIN.L^B02
1917,FINNq.L^A99
1918,FIP.L^C14
1919,FISH.L^A19
1920,FISNg.L^C90
1921,FISr.L^D01
1922,FITBq.L^A00
1923,FKBL.L^A03
1924,FLC.L^A02
1925,FLCN.L^C93
1926,FLEq.L^A00
1927,FLG.L^D15
1928,FLH.L^A97
1929,FLMq.L^A00
1930,FLTA.L^C22
1931,FLTC.L^C96
1932,FLXT.L^D01
1933,FLYB.L^C19
1934,FMGx.L^A01
1935,FMLq.L^C15
1936,FMOq.L^A00
1937,FMRal.L^D96
1938,FN.L^D97
1939,FNC.L^D97
1940,FND.L^A11
1941,FND.L^A96
1942,FNH.L^D98
1943,FNMq.L^A00
1944,FNT.L^I09
1945,FNTI.L^A94
1946,FOAM.L^D09
1947,FOB.L^C04
1948,FODR.L^I08
1949,FOG.L^B04
1950,FOGA.L^B04
1951,FOGB.L^B04
1952,FOGC.L^B04
1953,FOGL.L^A16
1954,FOKOq.L^A99
1955,FONq.L^A00
1956,FOOI.L^C15
1957,FORF.L^A17
1958,FOSE.L^D08
1959,FOSJq.L^D00
1960,FOSO.L^C91
1961,FPA.L^B07
1962,FPCq.L^A00
1963,FPE.L^A01
1964,FPM.L^B19
1965,FPP.L^A03
1966,FPR.L^J07
1967,FRAGq.L^K07
1968,FRE.L^C01
1969,FRE.L^D94
1970,FREq.L^A00
1971,FRF.L^C12
1972,FRFc.L^C12
1973,FRI.L^D98
1974,FRLn.L^E98
1975,FRM.L^A17
1976,FRMq.L^A00
1977,FRR.L^A19
1978,FRRL.L^A03
1979,FRRTa.L^A03
1980,FRSA.L^D06
1981,FRSB.L^B06
1982,FRTH.L^D02
1983,FRV.L^B01
1984,FRWL.L^A92
1985,FRXA.L^B03
1986,FRYP.L^D96
1987,FSCq.L^A00
1988,FSG.L^B11
1989,FSH.L^B09
1990,FSQ.L^D04
1991,FTG.L^C10
1992,FTRL.L^C92
1993,FTRc.L^B97
1994,FTVc.L^A07
1995,FTXq.L^A98
1996,FUR.L^B02
1997,FUS.L^F11
1998,FWIx.L^K96
1999,FWL.L^D98
2000,FWRD.L^C00
2001,FWY.L^B09
2002,FWYe.L^C04
2003,FWYx.L^B09
2004,GABIGc.L^D18
2005,GABIc.L^A19
2006,GALXq.L^A00
2007,GAM.L^B03
2008,GAPq.L^A00
2009,GAST.L^D11
2010,GASq.L^K07
2011,GATE.L^B96
2012,GATEq.L^A00
2013,GAYN.L^B91
2014,GB0049627.L^D96
2015,GB0053866.L^D02
2016,GB0055947.L^D02
2017,GB0055969.L^A00
2018,GB0063854.L^D02
2019,GB0073723.L^D02
2020,GB0077866.L^D02
2021,GB0082268.L^D02
2022,GB0082592.L^D06
2023,GB0083766.L^D97
2024,GB0097626.L^C07
2025,GB0114611.L^D94
2026,GB0114677.L^D94
2027,GB0116424.L^A96
2028,GB0129648.L^C96
2029,GB0138990.L^D02
2030,GB0144492.L^C02
2031,GB0155784.L^D02
2032,GB0156431.L^A00
2033,GB0161305.L^D94
2034,GB0162977.L^D96
2035,GB0188025.L^D02
2036,GB0196062.L^A00
2037,GB0205601.L^E96
2038,GB0209863.L^A96
2039,GB0215600.L^F03
2040,GB0222406.L^D11
2041,GB0228501.L^D96
2042,GB0228749.L^F97
2043,GB0230539.L^A08
2044,GB0236010.L^F97
2045,GB0249535.L^C02
2046,GB0288271.L^C02
2047,GB0299358.L^F97
2048,GB0306474.L^B96
2049,GB0308920.L^F97
2050,GB0313849.L^C95
2051,GB0315533.L^D02
2052,GB0322618.L^D02
2053,GB0322629.L^D02
2054,GB0323633.L^A96
2055,GB0337214.L^A00
2056,GB0345820.L^F01
2057,GB0351311.L^C02
2058,GB0351645.L^C03
2059,GB0355421.L^D96
2060,GB0355896.L^B00
2061,GB0361149.L^C95
2062,GB0362283.L^A95
2063,GB0373650.L^D96
2064,GB0375504.L^F97
2065,GB0376756.L^C08
2066,GB0376756.L^D02
2067,GB0380746.L^C05
2068,GB0383530.L^F01
2069,GB0386960.L^F97
2070,GB0387565.L^D96
2071,GB0393067.L^D98
2072,GB0395858.L^F00
2073,GB0396259.L^D02
2074,GB0396969.L^F00
2075,GB0397382.L^F00
2076,GB0397564.L^F00
2077,GB0397575.L^F00
2078,GB0397735.L^F00
2079,GB0400945.L^F97
2080,GB0410568.L^C02
2081,GB0412780.L^D98
2082,GB0414300.L^F03
2083,GB0422488.L^C02
2084,GB0428743.L^F97
2085,GB0432971.L^F01
2086,GB0440220.L^F97
2087,GB0443508.L^C02
2088,GB0449711.L^D04
2089,GB0449971.L^F03
2090,GB0460637.L^F97
2091,GB0461737.L^D02
2092,GB0464899.L^C02
2093,GB0475136.L^B95
2094,GB0477507.L^C02
2095,GB0495811.L^A98
2096,GB0496977.L^C98
2097,GB0497583.L^C02
2098,GB0507288.L^F97
2099,GB0517469.L^D02
2100,GB0524340.L^E95
2101,GB0550549.L^D02
2102,GB0576460.L^F03
2103,GB0579469.L^B95
2104,GB0580085.L^F97
2105,GB0586856.L^F94
2106,GB0589617.L^C95
2107,GB0590266.L^D02
2108,GB0607401.L^F97
2109,GB0615095.L^F97
2110,GB0625919.L^F97
2111,GB0626923.L^D02
2112,GB0627948.L^E94
2113,GB0630106.L^F97
2114,GB0631530.L^B96
2115,GB0636342.L^A95
2116,GB0642190.L^F97
2117,GB0645768.L^F97
2118,GB0645940.L^F97
2119,GB0645984.L^C95
2120,GB0652348.L^D07
2121,GB0656856.L^F97
2122,GB0663760.L^C96
2123,GB0677471.L^F96
2124,GB0680082.L^F97
2125,GB0689540.L^D01
2126,GB0695837.L^J94
2127,GB0696119.L^F94
2128,GB0698115.L^C02
2129,GB0704056.L^D96
2130,GB0705543.L^D02
2131,GB0714903.L^A95
2132,GB0714914.L^A95
2133,GB0714925.L^A95
2134,GB0714936.L^A95
2135,GB0730567.L^F97
2136,GB0732024.L^F97
2137,GB0738958.L^F03
2138,GB0743093.L^F97
2139,GB0766034.L^F01
2140,GB0767628.L^D02
2141,GB0769107.L^B96
2142,GB0772547.L^D11
2143,GB0787444.L^F97
2144,GB0791360.L^F97
2145,GB0791371.L^D94
2146,GB0799331.L^C02
2147,GB0806587.L^D02
2148,GB0817642.L^D02
2149,GB0822129.L^B99
2150,GB0831545.L^B97
2151,GB0849708.L^C02
2152,GB0852182.L^F03
2153,GB0865760.L^C95
2154,GB0867443.L^F97
2155,GB0869762.L^D11
2156,GB0870797.L^F97
2157,GB0875532.L^D02
2158,GB0875554.L^D02
2159,GB0876278.L^F03
2160,GB0883621.L^F97
2161,GB0884680.L^D02
2162,GB0885746.L^F97
2163,GB0885821.L^F97
2164,GB0887485.L^F97
2165,GB0887504.L^F97
2166,GB0893761.L^E98
2167,GB0894571.L^F97
2168,GB0896191.L^B13
2169,GB0897365.L^F97
2170,GB0900843.L^F94
2171,GB0900887.L^F97
2172,GB0901125.L^F94
2173,GB0901244.L^A95
2174,GB0902021.L^F97
2175,GB0905989.L^A96
2176,GB0907628.L^D94
2177,GB0911339.L^F97
2178,GB0911867.L^E96
2179,GB0926106.L^D98
2180,GB0930583.L^C02
2181,GB0940667.L^D96
2182,GB0951294.L^D94
2183,GB0951368.L^D94
2184,GB0951380.L^D94
2185,GB0960405.L^A00
2186,GB0960784.L^A01
2187,GB0960869.L^B99
2188,GB0986519.L^F95
2189,GB1640621.L^F01
2190,GB1642393.L^E00
2191,GB1642564.L^D00
2192,GB1642586.L^D00
2193,GB1642597.L^F01
2194,GB1642616.L^F01
2195,GB2191032.L^D04
2196,GB2295699.L^D94
2197,GB2362128.L^C02
2198,GB2522104.L^C95
2199,GB2597102.L^C02
2200,GB2606633.L^D98
2201,GB2754383.L^C02
2202,GB2786955.L^I94
2203,GB2786999.L^H96
2204,GB2787312.L^G02
2205,GB2896713.L^G02
2206,GB2925446.L^H96
2207,GB2990422.L^G02
2208,GB3020340.L^F03
2209,GB3020351.L^F03
2210,GB3053391.L^F03
2211,GB3122235.L^C05
2212,GB3127241.L^D03
2213,GB3167883.L^H02
2214,GB3169696.L^H02
2215,GB3169704.L^H02
2216,GB3174708.L^I02
2217,GB3187223.L^B06
2218,GB3190685.L^C07
2219,GB3237140.L^F03
2220,GB3239696.L^A05
2221,GB3335884.L^A04
2222,GB3338861.L^A05
2223,GB3355075.L^A05
2224,GB3365267.L^A04
2225,GB3375374.L^C04
2226,GB3375385.L^C04
2227,GB3375396.L^C04
2228,GB3377950.L^E04
2229,GB3385931.L^A05
2230,GB3402852.L^A05
2231,GB3402863.L^A05
2232,GB3402874.L^A05
2233,GB3404621.L^A05
2234,GB3404869.L^A05
2235,GB3404870.L^A05
2236,GB3404933.L^A05
2237,GB3408333.L^B04
2238,GB3408452.L^B04
