Company Name,RIC,RIC1(ticker),delisted MM,delisted YY,ISIN,CUSIP,SEDOL
Body Shop Intl Ord Shs,BOSB.L^G06,BOSB,7,2006,,,
Body Shop International Ord Shs,BOSL.L^G93,BOSL,7,1993,,,
Koninklijke Boskalis Westminster Ord Shs,BOSNq.L^D98,BOSNq,4,1998,CA64065J4037,64065J403,
Bouygues Ord Shs,BOUYq.L^F98,BOUYq,6,1998,,,
Bouygues Ord Shs,BOUYq.L^K07,BOUYq,11,2007,FR0000120503,,
Bowater Ord Shs,BOW.L^D97,BOW,4,1997,DK0010272202,,
Rexam Ord Shs,BOWS.L^F95,BOWS,6,1995,,,
Rexam Conv Pref,BOWSp.L^F95,BOWSp,6,1995,,,
Bowater Ord Shs,BOWq.L^B06,BOWq,2,2006,BG11MEKABT10,,
Bowater Ord Shs,BOWq.L^A00,BOWq,1,2000,DE0006205701,,
Bodycote Common Stock,BOYLr.L^F92,BOYLr,6,1992,,,
Bodycote Common Stock,BOYn.L^A98,BOYn,1,1998,PLATMSA00013,,
Bodycote Common Stock,BOYr.L^C99,BOYr,3,1999,EE3100099391,,
BP Ord Shs,BP.L^A99,BP,1,1999,US0547481087,054748108,
BPB Ord Shs,BPB.L^A06,BPB,1,2006,PLELDRD00017,,
BPB Ord Shs,BPBL.L^G93,BPBL,7,1993,,,
Baring Puma Fund Ltd Common Stock,BPF.L^B99,BPF,2,1999,PLNETIA00014,,
BLP Group PLC Common Stock,BPL.L^B01,BPL,2,2001,PLPTRLI00018,,
Healthcare Hlds Common Stock,BPNL.L^K91,BPNL,11,1991,GB0000979053,,
Bearing Pwr Intl Common Stock,BPR.L^C99,BPR,3,1999,PLPRCHK00018,,
BPT PLC Common Stock,BPT.L^G01,BPT,7,2001,,,
BP Ord Shs,BPe.L^A03,BPe,1,2003,PLNRTHC00014,,
Ottomane Common Stock,BQOP.L^H96,BQOP,8,1996,,,
Ottomane Common Stock,BQOPq.L^A97,BQOPq,1,1997,DE0008115106,,
Brake Brothers Common Stock,BRA.L^L02,BRA,12,2002,QQ0031775588,,
Bracken Mines Common Stock,BRAJ.L^H96,BRAJ,8,1996,,,
Bracken Mines Common Stock,BRAJu.L^D97,BRAJu,4,1997,US9839191015,983919101,
Storedale PLC Common Stock,BRB.L^B96,BRB,2,1996,EE3100100835,,
Freni Brembo Ord Shs,BRBIq.L^D97,BRBIq,4,1997,BG11VIVRAT14,,
Storedale PLC Common Stock,BRBn.L^E94,BRBn,5,1994,,,
Ugland International Holdings Ord Shs,BRCS.L^H93,BRCS,8,1993,,,
Burndene Inv Common Stock,BRDA.L^D04,BRDA,4,2004,US98978L2043,98978L204,
Burndene Inv Common Stock,BRDB.L^I05,BRDB,9,2005,,,
Burndene Inv Common Stock,BRDN.L^D04,BRDN,4,2004,,,
Brit Insurance Holdings Ord Shs,BRE.L^D11,BRE,4,2011,FR0006807004,,
Bredero Props Common Stock,BRED.L^I93,BRED,9,1993,,,
Brent Walker Common Stock,BREL.L^I93,BREL,9,1993,,,
Bristol Utd Pres Common Stock,BREP.L^G96,BREP,7,1996,,,
Enodis Ord Shs,BRFD.L^F00,BRFD,6,2000,,,
BG Group Ord Shs,BRG.L^G93,BRG,7,1993,,,
Braemar Group Ord Shs,BRGA.L^H10,BRGA,8,2010,,,
Braemar Group Ord Shs,BRGL.L^H10,BRGL,8,2010,,,
BW Gas Class A Ord Shs,BRGOa.L^H96,BRGOa,8,1996,,,
BW Gas Class A Ord Shs,BRGOaq.L^A99,BRGOaq,1,1999,NL0000390706,,
Bergesen Worldwide Gas Class B Ord Shs,BRGOb.L^H96,BRGOb,8,1996,,,
Bergesen Worldwide Gas Class B Ord Shs,BRGObq.L^A99,BRGObq,1,1999,NO0010354269,,
Borland Software Ord Shs,BRI.L^A97,BRI,1,1997,AT0000642806,,
Britannic Smaller Ord Shs,BRI.L^D05,BRI,4,2005,ZAE000173951,,
Brit Ord Shs,BRIA.L^E15,BRIA,5,2015,,,
Brit Ord Shs,BRIT.L^F15,BRIT,6,2015,,,
Borland Software Ord Shs,BRIq.L^F98,BRIq,6,1998,,,
Brake Brothers Common Stock,BRK.L^L02,BRK,12,2002,QQ0031775695,,
Bracken Mines Common Stock,BRKJ.L^I94,BRKJ,9,1994,,,
Bracken Mines Common Stock,BRKJu.L^I94,BRKJu,9,1994,,,
Gl Ord Shs,BRL.L^C97,BRL,3,1997,BG1100006086,,
Freni Brembo Ord Shs,BRMBq.L^G95,BRMBq,7,1995,,,
Corporate Express Ord Shs,BRMq.L^H98,BRMq,8,1998,,,
Bredero Props Common Stock,BRO.L^I94,BRO,9,1994,,,
Burn Stewart Ord Shs,BRS.L^A03,BRS,1,2003,LU0269583422,,
Bula Resources Ord Shs,BRSL.L^I93,BRSL,9,1993,,,
Burn Stewart Common Stock,BRSa.L^A03,BRSa,1,2003,SE0000115420,928856202,
Burn Stewart Common Stock,BRSb.L^A03,BRSb,1,2003,AT0000697750,,
Arcadia Group Ord Shs,BRTO.L^A98,BRTO,1,1998,AT0000642806,,
Bartercard Ord Shs,BRTR.L^L06,BRTR,12,2006,GB0033432856,,
Cincinnati Bell Ord Shs,BRWq.L^A00,BRWq,1,2000,DE000A0WMLD8,,
Gl Ord Shs,BRYW.L^I02,BRYW,9,2002,,,
Gl Ord Shs,BRYq.L^G94,BRYq,7,1994,,,
Corus Group Ord Shs,BS.L^J99,BS,10,1999,GB00B127GF29,,
Base Group Ord Shs,BS.L^E07,BS,5,2007,,,
Sky Plc Ord Shs,BSB.L^L94,BSB,12,1994,GB0001411924,,
Invensys Ord Shs,BSBE.L^D99,BSBE,4,1999,NO0005620856,,
Bank Of Scotland Common Stock,BSCTe.L^J97,BSCTe,10,1997,GB0000546761,,
BSD Crown Ord Shs,BSDB.L^F21,BSDB,6,2021,,,
Britax International Ord Shs,BSGL.L^I93,BSGL,9,1993,,,
Bayer Schering Pharma Ord Shs,BSGPq.L^K07,BSGPq,11,2007,DE0007172009,,
Maclellan Group Ord Shs,BSH.L^H96,BSH,8,1996,,,
Baring Stratton Investment Trust PLC Common Stock,BSI.L^B98,BSI,2,1998,CS0008446753,,
Newmarket Investment Ord Shs,BSK.L^I02,BSK,9,2002,,,
Blacks Leisure Group Ord Shs,BSLA.L^A12,BSLA,1,2012,GRS399163005,,
SLG Realisations Common Stock,BSN.L^G01,BSN,7,2001,,,
Danone Ord Shs,BSNPq.L^K95,BSNPq,11,1995,FR0000120644,,
Invesco Perpetual UK Sm Cos IT PLC UK,BSQ.L^E95,BSQ,5,1995,,,
Corus Group Ord Shs,BST.L^G93,BST,7,1993,,,
Burn Stewart Ord Shs,BSTL.L^I93,BSTL,9,1993,,,
Burn Stewart Ord Shs,BSTLe.L^L91,BSTLe,12,1991,GB0001551596,,
Gaming Intnl Common Stock,BSU.L^I01,BSU,9,2001,,,
Koninklijke Wessanen Ord Shs,BSWSq.L^J98,BSWSq,10,1998,NL0000395317,,
Europower PLC Common Stock,BSWY.L^J98,BSWY,10,1998,GB0001203404,,
Brooke Indu Common Stock,BTG.L^K96,BTG,11,1996,GB0001435410,,
Brooke Indu Common Stock,BTGL.L^I93,BTGL,9,1993,,,
Planit Holdings Ord Shs,BTH.L^J98,BTH,10,1998,GB0001416972,,
Planit Holdings Ord Shs,BTHL.L^I93,BTHL,9,1993,,,
Brit Am Tobacco Common Stock,BTI.L^G93,BTI,7,1993,,,
Bilston & Bat En Common Stock,BTN.L^F03,BTN,6,2003,,,
Bilston & Bat En Common Stock,BTNA.L^F03,BTNA,6,2003,,,
BTP PLC Common Stock,BTP.L^D00,BTP,4,2000,SE0011090000,,
BTP PLC Common Stock,BTPL.L^I93,BTPL,9,1993,,,
BTR PLC Common Stock,BTR.L^B99,BTR,2,1999,IT0001479374,,
BTR PLC Common Stock,BTRX.L^G93,BTRX,7,1993,,,
BTR Nylex Ltd Common Stock,BTRq.L^J92,BTRq,10,1992,,,
Beattie James Common Stock,BTT.L^H05,BTT,8,2005,,,
Beattie James Common Stock,BTTA.L^F95,BTTA,6,1995,,,
Brait PLC Ord Shs,BTUB.L^C10,BTUB,3,2010,BG1100091062,,
Bristol Water Common Stock,BTWLa.L^F92,BTWLa,6,1992,,,
Bristol Water Common Stock,BTWt.L^G03,BTWt,7,2003,,,
Britax International Ord Shs,BTX.L^J01,BTX,10,2001,GB0000690676,,
BT Group Ord Shs,BTY.L^G93,BTY,7,1993,,,
BT Group Common Stock,BTYe.L^A03,BTYe,1,2003,DE0006617400,,
BT Group Common Stock,BT_rn.L^F01,BT_rn,6,2001,,,
BT Group Ord Shs,BT_w.L^K01,BT_w,11,2001,GB0030913577,,
BT Group Common Stock,BTge.L^F01,BTge,6,2001,,,
Bankers Trust Common Stock,BTq.L^K97,BTq,11,1997,US0663651075,066365107,
Buckingham Intl Common Stock,BUCK.L^I93,BUCK,9,1993,,,
Anheuser Busch Ord Shs,BUD.L^H96,BUD,8,1996,,,
Anheuser Busch Ord Shs,BUDq.L^D08,BUDq,4,2008,DE000CLS1001,,
Anheuser Busch Ord Shs,BUDq.L^A00,BUDq,1,2000,SI0031101296,,
Corporate Express Ord Shs,BUHRq.L^E04,BUHRq,5,2004,,,
Bulgari Ord Shs,BULGq.L^K07,BULGq,11,2007,IT0001119087,,
Bulgari Ord Shs,BULGq.L^F99,BULGq,6,1999,,,
Bristol Utd Pres Common Stock,BUP.L^B00,BUP,2,2000,AT0000746409,,
Bullers PLC Common Stock,BUPL.L^I93,BUPL,9,1993,,,
Burren Energy Ord Shs,BUR.L^B08,BUR,2,2008,FR0000125684,,
Burmah Castrol Common Stock,BURM.L^G93,BURM,7,1993,,,
Bula Resources Ord Shs,BUS.L^B03,BUS,2,2003,FR0010613471,,
Bougainville Copper Ord Shs,BUV.L^D97,BUV,4,1997,BG1100146072,,
Bougainville Copper Ord Shs,BUVA.L^A03,BUVA,1,2003,GB0033252056,,
Venturia Ord Shs,BUY.L^G02,BUY,7,2002,,,
Beverley Group Common Stock,BVL.L^E98,BVL,5,1998,,,
Beverley Group Common Stock,BVLL.L^I93,BVLL,9,1993,,,
Bayerische Hypo-Und Vereinsbank Ord Shs,BVMGq.L^B98,BVMGq,2,1998,DE0005501357,,
Vivomedica Ord Shs,BVN.L^E02,BVN,5,2002,,,
Trust Motor Group Common Stock,BWAO.L^H97,BWAO,8,1997,,,
Trust Motor Group Common Stock,BWAOa.L^B95,BWAOa,2,1995,CY0004530214,,
Trust Motor Group Common Stock,BWAOr.L^E95,BWAOr,5,1995,,,
Bristol & West Common Stock,BWE.L^G05,BWE,7,2005,,,
Bristol & West Common Stock,BWEA.L^C05,BWEA,3,2005,IT0005322612,,
Bristol Water Gp Ord Shs,BWG.L^F06,BWG,6,2006,,,
Bristol Water Gp Ord Shs,BWGA.L^F06,BWGA,6,2006,,,
Bristol Water Gp Ord Shs,BWGB.L^F06,BWGB,6,2006,,,
Brent Walker Common Stock,BWL.L^J97,BWL,10,1997,GB0001219236,,
Barloworld Ord Shs,BWOB.L^J21,BWOB,10,2021,ZAE000026639,,
BWA Group Ord Shs,BWP.L^J06,BWP,10,2006,GB0033877555,,
Rexam Ord Shs,BWTR.L^G93,BWTR,7,1993,,,
Rexam Conv Pref,BWTRp.L^G93,BWTRp,7,1993,,,
Bandt PLC Common Stock,BWW.L^F95,BWW,6,1995,,,
Brambles Ord Shs,BXBq.L^C10,BXBq,3,2010,IT0000433307,,
FCX Inter Common Stock,BYNS.L^I01,BYNS,9,2001,,,
Bayer Ord Shs,BYRB.L^J11,BYRB,10,2011,DE000BAY0017,,
BWI Common Stock,BYW.L^G99,BYW,7,1999,,,
BWI Common Stock,BYWN.L^I93,BYWN,9,1993,,,
BZW Convertible Investment Trust PLC Common Stock,BZC.L^G99,BZC,7,1999,,,
BZW Convertible Investment Trust PLC Common Stock,BZCL.L^I93,BZCL,9,1993,,,
Barclays Endow Ord Shs,BZE.L^B98,BZE,2,1998,FR0000065765,,
Brazilian Investment Trust PLC Depository Receipt,BZI.L^F00,BZI,6,2000,,,
Brazilian Investment Trust PLC Depository Receipt,BZIL.L^I93,BZIL,9,1993,,,
BZW Equities Common Stock,BZQa.L^C98,BZQa,3,1998,DE000A0F6MD5,,
BZW Equities Common Stock,BZQx.L^C98,BZQx,3,1998,US36467X2062,36467X206,
BZW Equities Common Stock,BZWa.L^B96,BZWa,2,1996,BG11POTVAT12,,
Chrysler Common Stock,C.L^H96,C,8,1996,,,
Invesco Continental Smaller Co Ord Shs,CA.L^F98,CA,6,1998,,,
Carbo Ord Shs,CAB.L^I05,CAB,9,2005,,,
Aveva Group Ord Shs,CAD.L^G01,CAD,7,2001,,,
Cadbury Ord Shs,CADB.L^G93,CADB,7,1993,,,
Ultrasis Ord Shs,CAEL.L^B93,CAEL,2,1993,BG1100029070,,
Invesco Continental Smaller Co Ord Shs,CAFL.L^H93,CAFL,8,1993,,,
Cafe Inns PLC Common Stock,CAFN.L^L90,CAFN,12,1990,GB0001616514,,
Claremont Garm Common Stock,CAG.L^L98,CAG,12,1998,GB0002007697,,
CA Ord Shs,CAIIq.L^A00,CAIIq,1,2000,BG11TERAAT17,,
Caird Group PLC Common Stock,CAIL.L^I93,CAIL,9,1993,,,
CALA PLC Common Stock,CALA.L^G99,CALA,7,1999,,,
CESC Ord Shs,CALC.L^D94,CALC,4,1994,SI0031115767,,
CALA PLC Common Stock,CALL.L^H93,CALL,8,1993,,,
Nextel Comms Common Stock,CALLq.L^G02,CALLq,7,2002,,,
Cambria Automobiles Assd Ord Shs,CAMA.L^I21,CAMA,9,2021,,,
Capital Management and Investment Ord Shs,CAMG.L^A16,CAMG,1,2016,DE0007788408,,
Zyzygy Ord Shs,CAN.L^E02,CAN,5,2002,,,
Cathay Pacific Airways Ord Shs,CAPHq.L^D90,CAPHq,4,1990,GB00B1VWM162,,
Caird Group PLC Common Stock,CARD.L^H99,CARD,8,1999,,,
Cardo Ord Shs,CARDq.L^E96,CARDq,5,1996,,,
Carrefour Ord Shs,CARRq.L^B98,CARRq,2,1998,NL0009347863,,
Carrefour Ord Shs,CARRq.L^K07,CARRq,11,2007,FR0000120172,,
Cardpoint Ord Shs,CASH.L^L07,CASH,12,2007,GB0031587578,,
Castle Alternative Invest AG in Liquidation Ord Shs,CASNq.L^C14,CASNq,3,2014,BG1100003109,,
Catalytic Solutions Ord Shs,CASO.L^J10,CASO,10,2010,USU148391019,,
Catalytic Solutions Ord Shs,CASOx.L^J10,CASOx,10,2010,US14888H4074,14888H407,
Casino Guichard Perrachon Ord Shs,CASPq.L^A98,CASPq,1,1998,PLJHMDL00018,,
Casino Guichard Perrachon Ord Shs,CASPq.L^K07,CASPq,11,2007,FR0000125585,,
Cambrdg Antibody Ord Shs,CAT.L^G06,CAT,7,2006,,,
Cambrdg Antibody Ord Shs,CATA.L^G06,CATA,7,2006,,,
Cambrdg Antibody Ord Shs,CATB.L^G06,CATB,7,2006,,,
Caterpillar Ord Shs,CATq.L^C97,CATq,3,1997,CH0136071542,,
Chrysalis A VCT Common Stock,CAV.L^D05,CAV,4,2005,DE000A2YN777,,
Chelsea Village Common Stock,CAV.L^H03,CAV,8,2003,,,
Chelsea Village Common Stock,CAVA.L^H03,CAVA,8,2003,,,
CamAxys Group Ord Shs,CAX.L^C07,CAX,3,2007,PLPGO0000014,,
Charles Stanley Group Ord Shs,CAY.L^A22,CAY,1,2022,NL0006294290,,
Cie Bancaire Common Stock,CBCP.L^H96,CBCP,8,1996,,,
Cie Bancaire Common Stock,CBCPq.L^H97,CBCPq,8,1997,,,
Cie Bancaire Common Stock,CBCPq.L^B98,CBCPq,2,1998,ROSTIBACNOR1,,
Con Plantations Common Stock,CBD.L^A94,CBD,1,1994,GRS201003019,,
Close Brothers Common Stock,CBDe.L^J99,CBDe,10,1999,GB0004832589,,
Close Brothers Common Stock,CBGn.L^J95,CBGn,10,1995,GB0002071917,,
Commerzbank Ord Shs,CBKG.L^H96,CBKG,8,1996,,,
Commerzbank Ord Shs,CBKGq.L^J96,CBKGq,10,1996,DE000CBK1001,,
Commerzbank Ord Shs,CBKGq.L^K07,CBKGq,11,2007,DE000CBK1001,,
Commerzbank Ord Shs,CBKGxq.L^B98,CBKGxq,2,1998,PLSCOPK00012,,
Cadbury Ord Shs,CBRY.L^C10,CBRY,3,2010,CH0002088976,,
CBS Inc Common Stock,CBS.L^I95,CBS,9,1995,,,
Fastrack Group Common Stock,CBS.L^G98,CBS,7,1998,,,
CBS Inc Common Stock,CBSL.L^K95,CBSL,11,1995,US1248451080,124845108,
CBS Corp Common Stock,CBSq.L^A00,CBSq,1,2000,CH0012815459,,
Crabtree Common Stock,CBT.L^A99,CBT,1,1999,CH0473243506,,
CBG Group Ord Shs,CBU.L^I11,CBU,9,2011,,,
CBG Group Ord Shs,CBUx.L^H11,CBUx,8,2011,,,
Clyde Blowers Common Stock,CBW.L^D99,CBW,4,1999,GG00B247Y973,,
Clyde Blowers Common Stock,CBWn.L^H93,CBWn,8,1993,,,
Canterbury Foods Common Stock,CBY.L^B06,CBY,2,2006,CH0018206117,,
Chubb Ord Shs,CBq.L^A00,CBq,1,2000,CH0186675291,,
Coca-Cola Bev. Common Stock,CCB.L^H00,CCB,8,2000,,,
Coca Cola Hellenic Bottling Ord Shs,CCB.L^D13,CCB,4,2013,CH0034389707,,
Dexia Ord Shs,CCBq.L^K96,CCBq,11,1996,BE0974290224,,
CVC Credit Partners European Opportunities Ord Shs,CCCE.L^G14,CCCE,7,2014,,,
CVC Credit Partners European Opportunities Ord Shs,CCCG.L^G14,CCCG,7,2014,,,
Court Cavendish Common Stock,CCD.L^A97,CCD,1,1997,CH0004647951,,
Fundamntl-E Investment A Ord Shs,CCD.L^E00,CCD,5,2000,,,
Court Cavendish Common Stock,CCDr.L^G96,CCDr,7,1996,,,
Celltech Group Common Stock,CCH.L^H04,CCH,8,2004,,,
Revenue Assurance Services Ord Shs,CCI.L^C99,CCI,3,1999,ES0105019006,,
Citicorp Common Stock,CCI.L^I95,CCI,9,1995,,,
Citicorp Common Stock,CCIq.L^J98,CCIq,10,1998,US1730341096,173034109,
XKO Group Common Stock,CCIx.L^J98,CCIx,10,1998,GB0001592368,,
Coca-Cola Bev. Common Stock,CCL.L^G98,CCL,7,1998,,,
Sheffield United Ord Shs,CCL.L^A96,CCL,1,1996,IT0005010423,,
P & O Princess Common Stock,CCLB.L^K03,CCLB,11,2003,QQ0032848566,,
Carlton Comm Common Stock,CCM.L^A04,CCM,1,2004,CH0242214887,,
Consolid Coal Common Stock,CCO.L^C01,CCO,3,2001,NO0010663669,,
Coe Group Ord Shs,CCP.L^F94,CCP,6,1994,,,
China Central Properties Ord Shs,CCPB.L^F09,CCPB,6,2009,,,
China Central Properties Ord Shs,CCPD.L^F09,CCPD,6,2009,,,
China Central Properties Ord Shs,CCPL.L^F09,CCPL,6,2009,,,
El Paso CGP Common Stock,CCR.L^H96,CCR,8,1996,,,
El Paso CGP Common Stock,CCRq.L^A00,CCRq,1,2000,CA8265161064,826516106,
Asia Capital Ord Shs,CCS.L^L95,CCS,12,1995,GB00B0742X18,,
Clarity Commerce Solutions Ord Shs,CCS.L^A12,CCS,1,2012,CA0717341071,071734107,
Provalis Ord Shs,CCS.L^K99,CCS,11,1999,GB0001460897,,
Clarity Commerce Solutions Ord Shs,CCSA.L^L11,CCSA,12,2011,GB00B3MW0X73,,
Coe Group Ord Shs,CCSG.L^B94,CCSG,2,1994,CA2849025093,284902509,
Clarity Commerce Common Stock,CCSg.L^K01,CCSg,11,2001,GB0030970106,,
Clarity Commerce Common Stock,CCSn.L^K01,CCSn,11,2001,GB0030972037,,
Carlton Comm Common Stock,CCTV.L^G93,CCTV,7,1993,,,
Cash Converters International Ord Shs,CCV.L^H96,CCV,8,1996,,,
Cash Converters International Ord Shs,CCVU.L^B13,CCVU,2,2013,CA4488832078,448883207,
Finsbury Income & Growth IT PLC Common Stock,CCYC.L^L97,CCYC,12,1997,GB0002218344,,
Finsbury Income & Growth IT PLC Common Stock,CCYCi.L^L97,CCYCi,12,1997,GB0002218120,,
C D Bramall Common Stock,CDB.L^C04,CDB,3,2004,DK0060946788,,
Comdirect Bank Ord Shs,CDBGq.L^K07,CDBGq,11,2007,DE0005428007,,
Cook DC Hlds Common Stock,CDC.L^G01,CDC,7,2001,,,
Cook DC Hlds Common Stock,CDCL.L^I93,CDCL,9,1993,,,
Universe Group Ord Shs,CDE.L^A00,CDE,1,2000,SE0007185418,,
Clondalkin Group Common Stock,CDK.L^D96,CDK,4,1996,IT0005108359,,
Clondalkin Group Common Stock,CDK.L^L99,CDK,12,1999,IE0002083982,,
Clondalkin Group Common Stock,CDKL.L^I94,CDKL,9,1994,,,
Clondalkin Group Common Stock,CDK_u.L^J99,CDK_u,10,1999,IE0002083982,,
Cadoro PLC Common Stock,CDO.L^F00,CDO,6,2000,,,
Cadoro PLC Common Stock,CDOg.L^J98,CDOg,10,1998,GB0004246889,,
Keystone Sltns Common Stock,CDR.L^I97,CDR,9,1997,,,
Cedar Common Stock,CDRls.L^F02,CDRls,6,2002,,,
Cedar Common Stock,CDRls.L^J00,CDRls,10,2000,GB0009767814,,
CDTI Advanced Materials Ord Shs,CDT.L^E09,CDT,5,2009,,,
Turkey Trust Ord Shs,CDVL.L^G90,CDVL,7,1990,,,
Caldwell Invs Common Stock,CDWg.L^K99,CDWg,11,1999,GB0008499914,,
Caldwell Invs Common Stock,CDWn.L^J99,CDWn,10,1999,GB0008500125,,
Avis Budget Group Ord Shs,CDq.L^A00,CDq,1,2000,NL0011323407,,
Central European Distribution Ord Shs,CEDCq.L^K08,CEDCq,11,2008,US1534351028,153435102,
Cedar Common Stock,CEDr.L^G99,CEDr,7,1999,,,
Blue Planet Investment Trust PLC,CEF.L^H01,CEF,8,2001,,,
Constellation Energy Group Ord Shs,CEGq.L^A00,CEGq,1,2000,SE0012040459,,
Graseby PLC Common Stock,CEIL.L^A92,CEIL,1,1992,BE0974290224,,
Celsis International Ord Shs,CELAI.L^H09,CELAI,8,2009,,,
HYVE Group Ord Shs,CEM.L^C98,CEM,3,1998,PLI2DVL00014,,
Cemex SA de CV Common Stock,CEMEq.L^K94,CEMEq,11,1994,US1512903014,151290301,
Ceridian Corp Ord Shs,CENq.L^L96,CENq,12,1996,US1567791009,156779100,
Ceridian Corp Ord Shs,CENq.L^L99,CENq,12,1999,US1567791009,156779100,
Ceridian Corp Ord Shs,CENxq.L^C99,CENxq,3,1999,DE000A2BPXK1,,
Chubu Electric Power Ord Shs,CEPTq.L^F08,CEPTq,6,2008,,,
CESC Ord Shs,CESE.L^A14,CESE,1,2014,SE0009155005,,
Charter European Trust PLC Common Stock,CET.L^D02,CET,4,2002,BMG7209L1000,,
Datacash Group Ord Shs,CEX.L^C00,CEX,3,2000,FI4000062385,,
Coffee Republic Ord Shs,CFE.L^L09,CFE,12,2009,GB00B3DDNZ25,,
Credit Foncier F Common Stock,CFFPq.L^J93,CFFPq,10,1993,FR0000120818,,
TC Group PLC Common Stock,CFG.L^C98,CFG,3,1998,IT0005412025,,
Cafe Inns PLC Common Stock,CFI.L^K99,CFI,11,1999,GB0001616514,,
Ottomane Common Stock,CFO.L^B94,CFO,2,1994,ES0113307062,,
Compagnie Financiere Richemont Ord Shs,CFRq.L^K07,CFRq,11,2007,CH0210483332,,
IDS Group Common Stock,CFS.L^J00,CFS,10,2000,GB0002168747,,
Colefax Group Ord Shs,CFW.L^J99,CFW,10,1999,GB0002090453,,
Calor Group PLC Common Stock,CG.L^A97,CG,1,1997,RU0009046510,,
Alcatel Lucent Ord Shs,CGEPq.L^C99,CGEPq,3,1999,US35906A3068,35906A306,
Calor Group PLC Common Stock,CGFL.L^I93,CGFL,9,1993,,,
Cavaghan & Gray Common Stock,CGG.L^E98,CGG,5,1998,,,
Coburg Group Common Stock,CGGg.L^H99,CGGg,8,1999,,,
Miller Fisher Common Stock,CGO.L^C95,CGO,3,1995,CA6614441096,661444109,
Conchango Ord Shs,CGO.L^E08,CGO,5,2008,,,
El Paso CGP Common Stock,CGP.L^E94,CGP,5,1994,,,
Compel Group Common Stock,CGRe.L^B99,CGRe,2,1999,CA1380351009,138035100,
Compel Group Common Stock,CGRg.L^B97,CGRg,2,1997,CA1348521024,134852102,
Clubhaus PLC Common Stock,CHA.L^F04,CHA,6,2004,,,
Clubhaus PLC Common Stock,CHAA.L^F04,CHAA,6,2004,,,
Charter International Ord Shs,CHAL.L^G93,CHAL,7,1993,,,
Charter Bearer Ord Shs,CHALw.L^G93,CHALw,7,1993,,,
JP Morgan Chase Common Stock,CHAS.L^D96,CHAS,4,1996,CA5753231003,575323100,
JP Morgan Chase Common Stock,CHASq.L^D96,CHASq,4,1996,CA60040W1059,60040W105,
Chubb Common Stock,CHB.L^H03,CHB,8,2003,,,
Charles Street Capital Ord Shs,CHCC.L^F11,CHCC,6,2011,,,
Chapelthorpe Ord Shs,CHCPL.L^A11,CHCPL,1,2011,CA72765Q8829,72765Q882,
Timestrip Ord Shs,CHD.L^E00,CHD,5,2000,,,
China & Eastrn Common Stock,CHEL.L^I93,CHEL,9,1993,,,
GT Chile Common Stock,CHGG.L^I96,CHGG,9,1996,,,
GT Chile Common Stock,CHGGn.L^K95,CHGGn,11,1995,,,
Virtual Internet Common Stock,CHI.L^A99,CHI,1,1999,CA88825J1066,88825J106,
Chiron Corp Ord Shs,CHIRq.L^D06,CHIRq,4,2006,CH0560888270,,
Chiron Corp Ord Shs,CHIRq.L^A00,CHIRq,1,2000,CH0114405324,,
Close High Inc Properties Ord Shs,CHIf.L^A07,CHIf,1,2007,CA95985D1006,95985D100,
Close High Inc Properties Ord Shs,CHIxe.L^L06,CHIxe,12,2006,GB00B169J116,,
JPMorgan Chase Ord Shs,CHLq.L^D96,CHLq,4,1996,DE000A2NB650,,
Crabtree Common Stock,CHML.L^G92,CHML,7,1992,,,
Chilton Radio Common Stock,CHN.L^L95,CHN,12,1995,GB0001928885,,
Chilton Radio Common Stock,CHN.L^G95,CHN,7,1995,,,
Cmnty Hospital Common Stock,CHP.L^H01,CHP,8,2001,,,
Cmnty Hospital Common Stock,CHPr.L^C98,CHPr,3,1998,CA65442J1075,65442J107,
Christies Intl Common Stock,CHRL.L^I93,CHRL,9,1993,,,
Christies Intl Common Stock,CHRS.L^J98,CHRS,10,1998,GB0001959179,,
Chromex Mining Ord Shs,CHRX.L^A11,CHRX,1,2011,JP3894810005,,
Charter Bearer Ord Shs,CHTAa.L^J08,CHTAa,10,2008,GB0001882744,,
Charter International Ord Shs,CHTR.L^A12,CHTR,1,2012,JE00B1Z7SK84,,
Charter Bearer Ord Shs,CHTRa.L^F07,CHTRa,6,2007,,,
Charter Bearer Ord Shs,CHTRw.L^H93,CHTRw,8,1993,,,
Chaucer Holdings Ord Shs,CHU.L^G11,CHU,7,2011,,,
Chaucer Holdings Ord Shs,CHU_u.L^L08,CHU_u,12,2008,GB0031826265,,
China Unicom (Hong Kong) Ord Shs,CHUq.L^E01,CHUq,5,2001,,,
Chevron Ord Shs,CHVq.L^A00,CHVq,1,2000,GB00B1L97907,,
Independent Med Common Stock,CHX.L^B02,CHX,2,2002,JP3895800005,,
Chromex Mining Ord Shs,CHXA.L^A11,CHXA,1,2011,JP3371200001,,
Chromex Mining Ord Shs,CHXB.L^A11,CHXB,1,2011,JP3256000005,,
Independent Med Common Stock,CHXL.L^I93,CHXL,9,1993,,,
Cia Group Ord Shs,CIA.L^F98,CIA,6,1998,,,
Ciba Holding AG Ord Shs,CIBNq.L^F99,CIBNq,6,1999,,,
Ciba Holding AG Ord Shs,CIBNq.L^K07,CIBNq,11,2007,CH0005819724,,
Taunton Cider Common Stock,CIDR.L^I93,CIDR,9,1993,,,
