datadate,ap,rect,xad,ob,capx,dm,che,oancf,cogs,drc,drlt,dp,ebit,ebitda,emp,gdwlia,dvt,txp,xint,intan,nopi,scstkc,ni,ib,pi,aco,lco,ao,lo,ppegt,ppent,pstkq,xrd,revt,fatl,xsga,spi,txfed,txdi,txt,at,lct,act,dlc,ceq,invt,lt,pstk,dcvt,dcpstk,txfo,dltt,dr,dc,count
1997-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1999-06-04,,8464.82,,,660860.59,,346452.99,-148738.98,,,,-293850.18,,,4.0,-174133.44,,,,2452379.2800000003,,1044800.64,-1000058.02,-1000058.02,-1226794.27,,,,,195295.49,159017.69,,,88880.61,,1606501.91,-296268.7,,,,2972965.71,123344.52,361568.74,,2446332.98,,123344.51999999996,,,,,,,,2
2000-06-15,,6182.0,,,506305.8,,978610.6,-235534.2,,,,2472.8,,,4.0,-178041.6,,,,2988378.8,,1714886.8,-621909.2,-621909.2,-621909.2,,,,,199678.6,160113.8,,,-110657.8,,524233.6,-296268.7,,,,4135139.8,320845.8,986647.2,,3401954.6,,320845.8,,,,,,,,3
2000-12-31,,174499.38,,,326267.04,,582333.18,-694654.62,339638.64,,,3342.9,,,4.0,-178041.6,,,,3036690.36,,190545.3,-406496.64,-406496.64,-406496.64,,,,,12703.02,2674.32,,,26074.62,,114327.18,38777.64,,,,3808231.68,87583.98,768867.0,,3720647.7,,87583.98,,,,,,,,4
2002-04-30,,8252.52,,,298466.14,,1786670.58,-288838.2,212502.39,,,2063.13,,,4.0,-178041.6,,,,3428234.35,,2132588.71,-373426.53,-373426.53,-373426.53,,,,,14441.91,2063.13,,,26074.62,,75648.1,-171927.5,,,,5230034.55,48139.7,1799737.07,,5181894.85,,48139.7,,,,,,,,5
2003-04-30,,6207.3,,,402233.04,,1096209.18,-176908.05,212502.39,,,620.73,,,5.0,-178041.6,,,,3486640.41,,14897.52,-142767.9,-142767.9,-142767.9,,,,,13035.33,1241.46,,,4965.84,,286156.53,-171927.5,,,,4598367.84,54003.51,1110485.97,,4544364.33,,54003.51,,,,,,,,6
2003-09-15,,6207.3,,,402233.04,,1096209.18,-176908.05,212502.39,,,620.73,-263415.68,,5.0,-178041.6,,,,3486640.41,,14897.52,-142767.9,-142767.9,-142767.9,,,,,13035.33,1241.46,,,4965.84,,286156.53,-171927.5,,,,4598367.84,54003.51,1110485.97,,4544364.33,,54003.51,,,,,,,,6
2004-05-10,,18484.29,,,521481.03,,3860976.09,-127149.51,212502.39,,,560.13,-263415.68,,6.0,-178041.6,,,,3520417.05,,3613958.76,-11202.6,-11202.6,-11202.6,,,,,108665.22,97462.62,,,4965.84,,327676.05,-171927.5,,,,7534308.63,48171.18,3916428.96,,7486137.45,,48171.18,,,,,,,,7
2005-01-18,,18484.29,,,521481.03,,3860976.09,-127149.51,212502.39,,,560.13,-288651.168,,6.0,-178041.6,,,,3520417.05,,3613958.76,-11202.6,-11202.6,-11202.6,,,,,108665.22,97462.62,,,4965.84,,327676.05,-171927.5,,,,7534308.63,48171.18,3916428.96,,7486137.45,,48171.18,,,,,,,,8
2005-05-09,,56297.16,,,5513472.79,,6782765.24,318495.97,212502.39,,,2606.35,-288651.168,,41.0,-178041.6,,,,20329.53,,8544136.57,-57860.97,-57860.97,-57860.97,,,,,8819367.13,8806335.38,,,4965.84,,392516.31,-171927.5,,,,15753300.67,461323.95,6926635.76,,15291976.72,,461323.95,,,,,,,,8
