datadate,ap,rect,xad,ob,capx,dm,che,oancf,cogs,drc,drlt,dp,ebit,ebitda,emp,gdwlia,dvt,txp,xint,intan,nopi,scstkc,ni,ib,pi,aco,lco,ao,lo,ppegt,ppent,pstkq,xrd,revt,fatl,xsga,spi,txfed,txdi,txt,at,lct,act,dlc,ceq,invt,lt,pstk,dcvt,dcpstk,txfo,dltt,dr,dc,count
2000-03-22,298999.8484,13213995.9446,,,20990.981,63999.7732,2564998.9662,5932529.0992,20772347.7698,,,229904.2043804,,,41,,,,2578925.7758,,,999.5836532,236901.0402,236901.0402,611745.3738,,1565999.512,,,2452999.054,1895999.6176,,,23889049.4348,,2881799.8836,264889.6266786,,,,30506991.0926,11447996.3686,17368994.8014,9165997.6166,18394994.7588,897999.7928,12111996.3338,5757890,,5757890.0,,663999.9652,,,1
2001-04-11,9999.95106,8676998.385,,,29330.6046,63999.7732,4108999.0788,5951017.2084,11615810.63874,,,147662.87431236,,,31,,,,1200519.63108,,1558551.57546,999.5836532,625038.7275,625038.7275,631107.42816,,2218999.63692,,,1732999.4748,1624999.73592,,,14106863.50062,,2956292.27784,529968.12304458,,,,21839995.40778,5200998.81576,12820996.95822,4961998.84884,15518996.72466,35000.163,6300998.781,5757890,,5757890.0,,1099999.96524,,,2
2002-04-26,9999.95106,2573999.49976,,,657618.56124,93999.64135,5397998.77727,-1705449.96587,399126.94041,,,135683.28698353,,,6,,,,1068629.81816,,1120130.35693,1255813.1948389,218876.08628,218876.08628,422896.26114,,1492999.84183,,858000.06249,52619989.66945,50303990.07787,,,1417246.5222,,1223130.74676,443694.25172835,,,,60243988.11831,39372992.29949,9432998.28485,35677992.48965,14596996.85752,1142999.46527,41243991.25511,5757890,,5757890.0,,1012999.58084,,,3
2003-04-29,9999.95106,4492998.9225,,,2006851.74723,67999.73004,5155998.77331,328885.10028,7357523.86314,,,1505604.63042297,,,2791,,,,623297.96001,,81988.50132,-4658.43029553,635409.64377,635409.64377,1356534.65178,,1702999.44639,,49999.8015,53221986.72153,49602988.05363,,,11954462.16195,,2395364.79204,-303729.64707492,,,,60159985.24833,13764996.87354,10556997.1947,57570985.59498,17267996.00196,856999.70136,38317990.645440005,5757890,,5757890.0,,24502993.9704,,,4
2004-04-22,9999.95106,3623000.37846,,,4277773.30404,136000.12413,6790000.60431,5031759.25587,6834371.86239,,,1934377.23315771,,,2793,,,,1751370.79386,,150980.24085,4484570.86963593,1227972.43887,1227972.43887,1894115.44332,,2855000.53416,,406000.14816,55319005.09143,50238004.24713,,,12610052.09412,,2046010.93659,-235163.17334088,,,,62084005.41345,15244001.24469,11846001.16632,45658003.83951,23469002.25678,1346000.23182,34307003.55744,5757890,,5757890.0,,18657001.60446,,,5
2004-10-19,9999.95106,3623000.37846,,,4277773.30404,136000.12413,6790000.60431,5031759.25587,6834371.86239,,,1934377.23315771,3454796.8042,,2793,,,,1751370.79386,,150980.24085,4484570.86963593,1227972.43887,1227972.43887,1894115.44332,,2855000.53416,,406000.14816,55319005.09143,50238004.24713,,,12610052.09412,,2046010.93659,-235163.17334088,,,,62084005.41345,15244001.24469,11846001.16632,45658003.83951,23469002.25678,1346000.23182,34307003.55744,5757890,,5757890.0,,18657001.60446,,,5
2005-04-27,9999.95106,2509000.74242,,,3265658.02997,347000.05614,1061000.25578,4560462.47631,5797975.17949,,,618756.25150616,5923905.8704,,2719,,,120999.79875,1676753.04963,293999.92889,149914.64565,1572672.13993985,5177308.89462,5177308.89462,8776216.92067,173999.926,120999.79875,7816001.61304,406000.14816,55319005.09143,59262011.87869,,,15327584.6737,,2816868.53839,-235163.17334088,,2421551.96595,2534227.0828,74377014.82734,6773001.33163,6689001.27748,37734007.08581,30211006.12707,1744000.52852,39041007.68634,5705120,,5705120.0,2534227.0828,17297003.20102,,,6
2006-04-27,9999.95106,2509000.74242,,,3265658.02997,347000.05614,1061000.25578,4560462.47631,5797975.17949,,,618756.25150616,10776255.8976,11608691.6448,2719,,,120999.79875,1676753.04963,293999.92889,149914.64565,1572672.13993985,5177308.89462,5177308.89462,8776216.92067,173999.926,120999.79875,7816001.61304,406000.14816,55319005.09143,59262011.87869,,,15327584.6737,,2816868.53839,-235163.17334088,,2421551.96595,2534227.0828,74377014.82734,6773001.33163,6689001.27748,37734007.08581,30211006.12707,1744000.52852,39041007.68634,5705120,,5705120.0,2534227.0828,17297003.20102,,,7
2006-05-09,9999.95106,1898999.9578,,,9423002.11468,189999.93122,5006999.69506,8420825.11952,7013129.86352,,,871229.07347344,10776255.8976,11608691.6448,3021,,,141000.19054,1090884.22366,660999.72708,103491.2824,-145732.86338512,5581146.22846,5581146.22846,10161171.1751,480999.73108,4703999.50812,6099999.41254,406000.14816,13973998.7211,78756993.14978,,,15781390.41754,,1860733.9806,-235163.17334088,,3425778.1679,3509205.08664,96107991.66672,9945999.1334,9877998.87668,51996995.68118,37626996.96888,2016999.89062,51974995.35888,8502630,,8502630.0,3509205.08664,24656997.90268,,,7
2007-04-26,9999.95106,1039999.69176,,,17016652.12948,16999.80548,19013998.83552,4008838.90024,7575906.46576,,,839365.46245312,10326188.3238,11151877.7403,3897,6416999.51872,,111999.91968,1392989.04588,9059999.3372,323338.86304,13462745.260061,6742180.84844,6742180.84844,9986849.92876,739000.16288,396999.75176,6183999.722279999,406000.14816,18413998.97408,87826994.74072,,,16761928.686,,3089578.72004,-235163.17334088,,2868693.05268,2980545.9426,127108992.38764,15741999.067,23635998.8028,92460994.4806,53531996.90872,2599999.73992,73270995.40664,11449620,823386.56628,12273006.56628,2980545.9426,40567997.52692,,823386.56628,8
2008-04-22,9999.95106,223709.4,,,16937925.45,63988.95,17239731.6,14196477.6,7494768.75,,,1002661.5,24946036.6572,26073383.124,6000,6337425.3,,1478799.75,4404656.7,10782893.85,3207509.1,7662046.95,15981618.15,15981618.15,23685988.5,430791.75,1810333.05,3361687.2,-84646.8,25599610.8,104860758.15,,,29021760.0,,3503269.05,-235163.17334088,,4884825.75,7564300.05,144740989.5,6834725.25,25473144.45,90545875.8,74446860.6,6570204.0,69852252.45,13600000,823386.56628,13600000.0,7564300.05,44376084.9,,823386.56628,9
2009-04-27,9999.95106,486801.52,,,31711837.22,41706.31,20727352.36,22083833.0,18926460.22,1381777.91,,1693549.67,27744686.37,26073383.124,6000,8599704.38,,618073.84,6026903.65,17548100.86,3118401.31,-34185.5,17908416.03,17908416.03,24824826.39,520303.31,2163942.15,5873752.609999999,18129938.07,51061513.93,166014359.94,,,54443827.3,,5094323.21,-235163.17334088,19143.88,-2030618.7,7203568.56,225767879.1,16545782.0,35541296.93,124429066.61,110782215.01,8748069.45,114589112.29,14902950,823386.56628,14902950.0,7184424.68,58391568.84,1381777.91,823386.56628,10
2010-04-28,9999.95106,1620646.72,,,22151727.36,41706.31,13649832.0,18350821.76,21017027.04,797323.52,,2066355.52,27744686.37,33462198.1,6900,7786285.12,,5581264.64,5521836.8,16525272.8,1806977.76,1516028.96,18161395.52,18161395.52,25824491.68,758943.04,7096055.52,11837282.88,8424515.36,54176523.68,171068608.8,,,48832970.4,,5816499.84,-235163.17334088,19143.88,3097057.12,7342433.44,230269261.12,14956625.44,30807144.64,125107984.0,119693860.16,8280279.04,109761982.4,16392950,823386.56628,16392950.0,7342433.44,61942380.48,797323.52,823386.56628,11
2011-04-21,9999.95106,3246378.48,,,28103226.66,41706.31,23533679.7,13649662.44,31143821.67,1343682.72,,2855966.85,27744686.37,33462198.1,7400,8063378.46,1857179.79,5752321.11,6746620.68,19139144.85,3015593.2800000003,9592971.48,22235512.95,22235512.95,32340058.29,3645765.09,7589627.73,19420574.58,11363606.82,67114900.44,197046326.97,,,73106981.73,,7537059.99,-235163.17334088,667994.94,1035328.05,9919917.18,283755531.96,19398778.2,50886854.46,156855725.46,149677023.6,8978826.42,132770725.56,27063680,823386.56628,27063680.0,9251922.24,75718059.84,1343682.72,823386.56628,12
