datadate,ap,rect,xad,ob,capx,dm,che,oancf,cogs,drc,drlt,dp,ebit,ebitda,emp,gdwlia,dvt,txp,xint,intan,nopi,scstkc,ni,ib,pi,aco,lco,ao,lo,ppegt,ppent,pstkq,xrd,revt,fatl,xsga,spi,txfed,txdi,txt,at,lct,act,dlc,ceq,invt,lt,pstk,dcvt,dcpstk,txfo,dltt,dr,dc,count
1995-05-26,,,,,,,61103000.0,-36344000.0,12000.0,,,,,,,,10063000.0,856000.0,,,,575000000.0,8362000.0,8362000.0,12725000.0,11383000.0,22078000.0,11383000.0,,,,,,19860000.0,,5848000.0,,,,,571281000.0,23776000.0,74795000.0,,547394000.0,,23887000.0,,,,,,,,1
1996-05-21,,2371000.0,,,,,10247000.0,2427000.0,475000.0,,,,,,,,10457000.0,1380000.0,,,,81000.0,144542000.0,144542000.0,149536000.0,11383000.0,16022000.0,11383000.0,,,,,,157810000.0,,6348000.0,,,,,709353000.0,29173000.0,14337000.0,9463000.0,679981000.0,,29372000.0,33600000.0,,33600000.0,,,,,1
1997-05-22,,7115000.0,,,,,38239000.0,14326000.0,424000.0,,,,,,,,11480000.0,4793000.0,,,,-374000.0,143117000.0,143117000.0,149441000.0,15202000.0,18289000.0,15202000.0,,,,,,158838000.0,,7501000.0,,,,,836044000.0,27914000.0,62041000.0,6525000.0,807926000.0,,28118000.0,51100000.0,,51100000.0,,,,,2
1998-05-11,,5524000.0,,,,,60747000.0,7958000.0,2016000.0,,,,,,,,12941000.0,4210000.0,,,,-109692000.0,299405000.0,299405000.0,307971000.0,7676000.0,15684000.0,7676000.0,,,,,,321321000.0,,9641000.0,,,,,1110648000.0,61255000.0,75660000.0,191907000.0,974171000.0,,136477000.0,51100000.0,,51100000.0,,75000000.0,,,3
1999-05-05,,8703000.0,,,,,40077000.0,3418000.0,7211000.0,,,,,,,,14670000.0,4210000.0,,,,-13314000.0,-24159000.0,-24159000.0,-22603000.0,4386000.0,14430000.0,4386000.0,,,,,,-3781000.0,,9596000.0,,,,,1012698000.0,18472000.0,56896000.0,150000000.0,919226000.0,,93472000.0,51100000.0,,51100000.0,,75000000.0,,,4
2000-05-17,,9265000.0,,,,,11544000.0,9163000.0,5729000.0,,,,,,,,9835000.0,4210000.0,,,,-261922000.0,179149000.0,179149000.0,179277000.0,17349000.0,12996000.0,17349000.0,,,,,,196869000.0,,9789000.0,,,,,917590000.0,18627000.0,39880000.0,150000000.0,823963000.0,,93627000.0,51100000.0,,51100000.0,,75000000.0,,,5
2001-06-29,,2806000.0,,,,,51071000.0,7430000.0,5736000.0,,,,,,,,9488000.0,4210000.0,,,,-40575000.0,-139145000.0,-139145000.0,-137426000.0,2204000.0,9740000.0,2204000.0,,,,,,-123222000.0,,6700000.0,,,,,725700000.0,12677000.0,56469000.0,150000000.0,638023000.0,,87677000.0,51100000.0,,51100000.0,,75000000.0,,,7
2002-05-21,,1435000.0,,,,,41867000.0,3423000.0,5664000.0,,,,,,,,9055000.0,4210000.0,,,,-22321000.0,-40443000.0,-40443000.0,-39139000.0,4466000.0,11477000.0,4466000.0,,,,,,-27184000.0,,5118000.0,,,,,655441000.0,13787000.0,48005000.0,150000000.0,566654000.0,,88787000.0,51100000.0,,51100000.0,,75000000.0,,,7
2003-05-20,,1129000.0,,,,,55552000.0,708000.0,5603000.0,,,,,,,,8958000.0,4210000.0,,,,-4177000.0,-219138000.0,-219138000.0,-218273000.0,4463000.0,7078000.0,4463000.0,,,,,,-207877000.0,,3685000.0,,,,,418305000.0,8946000.0,61712000.0,150000000.0,334359000.0,,83946000.0,51100000.0,,51100000.0,,75000000.0,,,8
2004-06-02,,378000.0,,,,,48840000.0,-2495000.0,5613000.0,,,,,,,,8567000.0,4210000.0,,,,-26481000.0,111279000.0,111279000.0,112428000.0,4463000.0,4948000.0,4463000.0,,,,,,123161000.0,,3931000.0,,,,,493782000.0,82147000.0,49802000.0,75000000.0,411635000.0,,82147000.0,51100000.0,,51100000.0,,75000000.0,,,10
