Date,HIGH,LOW,CLOSE,OPEN,COUNT,VOLUME,SHROUT
2017-12-14,,,5.4,,,,43305593.0
2017-12-15,,,5.4,,,,43305593.0
2017-12-18,,,5.4,,,,43305593.0
2017-12-19,,,5.4,,,,43305593.0
2017-12-20,,,5.4,,,,43305593.0
2017-12-21,,,5.23,,,,43305593.0
2017-12-22,,,5.3,,,,43305593.0
2017-12-27,,,5.31,,,,43305593.0
2017-12-28,,,5.31,,,,43305593.0
2017-12-29,,,5.4,,,,43305593.0
2018-01-02,,,5.36,,,,43305593.0
2018-01-03,,,5.36,,,,43305593.0
2018-01-04,,,5.46,,,,43305593.0
2018-01-05,,,5.84,,,,43305593.0
2018-01-08,,,5.84,,,,43305593.0
2018-01-09,,,5.9,,,,43305593.0
2018-01-10,,,5.88,,,,43305593.0
2018-01-11,,,5.84,,,,43305593.0
2018-01-12,,,5.92,,,,43305593.0
2018-01-15,,,5.88,,,,43305593.0
2018-01-16,,,5.72,,,,43305593.0
2018-01-17,,,5.8,,,,43305593.0
2018-01-18,,,5.8,,,,43305593.0
2018-01-19,,,5.7,,,,43305593.0
2018-01-22,,,5.66,,,,43305593.0
2018-01-23,,,5.76,,,,43305593.0
2018-01-24,,,5.8,,,,43305593.0
2018-01-25,,,5.8,,,,43305593.0
2018-01-26,,,5.7,,,,43305593.0
2018-01-29,,,5.68,,,,43305593.0
2018-01-30,,,5.8,,,,43305593.0
2018-01-31,,,5.56,,,,43305593.0
2018-02-01,,,5.56,,,,43305593.0
2018-02-02,,,5.42,,,,43305593.0
2018-02-05,,,5.44,,,,43305593.0
2018-02-06,,,5.3,,,,43305593.0
2018-02-07,,,5.18,,,,43305593.0
2018-02-08,,,5.26,,,,43305593.0
2018-02-09,,,5.7,,,,43305593.0
2018-02-12,,,5.94,,,,43305593.0
2018-02-13,,,6.04,,,,43305593.0
2018-02-14,,,6.04,,,,43305593.0
2018-02-15,,,6.36,,,,43305593.0
2018-02-16,,,5.6,,,,43305593.0
2018-02-19,,,5.58,,,,43305593.0
2018-02-20,,,5.58,,,,43305593.0
2018-02-21,,,5.56,,,,43305593.0
2018-02-22,,,5.62,,,,43305593.0
2018-02-23,,,5.58,,,,43305593.0
2018-02-26,,,5.62,,,,43305593.0
2018-02-27,,,5.62,,,,43305593.0
2018-02-28,,,5.58,,,,43305593.0
2018-03-01,,,5.62,,,,43305593.0
2018-03-02,,,5.62,,,,43305593.0
2018-03-05,,,5.62,,,,43305593.0
2018-03-06,,,5.64,,,,43305593.0
2018-03-07,,,5.62,,,,43305593.0
2018-03-08,,,5.62,,,,43305593.0
2018-03-09,,,5.62,,,,43305593.0
2018-03-12,,,5.62,,,,43305593.0
2018-03-13,,,5.62,,,,43305593.0
2018-03-14,,,5.62,,,,43305593.0
2018-03-15,,,5.62,,,,43305593.0
2018-03-16,,,5.62,,,,43305593.0
2018-03-19,,,5.62,,,,43305593.0
2018-03-20,,,5.62,,,,43305593.0
2018-03-21,,,5.62,,,,43305593.0
2018-03-22,,,5.62,,,,43305593.0
2018-03-23,,,5.6,,,,43305593.0
2018-03-26,,,5.6,,,,43305593.0
2018-03-27,,,5.6,,,,43305593.0
2018-03-28,,,5.58,,,,43305593.0
2018-03-29,,,5.6,,,,43305593.0
2018-04-03,,,5.62,,,,43305593.0
2018-04-04,,,5.46,,,,43305593.0
2018-04-05,,,5.26,,,,43305593.0
2018-04-06,,,5.32,,,,43305593.0
2018-04-09,,,5.28,,,,43305593.0
2018-04-10,,,5.32,,,,43305593.0
2018-04-11,,,5.44,,,,43305593.0
2018-04-12,,,5.62,,,,43305593.0
2018-04-13,,,5.56,,,,43305593.0
2018-04-16,,,5.56,,,,43305593.0
2018-04-17,,,5.56,,,,43305593.0
2018-04-18,,,5.6,,,,43305593.0
2018-04-19,,,5.56,,,,43305593.0
2018-04-20,,,5.54,,,,43305593.0
2018-04-23,,,5.58,,,,43305593.0
2018-04-24,,,5.56,,,,43305593.0
2018-04-25,,,5.54,,,,43305593.0
2018-04-26,,,5.52,,,,43305593.0
2018-04-27,,,5.56,,,,43305593.0
2018-04-30,,,5.32,,,,43305593.0
2018-05-01,,,5.54,,,,43305593.0
2018-05-02,,,5.54,,,,43305593.0
2018-05-03,,,5.4,,,,43305593.0
2018-05-04,,,5.4,,,,43305593.0
2018-05-08,,,5.4,,,,43305593.0
2018-05-09,,,5.4,,,,43305593.0
2018-05-10,,,5.4,,,,43305593.0
2018-05-11,,,5.4,,,,43305593.0
2018-05-14,,,5.4,,,,43305593.0
2018-05-15,,,5.4,,,,43305593.0
2018-05-16,,,5.4,,,,43305593.0
2018-05-17,,,5.4,,,,43305593.0
2018-05-18,,,5.44,,,,43305593.0
2018-05-21,,,5.46,,,,43305593.0
2018-05-22,,,5.5,,,,43305593.0
