Date,CLOSE,SHROUT,COUNT,HIGH,LOW,OPEN,VOLUME
1998-12-21,45.0,,,,,,
1999-02-25,44.0,,,,,,
1999-03-30,45.0,,,,,,
1999-06-16,44.0,,,,,,
1999-08-19,43.0,,,,,,
1999-08-27,44.0,,,,,,
1999-09-02,43.0,,,,,,
1999-09-22,44.0,,,,,,
1999-09-27,43.0,,,,,,
1999-10-28,42.0,,,,,,
1999-11-05,42.75,,,,,,
1999-11-10,43.0,,,,,,
1999-11-16,43.0,,,,,,
1999-11-23,42.75,,,,,,
1999-11-29,42.75,,,,,,
1999-12-07,42.75,,,,,,
1999-12-14,43.0,,,,,,
1999-12-21,42.75,,,,,,
1999-12-29,42.25,,,,,,
2000-01-04,42.0,,,,,,
2000-01-05,42.0,,,,,,
2000-01-07,42.0,,,,,,
2000-01-10,42.0,,,,,,
2000-01-11,42.0,,,,,,
2000-01-12,42.0,,,,,,
2000-01-13,42.0,,,,,,
2000-01-14,42.0,,,,,,
2000-01-18,42.0,,,,,,
2000-01-19,42.0,,,,,,
2000-01-20,42.0,,,,,,
2000-01-21,42.0,,,,,,
2000-01-24,42.0,,,,,,
2000-01-26,42.0,,,,,,
2000-01-27,42.0,,,,,,
2000-01-28,42.0,,,,,,
2000-01-31,42.0,,,,,,
2000-02-01,42.0,,,,,,
2000-02-02,42.0,,,,,,
2000-02-03,42.25,,,,,,
2000-02-04,42.25,,,,,,
2000-02-07,42.0,,,,,,
2000-02-08,42.0,,,,,,
2000-02-09,42.0,,,,,,
2000-02-11,42.25,,,,,,
2000-02-14,42.25,,,,,,
2000-02-15,42.25,,,,,,
2000-02-16,42.25,,,,,,
2000-02-17,42.0,,,,,,
2000-02-18,42.25,,,,,,
2000-02-21,42.25,,,,,,
2000-02-22,42.25,,,,,,
2000-02-23,42.25,,,,,,
2000-02-24,42.25,,,,,,
2000-02-25,42.25,,,,,,
2000-02-28,42.25,,,,,,
2000-03-01,42.25,,,,,,
2000-03-02,42.25,,,,,,
2000-03-06,42.25,,,,,,
2000-03-07,42.25,,,,,,
2000-03-08,42.5,,,,,,
2000-03-10,42.5,,,,,,
2000-03-13,42.5,,,,,,
2000-03-14,42.5,,,,,,
2000-03-15,42.25,,,,,,
2000-03-16,42.25,,,,,,
2000-03-17,42.5,,,,,,
2000-03-21,42.5,,,,,,
2000-03-24,42.5,,,,,,
2000-03-27,42.25,,,,,,
2000-03-28,42.25,,,,,,
2000-03-29,42.25,,,,,,
