Date,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME,SHROUT
2007-11-05,,5.7917,,,,,192793000.0
2007-11-06,,5.7917,,,,,192793000.0
2007-11-07,,5.785,,,,,192793000.0
2007-11-09,,5.146,,,,,192793000.0
2007-11-13,,4.5264,,,,,192793000.0
2007-11-21,,3.9913,,,,,192793000.0
2007-12-07,,3.6805,,,1.0,65400.0,192793000.0
2007-12-10,,3.6805,,,,,192793000.0
2007-12-31,,3.4356,,,,,192793000.0
2008-01-01,,3.4356,,,,,
2008-01-15,,3.1463,,,2.0,365827.0,191520000.0
2008-01-22,,2.9309,,,1.0,37400.0,191520000.0
2008-01-23,,3.165,,,1.0,2300.0,191520000.0
2008-01-24,,3.0862,,,,,191520000.0
2008-02-01,,3.3413,,,,,191520000.0
2008-02-05,,3.4588,,,1.0,69035.0,191520000.0
2008-02-07,,3.0662,,,1.0,71000.0,191520000.0
2008-02-08,,3.04,,,2.0,80806.0,191520000.0
2008-02-12,,3.0042,,,2.0,83129.0,191520000.0
2008-02-13,,3.0139,,,1.0,140000.0,191520000.0
2008-02-14,,3.0247,,,1.0,42118.0,191520000.0
2008-02-21,,3.0015,,,2.0,384900.0,191520000.0
2008-02-22,,2.95,,,1.0,293500.0,191520000.0
2008-02-25,,3.07,,,1.0,50000.0,191520000.0
2008-02-29,,3.15,,,1.0,1100.0,191520000.0
2008-03-17,,2.1775,,,1.0,4088.0,191520000.0
2008-03-18,,2.2005,,,2.0,57700.0,191520000.0
2008-03-28,,2.1339,,,1.0,4249.0,191520000.0
