Date,CLOSE,SHROUT
1998-12-01,163.0,
1998-12-02,164.0,
1998-12-04,163.0,
1998-12-09,164.0,
1998-12-11,165.0,
1998-12-15,164.0,
1998-12-18,166.0,
1998-12-21,165.0,
1998-12-30,166.0,
1999-01-04,167.0,
1999-01-12,166.0,
1999-01-20,167.0,
1999-01-22,168.0,
1999-01-25,169.0,
1999-01-26,168.0,
1999-02-04,166.0,
1999-02-08,165.0,
1999-02-09,166.0,
1999-02-11,165.0,
1999-02-12,164.0,
1999-02-15,163.0,
1999-02-18,164.0,
1999-02-23,165.0,
1999-02-25,164.0,
1999-02-26,163.0,
1999-03-01,162.0,
1999-03-02,161.0,
1999-03-04,160.0,
1999-03-05,161.0,
1999-03-08,162.0,
1999-03-09,161.0,
1999-03-10,160.0,
1999-03-11,161.0,
1999-03-15,162.0,
1999-03-17,163.0,
1999-03-26,162.0,
1999-04-06,163.0,
1999-04-08,164.0,
1999-04-15,163.0,
1999-04-16,162.0,
1999-04-20,163.0,
1999-04-23,162.0,
1999-04-28,161.0,
1999-04-30,162.0,
1999-05-04,161.0,
1999-05-05,160.0,
1999-05-06,159.0,
1999-05-10,158.0,
1999-05-11,159.0,
1999-05-17,158.0,
1999-05-18,157.0,
1999-05-20,158.0,
1999-06-01,157.0,
1999-06-02,156.0,
1999-06-03,157.0,
1999-06-10,156.0,
1999-06-11,155.0,
1999-06-15,156.0,
1999-06-16,157.0,
1999-06-18,158.0,
1999-06-22,157.0,
1999-06-23,156.0,
1999-06-24,155.0,
1999-06-28,156.0,
1999-06-29,157.0,
1999-07-06,156.0,
1999-07-08,154.0,
1999-07-09,156.0,
1999-07-12,155.0,
1999-07-13,156.0,
1999-07-16,155.0,
1999-07-21,156.0,
1999-07-23,155.0,
1999-07-26,154.0,
1999-07-27,155.0,
1999-07-29,154.0,
1999-08-03,155.0,
1999-08-05,157.0,
1999-08-09,156.0,
1999-08-12,155.0,
1999-08-13,154.0,
1999-08-19,155.0,
1999-08-20,156.0,
1999-08-23,155.0,
1999-08-25,156.0,
1999-08-26,157.0,
1999-08-31,158.0,
1999-09-01,157.0,
1999-09-02,156.0,
1999-09-07,155.0,
1999-09-09,153.0,
1999-09-13,152.0,
1999-09-14,151.0,
1999-09-15,152.0,
1999-09-16,151.0,
1999-09-17,153.0,
1999-09-20,154.0,
1999-09-21,153.0,
1999-09-28,152.0,
1999-09-29,151.0,
1999-10-07,151.0,
1999-10-08,152.0,
1999-10-12,151.0,
1999-10-14,152.0,
1999-10-15,150.0,
1999-10-18,151.0,
1999-10-19,152.0,
1999-10-20,151.0,
1999-10-22,152.0,
1999-10-26,150.0,
1999-10-27,151.0,
1999-10-28,153.0,
1999-11-01,150.0,
1999-11-02,150.5,
1999-11-04,157.875,
1999-11-08,160.75,
1999-11-10,159.1875,
1999-11-11,158.8125,
1999-11-12,159.0,
1999-11-15,160.5,
1999-11-16,159.9375,
1999-11-17,161.5,
1999-11-18,160.4375,
1999-11-19,159.75,
1999-11-22,159.5625,
1999-11-23,158.5,
1999-11-24,158.75,
1999-11-25,158.0,
1999-11-26,157.4375,
1999-11-29,157.8125,
1999-11-30,158.0625,
1999-12-01,158.5,
1999-12-02,158.5,
1999-12-03,157.5,
1999-12-06,156.0625,
1999-12-07,156.625,
1999-12-08,157.875,
1999-12-09,158.125,
1999-12-10,158.75,
1999-12-13,160.25,
1999-12-14,160.375,
1999-12-15,159.8125,
1999-12-16,160.0625,
1999-12-17,158.0625,
1999-12-20,157.5,
1999-12-21,157.25,
1999-12-22,157.1875,
1999-12-23,156.0,
1999-12-29,156.0625,
1999-12-30,156.0625,
2000-01-04,155.375,
2000-01-05,153.6875,
2000-01-06,153.125,
2000-01-07,153.0625,
2000-01-10,153.625,
2000-01-11,154.4375,
2000-01-12,153.8125,
2000-01-13,152.25,
2000-01-14,153.1875,
2000-01-17,152.6875,
2000-01-18,152.0,
2000-01-19,150.875,
2000-01-20,151.25,
2000-01-21,150.6875,
2000-01-24,150.8125,
2000-01-25,151.0625,
2000-01-26,152.25,
2000-01-27,152.0625,
2000-01-28,150.8125,
2000-01-31,150.5625,
2000-02-01,152.0,
2000-02-02,153.3125,
2000-02-03,152.625,
2000-02-04,154.0,
2000-02-07,153.0,
2000-02-08,153.0625,
2000-02-09,153.375,
2000-02-10,152.875,
2000-02-11,152.1875,
2000-02-14,152.1875,
2000-02-15,152.875,
2000-02-16,153.0,
2000-02-17,151.9375,
2000-02-18,152.5,
2000-02-21,153.375,
2000-02-22,154.375,
2000-02-23,155.125,
2000-02-24,154.75,
2000-02-25,155.75,
2000-02-28,155.875,
2000-03-01,154.25,
2000-03-02,154.8125,
2000-03-03,154.75,
2000-03-06,155.6875,
2000-03-07,156.4375,
2000-03-08,156.75,
2000-03-09,156.3125,
2000-03-10,156.375,
2000-03-13,155.4375,
2000-03-14,155.3125,
2000-03-15,155.4375,
2000-03-16,156.0625,
2000-03-17,157.3125,
2000-03-21,157.25,
2000-03-24,156.4375,
2000-03-27,156.4375,
2000-03-28,154.9375,
2000-03-29,155.5,
2000-03-30,155.3125,
2000-03-31,155.875,
2000-04-03,155.6875,
2000-04-04,156.4375,
2000-04-06,157.3125,
2000-04-07,156.125,
2000-04-10,156.75,
2000-04-11,156.3125,
2000-04-12,156.4375,
2000-04-13,155.75,
2000-04-14,154.6875,
2000-04-17,154.6875,
2000-04-18,154.5,
2000-04-19,154.6875,
2000-04-20,154.625,
2000-04-26,154.1875,
2000-04-27,154.9375,
2000-04-28,155.75,
2000-05-02,156.875,
2000-05-03,156.4375,
2000-05-04,156.0,
2000-05-05,154.4375,
2000-05-08,154.125,
2000-05-09,154.8125,
2000-05-10,155.5625,
2000-05-11,155.5625,
2000-05-12,154.0625,
2000-05-15,153.9375,
2000-05-16,154.625,
2000-05-17,155.0,
2000-05-18,153.3125,
2000-05-19,152.625,
