Date,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME
2008-06-04,,10.73,,,1,77
2008-06-05,,10.66,,,1,3
2008-06-06,,10.74,,,2,11
2008-06-09,,10.28,,,1,13
2008-06-10,,9.87,,,1,7
2008-06-11,,9.92,,,1,9
2008-06-12,,9.9,,,1,9
2008-06-13,,9.9,,,2,3836
2008-06-16,,9.8557,,,1,5
2008-06-17,,10.09,,,1,18
2008-06-19,,9.7288,,,2,12276
2008-06-20,,9.75,,,1,20
2008-06-23,,9.18,,,1,31
2008-06-24,,9.0116,,,2,1420
2008-06-25,,9.57,,,1,33
2008-06-27,,8.75,,,1,22
2008-07-01,,8.65,,,1,15
2008-07-02,,8.75,,,1,111
2008-07-03,,8.15,,,1,45
2008-07-04,,8.9,,,1,9
2008-07-09,,9.32,,,1,60
2008-07-14,,8.7463,,,1,3
2008-07-15,,8.7,,,1,11
2008-07-16,,8.4,,,1,175
2008-07-17,,8.95,,,1,58
2008-07-18,,9.07,,,1,18
2008-07-21,,9.2,,,1,35
2008-07-22,,9.26,,,1,36
2008-07-24,,9.21,,,1,18
2008-07-25,,9.67,,,1,40
2008-07-28,,9.95,,,1,39
2008-07-29,,8.88,,,1,229
2008-07-30,,8.98,,,1,51
2008-07-31,,8.83,,,1,31
2008-08-01,,8.7,,,1,48
2008-08-04,,8.71,,,1,21
2008-08-07,,8.85,,,,
2008-08-08,,8.94,,,1,72
2008-08-11,,8.81,,,1,6
2008-08-12,,8.93,,,1,24
2008-08-13,,8.88,,,1,75
2008-08-14,,8.83,,,1,54
2008-08-15,,8.88,,,1,14
2008-08-18,,8.76,,,1,20
2008-08-19,,8.67,,,1,37
2008-08-20,,8.47,,,1,78
2008-08-22,,8.61,,,1,10
2008-08-26,,8.7,,,2,562
2008-08-27,,8.59,,,1,10
2008-08-28,,8.83,,,1,38
2008-09-03,,8.59,,,1,29
2008-09-04,,8.4,,,1,40
2008-09-09,,7.73,,,1,13
2008-09-11,,7.45,,,1,63
2008-09-12,,7.56,,,1,22
2008-09-15,,7.05,,,1,8
2008-09-18,,7.08,,,1,13
2008-09-22,,7.39,,,1,37
2008-09-23,,7.38,,,1,33
2008-09-24,,7.49,,,1,12
2008-09-26,,7.35,,,1,38
2008-09-29,,7.42,,,1,28
2008-09-30,,7.158,,,2,2730
2008-10-03,6.92,6.92,7.0,,1,27
2008-10-06,6.87,6.87,7.0,,1,15
2008-10-08,6.1,6.0994,6.0,,2,3114
2008-10-13,6.15,6.15,6.0,,1,9
2008-10-14,7.12,7.12,7.0,,1,8
2008-10-15,6.77,6.77,7.0,,1,38
2008-10-17,6.3,6.3,6.0,,1,131
2008-10-20,6.55,6.55,7.0,,1,43
2008-10-21,6.51,6.51,7.0,,1,63
2008-10-22,6.34,6.34,6.0,,1,148
2008-10-23,5.98,5.98,6.0,,1,38
2008-10-24,5.29,5.29,5.0,,1,16
2008-10-27,5.18,5.18,5.0,,1,36
2008-10-28,5.57,5.57,6.0,,1,333
2008-10-29,5.98,5.98,6.0,,1,192
2008-10-30,6.17,6.17,6.0,,1,64
2008-10-31,5.85,5.85,6.0,,1,54
2008-11-04,6.82,6.82,7.0,,1,79
2008-11-05,7.1,7.1,7.0,,1,52
2008-11-06,6.88,6.88,7.0,,1,67
2008-11-07,6.63,6.63,7.0,,1,38
2008-11-10,6.7,6.7,7.0,,1,143
2008-11-11,6.77,6.77,7.0,,1,143
2008-11-12,6.75,6.75,7.0,,1,101
2008-11-13,6.55,6.5516,6.0,,2,7674
2008-11-14,6.72,6.7239,7.0,,1,4563
2008-11-17,6.38,6.38,6.0,,1,132
2008-11-18,6.33,6.33,6.0,,1,226
2008-11-19,6.49,6.49,6.0,,1,25
2008-11-21,5.63,5.63,6.0,,1,79
2008-11-24,5.72,5.7223,6.0,,1,1443
2008-11-26,6.33,6.33,6.0,,1,62
2008-11-27,6.51,6.51,7.0,,1,99
2008-12-01,6.8,6.8,7.0,,1,62
2008-12-02,6.4,6.4,6.0,,1,58
2008-12-03,6.3,6.3,6.0,,1,26
2008-12-04,6.36,6.36,6.0,,1,119
2008-12-05,6.42,6.42,6.0,,1,26
2008-12-08,6.49,6.35,6.0,,2,4419
2008-12-10,6.39,6.39,6.0,,2,427
2008-12-11,6.42,6.42,6.0,,1,92
2009-01-07,7.1,7.1,7.0,,1,75
2009-01-08,6.82,6.8187,7.0,,1,9800
2009-01-12,6.45,6.4479,6.0,,3,4220
2009-01-15,,6.1309,,,,
2009-01-19,6.01,6.0115,6.0,,1,27093
2009-01-23,5.61,5.6079,6.0,,1,41426
2009-01-26,5.78,5.683,6.0,,8,40218
2009-01-27,5.74,5.7438,6.0,,1,53775
2009-01-28,6.23,6.2275,6.0,,3,104340
2009-01-29,6.24,6.244,6.0,,1,22000
2009-02-05,,6.6551,,,,
2009-02-09,6.75,6.75,7.0,,1,42
2009-02-11,,6.5,,,,
2009-02-18,6.67,6.6722,7.0,,1,5293
2009-02-24,,6.32,,,,
2009-02-25,,6.47,,,,
2009-02-26,,6.2392,,,,
2009-03-04,,6.4532,,,,
