Date,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME,SHROUT
2007-11-01,,31.0952,,,,,116000000.0
2007-11-05,,31.03,,,,,116000000.0
2007-11-06,,30.84,,,,,116000000.0
2007-11-07,,29.94,,,,,116000000.0
2007-11-08,,27.76,,,,,116000000.0
2007-11-09,,27.724,,,,,116000000.0
2007-11-12,,29.019,,,,,116000000.0
2007-11-13,,28.66,,,,,116000000.0
2007-11-14,,29.504,,,,,116000000.0
2007-11-15,,29.3187,,,,,116000000.0
2007-11-16,,27.96,,,,,116000000.0
2007-11-19,,26.993,,,,,116000000.0
2007-11-20,,26.879,,,,,116000000.0
2007-11-21,,24.83,,,,,116000000.0
2007-11-22,,26.16,,,,,116000000.0
2007-11-23,,26.53,,,,,116000000.0
2007-11-26,,26.155,,,,,116000000.0
2007-11-27,,25.158,,,1.0,25000.0,116000000.0
2007-11-28,,26.08,,,4.0,33498.0,116000000.0
2007-11-29,,26.4732,,,11.0,7700.0,116000000.0
2007-11-30,,26.7855,,,1.0,15681.0,116000000.0
2007-12-03,,26.76,,,2.0,200.0,116000000.0
2007-12-04,,25.987,,,4.0,66635.0,116000000.0
2007-12-05,,26.84,,,3.0,7726.0,116000000.0
2007-12-06,,26.05,,,2.0,93.0,116000000.0
2007-12-07,,26.55,,,3.0,81.0,116000000.0
2007-12-10,,26.925,,,11.0,21840.0,116000000.0
2007-12-11,,26.3006,,,5.0,52222.0,116000000.0
2007-12-12,,26.38,,,10.0,3113756.0,116000000.0
2007-12-13,,25.083,,,1.0,6700.0,116000000.0
2007-12-14,,24.44,,,2.0,1100.0,116000000.0
2007-12-17,,22.56,,,1.0,1600.0,116000000.0
2007-12-18,,22.9393,,,3.0,5005.0,116000000.0
2007-12-19,,21.76,,,1.0,928.0,116000000.0
2007-12-21,,22.294,,,5.0,161002.0,116000000.0
2007-12-27,,22.75,,,1.0,24.0,116000000.0
2008-01-02,,23.375,,,2.0,11592.0,115993720.0
2008-01-03,,23.14,,,2.0,80078.0,115993720.0
2008-01-04,,23.155,,,2.0,2005.0,115993720.0
2008-01-07,,21.437,,,3.0,6535.0,115993720.0
2008-01-08,,20.97,,,7.0,122825.0,115993720.0
2008-01-09,,20.275,,,5.0,96560.0,115993720.0
2008-01-11,,20.38,,,1.0,70000.0,115993720.0
2008-01-14,,21.751,,,1.0,29501.0,115993720.0
2008-01-15,,21.046,,,2.0,50013.0,115993720.0
2008-01-16,,21.188,,,1.0,12393.0,115993720.0
2008-01-17,,20.9,,,29.0,51264.0,115993720.0
2008-01-18,,20.85,,,,,115993720.0
2008-01-22,,20.1675,,,3.0,1350.0,115993720.0
2008-01-23,,20.8796,,,2.0,3539.0,115993720.0
2008-01-24,,21.5735,,,4.0,8106.0,115993720.0
2008-01-25,,22.49,,,5.0,15901.0,115993720.0
2008-01-28,,21.77,,,4.0,66464.0,115993720.0
2008-01-29,,22.888,,,1.0,22829.0,115993720.0
2008-01-30,,22.96,,,3.0,4485.0,115993720.0
2008-01-31,,22.67,,,4.0,61367.0,115993720.0
2008-02-01,,23.268,,,3.0,22937.0,115993720.0
2008-02-04,,23.5899,,,2.0,38463.0,115993720.0
2008-02-05,,21.726,,,2.0,64806.0,115993720.0
2008-02-06,,21.95,,,2.0,50067.0,115993720.0
2008-02-07,,21.696,,,2.0,6278.0,115993720.0
2008-02-08,,21.164,,,3.0,86990.0,115993720.0
2008-02-11,,21.18,,,1.0,40000.0,115993720.0
2008-02-12,,20.88,,,2.0,1249.0,115993720.0
2008-02-13,,21.71,,,1.0,11.0,115993720.0
2008-02-14,,21.954,,,1.0,5906.0,115993720.0
2008-02-15,,21.34,,,1.0,50000.0,115993720.0
2008-02-18,,21.6231,,,1.0,42.0,115993720.0
2008-02-19,,21.792,,,,,115993720.0
2008-02-20,,21.46,,,1.0,20000.0,115993720.0
2008-02-21,,21.92,,,4.0,11233.0,115993720.0
2008-02-22,,21.761,,,2.0,6323.0,115993720.0
2008-02-25,,22.286,,,1.0,16689.0,115993720.0
2008-02-26,,22.758,,,2.0,22667.0,115993720.0
2008-02-27,,22.76,,,2.0,122.0,115993720.0
2008-02-28,,23.2982,,,2.0,83089.0,115993720.0
2008-02-29,,22.91,,,3.0,105749.0,115993720.0
2008-03-03,,22.888,,,2.0,1079.0,115993720.0
2008-03-04,,23.07,,,1.0,18.0,115993720.0
2008-03-05,,23.66,,,4.0,34545.0,115993720.0
2008-03-06,,23.867,,,7.0,97723.0,115993720.0
2008-03-07,,22.82,,,1.0,50000.0,115993720.0
2008-03-10,,22.4034,,,1.0,8185.0,115993720.0
2008-03-11,,22.657,,,2.0,11059.0,115993720.0
2008-03-12,,23.2102,,,2.0,8.0,115993720.0
2008-03-14,,22.8055,,,4.0,38770.0,115993720.0
2008-03-17,,21.537,,,3.0,133559.0,115993720.0
2008-03-18,,21.047,,,10.0,381155.0,115993720.0
2008-03-19,,20.23,,,1.0,3000.0,115993720.0
2008-03-20,,17.9195,,,3.0,16677.0,115993720.0
2008-03-25,,18.0173,,,10.0,192774.0,115993720.0
2008-03-26,,17.8,,,4.0,91520.0,115993720.0
2008-03-27,,17.5907,,,1.0,20315.0,115993720.0
