Date,CLOSE,SHROUT
1994-06-16,96,
1994-06-17,96,
1994-06-20,96,
1994-06-21,96,
1994-06-22,95,
1994-06-23,98,
1994-06-24,96,
1994-06-28,98,
1994-06-29,98,
1994-06-30,97,
1994-07-01,97,
1994-07-04,97,
1994-07-05,97,
1994-07-06,97,
1994-07-07,97,
1994-07-08,98,
1994-07-11,98,
1994-07-12,99,
1994-07-13,99,
1994-07-14,99,
1994-07-15,100,
1994-07-18,100,
1994-07-19,100,
1994-07-20,100,
1994-07-21,99,
1994-07-22,99,
1994-07-25,99,
1994-07-26,99,
1994-07-27,99,
1994-07-28,97,
1994-07-29,97,
1994-08-01,98,
1994-08-02,98,
1994-08-03,100,
1994-08-04,100,
1994-08-05,99,
1994-08-08,99,
1994-08-09,99,
1994-08-10,98,
1994-08-11,98,
1994-08-12,96,
1994-08-15,96,
1994-08-16,96,
1994-08-17,97,
1994-08-18,97,
1994-08-19,96,
1994-08-22,96,
1994-08-23,96,
1994-08-24,96,
1994-08-25,96,
1994-08-26,97,
1994-08-31,98,
1994-09-01,98,
1994-09-02,98,
1994-09-05,97,
1994-09-06,97,
1994-09-07,96,
1994-09-08,97,
1994-09-09,98,
1994-09-12,96,
1994-09-13,97,
1994-09-14,96,
1994-09-15,96,
1994-09-16,96,
1994-09-19,96,
1994-09-20,94,
1994-09-21,95,
1994-09-22,96,
1994-09-23,97,
1994-09-26,96,
1994-09-27,95,
1994-09-28,95,
1994-09-29,96,
1994-09-30,96,
1994-10-03,96,
1994-10-04,95,
1994-10-05,96,
1994-10-06,95,
1994-10-07,96,
1994-10-10,96,
1994-10-11,96,
1994-10-12,96,
1994-10-13,97,
1994-10-14,97,
1994-10-17,98,
1994-10-18,98,
1994-10-19,98,
1994-10-20,99,
1994-10-21,98,
1994-10-24,96,
1994-10-26,95,
1994-10-27,95,
1994-10-28,96,
1994-10-31,96,
1994-11-01,96,
1994-11-02,96,
1994-11-03,96,
1994-11-04,96,
1994-11-07,96,
1994-11-08,96,
1994-11-09,96,
1994-11-10,97,
1994-11-11,97,
1994-11-14,97,
1994-11-15,97,
1994-11-16,97,
1994-11-17,96,
1994-11-18,97,
1994-11-21,97,
1994-11-22,97,
1994-11-23,98,
1994-11-24,98,
1994-11-25,98,
1994-11-28,98,
1994-11-29,99,
1994-11-30,98,
1994-12-01,98,
1994-12-02,98,
1994-12-05,99,
1994-12-06,98,
1994-12-07,98,
1994-12-08,98,
1994-12-09,99,
1994-12-12,99,
1994-12-13,98,
1994-12-14,99,
1994-12-15,99,
1994-12-16,99,
1994-12-19,99,
1994-12-20,99,
1994-12-21,99,
1994-12-22,99,
1994-12-23,99,
1994-12-29,100,
1994-12-30,100,
1995-01-03,98,
1995-01-04,97,
1995-01-05,98,
1995-01-06,98,
1995-01-09,98,
1995-01-10,98,
1995-01-11,98,
1995-01-12,98,
1995-01-13,99,
1995-01-16,98,
1995-01-17,98,
1995-01-18,98,
1995-01-19,99,
1995-01-20,99,
1995-01-23,98,
1995-01-24,98,
1995-01-25,98,
1995-01-26,99,
1995-01-27,99,
1995-01-30,99,
1995-01-31,100,
1995-02-01,101,
1995-02-02,101,
1995-02-03,101,
1995-02-06,100,
1995-02-07,100,
1995-02-08,100,
1995-02-09,102,
1995-02-10,101,
1995-02-13,100,
1995-02-14,99,
1995-02-15,102,
1995-02-16,101,
1995-02-17,101,
1995-02-20,101,
1995-02-21,101,
1995-02-22,101,
1995-02-23,102,
1995-02-24,101,
1995-02-27,101,
1995-02-28,102,
1995-03-01,102,
1995-03-02,101,
1995-03-03,101,
1995-03-06,102,
1995-03-07,101,
1995-03-08,101,
1995-03-09,101,
1995-03-10,101,
1995-03-13,100,
1995-03-14,102,
1995-03-15,103,
1995-03-16,103,
1995-03-17,103,
1995-03-20,103,
1995-03-21,104,
1995-03-22,103,
1995-03-23,103,
1995-03-24,103,
1995-03-27,103,
1995-03-28,103,
1995-03-29,103,
1995-03-30,103,
1995-03-31,102,
1995-04-03,101,
1995-04-04,102,
1995-04-05,102,
1995-04-06,102,
1995-04-07,102,
1995-04-10,102,
1995-04-11,102,
1995-04-12,102,
1995-04-13,102,
1995-04-18,104,
1995-04-19,104,
1995-04-20,103,
1995-04-21,103,
1995-04-24,103,
1995-04-25,103,
1995-04-26,104,
1995-04-27,104,
1995-04-28,104,
1995-05-01,103,
1995-05-02,103,
1995-05-04,105,
1995-05-05,104,
1995-05-09,103,
1995-05-10,105,
1995-05-11,103,
1995-05-12,105,
1995-05-15,105,
1995-05-16,105,
1995-05-17,106,
1995-05-18,106,
1995-05-19,105,
1995-05-22,106,
1995-05-24,107,
1995-05-25,108,
1995-05-26,108,
1995-05-30,108,
1995-05-31,108,
1995-06-01,108,
1995-06-02,108,
1995-06-05,108,
1995-06-06,108,
1995-06-07,108,
1995-06-08,108,
1995-06-12,106,
1995-06-13,107,
1995-06-14,107,
1995-06-15,107,
1995-06-16,106,
1995-06-19,107,
1995-06-20,107,
1995-06-21,106,
1995-06-22,107,
1995-06-23,106,
1995-06-26,104,
1995-06-27,104,
1995-06-28,105,
1995-06-29,105,
1995-06-30,104,
1995-07-03,104,
1995-07-04,104,
1995-07-05,105,
1995-07-06,105,
1995-07-07,107,
1995-07-10,106,
1995-07-11,107,
1995-07-12,106,
1995-07-13,107,
1995-07-14,106,
1995-07-17,106,
1995-07-18,106,
1995-07-19,105,
1995-07-20,105,
1995-07-21,105,
1995-07-25,106,
1995-07-26,106,
1995-07-27,106,
1995-07-28,107,
1995-07-31,106,
1995-08-01,106,
1995-08-02,107,
1995-08-03,106,
1995-08-04,106,
1995-08-08,107,
1995-08-09,107,
1995-08-10,108,
1995-08-11,107,
1995-08-14,107,
1995-08-15,106,
1995-08-16,106,
1995-08-17,107,
1995-08-18,107,
1995-08-21,107,
1995-08-22,108,
1995-08-23,108,
1995-08-24,107,
1995-08-25,108,
1995-08-29,107,
1995-08-30,108,
1995-08-31,107,
1995-09-01,108,
1995-09-04,109,
1995-09-05,109,
1995-09-07,110,
1995-09-08,110,
1995-09-11,110,
1995-09-12,110,
1995-09-13,111,
1995-09-14,111,
1995-09-15,111,
1995-09-18,110,
1995-09-19,110,
1995-09-20,110,
1995-09-21,111,
1995-09-22,110,
1995-09-25,110,
1995-09-26,110,
1995-09-27,110,
1995-09-28,110,
1995-09-29,110,
1995-10-02,107,
1995-10-03,108,
1995-10-04,108,
1995-10-05,108,
1995-10-06,107,
1995-10-09,107,
1995-10-10,107,
1995-10-11,107,
1995-10-12,107,
1995-10-13,107,
1995-10-16,108,
1995-10-17,108,
1995-10-18,108,
1995-10-19,109,
1995-10-20,108,
1995-10-23,108,
1995-10-24,108,
1995-10-25,109,
1995-10-26,109,
1995-10-27,109,
1995-10-30,109,
1995-11-01,110,
1995-11-02,111,
1995-11-03,111,
1995-11-06,110,
1995-11-07,111,
1995-11-08,111,
