Date,HIGH,LOW,CLOSE,OPEN,COUNT,VOLUME,SHROUT
1994-04-13,3055.0,2992.5,3015.0,3055.0,,,
1994-04-14,2992.5,2930.0,2936.0,2980.0,,,
1994-04-15,2995.0,2965.0,2970.0,2975.0,,1600.0,
1994-04-18,3020.0,2930.0,3000.0,2936.0,,3070.0,
1994-04-19,2990.0,2958.5,2980.0,2990.0,,2160.0,
1994-04-20,3010.0,2970.0,2990.0,2970.0,,6414.0,
1994-04-21,3030.0,3017.0,3030.0,3030.0,,1566.0,
1994-04-22,3120.0,3004.0,3113.0,3004.0,,3192.0,
1994-04-25,3173.5,3125.0,3165.0,3145.0,,200.0,
1994-04-26,3285.5,3180.0,3285.5,3180.0,,2800.0,
1994-04-27,3295.0,3235.0,3235.0,3295.0,,200.0,
1994-04-28,3280.5,3245.0,3280.5,3245.0,,70.0,
1994-04-29,3280.5,3265.0,3269.5,3280.5,,8204.0,
1994-05-03,3315.0,3285.0,3296.5,3285.0,,2200.0,
1994-05-04,3305.0,3294.5,3294.5,3295.0,,640.0,
1994-05-05,3305.0,3265.0,3267.5,3294.5,,467.0,
1994-05-06,3267.5,3197.0,3210.0,3267.5,,1434.0,
1994-05-09,3200.0,3190.0,3190.0,3200.0,,970.0,
1994-05-10,3240.0,3170.0,3183.5,3240.0,,,
1994-05-11,3210.0,3190.0,3197.5,3190.0,,220.0,
1994-05-13,3225.0,3197.5,3225.0,3197.5,,2511.0,
1994-05-16,3265.0,3205.0,3208.5,3245.0,,915.0,
1994-05-17,3217.5,3193.0,3195.0,3217.5,,650.0,
1994-05-18,3205.5,3185.0,3205.5,3185.0,,160.0,
1994-05-19,3200.0,3135.0,3135.0,3200.0,,30.0,
1994-05-20,3160.0,3110.0,3114.5,3150.5,,2300.0,
1994-05-23,,,,,,2300.0,
1994-05-24,3158.0,3046.5,3158.0,3114.5,,692.0,
1994-05-25,3079.0,2975.0,3079.0,3069.5,,312.0,
1994-05-26,3005.0,2989.0,2989.0,3001.5,,,
1994-05-27,2995.0,2985.5,2985.5,2991.5,,3860.0,
1994-05-31,2990.0,2925.0,2945.0,2990.0,,2570.0,
1994-06-01,2989.0,2930.0,2989.0,2945.0,,400.0,
1994-06-02,2989.0,2989.0,2989.0,2989.0,,,
1994-06-03,2939.5,2905.0,2923.5,2939.5,,7085.0,
1994-06-06,2915.0,2905.0,2915.0,2915.0,,589.0,
1994-06-07,2994.0,2910.0,2994.0,2923.5,,510.0,
1994-06-08,2920.5,2905.0,2905.0,2920.5,,100.0,
1994-06-09,2915.5,2875.0,2875.0,2915.5,,56.0,
1994-06-10,2979.0,2875.0,2979.0,2875.0,,812.0,
1994-06-13,2864.0,2775.0,2775.0,2855.0,,212.0,
1994-06-14,2755.0,2735.0,2755.0,2735.0,,60.0,
1994-06-15,2765.0,2685.0,2706.5,2765.0,,3452.0,
1994-06-16,2785.0,2670.0,2785.0,2670.0,,1314.0,
