Date,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME
2020-08-04,7.55,7.52,7.52,,3,1838
2020-11-26,10.5,10.5,10.5,,1,2500000
2020-12-17,10.4,10.4,10.4,,3,4403
2020-12-18,10.4958,10.4958,10.4958,,1,636
2020-12-29,10.7411,10.7411,10.64584,,3,110762
2020-12-30,10.61385,10.61385,10.61385,,1,27872
2021-01-04,10.79098,10.79098,10.77,,2,158253
2021-01-05,10.56117,10.56117,10.56117,,2,64556
2021-01-07,10.54318,10.54318,10.4958,,4,254642
2021-01-08,10.54518,10.54518,10.54518,,2,90514
2021-01-13,10.4958,10.4958,10.4958,,2,137250
2021-01-14,10.03319,10.03319,10.03319,,2,17794
2021-01-21,10.88429,10.88429,10.6,,2,2108524
2021-01-25,11.79296,11.30921,11.30921,,2,14189
2021-01-26,10.72,10.70939,10.7,,8,7997
2021-01-28,9.90089,9.90089,9.90089,,1,5792
2021-02-10,11.2,11.2,10.5,,6,354386
2021-02-15,11.4,11.1355,11.12,,5,124507
2021-02-22,11.7595,11.7,11.7,,2,60000
2021-02-23,11.35693,11.35693,11.35693,,1,7000
2021-02-24,11.2,10.7,10.7,,7,19741
2021-02-25,10.85,10.85,10.85,,1,200
2021-03-04,10.99,10.99,10.99,,1,2200
2021-03-05,10.49788,10.49788,10.49788,,1,3156
2021-03-11,10.95,10.95,10.95,,1,5000
2021-03-15,11.1,11.1,11.1,,1,5484
2021-03-16,11.25,11.25,11.25,,1,3000
2021-03-18,11.1,11.1,11.1,,3,7011
2021-03-22,11.54964,11.54964,11.54964,,1,30624
2021-03-24,10.73927,10.73927,10.73927,,1,3417
2021-03-29,10.87,10.7,10.7,,2,11602
2021-04-06,11.06,11.06,10.8,,2,76175
2021-04-09,11.48,11.48,11.48,,1,7396
2021-04-12,11.5,11.38,11.38,,2,67189
2021-04-13,11.4,11.2768,11.24,,4,12852
2021-04-16,11.21707,11.21707,11.2,,2,10237
2021-04-22,10.6,10.5,10.5,,52,87399
2021-05-07,9.55,9.55,9.55,,1,5364
2021-05-18,9.2,9.2,9.2,,1,5064
2021-05-26,9.92,9.92,9.92,,1,10000
2021-05-27,9.9,9.9,9.9,,1,873
2021-05-31,8.9,8.9,8.9,,1,1142
2021-06-01,8.92,8.92,8.92,,1,2973
2021-06-02,8.95,8.74953,8.74953,,23,20609
2021-06-03,8.46,8.46,8.46,,1,1165
