Date,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME
2010-11-25,3.43,3.43,3.43,3.6,1,4494
2010-12-01,3.3,3.3,3.3,3.3,1,5000
2010-12-06,3.22,3.22,3.22,3.22,1,5000
2010-12-07,,3.22,,3.22,,
2010-12-10,3.25,3.25,3.25,3.25,1,10000
2011-01-05,3.1,3.1,3.1,3.1,2,15000
2011-01-06,3.06,3.06,3.06,3.06,1,6000
2011-01-07,3.05,3.05,3.05,3.05,1,5000
2011-01-11,2.96,2.96,2.96,2.96,1,5000
2011-01-14,2.93,2.93,2.93,2.93,1,5000
2011-01-17,,2.93,,2.93,,
2011-01-19,2.74,2.74,2.74,2.74,1,10000
2011-01-20,2.75,2.75,2.75,2.75,1,5000
2011-01-24,2.48,2.48,2.48,2.48,1,10000
2011-01-25,2.48,2.48,2.48,2.48,1,10000
2011-01-26,2.38,2.38,2.38,2.38,1,10000
2011-01-27,2.28,2.28,2.28,2.28,1,10000
2011-01-31,2.48,2.48,2.48,2.48,1,10000
2011-02-02,2.38,2.38,2.38,2.38,1,10000
2011-02-04,2.4,2.4,2.4,2.4,2,25000
2011-02-07,2.75,2.75,2.6,2.6,2,15000
2011-02-08,,2.6,,2.6,,
